,The Democrat,Stormy Sanz,Beast Mode,Lesya,Just Tiger,Sharmey,Kenya Nz,No Nukes Skipper Nz,Kivik,We Salute You,Beam Me Up Chopper
10,"[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 3.2, 4.4]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 11.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 32, 50, 212130), 8.5, 10.5]"
11,"[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 3.2, 4.4]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 8.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 21.0, 29.0]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 11.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 32, 51, 495780), 8.5, 10.5]"
12,"[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 3.2, 4.4]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 32, 52, 760661), 8.5, 10.0]"
13,"[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 3.2, 4.4]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 32, 54, 15428), 8.5, 10.0]"
14,"[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 32, 55, 274755), 8.5, 10.0]"
15,"[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 32, 56, 536926), 8.5, 10.0]"
16,"[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 11.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 32, 57, 827527), 8.5, 10.5]"
17,"[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 32, 59, 86115), 8.5, 10.0]"
18,"[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 8.0, 10.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 0, 371048), 8.5, 10.0]"
19,"[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 11.0, 13.0]","[datetime.datetime(2022, 11, 27, 20, 33, 1, 648721), 8.5, 10.5]"
20,"[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 11.0, 13.0]","[datetime.datetime(2022, 11, 27, 20, 33, 2, 907199), 8.5, 10.5]"
21,"[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 11.0, 13.0]","[datetime.datetime(2022, 11, 27, 20, 33, 4, 201833), 8.5, 10.0]"
22,"[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 7.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 9.0, 12.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 11.0, 13.0]","[datetime.datetime(2022, 11, 27, 20, 33, 5, 486833), 8.5, 10.0]"
23,"[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 19.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 6, 765499), 8.5, 10.0]"
24,"[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 8, 22907), 8.5, 10.0]"
25,"[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 9, 287080), 8.5, 10.0]"
26,"[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 10, 550174), 8.5, 10.0]"
27,"[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 11, 872128), 8.5, 10.0]"
28,"[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 13, 152227), 8.5, 10.0]"
