,Liverpool Street,Whisky Nip,Smiling Sapphire,Angry Betty,Bora Burst,Spring Martini,Prince Of Melton,Operatic Blue
16-12-2022 15:42:01.471044,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:02.430902,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:03.474374,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:04.556081,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:05.666368,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:06.737674,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:07.697649,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:08.765326,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:09.812564,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:10.957924,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:12.031765,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:13.127578,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:14.199120,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:15.287872,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:16.360779,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:17.388454,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:18.468007,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:19.600212,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:20.695249,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:21.804334,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:22.915075,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:23.940532,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:24.969977,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:26.121685,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 7.5874999999999995)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:27.248845,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.524999999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:28.379916,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.524999999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:29.514083,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:30.620376,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:31.800162,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:32.980955,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:34.089882,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:35.183761,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:36.297434,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 12.451851851851853)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:37.482099,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:38.586291,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:39.673818,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:40.743550,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:41.891268,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:43.041318,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:44.206972,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:45.289719,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:46.347588,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:47.496626,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:48.650066,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:49.774338,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:50.862224,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:51.973458,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:53.095677,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:54.290291,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:55.435635,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:56.568763,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:57.651884,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:58.772645,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:42:59.896894,"(51.0, 490.0, 270.0)","(4.8, 8.0, 6.561111111111112)","(6.0, 10.5, 7.275)","(18.0, 50.0, 31.11111111111111)","(2.0, 2.94, 2.6553846153846155)","(4.6, 8.2, 5.7)","(7.0, 14.5, 11.663157894736841)","(91.0, 650.0, 555.8333333333334)"
