,Al Be Purple,Town Beach,El Caballo,Cherokee Cherry,Curracabundi,Deltora,Gracious Gracie,Crashnbash
651,"[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 18.0, 28.0]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 37, 995403), 6.0, 8.6]"
652,"[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 18.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 39, 126834), 6.0, 8.6]"
653,"[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 18.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 40, 270530), 6.0, 8.6]"
654,"[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 18.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 41, 393907), 6.0, 8.6]"
655,"[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 42, 530608), 6.0, 8.6]"
656,"[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 43, 651576), 6.0, 8.6]"
657,"[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 44, 789885), 6.0, 8.6]"
658,"[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 45, 914132), 6.0, 8.6]"
659,"[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 47, 35208), 6.0, 8.6]"
660,"[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 48, 164873), 6.0, 8.8]"
661,"[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 49, 279798), 6.0, 8.8]"
662,"[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 50, 411282), 6.0, 8.8]"
663,"[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 51, 533264), 6.0, 8.8]"
664,"[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 51.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 52, 673836), 6.0, 8.8]"
665,"[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 53, 791780), 6.0, 8.8]"
666,"[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 54, 911908), 6.0, 8.8]"
667,"[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 56, 34441), 6.0, 8.8]"
668,"[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 2.3, 2.96]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 57, 171248), 6.0, 8.8]"
669,"[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 18.0, 25.0]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 33, 58, 299340), 6.0, 8.8]"
670,"[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 33, 59, 429012), 6.0, 8.6]"
671,"[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 0, 558638), 6.0, 8.4]"
672,"[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 1, 696040), 6.0, 8.4]"
673,"[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 2, 837888), 6.0, 8.4]"
674,"[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 3, 958117), 6.0, 8.4]"
675,"[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 5, 75572), 6.0, 8.4]"
676,"[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 51.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 6, 217810), 6.0, 8.4]"
677,"[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 51.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 7, 345710), 6.0, 8.4]"
678,"[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 51.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 8, 480261), 6.0, 8.4]"
679,"[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 51.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 9, 608322), 6.0, 8.4]"
680,"[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 51.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 10, 743354), 6.0, 8.4]"
681,"[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 11, 864530), 6.0, 8.2]"
682,"[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 13, 779), 6.0, 8.2]"
683,"[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 14, 131611), 6.0, 8.2]"
684,"[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 4.8, 6.0]","[datetime.datetime(2022, 11, 28, 12, 34, 15, 245430), 6.0, 8.2]"
685,"[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 4.8, 6.0]","[datetime.datetime(2022, 11, 28, 12, 34, 16, 382821), 6.0, 8.2]"
686,"[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 4.8, 6.0]","[datetime.datetime(2022, 11, 28, 12, 34, 17, 498135), 6.0, 8.2]"
687,"[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 18, 621071), 6.0, 8.4]"
688,"[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 19, 755796), 6.0, 8.4]"
689,"[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 20, 880226), 6.0, 8.4]"
690,"[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 51.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 22, 17560), 6.0, 8.4]"
691,"[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 51.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 14.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 2.3, 3.1]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 18.0, 21.0]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 4.8, 6.2]","[datetime.datetime(2022, 11, 28, 12, 34, 23, 153498), 6.0, 8.4]"
