,Al Be Purple,Town Beach,El Caballo,Cherokee Cherry,Curracabundi,Deltora,Gracious Gracie,Crashnbash
10,"[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 32, 37385), 6.0, 8.8]"
11,"[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 33, 158770), 6.0, 8.8]"
12,"[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 34, 290457), 6.0, 8.8]"
13,"[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 35, 414295), 6.0, 8.8]"
14,"[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 36, 544025), 6.0, 8.8]"
15,"[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 37, 663848), 6.0, 8.8]"
16,"[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 38, 788084), 6.0, 8.8]"
17,"[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 39, 909284), 6.0, 8.8]"
18,"[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 41, 27754), 6.0, 8.8]"
19,"[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 42, 155370), 6.0, 8.8]"
20,"[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 43, 283191), 6.0, 8.8]"
21,"[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 44, 412764), 6.0, 8.8]"
22,"[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 45, 535178), 6.0, 8.8]"
23,"[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 46, 661898), 6.0, 8.8]"
24,"[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 47, 825345), 6.0, 8.8]"
25,"[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 48, 955863), 6.0, 8.8]"
26,"[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 50, 77738), 6.0, 8.8]"
27,"[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 51, 200902), 6.0, 8.8]"
28,"[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 52, 325564), 6.0, 8.8]"
29,"[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 53, 449018), 6.0, 8.8]"
30,"[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 54, 575754), 6.0, 8.8]"
31,"[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 55, 701245), 6.0, 8.8]"
32,"[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 56, 829423), 6.0, 8.8]"
33,"[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 57, 956228), 6.0, 8.8]"
34,"[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 21, 59, 84464), 6.0, 8.8]"
35,"[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 22, 0, 217599), 6.0, 8.8]"
36,"[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 22, 1, 348228), 6.0, 8.8]"
37,"[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 22, 2, 470578), 6.0, 8.8]"
38,"[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 22, 3, 599587), 6.0, 8.8]"
39,"[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 3.6, 4.0]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 22, 4, 724208), 6.0, 8.8]"
