,Free To Move,Beaufort Park,Blesk,Comanche Brave,Saucey Horsey,Kiss Me If You Can,Lovin Laughs,Lafargue,Standoff,Ceasar,Marketing,Worsfold
07-12-2022 18:24:25.436249,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.071428571428573)","(26.0, 44.0, 43.0)","(5.5, 6.2, 6.091580161476355)","(31.0, 55.0, 57.74193548387097)","(26.0, 48.0, 47.37931034482759)","(7.5, 9.0, 8.958771929824561)","(26.0, 40.0, 38.63492063492063)","(3.6, 3.9, 3.8848421052631577)","(51.0, 65.0, 62.5)","(4.4, 4.9, 4.777551020408163)"
07-12-2022 18:24:27.078781,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.071428571428573)","(26.0, 44.0, 43.0)","(5.5, 6.2, 6.086659064994299)","(31.0, 60.0, 57.38095238095238)","(26.0, 48.0, 47.37931034482759)","(7.5, 9.0, 8.958771929824561)","(26.0, 40.0, 38.63492063492063)","(3.6, 3.9, 3.8848421052631577)","(51.0, 65.0, 62.5)","(4.4, 4.8, 4.775896414342629)"
07-12-2022 18:24:28.712684,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.11111111111111)","(26.0, 44.0, 43.0)","(5.5, 6.2, 6.084659746251442)","(31.0, 60.0, 56.5625)","(26.0, 48.0, 47.37931034482759)","(7.5, 9.0, 8.958771929824561)","(26.0, 40.0, 38.63492063492063)","(3.6, 3.9, 3.886285714285714)","(51.0, 65.0, 62.5)","(4.4, 4.8, 4.775896414342629)"
07-12-2022 18:24:30.551422,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.140350877192983)","(26.0, 44.0, 43.0)","(5.5, 6.2, 6.084659746251442)","(31.0, 60.0, 56.5625)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.0, 8.958771929824561)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.9, 3.886285714285714)","(51.0, 65.0, 62.5)","(4.4, 4.8, 4.775896414342629)"
07-12-2022 18:24:32.169564,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.140350877192983)","(26.0, 44.0, 40.96296296296296)","(5.5, 6.2, 6.089258028792913)","(31.0, 60.0, 56.5625)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.0, 8.958771929824561)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.9, 3.8968956953642384)","(51.0, 65.0, 62.5)","(4.4, 4.8, 4.775896414342629)"
07-12-2022 18:24:33.841535,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.140350877192983)","(26.0, 42.0, 38.903225806451616)","(5.5, 6.2, 6.071878393051032)","(31.0, 60.0, 56.5625)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.0, 9.021052631578947)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.9, 3.908659549228944)","(51.0, 65.0, 59.54545454545455)","(4.4, 4.8, 4.775896414342629)"
07-12-2022 18:24:35.811986,"(19.0, 99999, 99990)","(10.0, 12.0, 11.818181818181818)","(26.0, 32.0, 31.140350877192983)","(26.0, 42.0, 39.07692307692308)","(5.5, 6.2, 6.071878393051032)","(31.0, 60.0, 56.5625)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.2, 9.037234042553191)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.95, 3.9084128878281623)","(51.0, 65.0, 59.54545454545455)","(4.4, 4.8, 4.771619047619048)"
07-12-2022 18:24:37.438204,"(19.0, 99999, 99990)","(10.0, 12.0, 11.791666666666666)","(26.0, 32.0, 31.073170731707318)","(26.0, 40.0, 39.07692307692308)","(5.5, 6.2, 6.07206385404789)","(31.0, 60.0, 57.027027027027025)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.2, 9.032786885245901)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.95, 3.9118063112078345)","(51.0, 65.0, 60.0)","(4.4, 4.8, 4.771619047619048)"
07-12-2022 18:24:39.314292,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 31.073170731707318)","(26.0, 40.0, 38.857142857142854)","(5.5, 6.2, 6.085171102661597)","(31.0, 60.0, 57.027027027027025)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.2, 9.393181818181818)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.95, 3.9113861386138615)","(51.0, 65.0, 60.0)","(4.4, 4.8, 4.770809792843691)"
07-12-2022 18:24:41.291889,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 31.073170731707318)","(26.0, 40.0, 38.5)","(5.5, 6.2, 6.085171102661597)","(31.0, 65.0, 61.06060606060606)","(26.0, 48.0, 47.470588235294116)","(7.5, 9.6, 9.449704142011834)","(26.0, 40.0, 38.73529411764706)","(3.6, 3.95, 3.9106060606060606)","(51.0, 65.0, 60.0)","(4.4, 4.8, 4.733035714285714)"
07-12-2022 18:24:43.015878,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 30.949640287769785)","(26.0, 40.0, 38.5)","(5.5, 6.2, 6.085171102661597)","(31.0, 65.0, 61.06060606060606)","(26.0, 48.0, 47.21212121212121)","(7.5, 9.6, 9.449704142011834)","(26.0, 40.0, 38.63492063492063)","(3.6, 3.95, 3.9119620253164555)","(51.0, 65.0, 59.390243902439025)","(4.4, 4.8, 4.733035714285714)"
07-12-2022 18:24:44.854605,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 30.949640287769785)","(26.0, 40.0, 38.5)","(5.5, 6.2, 6.085171102661597)","(31.0, 65.0, 61.06060606060606)","(26.0, 48.0, 47.08108108108108)","(7.5, 9.6, 9.449704142011834)","(26.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.9119620253164555)","(51.0, 65.0, 59.390243902439025)","(4.4, 4.8, 4.731177829099307)"
07-12-2022 18:24:46.457065,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 30.949640287769785)","(26.0, 40.0, 38.5)","(5.5, 6.2, 6.0821529745042495)","(31.0, 65.0, 61.06060606060606)","(26.0, 48.0, 47.08108108108108)","(7.5, 9.6, 9.449704142011834)","(26.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.9119620253164555)","(51.0, 65.0, 59.77272727272727)","(4.4, 4.8, 4.741468253968254)"
07-12-2022 18:24:48.002363,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 30.904109589041095)","(26.0, 40.0, 38.32)","(5.5, 6.2, 6.080151946818614)","(31.0, 65.0, 61.1764705882353)","(26.0, 48.0, 47.08108108108108)","(7.5, 9.6, 9.449704142011834)","(26.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.9085982658959537)","(51.0, 65.0, 60.74074074074074)","(4.4, 4.7, 4.67448132780083)"
07-12-2022 18:24:49.681318,"(19.0, 99999, 99990)","(10.0, 12.0, 11.805389221556887)","(26.0, 32.0, 31.056)","(26.0, 40.0, 38.32)","(5.0, 6.2, 6.072711111111111)","(41.0, 65.0, 61.1764705882353)","(26.0, 48.0, 46.96969696969697)","(7.5, 9.6, 9.447761194029852)","(31.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.912352168199737)","(51.0, 65.0, 61.111111111111114)","(4.4, 4.7, 4.683878504672897)"
07-12-2022 18:24:51.395800,"(19.0, 99999, 99990)","(10.0, 12.0, 11.945714285714285)","(26.0, 32.0, 31.016666666666666)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.072711111111111)","(41.0, 65.0, 62.61904761904762)","(26.0, 48.0, 47.23076923076923)","(7.5, 9.6, 9.46923076923077)","(31.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.9276521060842433)","(51.0, 65.0, 61.5)","(4.4, 4.7, 4.675944333996024)"
07-12-2022 18:24:53.116006,"(19.0, 99999, 99990)","(10.0, 12.0, 11.945714285714285)","(26.0, 32.0, 31.016666666666666)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.072711111111111)","(41.0, 65.0, 62.61904761904762)","(26.0, 48.0, 47.44444444444444)","(7.5, 9.6, 9.301351351351352)","(31.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.941595744680851)","(51.0, 65.0, 61.5)","(4.4, 4.7, 4.669077757685352)"
07-12-2022 18:24:54.580376,"(19.0, 99999, 99990)","(10.0, 12.0, 11.864238410596027)","(26.0, 32.0, 31.063492063492063)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.072099202834367)","(41.0, 65.0, 62.61904761904762)","(26.0, 48.0, 47.44444444444444)","(7.5, 9.4, 9.291851851851852)","(31.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.941595744680851)","(51.0, 65.0, 61.5)","(4.4, 4.7, 4.669662921348315)"
07-12-2022 18:24:55.997155,"(19.0, 99999, 99990)","(10.0, 12.0, 11.811926605504587)","(26.0, 32.0, 31.063492063492063)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.069734513274336)","(41.0, 65.0, 62.61904761904762)","(26.0, 48.0, 47.44444444444444)","(7.5, 9.4, 9.291851851851852)","(31.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.9547714158899248)","(51.0, 65.0, 61.5)","(4.4, 4.7, 4.674774774774775)"
07-12-2022 18:24:57.490191,"(19.0, 99999, 99990)","(10.0, 12.0, 11.811926605504587)","(26.0, 32.0, 31.063492063492063)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.069734513274336)","(41.0, 65.0, 62.61904761904762)","(26.0, 48.0, 47.130434782608695)","(7.5, 9.4, 9.291851851851852)","(31.0, 40.0, 38.588235294117645)","(3.6, 4.0, 3.954161043634728)","(51.0, 65.0, 61.5)","(4.4, 4.7, 4.67120822622108)"
07-12-2022 18:24:58.992360,"(19.0, 99999, 99990)","(10.0, 12.0, 11.811926605504587)","(26.0, 32.0, 31.055118110236222)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.069734513274336)","(41.0, 65.0, 62.82608695652174)","(26.0, 48.0, 47.130434782608695)","(7.5, 9.4, 9.291851851851852)","(31.0, 40.0, 38.68493150684932)","(3.6, 4.0, 3.96287795992714)","(51.0, 65.0, 61.81818181818182)","(4.4, 4.7, 4.67035490605428)"
07-12-2022 18:25:00.605700,"(19.0, 99999, 99990)","(10.0, 12.0, 11.811926605504587)","(26.0, 32.0, 31.055118110236222)","(26.0, 40.0, 38.35294117647059)","(5.0, 6.2, 6.069155555555556)","(41.0, 65.0, 62.82608695652174)","(26.0, 48.0, 46.270270270270274)","(7.5, 9.4, 9.291851851851852)","(31.0, 40.0, 38.68493150684932)","(3.6, 4.0, 3.9535551504102098)","(51.0, 65.0, 61.81818181818182)","(4.4, 4.7, 4.67035490605428)"
07-12-2022 18:25:02.157393,"(19.0, 99999, 99990)","(10.0, 12.0, 11.811926605504587)","(26.0, 32.0, 31.055118110236222)","(26.0, 40.0, 38.5)","(5.0, 6.2, 6.068922528940338)","(41.0, 65.0, 63.214285714285715)","(26.0, 48.0, 46.72)","(7.5, 9.4, 9.270873786407767)","(31.0, 40.0, 38.7027027027027)","(3.6, 4.0, 3.9400341685649205)","(51.0, 65.0, 61.81818181818182)","(4.4, 4.7, 4.67035490605428)"
07-12-2022 18:25:03.771014,"(19.0, 99999, 99990)","(10.0, 12.0, 11.823275862068966)","(26.0, 32.0, 31.055118110236222)","(26.0, 40.0, 38.5)","(5.0, 6.2, 6.072333044232437)","(41.0, 65.0, 63.4375)","(26.0, 48.0, 46.4)","(7.5, 9.4, 9.270873786407767)","(31.0, 40.0, 38.7027027027027)","(3.6, 3.95, 3.9240691489361703)","(51.0, 65.0, 61.21621621621622)","(4.4, 4.7, 4.649431818181818)"
07-12-2022 18:25:05.360288,"(19.0, 99999, 99990)","(10.0, 12.0, 11.823275862068966)","(26.0, 32.0, 31.055118110236222)","(26.0, 40.0, 38.97872340425532)","(5.0, 6.2, 6.0706911636045495)","(41.0, 65.0, 63.4375)","(31.0, 48.0, 47.935483870967744)","(8.0, 9.4, 9.275806451612903)","(31.0, 40.0, 38.7027027027027)","(3.6, 3.95, 3.926934523809524)","(51.0, 65.0, 60.609756097560975)","(4.4, 4.7, 4.620816326530612)"
07-12-2022 18:25:06.830956,"(19.0, 99999, 99990)","(10.0, 12.0, 11.823275862068966)","(26.0, 32.0, 30.817073170731707)","(26.0, 40.0, 38.588235294117645)","(5.0, 6.2, 6.054183266932271)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 47.93939393939394)","(8.0, 9.4, 9.275806451612903)","(31.0, 40.0, 38.7027027027027)","(3.6, 3.95, 3.931051344743276)","(51.0, 65.0, 60.26315789473684)","(4.4, 4.7, 4.62754491017964)"
07-12-2022 18:25:08.266982,"(19.0, 99999, 99990)","(10.0, 12.0, 11.823275862068966)","(26.0, 32.0, 30.817073170731707)","(26.0, 40.0, 38.588235294117645)","(5.0, 6.2, 6.054183266932271)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 47.93939393939394)","(8.0, 9.4, 9.273251028806584)","(31.0, 40.0, 38.7027027027027)","(3.6, 3.95, 3.9345108695652176)","(51.0, 65.0, 60.26315789473684)","(4.4, 4.7, 4.62754491017964)"
07-12-2022 18:25:09.658050,"(19.0, 99999, 99990)","(10.0, 12.0, 11.823275862068966)","(26.0, 32.0, 30.783625730994153)","(26.0, 40.0, 38.588235294117645)","(5.0, 6.2, 6.052408477842004)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 47.93939393939394)","(8.0, 9.4, 9.273251028806584)","(31.0, 40.0, 38.7027027027027)","(3.6, 3.95, 3.9167349726775957)","(51.0, 65.0, 56.36363636363636)","(4.4, 4.7, 4.62754491017964)"
07-12-2022 18:25:11.125294,"(19.0, 99999, 99990)","(10.0, 12.0, 11.823275862068966)","(26.0, 32.0, 30.993006993006993)","(26.0, 40.0, 38.588235294117645)","(5.0, 6.2, 6.048999046711153)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 46.6)","(8.0, 9.4, 9.277290836653385)","(31.0, 40.0, 38.608695652173914)","(3.6, 3.95, 3.908274470232089)","(51.0, 60.0, 56.2)","(4.4, 4.7, 4.626069246435845)"
07-12-2022 18:25:12.911912,"(19.0, 99999, 99990)","(10.0, 12.0, 11.827731092436975)","(26.0, 32.0, 30.75862068965517)","(26.0, 40.0, 38.588235294117645)","(5.0, 6.2, 6.045304937076477)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 48.111111111111114)","(8.0, 9.4, 9.277290836653385)","(31.0, 40.0, 38.588235294117645)","(3.6, 3.95, 3.908274470232089)","(51.0, 60.0, 56.2)","(4.4, 4.7, 4.630192307692307)"
07-12-2022 18:25:14.350285,"(19.0, 99999, 99990)","(10.0, 12.0, 11.827731092436975)","(26.0, 32.0, 30.75862068965517)","(26.0, 40.0, 38.588235294117645)","(5.0, 6.2, 6.045304937076477)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 48.54545454545455)","(8.0, 9.4, 9.168817204301074)","(31.0, 40.0, 38.69565217391305)","(3.6, 3.95, 3.910089020771513)","(51.0, 60.0, 55.208333333333336)","(4.4, 4.7, 4.618693693693693)"
07-12-2022 18:25:15.875749,"(19.0, 99999, 99990)","(10.0, 12.0, 11.820175438596491)","(26.0, 32.0, 30.900763358778626)","(26.0, 42.0, 40.57142857142857)","(5.0, 6.2, 6.052293577981652)","(41.0, 65.0, 63.484848484848484)","(31.0, 50.0, 48.666666666666664)","(8.0, 9.2, 9.19030303030303)","(31.0, 40.0, 38.69565217391305)","(3.6, 3.95, 3.9104187946884577)","(51.0, 60.0, 56.166666666666664)","(4.4, 4.7, 4.618322295805739)"
07-12-2022 18:25:17.425648,"(19.0, 99999, 99990)","(10.0, 12.0, 11.820175438596491)","(26.0, 32.0, 30.900763358778626)","(26.0, 42.0, 40.54545454545455)","(5.0, 6.2, 6.059265734265734)","(41.0, 65.0, 63.529411764705884)","(31.0, 50.0, 48.666666666666664)","(8.0, 9.2, 9.236649214659685)","(31.0, 40.0, 38.1578947368421)","(3.6, 3.95, 3.921122778675283)","(51.0, 60.0, 56.166666666666664)","(4.4, 4.7, 4.6270633397312855)"
07-12-2022 18:25:18.819976,"(19.0, 99999, 99990)","(10.0, 12.0, 11.830578512396695)","(26.0, 32.0, 30.900763358778626)","(26.0, 42.0, 40.22222222222222)","(5.0, 6.2, 6.060320284697509)","(41.0, 65.0, 63.529411764705884)","(31.0, 50.0, 48.666666666666664)","(8.0, 9.4, 9.236649214659685)","(31.0, 40.0, 38.39080459770115)","(3.6, 3.95, 3.9210760517799352)","(51.0, 60.0, 55.60606060606061)","(4.4, 4.7, 4.629936305732484)"
07-12-2022 18:25:20.309537,"(19.0, 99999, 99990)","(10.0, 12.0, 11.971590909090908)","(26.0, 32.0, 30.907801418439718)","(26.0, 42.0, 40.22222222222222)","(5.0, 6.2, 6.059265734265734)","(41.0, 65.0, 63.529411764705884)","(31.0, 50.0, 48.72727272727273)","(8.0, 9.4, 9.236649214659685)","(31.0, 40.0, 38.39080459770115)","(3.6, 3.95, 3.919406906906907)","(51.0, 60.0, 55.53846153846154)","(4.4, 4.7, 4.633491686460808)"
07-12-2022 18:25:22.033661,"(19.0, 99999, 99990)","(10.0, 12.0, 12.09047619047619)","(26.0, 32.0, 30.945205479452056)","(26.0, 42.0, 40.270270270270274)","(5.0, 6.2, 6.0483781278962)","(41.0, 65.0, 63.57142857142857)","(31.0, 50.0, 48.72727272727273)","(8.0, 9.4, 9.181818181818182)","(31.0, 40.0, 38.39080459770115)","(3.6, 3.95, 3.9198844323589395)","(51.0, 60.0, 55.24590163934426)","(4.4, 4.7, 4.628205128205128)"
07-12-2022 18:25:23.651870,"(19.0, 99999, 99990)","(10.0, 12.5, 12.135593220338983)","(26.0, 32.0, 30.95945945945946)","(26.0, 42.0, 40.35897435897436)","(5.0, 6.2, 6.025232678386764)","(41.0, 65.0, 63.6764705882353)","(31.0, 50.0, 48.92307692307692)","(7.5, 9.4, 9.228571428571428)","(31.0, 40.0, 38.42696629213483)","(3.6, 3.95, 3.920850622406639)","(51.0, 60.0, 55.3968253968254)","(4.4, 4.7, 4.623713646532439)"
07-12-2022 18:25:25.255452,"(19.0, 99999, 99990)","(10.0, 12.5, 12.158415841584159)","(26.0, 32.0, 30.99346405228758)","(26.0, 42.0, 40.35897435897436)","(5.0, 6.2, 6.041650671785029)","(41.0, 65.0, 63.6764705882353)","(31.0, 50.0, 48.92307692307692)","(7.5, 9.4, 9.181818181818182)","(31.0, 40.0, 38.42696629213483)","(3.6, 3.95, 3.920850622406639)","(51.0, 60.0, 55.3968253968254)","(4.4, 4.7, 4.6031249999999995)"
07-12-2022 18:25:26.995973,"(19.0, 99999, 99990)","(10.0, 12.5, 12.37864077669903)","(26.0, 32.0, 30.99346405228758)","(21.0, 42.0, 39.55102040816327)","(5.0, 6.2, 6.0407960199004975)","(41.0, 65.0, 63.63636363636364)","(31.0, 50.0, 48.92307692307692)","(8.0, 9.4, 9.181818181818182)","(31.0, 40.0, 38.525252525252526)","(3.6, 3.95, 3.923085758039816)","(51.0, 60.0, 55.73770491803279)","(4.4, 4.7, 4.588648648648649)"
07-12-2022 18:25:28.768825,"(19.0, 99999, 99990)","(10.0, 12.5, 12.15625)","(26.0, 32.0, 31.321739130434782)","(21.0, 42.0, 40.064516129032256)","(5.0, 6.2, 6.0389452332657205)","(41.0, 65.0, 63.63636363636364)","(31.0, 50.0, 48.92307692307692)","(8.0, 9.4, 9.144230769230768)","(31.0, 40.0, 38.568627450980394)","(3.6, 3.95, 3.9327669902912623)","(51.0, 60.0, 55.9375)","(4.4, 4.7, 4.62882703777336)"
07-12-2022 18:25:30.485560,"(19.0, 99999, 99990)","(10.0, 12.5, 11.915841584158416)","(26.0, 32.0, 31.358490566037737)","(21.0, 42.0, 40.37837837837838)","(5.0, 6.2, 6.045374878286271)","(41.0, 65.0, 63.92857142857143)","(31.0, 50.0, 48.03448275862069)","(8.0, 9.2, 9.144497607655502)","(31.0, 40.0, 38.55769230769231)","(3.6, 3.95, 3.932289156626506)","(51.0, 60.0, 54.78260869565217)","(4.4, 4.7, 4.649134199134199)"
07-12-2022 18:25:32.169165,"(19.0, 99999, 99990)","(10.0, 12.0, 11.94516129032258)","(26.0, 32.0, 31.358490566037737)","(21.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.056769374416433)","(41.0, 65.0, 64.23076923076923)","(31.0, 50.0, 48.1)","(8.0, 9.2, 9.148672566371681)","(31.0, 40.0, 38.611111111111114)","(3.6, 3.95, 3.9327058823529413)","(51.0, 55.0, 54.59183673469388)","(4.4, 4.7, 4.653048780487805)"
07-12-2022 18:25:34.212070,"(19.0, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(26.0, 32.0, 31.322033898305087)","(21.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.056769374416433)","(41.0, 65.0, 63.4375)","(31.0, 50.0, 48.19047619047619)","(8.0, 9.2, 9.148672566371681)","(31.0, 40.0, 38.559322033898304)","(3.6, 3.95, 3.9327058823529413)","(51.0, 55.0, 54.59183673469388)","(4.4, 4.7, 4.653048780487805)"
07-12-2022 18:25:36.204035,"(19.0, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(26.0, 32.0, 31.322033898305087)","(21.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.0675302245250435)","(41.0, 65.0, 64.07407407407408)","(31.0, 50.0, 48.3235294117647)","(8.0, 9.2, 9.148672566371681)","(31.0, 40.0, 38.559322033898304)","(3.6, 3.95, 3.89253499222395)","(51.0, 55.0, 54.6)","(4.4, 4.7, 4.670629370629371)"
07-12-2022 18:25:38.093726,"(19.0, 99999, 99990)","(10.0, 12.0, 11.841463414634147)","(26.0, 32.0, 31.322033898305087)","(21.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.0675302245250435)","(41.0, 65.0, 64.07407407407408)","(31.0, 50.0, 48.354838709677416)","(8.0, 9.2, 9.148672566371681)","(31.0, 40.0, 38.60550458715596)","(3.6, 3.9, 3.8924764890282133)","(51.0, 55.0, 54.6)","(4.4, 4.7, 4.677692307692308)"
07-12-2022 18:25:39.978090,"(19.0, 99999, 99990)","(10.0, 12.0, 11.840490797546012)","(26.0, 32.0, 31.322033898305087)","(21.0, 42.0, 40.470588235294116)","(5.0, 6.2, 6.077936962750717)","(41.0, 65.0, 64.07407407407408)","(31.0, 50.0, 48.354838709677416)","(8.0, 9.2, 9.148672566371681)","(31.0, 40.0, 38.60550458715596)","(3.6, 3.9, 3.889206576125804)","(51.0, 55.0, 54.6)","(4.4, 4.7, 4.678438661710037)"
07-12-2022 18:25:41.875003,"(19.0, 99999, 99990)","(10.0, 12.0, 11.857575757575757)","(26.0, 32.0, 31.344827586206897)","(21.0, 42.0, 40.916666666666664)","(5.0, 6.2, 6.092605042016807)","(41.0, 65.0, 64.10714285714286)","(31.0, 50.0, 48.45945945945946)","(8.0, 9.2, 9.15042735042735)","(31.0, 40.0, 38.60550458715596)","(3.6, 3.9, 3.909106728538283)","(51.0, 55.0, 54.79591836734694)","(4.4, 4.7, 4.678053830227744)"
07-12-2022 18:25:43.806237,"(19.0, 99999, 99990)","(10.0, 12.0, 11.801075268817204)","(26.0, 32.0, 31.36842105263158)","(21.0, 42.0, 40.84615384615385)","(5.0, 6.2, 6.0958053691275165)","(41.0, 65.0, 64.13793103448276)","(31.0, 50.0, 48.45945945945946)","(8.0, 9.2, 9.15042735042735)","(31.0, 40.0, 38.60550458715596)","(3.6, 3.95, 3.9238669590643274)","(51.0, 55.0, 54.76190476190476)","(4.4, 4.7, 4.678988326848249)"
07-12-2022 18:25:45.681262,"(19.0, 99999, 99990)","(10.0, 12.0, 11.784883720930232)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.096672212978369)","(41.0, 65.0, 64.13793103448276)","(31.0, 50.0, 48.55696202531646)","(8.0, 9.2, 9.155212355212354)","(31.0, 40.0, 38.59130434782609)","(3.6, 3.95, 3.9203835227272728)","(41.0, 55.0, 54.73684210526316)","(4.4, 4.7, 4.678988326848249)"
07-12-2022 18:25:47.512484,"(19.0, 99999, 99990)","(10.0, 12.0, 11.784883720930232)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.095542472666106)","(41.0, 65.0, 64.13793103448276)","(31.0, 50.0, 48.63768115942029)","(8.0, 9.2, 9.155212355212354)","(31.0, 40.0, 38.56666666666667)","(3.6, 3.95, 3.9311363636363637)","(41.0, 55.0, 54.73684210526316)","(4.4, 4.7, 4.678988326848249)"
07-12-2022 18:25:49.302430,"(19.0, 99999, 99990)","(10.0, 12.0, 11.709523809523809)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.07035490605428)","(41.0, 65.0, 64.13793103448276)","(31.0, 50.0, 48.602739726027394)","(8.0, 9.2, 9.155212355212354)","(31.0, 40.0, 38.56666666666667)","(3.6, 3.95, 3.9556492411467117)","(41.0, 55.0, 54.73684210526316)","(4.4, 4.7, 4.668648648648649)"
07-12-2022 18:25:51.142657,"(19.0, 99999, 99990)","(10.0, 12.0, 11.709523809523809)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.53658536585366)","(5.0, 6.2, 6.071485148514851)","(41.0, 65.0, 70.33333333333333)","(31.0, 50.0, 48.5)","(8.0, 9.2, 9.155212355212354)","(31.0, 40.0, 38.56666666666667)","(3.6, 4.0, 3.9572115384615385)","(41.0, 55.0, 54.73684210526316)","(4.4, 4.7, 4.655221238938053)"
07-12-2022 18:25:52.962160,"(19.0, 99999, 99990)","(10.0, 12.0, 11.709523809523809)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.23529411764706)","(5.0, 6.2, 6.071062992125984)","(41.0, 75.0, 69.28571428571429)","(31.0, 50.0, 47.205479452054796)","(8.0, 9.2, 9.155212355212354)","(31.0, 40.0, 38.578512396694215)","(3.6, 3.95, 3.9305919329491883)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.655516014234875)"
07-12-2022 18:25:54.892297,"(19.0, 99999, 99990)","(10.0, 12.0, 11.700980392156863)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.25806451612903)","(5.0, 6.2, 6.0671399594320485)","(41.0, 70.0, 69.6)","(31.0, 50.0, 47.205479452054796)","(8.0, 9.2, 9.151464435146442)","(31.0, 40.0, 38.578512396694215)","(3.6, 3.95, 3.930783195020747)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.6582608695652175)"
07-12-2022 18:25:56.714719,"(19.0, 99999, 99990)","(10.0, 12.0, 11.700980392156863)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.25806451612903)","(5.0, 6.2, 6.0671399594320485)","(41.0, 70.0, 69.6)","(31.0, 50.0, 47.205479452054796)","(8.0, 9.2, 9.151464435146442)","(31.0, 40.0, 38.578512396694215)","(3.6, 3.95, 3.930783195020747)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.6582608695652175)"
