,Florey Bale,Ivanka Tea,Ten Dollar Slaps,Who Told Mel,Lifes Gal,Our Girls Shout,Dynamo Dash,Zipping Tula
06-01-2023 17:02:41.086046,"(1.6, 1.68, 1.631336405529954)","(17.0, 50.0, 46.0)","(4.8, 6.4, 6.029411764705882)","(12.0, 17.0, 15.645833333333334)","(10.0, 25.0, 23.2)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.22222222222222)","(11.0, 28.0, 27.6)"
06-01-2023 17:02:42.190301,"(1.6, 1.68, 1.632127659574468)","(17.0, 50.0, 49.333333333333336)","(4.8, 6.4, 6.029411764705882)","(12.0, 17.0, 15.308823529411764)","(10.0, 25.0, 23.5)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.21153846153846)","(11.0, 28.0, 27.6)"
06-01-2023 17:02:43.356756,"(1.6, 1.68, 1.6308196721311474)","(17.0, 50.0, 49.42857142857143)","(4.8, 6.4, 6.029411764705882)","(12.0, 17.0, 15.308823529411764)","(10.0, 24.0, 23.5)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 18.75925925925926)","(11.0, 28.0, 27.625)"
06-01-2023 17:02:44.395424,"(1.6, 1.68, 1.6308287292817678)","(17.0, 50.0, 47.0)","(4.8, 6.4, 5.9676470588235295)","(12.0, 17.0, 15.308823529411764)","(10.0, 24.0, 23.8)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.15909090909091)","(11.0, 28.0, 27.625)"
06-01-2023 17:02:45.474511,"(1.6, 1.68, 1.632162162162162)","(17.0, 50.0, 47.0)","(4.8, 6.4, 5.9676470588235295)","(12.0, 17.0, 15.308823529411764)","(10.0, 25.0, 23.2)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 18.785714285714285)","(11.0, 28.0, 27.625)"
06-01-2023 17:02:46.717946,"(1.6, 1.68, 1.6308333333333331)","(17.0, 50.0, 47.0)","(4.8, 6.4, 5.9676470588235295)","(12.0, 17.0, 15.308823529411764)","(10.0, 25.0, 23.333333333333332)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.17391304347826)","(11.0, 28.0, 27.625)"
06-01-2023 17:02:47.842774,"(1.6, 1.68, 1.6508241758241757)","(17.0, 50.0, 47.0)","(4.8, 6.4, 5.993548387096775)","(12.0, 17.0, 14.7)","(10.0, 26.0, 24.4)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.17391304347826)","(11.0, 28.0, 27.625)"
06-01-2023 17:02:49.055801,"(1.6, 1.68, 1.6508241758241757)","(17.0, 50.0, 49.5)","(4.8, 6.4, 5.9676470588235295)","(12.0, 17.0, 15.083333333333334)","(10.0, 26.0, 23.6)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 18.785714285714285)","(11.0, 28.0, 24.8125)"
06-01-2023 17:02:50.240387,"(1.6, 1.68, 1.6516042780748663)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 5.9676470588235295)","(12.0, 17.0, 14.7)","(10.0, 26.0, 24.4)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.17391304347826)","(11.0, 28.0, 25.684210526315788)"
06-01-2023 17:02:51.326960,"(1.6, 1.68, 1.6508241758241757)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 5.98)","(12.0, 17.0, 14.7)","(10.0, 26.0, 23.8)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 19.17391304347826)","(11.0, 27.0, 24.70967741935484)"
06-01-2023 17:02:52.415167,"(1.6, 1.68, 1.6508241758241757)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 5.9676470588235295)","(12.0, 17.0, 14.7)","(10.0, 25.0, 23.8)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 17.681818181818183)","(11.0, 28.0, 24.70967741935484)"
06-01-2023 17:02:53.548248,"(1.6, 1.68, 1.6406666666666665)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 6.065909090909091)","(12.0, 17.0, 14.7)","(10.0, 25.0, 23.2)","(41.0, 50.0, 46.15384615384615)","(10.0, 19.5, 18.25)","(11.0, 28.0, 24.8125)"
06-01-2023 17:02:54.684566,"(1.6, 1.67, 1.6439473684210526)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 6.092682926829268)","(12.0, 17.0, 15.14516129032258)","(10.0, 25.0, 23.333333333333332)","(41.0, 50.0, 46.42857142857143)","(10.0, 19.5, 17.681818181818183)","(11.0, 28.0, 24.571428571428573)"
06-01-2023 17:02:55.851173,"(1.6, 1.67, 1.6545454545454545)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 6.014285714285714)","(12.0, 17.0, 15.14516129032258)","(10.0, 24.0, 23.333333333333332)","(41.0, 50.0, 46.42857142857143)","(10.0, 19.5, 17.681818181818183)","(11.0, 28.0, 21.8)"
06-01-2023 17:02:57.012914,"(1.6, 1.67, 1.6552173913043478)","(17.0, 50.0, 49.57142857142857)","(4.8, 6.4, 6.072727272727273)","(12.0, 17.0, 14.788461538461538)","(10.0, 24.0, 22.857142857142858)","(41.0, 50.0, 46.42857142857143)","(10.0, 19.5, 18.0)","(11.0, 22.0, 26.142857142857142)"
06-01-2023 17:02:58.188435,"(1.6, 1.67, 1.6544444444444444)","(19.0, 50.0, 49.57142857142857)","(4.8, 6.4, 6.16)","(11.0, 17.0, 14.788461538461538)","(11.0, 24.0, 23.333333333333332)","(41.0, 50.0, 46.42857142857143)","(10.0, 19.5, 18.0)","(12.0, 27.0, 24.333333333333332)"
06-01-2023 17:02:59.395714,"(1.6, 1.67, 1.6524999999999999)","(19.0, 50.0, 49.57142857142857)","(4.8, 6.4, 6.16)","(11.0, 17.0, 15.214285714285714)","(11.0, 24.0, 23.714285714285715)","(41.0, 50.0, 44.666666666666664)","(10.0, 19.5, 17.833333333333332)","(12.0, 26.0, 23.23076923076923)"
06-01-2023 17:03:00.570669,"(1.6, 1.67, 1.6348780487804877)","(19.0, 55.0, 47.666666666666664)","(4.8, 6.4, 6.076923076923077)","(11.0, 17.0, 15.148148148148149)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.333333333333336)","(10.0, 19.5, 20.214285714285715)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:01.725696,"(1.6, 1.67, 1.635846153846154)","(19.0, 55.0, 49.0)","(4.8, 6.4, 6.076923076923077)","(11.0, 17.0, 15.4375)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 46.5)","(10.0, 22.0, 20.6)","(12.0, 26.0, 23.88235294117647)"
06-01-2023 17:03:02.957786,"(1.6, 1.67, 1.6249479166666667)","(19.0, 55.0, 50.333333333333336)","(4.8, 6.4, 6.088888888888889)","(11.0, 17.0, 15.484848484848484)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.375)","(10.0, 21.0, 19.25)","(12.0, 26.0, 23.88235294117647)"
06-01-2023 17:03:04.066912,"(1.6, 1.65, 1.62296875)","(19.0, 55.0, 50.333333333333336)","(4.8, 6.4, 6.088888888888889)","(11.0, 17.0, 15.484848484848484)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.333333333333336)","(10.0, 21.0, 20.25)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:05.203078,"(1.6, 1.65, 1.6310928961748632)","(19.0, 55.0, 52.75)","(4.8, 6.4, 6.108333333333333)","(11.0, 17.0, 15.4375)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 23.0, 21.96875)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:06.377512,"(1.6, 1.65, 1.6306451612903226)","(19.0, 55.0, 52.75)","(4.8, 6.4, 6.133333333333334)","(11.0, 17.0, 15.75)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 46.72727272727273)","(10.0, 24.0, 21.17391304347826)","(12.0, 26.0, 23.88235294117647)"
06-01-2023 17:03:07.595147,"(1.6, 1.65, 1.6320858895705521)","(19.0, 55.0, 52.666666666666664)","(4.8, 6.4, 6.133333333333334)","(11.0, 17.0, 15.96551724137931)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 22.194444444444443)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:08.788291,"(1.6, 1.65, 1.6320858895705521)","(19.0, 55.0, 59.75)","(4.8, 6.4, 5.947058823529412)","(11.0, 17.0, 16.047619047619047)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 19.564516129032256)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:09.911008,"(1.6, 1.65, 1.6315189873417721)","(19.0, 95.0, 65.0)","(4.8, 6.4, 5.947058823529412)","(11.0, 17.0, 16.05263157894737)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 46.72727272727273)","(10.0, 24.0, 19.673076923076923)","(12.0, 26.0, 23.88235294117647)"
06-01-2023 17:03:11.000083,"(1.6, 1.64, 1.6325531914893616)","(19.0, 95.0, 62.142857142857146)","(4.8, 6.4, 5.903225806451613)","(11.0, 17.0, 16.05263157894737)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 19.673076923076923)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:12.110936,"(1.6, 1.64, 1.6326666666666665)","(19.0, 95.0, 61.2962962962963)","(4.8, 6.4, 5.903225806451613)","(11.0, 17.0, 16.05263157894737)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 19.673076923076923)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:13.275405,"(1.6, 1.64, 1.6326666666666665)","(19.0, 95.0, 61.2962962962963)","(4.8, 6.4, 5.903225806451613)","(11.0, 17.0, 16.05263157894737)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 19.673076923076923)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:14.471109,"(1.6, 1.64, 1.6332075471698113)","(19.0, 95.0, 61.2962962962963)","(4.8, 6.4, 5.903225806451613)","(11.0, 17.0, 16.05263157894737)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 19.673076923076923)","(12.0, 26.0, 24.666666666666668)"
06-01-2023 17:03:15.845176,"(1.6, 1.64, 1.6342857142857141)","(19.0, 90.0, 61.07142857142857)","(4.8, 6.2, 5.8136363636363635)","(11.0, 17.0, 15.864864864864865)","(11.0, 24.0, 23.81818181818182)","(41.0, 50.0, 47.75)","(10.0, 24.0, 20.8)","(12.0, 26.0, 25.272727272727273)"
06-01-2023 17:03:17.088178,"(1.6, 1.64, 1.622439024390244)","(19.0, 90.0, 60.96774193548387)","(4.8, 6.2, 5.8)","(11.0, 17.0, 16.0)","(11.0, 24.0, 22.76923076923077)","(41.0, 50.0, 47.75)","(10.0, 24.0, 22.75)","(12.0, 26.0, 24.285714285714285)"
06-01-2023 17:03:18.299246,"(1.6, 1.64, 1.6256000000000002)","(19.0, 90.0, 60.96774193548387)","(4.8, 6.2, 6.007692307692308)","(11.0, 17.0, 16.05263157894737)","(11.0, 24.0, 22.76923076923077)","(41.0, 50.0, 47.81818181818182)","(10.0, 23.0, 21.235294117647058)","(12.0, 26.0, 23.923076923076923)"
06-01-2023 17:03:19.668563,"(1.6, 1.63, 1.621284403669725)","(19.0, 90.0, 65.80645161290323)","(4.8, 6.2, 5.907407407407407)","(11.0, 17.0, 16.272727272727273)","(11.0, 24.0, 23.25)","(41.0, 50.0, 60.36363636363636)","(10.0, 23.0, 21.125)","(12.0, 26.0, 23.923076923076923)"
06-01-2023 17:03:20.914130,"(1.6, 1.63, 1.5947457627118644)","(19.0, 90.0, 65.80645161290323)","(4.8, 6.4, 5.907407407407407)","(11.0, 17.0, 16.142857142857142)","(11.0, 24.0, 23.42105263157895)","(41.0, 65.0, 56.72727272727273)","(10.0, 23.0, 21.125)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:22.122859,"(1.6, 1.63, 1.6172)","(19.0, 90.0, 65.80645161290323)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.142857142857142)","(11.0, 24.0, 23.352941176470587)","(41.0, 60.0, 53.333333333333336)","(10.0, 23.0, 21.076923076923077)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:23.277751,"(1.6, 1.63, 1.617659574468085)","(19.0, 90.0, 65.80645161290323)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.842105263157894)","(41.0, 60.0, 53.333333333333336)","(10.0, 23.0, 21.076923076923077)","(12.0, 26.0, 25.384615384615383)"
06-01-2023 17:03:24.454734,"(1.6, 1.63, 1.617659574468085)","(19.0, 90.0, 65.80645161290323)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.176470588235293)","(11.0, 24.0, 25.0)","(41.0, 60.0, 54.4)","(10.0, 23.0, 21.133333333333333)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:25.690755,"(1.6, 1.63, 1.6209090909090909)","(19.0, 90.0, 65.80645161290323)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.08695652173913)","(11.0, 26.0, 24.25)","(41.0, 60.0, 54.22222222222222)","(10.0, 23.0, 21.782608695652172)","(12.0, 26.0, 25.263157894736842)"
06-01-2023 17:03:26.914203,"(1.6, 1.63, 1.6188888888888888)","(19.0, 90.0, 66.5625)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.272727272727273)","(11.0, 26.0, 24.6)","(41.0, 55.0, 54.22222222222222)","(10.0, 23.0, 21.833333333333332)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:28.154358,"(1.6, 1.63, 1.6153333333333333)","(19.0, 90.0, 66.5625)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.23076923076923)","(11.0, 25.0, 24.666666666666668)","(41.0, 55.0, 54.166666666666664)","(10.0, 23.0, 21.833333333333332)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:29.323659,"(1.6, 1.63, 1.6153333333333333)","(19.0, 90.0, 66.5625)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.114285714285714)","(11.0, 25.0, 24.666666666666668)","(41.0, 55.0, 53.57142857142857)","(10.0, 23.0, 21.8)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:30.555102,"(1.6, 1.65, 1.6219354838709679)","(19.0, 90.0, 66.5625)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.114285714285714)","(11.0, 25.0, 24.7)","(41.0, 55.0, 53.57142857142857)","(10.0, 22.0, 21.5)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:31.840713,"(1.6, 1.65, 1.6215384615384616)","(19.0, 90.0, 65.69444444444444)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 16.114285714285714)","(11.0, 25.0, 24.7)","(41.0, 55.0, 54.705882352941174)","(10.0, 22.0, 21.5)","(12.0, 26.0, 25.0)"
06-01-2023 17:03:33.163159,"(1.6, 1.65, 1.6286538461538462)","(19.0, 90.0, 62.857142857142854)","(4.8, 6.4, 5.996774193548387)","(11.0, 17.0, 15.966666666666667)","(11.0, 25.0, 24.7)","(41.0, 55.0, 54.705882352941174)","(10.0, 22.0, 21.058823529411764)","(12.0, 26.0, 24.923076923076923)"
06-01-2023 17:03:34.472400,"(1.6, 1.65, 1.6286538461538462)","(19.0, 80.0, 62.857142857142854)","(4.8, 6.4, 6.08)","(11.0, 17.0, 15.622222222222222)","(11.0, 25.0, 24.7)","(41.0, 55.0, 54.705882352941174)","(10.0, 22.0, 21.11111111111111)","(12.0, 25.0, 24.923076923076923)"
06-01-2023 17:03:35.776512,"(1.6, 1.65, 1.6306666666666667)","(20.0, 80.0, 65.88235294117646)","(4.8, 6.2, 6.08)","(11.0, 17.0, 15.622222222222222)","(11.0, 25.0, 24.666666666666668)","(41.0, 55.0, 54.705882352941174)","(10.0, 22.0, 21.11111111111111)","(12.0, 25.0, 24.923076923076923)"
06-01-2023 17:03:37.037217,"(1.6, 1.65, 1.6306666666666667)","(20.0, 80.0, 65.88235294117646)","(4.8, 6.2, 6.08)","(11.0, 17.0, 15.228571428571428)","(11.0, 25.0, 24.11111111111111)","(41.0, 55.0, 54.705882352941174)","(10.0, 22.0, 21.25)","(12.0, 25.0, 24.923076923076923)"
06-01-2023 17:03:38.338327,"(1.6, 1.65, 1.6306666666666667)","(20.0, 80.0, 69.0909090909091)","(4.8, 6.2, 5.99)","(11.0, 17.0, 15.228571428571428)","(11.0, 25.0, 24.11111111111111)","(41.0, 55.0, 67.3913043478261)","(10.0, 22.0, 20.88888888888889)","(12.0, 25.0, 24.923076923076923)"
06-01-2023 17:03:39.533938,"(1.6, 1.65, 1.6329411764705881)","(20.0, 80.0, 61.81818181818182)","(4.8, 6.2, 5.99)","(11.0, 17.0, 15.45)","(11.0, 25.0, 24.666666666666668)","(41.0, 75.0, 67.3913043478261)","(10.0, 21.0, 20.88888888888889)","(12.0, 25.0, 24.923076923076923)"
06-01-2023 17:03:40.724963,"(1.6, 1.65, 1.635128205128205)","(20.0, 80.0, 63.333333333333336)","(4.8, 6.2, 6.017391304347826)","(11.0, 17.0, 15.964285714285714)","(11.0, 25.0, 24.5)","(41.0, 75.0, 67.3913043478261)","(10.0, 21.0, 20.8)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:41.979725,"(1.6, 1.65, 1.636153846153846)","(20.0, 80.0, 63.333333333333336)","(4.8, 6.2, 6.017391304347826)","(11.0, 16.5, 15.666666666666666)","(11.0, 26.0, 23.9375)","(41.0, 75.0, 65.38461538461539)","(10.0, 21.0, 20.8)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:43.179286,"(1.6, 1.65, 1.6377966101694914)","(20.0, 80.0, 63.333333333333336)","(4.8, 6.2, 6.017391304347826)","(11.0, 16.5, 15.666666666666666)","(11.0, 26.0, 23.666666666666668)","(41.0, 75.0, 65.38461538461539)","(10.0, 21.0, 21.142857142857142)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:44.469785,"(1.6, 1.65, 1.6364150943396225)","(20.0, 80.0, 64.0)","(4.8, 6.2, 6.017391304347826)","(11.0, 15.5, 14.565217391304348)","(11.0, 26.0, 24.25)","(41.0, 75.0, 65.38461538461539)","(10.0, 22.0, 21.142857142857142)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:45.698091,"(1.6, 1.65, 1.6429268292682926)","(20.0, 80.0, 64.0)","(4.8, 6.2, 5.92)","(11.0, 15.0, 14.5)","(11.0, 26.0, 24.11764705882353)","(41.0, 75.0, 65.38461538461539)","(10.0, 22.0, 20.8)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:46.920101,"(1.6, 1.67, 1.6618518518518517)","(20.0, 80.0, 64.0)","(4.8, 6.2, 5.92)","(11.0, 15.0, 14.5)","(11.0, 26.0, 24.11764705882353)","(41.0, 75.0, 65.38461538461539)","(10.0, 21.0, 20.8)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:48.176759,"(1.6, 1.67, 1.6637142857142857)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.916666666666667)","(11.0, 15.0, 14.379310344827585)","(11.0, 26.0, 23.636363636363637)","(41.0, 75.0, 61.666666666666664)","(10.0, 21.0, 20.8)","(12.0, 25.0, 24.941176470588236)"
06-01-2023 17:03:49.337332,"(1.6, 1.67, 1.6685714285714286)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.25)","(11.0, 26.0, 23.636363636363637)","(41.0, 75.0, 62.05882352941177)","(10.0, 21.0, 20.8)","(12.0, 25.0, 24.444444444444443)"
06-01-2023 17:03:50.629685,"(1.6, 1.67, 1.664074074074074)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.10344827586207)","(11.0, 26.0, 23.5)","(41.0, 75.0, 62.05882352941177)","(10.0, 21.0, 20.8)","(12.0, 25.0, 21.48)"
06-01-2023 17:03:51.985221,"(1.6, 1.69, 1.6766666666666665)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.043478260869565)","(11.0, 26.0, 23.565217391304348)","(41.0, 75.0, 63.57142857142857)","(10.0, 21.0, 21.0)","(12.0, 23.0, 20.666666666666668)"
06-01-2023 17:03:53.349158,"(1.6, 1.69, 1.6876923076923076)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.043478260869565)","(11.0, 26.0, 23.565217391304348)","(41.0, 75.0, 59.666666666666664)","(10.0, 22.0, 20.545454545454547)","(12.0, 21.0, 20.25)"
06-01-2023 17:03:54.630495,"(1.6, 1.69, 1.6876923076923076)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.125)","(11.0, 26.0, 23.8)","(41.0, 65.0, 60.0)","(10.0, 22.0, 20.4)","(12.0, 21.0, 20.25)"
06-01-2023 17:03:55.860663,"(1.6, 1.7, 1.692)","(21.0, 80.0, 64.76190476190476)","(4.8, 6.2, 5.923076923076923)","(11.0, 14.5, 14.161290322580646)","(11.0, 24.0, 23.8)","(41.0, 65.0, 60.0)","(10.0, 21.0, 20.8)","(12.0, 21.0, 19.973684210526315)"
06-01-2023 17:03:57.138648,"(1.6, 1.7, 1.696923076923077)","(21.0, 80.0, 66.66666666666667)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.161290322580646)","(11.0, 24.0, 23.846153846153847)","(41.0, 65.0, 60.0)","(10.0, 21.0, 20.8)","(12.0, 21.0, 19.869565217391305)"
06-01-2023 17:03:58.315565,"(1.6, 1.7, 1.696923076923077)","(21.0, 80.0, 66.66666666666667)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.161290322580646)","(11.0, 24.0, 23.894736842105264)","(41.0, 65.0, 56.25)","(10.0, 21.0, 20.8)","(12.0, 21.0, 19.903225806451612)"
06-01-2023 17:03:59.479204,"(1.6, 1.71, 1.698235294117647)","(21.0, 80.0, 64.21052631578948)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.161290322580646)","(11.0, 24.0, 23.894736842105264)","(41.0, 65.0, 56.25)","(10.0, 21.0, 20.8)","(12.0, 21.0, 19.903225806451612)"
06-01-2023 17:04:00.791503,"(1.6, 1.71, 1.698235294117647)","(21.0, 80.0, 64.21052631578948)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.161290322580646)","(11.0, 24.0, 24.4375)","(41.0, 65.0, 56.25)","(10.0, 21.0, 21.142857142857142)","(12.0, 21.0, 19.903225806451612)"
06-01-2023 17:04:02.045118,"(1.6, 1.7, 1.698235294117647)","(21.0, 80.0, 64.21052631578948)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.161290322580646)","(11.0, 25.0, 24.8)","(41.0, 65.0, 56.25)","(10.0, 22.0, 20.666666666666668)","(12.0, 21.0, 20.037037037037038)"
06-01-2023 17:04:03.259729,"(1.6, 1.71, 1.7061904761904763)","(21.0, 80.0, 64.21052631578948)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 14.03125)","(11.0, 25.0, 24.6)","(41.0, 65.0, 56.25)","(10.0, 22.0, 20.4)","(12.0, 21.0, 19.903225806451612)"
06-01-2023 17:04:04.460388,"(1.6, 1.71, 1.7055555555555555)","(21.0, 80.0, 64.21052631578948)","(4.8, 6.2, 5.923076923076923)","(11.0, 15.0, 13.8125)","(11.0, 25.0, 23.4)","(41.0, 65.0, 56.25)","(10.0, 21.0, 20.8)","(12.0, 21.0, 20.037037037037038)"
06-01-2023 17:04:05.705293,"(1.6, 1.7, 1.6985)","(21.0, 80.0, 64.84848484848484)","(4.8, 6.2, 5.895238095238095)","(11.0, 14.0, 13.8125)","(11.0, 25.0, 24.454545454545453)","(41.0, 65.0, 56.25)","(10.0, 21.0, 20.333333333333332)","(12.0, 21.0, 20.037037037037038)"
06-01-2023 17:04:06.937966,"(1.6, 1.71, 1.7073333333333334)","(21.0, 80.0, 68.42105263157895)","(4.8, 6.2, 5.895238095238095)","(11.0, 14.0, 13.705882352941176)","(11.0, 25.0, 23.88235294117647)","(41.0, 65.0, 56.25)","(10.0, 21.0, 20.333333333333332)","(12.0, 21.0, 19.916666666666668)"
06-01-2023 17:04:08.211374,"(1.6, 1.71, 1.7073333333333334)","(21.0, 80.0, 68.42105263157895)","(4.8, 6.2, 5.895238095238095)","(11.0, 14.0, 13.545454545454545)","(11.0, 26.0, 23.6)","(41.0, 65.0, 56.25)","(10.0, 21.0, 20.666666666666668)","(12.0, 21.0, 19.916666666666668)"
06-01-2023 17:04:09.785970,"(1.5, 1.72, 1.7124)","(26.0, 80.0, 68.42105263157895)","(4.8, 6.2, 5.827272727272727)","(11.0, 14.0, 13.533333333333333)","(13.0, 26.0, 23.6)","(41.0, 65.0, 56.25)","(12.0, 22.0, 21.142857142857142)","(12.0, 21.0, 19.916666666666668)"
06-01-2023 17:04:11.250266,"(1.5, 1.73, 1.7212)","(26.0, 80.0, 68.42105263157895)","(4.8, 5.9, 5.752941176470588)","(11.0, 14.0, 13.533333333333333)","(13.0, 26.0, 23.714285714285715)","(41.0, 65.0, 56.25)","(12.0, 22.0, 21.142857142857142)","(12.0, 21.0, 19.555555555555557)"
06-01-2023 17:04:12.622243,"(1.5, 1.73, 1.731111111111111)","(26.0, 80.0, 68.42105263157895)","(4.8, 5.8, 5.729411764705882)","(11.0, 14.0, 13.533333333333333)","(13.0, 26.0, 23.8)","(41.0, 65.0, 56.25)","(12.0, 22.0, 20.8)","(13.0, 21.0, 19.555555555555557)"
06-01-2023 17:04:14.201238,"(1.5, 1.74, 1.734074074074074)","(26.0, 80.0, 68.42105263157895)","(4.8, 5.8, 5.729411764705882)","(11.0, 14.0, 13.535714285714286)","(13.0, 24.0, 23.8)","(41.0, 65.0, 56.25)","(12.0, 21.0, 20.8)","(13.0, 21.0, 19.555555555555557)"
06-01-2023 17:04:15.394011,"(1.5, 1.74, 1.732258064516129)","(31.0, 80.0, 68.42105263157895)","(4.8, 5.8, 5.586363636363636)","(11.0, 14.0, 13.533333333333333)","(13.0, 24.0, 24.666666666666668)","(41.0, 65.0, 56.25)","(12.0, 21.0, 20.8)","(13.0, 21.0, 19.625)"
06-01-2023 17:04:16.586351,"(1.5, 1.74, 1.7375)","(31.0, 80.0, 68.42105263157895)","(4.8, 5.6, 5.586363636363636)","(11.0, 14.0, 13.533333333333333)","(13.0, 25.0, 23.88235294117647)","(41.0, 65.0, 56.25)","(12.0, 21.0, 20.666666666666668)","(13.0, 21.0, 19.571428571428573)"
06-01-2023 17:04:17.780737,"(1.5, 1.75, 1.7307547169811321)","(31.0, 80.0, 68.42105263157895)","(4.8, 5.8, 5.6482758620689655)","(11.0, 14.0, 13.533333333333333)","(13.0, 26.0, 21.533333333333335)","(41.0, 65.0, 56.25)","(12.0, 22.0, 21.25)","(13.0, 21.0, 19.125)"
06-01-2023 17:04:18.984687,"(1.45, 1.75, 1.7338888888888888)","(31.0, 80.0, 68.42105263157895)","(4.8, 5.8, 5.674074074074074)","(11.0, 14.0, 13.535714285714286)","(13.0, 23.0, 21.5)","(41.0, 65.0, 59.666666666666664)","(12.0, 22.0, 21.142857142857142)","(13.0, 20.0, 18.65)"
