,Jessore,Under Study,Velocity Zaylia,On The Tequila,Cyclone Jane,Jax Bale
04-01-2023 14:17:33.500548,"(2.6, 3.6, 3.4153846153846152)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.754545454545454)"
04-01-2023 14:17:34.491644,"(2.6, 3.6, 3.5608695652173914)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.9035714285714285)"
04-01-2023 14:17:35.569213,"(2.6, 3.6, 3.4956521739130433)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.834782608695653)"
04-01-2023 14:17:36.528189,"(2.6, 3.6, 3.50625)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.792857142857143)"
04-01-2023 14:17:37.439444,"(2.6, 3.6, 3.50625)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.792857142857143)"
04-01-2023 14:17:38.418196,"(2.6, 3.6, 3.50625)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.8)"
04-01-2023 14:17:39.336206,"(2.6, 3.6, 3.50625)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.8)"
04-01-2023 14:17:40.294834,"(2.6, 3.6, 3.4461538461538463)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.8)"
04-01-2023 14:17:41.170098,"(2.6, 3.6, 3.5583333333333336)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.792857142857143)"
04-01-2023 14:17:42.007890,"(2.6, 3.6, 3.5130434782608697)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.792857142857143)"
04-01-2023 14:17:42.901849,"(2.6, 3.6, 3.525)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:43.813708,"(2.6, 3.6, 3.476923076923077)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:44.714056,"(2.6, 3.6, 3.525)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:45.578748,"(2.6, 3.6, 3.476923076923077)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:46.534150,"(2.6, 3.6, 3.525)","(15.0, 26.0, 22.5625)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:47.463074,"(2.6, 3.6, 3.476923076923077)","(15.0, 25.0, 24.076923076923077)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.932558139534883)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:48.368578,"(2.6, 3.6, 3.525)","(15.0, 24.0, 23.0)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:49.535185,"(2.6, 3.6, 3.476923076923077)","(15.0, 24.0, 23.0)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:50.489370,"(2.6, 3.6, 3.525)","(15.0, 24.0, 23.0)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:51.387435,"(2.6, 3.6, 3.476923076923077)","(15.0, 24.0, 22.153846153846153)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:52.410548,"(2.6, 3.6, 3.525)","(15.0, 24.0, 22.153846153846153)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:53.426641,"(2.6, 3.6, 3.476923076923077)","(15.0, 24.0, 21.818181818181817)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:54.593519,"(2.6, 3.6, 3.525)","(15.0, 24.0, 22.09090909090909)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:55.550615,"(2.6, 3.6, 3.525)","(15.0, 23.0, 22.09090909090909)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.756521739130434)"
04-01-2023 14:17:56.523002,"(2.6, 3.6, 3.476923076923077)","(15.0, 23.0, 21.571428571428573)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.8, 4.978947368421053)"
04-01-2023 14:17:57.466887,"(2.6, 3.6, 3.525)","(15.0, 23.0, 21.235294117647058)","(4.8, 6.6, 5.75)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.0, 4.9461538461538455)"
04-01-2023 14:17:58.361078,"(2.6, 3.6, 3.476923076923077)","(15.0, 23.0, 20.236842105263158)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:17:59.280218,"(2.6, 3.6, 3.525)","(15.0, 23.0, 20.5)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:18:00.239326,"(2.6, 3.6, 3.476923076923077)","(15.0, 23.0, 20.5)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:18:01.084647,"(2.6, 3.6, 3.525)","(15.0, 23.0, 20.8125)","(4.8, 6.2, 5.825)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:18:01.994995,"(2.6, 3.6, 3.476923076923077)","(15.0, 22.0, 20.863636363636363)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:18:02.934700,"(2.6, 3.6, 3.476923076923077)","(15.0, 22.0, 20.75)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:18:04.174531,"(2.6, 3.6, 3.525)","(15.0, 22.0, 20.75)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.856410256410256)"
04-01-2023 14:18:05.278649,"(2.6, 3.6, 3.525)","(15.0, 22.0, 20.75)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 5.1, 4.828571428571429)"
04-01-2023 14:18:06.249657,"(2.6, 3.6, 3.5538461538461537)","(15.0, 22.0, 20.75)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.825)"
04-01-2023 14:18:07.229613,"(2.6, 3.6, 3.5076923076923077)","(15.0, 22.0, 20.05)","(4.8, 6.6, 5.7875)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 11.3)","(4.4, 4.9, 4.825)"
04-01-2023 14:18:08.209335,"(2.6, 3.6, 3.54375)","(15.0, 22.0, 21.2)","(4.8, 6.6, 5.8352941176470585)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 10.25)","(4.4, 4.9, 4.825)"
04-01-2023 14:18:09.285473,"(2.6, 3.6, 3.54375)","(15.0, 21.0, 20.705882352941178)","(4.8, 6.6, 6.034782608695652)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 10.25)","(4.4, 4.9, 4.825)"
04-01-2023 14:18:10.424074,"(2.6, 3.6, 3.5076923076923077)","(15.0, 21.0, 20.52173913043478)","(4.8, 6.6, 6.034782608695652)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 10.934782608695652)","(4.4, 4.9, 4.825)"
04-01-2023 14:18:11.494170,"(2.6, 3.65, 3.526923076923077)","(15.0, 21.0, 20.52173913043478)","(4.8, 6.6, 6.034782608695652)","(3.9, 5.1, 4.938095238095238)","(9.0, 12.5, 10.25)","(4.4, 4.9, 4.825)"
04-01-2023 14:18:12.465182,"(2.6, 3.65, 3.540909090909091)","(15.0, 21.0, 20.52173913043478)","(4.8, 6.6, 6.034782608695652)","(3.9, 5.1, 4.938095238095238)","(8.5, 12.5, 10.25)","(4.2, 4.9, 4.756521739130434)"
04-01-2023 14:18:13.490746,"(2.6, 3.6, 3.5076923076923077)","(15.0, 21.0, 20.52173913043478)","(4.8, 6.6, 5.980952380952381)","(3.9, 5.1, 4.938095238095238)","(8.5, 12.5, 10.25)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:14.420116,"(2.6, 3.6, 3.5478260869565217)","(15.0, 21.0, 20.52173913043478)","(4.8, 6.6, 6.228571428571428)","(3.9, 5.1, 4.938095238095238)","(8.5, 12.5, 10.934782608695652)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:15.351256,"(2.6, 3.6, 3.5839285714285714)","(15.0, 21.0, 20.53846153846154)","(4.8, 6.6, 6.228571428571428)","(3.9, 5.1, 4.938095238095238)","(8.5, 12.5, 10.25)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:16.271063,"(2.6, 3.6, 3.563636363636364)","(15.0, 21.0, 20.73913043478261)","(4.8, 6.6, 6.228571428571428)","(3.9, 5.1, 4.938095238095238)","(8.5, 12.5, 10.934782608695652)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:17.251226,"(2.6, 3.6, 3.5839285714285714)","(15.0, 21.0, 20.73913043478261)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.5, 10.25)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:18.197392,"(2.6, 3.6, 3.563636363636364)","(15.0, 21.0, 20.73913043478261)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.5, 10.803030303030303)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:19.192878,"(2.6, 3.65, 3.6285714285714286)","(15.0, 21.0, 20.73913043478261)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.5, 10.166666666666666)","(4.2, 4.8, 4.834782608695653)"
04-01-2023 14:18:20.186714,"(2.6, 3.65, 3.603846153846154)","(15.0, 21.0, 20.73913043478261)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.5, 10.444444444444445)","(4.2, 4.9, 4.834782608695653)"
04-01-2023 14:18:21.235430,"(2.6, 3.65, 3.59375)","(15.0, 21.0, 20.666666666666668)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.0, 10.307692307692308)","(4.2, 4.9, 4.834782608695653)"
04-01-2023 14:18:22.185546,"(2.6, 3.65, 3.6184210526315788)","(15.0, 21.0, 20.666666666666668)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.0, 10.96875)","(4.2, 4.9, 4.834782608695653)"
04-01-2023 14:18:23.098813,"(2.6, 3.65, 3.6184210526315788)","(15.0, 21.0, 20.666666666666668)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.892307692307693)","(8.5, 12.0, 10.74)","(4.2, 4.9, 4.834782608695653)"
04-01-2023 14:18:24.123451,"(2.6, 3.65, 3.610294117647059)","(15.0, 21.0, 20.666666666666668)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.848648648648648)","(8.5, 12.0, 10.95)","(4.2, 4.9, 4.834782608695653)"
04-01-2023 14:18:25.140513,"(2.6, 3.65, 3.6293103448275863)","(15.0, 21.0, 20.666666666666668)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.848648648648648)","(8.5, 12.0, 10.833333333333334)","(4.2, 4.9, 4.8)"
04-01-2023 14:18:26.277109,"(2.6, 3.65, 3.610294117647059)","(15.0, 21.0, 20.53846153846154)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.848648648648648)","(8.5, 12.0, 11.1875)","(4.2, 4.9, 4.845454545454546)"
04-01-2023 14:18:27.256899,"(2.6, 3.65, 3.625)","(15.0, 21.0, 20.53846153846154)","(4.8, 6.6, 6.0137931034482754)","(3.9, 5.1, 4.848648648648648)","(8.5, 12.0, 11.134615384615385)","(4.2, 4.9, 4.756521739130434)"
04-01-2023 14:18:28.224568,"(2.6, 3.65, 3.6055555555555556)","(15.0, 21.0, 20.53846153846154)","(4.8, 6.6, 6.041176470588235)","(3.9, 5.1, 4.848648648648648)","(8.5, 12.0, 11.134615384615385)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:29.212580,"(2.6, 3.65, 3.5857142857142854)","(15.0, 21.0, 20.53846153846154)","(4.8, 6.6, 6.041176470588235)","(3.9, 5.1, 4.939655172413793)","(8.5, 12.0, 11.134615384615385)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:30.456074,"(2.6, 3.65, 3.6055555555555556)","(15.0, 21.0, 20.25)","(4.8, 6.6, 6.041176470588235)","(3.9, 5.1, 4.939655172413793)","(8.5, 12.0, 11.134615384615385)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:31.551121,"(2.6, 3.65, 3.6125)","(15.0, 21.0, 20.25)","(4.8, 6.6, 6.05)","(3.9, 5.1, 4.949999999999999)","(8.5, 12.0, 11.0625)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:32.546911,"(2.6, 3.65, 3.6289473684210525)","(15.0, 21.0, 20.25)","(4.8, 6.2, 6.05)","(3.9, 5.1, 4.958823529411765)","(8.5, 12.0, 10.81578947368421)","(4.2, 4.8, 4.756521739130434)"
04-01-2023 14:18:33.498982,"(2.6, 3.65, 3.636206896551724)","(15.0, 21.0, 20.25)","(4.8, 6.2, 6.105263157894737)","(3.9, 5.1, 4.949999999999999)","(8.5, 12.0, 10.81578947368421)","(4.2, 4.8, 4.685714285714286)"
04-01-2023 14:18:34.516341,"(2.6, 3.65, 3.63125)","(15.0, 21.0, 20.25)","(4.8, 6.2, 5.942857142857143)","(3.9, 5.1, 4.949999999999999)","(8.5, 12.0, 11.0625)","(4.2, 4.7, 4.685714285714286)"
04-01-2023 14:18:35.612596,"(2.6, 3.65, 3.63125)","(15.0, 21.0, 20.25)","(4.8, 6.2, 5.942857142857143)","(3.9, 5.1, 4.949999999999999)","(8.5, 12.0, 10.81578947368421)","(4.2, 4.7, 4.685714285714286)"
04-01-2023 14:18:36.712310,"(2.6, 3.65, 3.6192307692307693)","(15.0, 20.0, 19.666666666666668)","(4.8, 6.2, 5.756521739130434)","(3.9, 5.1, 4.958823529411765)","(8.5, 12.0, 10.875)","(4.2, 4.7, 4.8076923076923075)"
04-01-2023 14:18:37.718360,"(2.6, 3.65, 3.6416666666666666)","(15.0, 21.0, 19.636363636363637)","(4.8, 6.2, 5.756521739130434)","(3.9, 5.1, 4.958823529411765)","(8.5, 12.0, 10.88888888888889)","(4.2, 4.9, 4.8076923076923075)"
04-01-2023 14:18:38.740992,"(2.6, 3.65, 3.632608695652174)","(15.0, 21.0, 19.636363636363637)","(4.8, 6.2, 5.756521739130434)","(3.9, 5.1, 4.958823529411765)","(8.5, 12.0, 10.88888888888889)","(4.2, 4.9, 4.678260869565217)"
04-01-2023 14:18:39.727410,"(2.6, 3.65, 3.6416666666666666)","(15.0, 21.0, 19.636363636363637)","(4.8, 6.2, 5.756521739130434)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:40.823200,"(2.6, 3.75, 3.7111111111111112)","(15.0, 21.0, 19.636363636363637)","(4.8, 6.2, 5.8)","(4.0, 5.1, 4.949999999999999)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:41.827201,"(2.6, 3.75, 3.725)","(15.0, 20.0, 19.583333333333332)","(4.8, 6.2, 5.8)","(4.0, 5.1, 4.949999999999999)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:42.803891,"(2.6, 3.75, 3.703448275862069)","(15.0, 20.0, 19.583333333333332)","(4.8, 6.2, 5.8)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 11.192307692307692)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:43.773719,"(2.6, 3.75, 3.7111111111111112)","(15.0, 20.0, 19.583333333333332)","(4.8, 6.2, 5.8)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 11.192307692307692)","(4.2, 4.7, 4.675)"
04-01-2023 14:18:44.974808,"(2.6, 3.75, 3.69375)","(15.0, 20.0, 19.583333333333332)","(4.8, 6.2, 5.8)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 11.192307692307692)","(4.2, 4.7, 4.675)"
04-01-2023 14:18:46.768944,"(2.6, 3.75, 3.7111111111111112)","(15.0, 20.0, 19.545454545454547)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.949999999999999)","(8.5, 12.0, 11.192307692307692)","(4.2, 4.7, 4.675)"
04-01-2023 14:18:47.832752,"(2.7, 3.75, 3.7111111111111112)","(15.0, 20.0, 19.545454545454547)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 11.045454545454545)","(4.2, 4.7, 4.675)"
04-01-2023 14:18:48.913125,"(2.7, 3.75, 3.7363636363636363)","(15.0, 20.0, 19.375)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.675)"
04-01-2023 14:18:50.048289,"(2.7, 3.8, 3.6754716981132076)","(15.0, 20.0, 19.555555555555557)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.958823529411765)","(8.5, 12.0, 10.98)","(4.2, 4.7, 4.675)"
04-01-2023 14:18:51.166629,"(2.7, 3.75, 3.725)","(15.0, 23.0, 22.1)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.949999999999999)","(8.5, 12.0, 11.045454545454545)","(4.2, 4.7, 4.661538461538462)"
04-01-2023 14:18:52.258257,"(2.7, 3.75, 3.7055555555555557)","(15.0, 24.0, 22.75)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.949999999999999)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.8)"
04-01-2023 14:18:53.271828,"(2.7, 3.75, 3.6857142857142855)","(15.0, 24.0, 23.166666666666668)","(4.8, 6.2, 5.776470588235294)","(4.0, 5.1, 4.926562499999999)","(8.5, 12.0, 11.045454545454545)","(4.2, 4.9, 4.661538461538462)"
04-01-2023 14:18:54.375207,"(2.7, 3.75, 3.7289473684210526)","(15.0, 21.0, 20.157894736842106)","(4.8, 6.2, 5.705263157894737)","(4.0, 5.1, 4.926562499999999)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:55.529296,"(2.7, 3.8, 3.7066037735849053)","(15.0, 21.0, 19.94736842105263)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.1, 4.920967741935484)","(8.5, 12.0, 10.98)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:56.665949,"(2.7, 3.8, 3.7066037735849053)","(15.0, 21.0, 19.94736842105263)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.1, 4.919047619047619)","(8.5, 12.0, 10.98)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:57.784633,"(2.7, 3.8, 3.721428571428571)","(15.0, 21.0, 19.80952380952381)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.919047619047619)","(8.5, 12.0, 10.894736842105264)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:58.812813,"(2.7, 3.8, 3.713157894736842)","(15.0, 21.0, 19.80952380952381)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.919047619047619)","(8.5, 12.0, 10.764705882352942)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:18:59.967743,"(2.7, 3.8, 3.73125)","(15.0, 21.0, 19.53125)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.919047619047619)","(8.5, 12.0, 10.725)","(4.2, 4.7, 4.678260869565217)"
04-01-2023 14:19:01.084571,"(2.7, 3.8, 3.73125)","(15.0, 20.0, 19.53125)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.896153846153846)","(8.5, 12.0, 10.725)","(4.2, 4.7, 4.800000000000001)"
04-01-2023 14:19:02.199632,"(2.7, 3.8, 3.73125)","(15.0, 20.0, 19.53125)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.8875)","(8.5, 12.0, 10.725)","(4.2, 4.9, 4.800000000000001)"
04-01-2023 14:19:03.246249,"(2.7, 3.8, 3.73125)","(15.0, 20.0, 19.53125)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.8875)","(8.5, 12.0, 10.725)","(4.2, 4.9, 4.800000000000001)"
04-01-2023 14:19:04.300367,"(2.7, 3.8, 3.73125)","(15.0, 20.0, 19.53125)","(4.8, 6.0, 5.705263157894737)","(4.0, 5.0, 4.8875)","(8.5, 12.0, 10.725)","(4.2, 4.9, 4.800000000000001)"
04-01-2023 14:19:05.495864,"(2.7, 3.8, 3.825)","(15.0, 20.0, 19.53125)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.7)","(8.5, 12.0, 10.725)","(4.2, 4.9, 4.828571428571429)"
04-01-2023 14:19:06.707057,"(2.7, 3.9, 3.875)","(15.0, 20.0, 22.625)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.7)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.9, 4.828571428571429)"
04-01-2023 14:19:08.085414,"(2.7, 3.9, 3.85)","(15.0, 20.0, 19.53125)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.66)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.9, 4.805882352941177)"
04-01-2023 14:19:09.329491,"(2.7, 3.95, 3.8642857142857143)","(15.0, 20.0, 19.53125)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.668181818181818)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.9, 4.805882352941177)"
04-01-2023 14:19:10.359281,"(2.7, 3.95, 3.8833333333333333)","(15.0, 20.0, 19.375)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.66)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.9, 4.805882352941177)"
04-01-2023 14:19:11.458054,"(2.7, 3.95, 3.8833333333333333)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.642857142857142)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.9, 4.764285714285714)"
04-01-2023 14:19:12.580451,"(2.7, 3.95, 3.875)","(15.0, 20.0, 19.4375)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.8, 4.764285714285714)"
04-01-2023 14:19:13.702519,"(2.8, 3.95, 3.8375)","(15.0, 20.0, 19.571428571428573)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.8, 4.764285714285714)"
04-01-2023 14:19:14.789579,"(2.8, 3.95, 3.8375)","(15.0, 20.0, 19.863636363636363)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.8, 4.764285714285714)"
04-01-2023 14:19:15.907282,"(2.8, 3.95, 3.8375)","(15.0, 20.0, 19.75)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.8, 4.764285714285714)"
04-01-2023 14:19:17.056398,"(2.8, 3.95, 3.8375)","(15.0, 20.0, 19.75)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.8, 4.764285714285714)"
04-01-2023 14:19:18.203289,"(2.8, 3.95, 3.8375)","(15.0, 20.0, 19.75)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 4.8, 4.94)"
04-01-2023 14:19:19.332655,"(2.8, 3.95, 3.876829268292683)","(15.0, 20.0, 19.75)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.646875)","(8.5, 12.0, 11.120689655172415)","(4.2, 5.0, 4.766666666666667)"
04-01-2023 14:19:20.300584,"(2.8, 3.95, 3.875)","(15.0, 20.0, 19.605263157894736)","(4.8, 5.9, 5.69375)","(4.0, 4.9, 4.716666666666667)","(8.5, 12.0, 11.120689655172415)","(4.2, 5.1, 4.921052631578948)"
04-01-2023 14:19:21.485950,"(2.8, 3.95, 3.875)","(15.0, 20.0, 19.666666666666668)","(4.8, 5.9, 5.69375)","(4.0, 4.8, 4.663636363636363)","(8.5, 12.0, 11.120689655172415)","(4.2, 5.0, 4.882608695652174)"
04-01-2023 14:19:22.768668,"(2.8, 3.95, 3.875)","(15.0, 20.0, 19.666666666666668)","(4.8, 5.9, 5.69375)","(4.0, 4.8, 4.663636363636363)","(8.5, 12.0, 11.120689655172415)","(4.2, 5.0, 4.882608695652174)"
04-01-2023 14:19:24.263385,"(2.8, 3.95, 3.875)","(15.0, 20.0, 19.4)","(4.8, 5.9, 5.69375)","(4.0, 4.8, 4.64375)","(8.5, 12.0, 11.120689655172415)","(4.2, 5.0, 4.907692307692308)"
