,Whiskey Chaser,Call Me Jim,Deadly Ambition,Jills A Star,Kelseys Girl,Blue Scotch Boy,Brooklyn Star,Smug Doug
04-01-2023 13:48:22.528040,"(3.2, 4.2, 4.114285714285715)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.486666666666667)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.166666666666668)"
04-01-2023 13:48:23.574253,"(3.2, 4.2, 4.114285714285715)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.5)","(2.2, 2.5, 2.486666666666667)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.464285714285715)"
04-01-2023 13:48:24.705864,"(3.2, 4.2, 4.114285714285715)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.486666666666667)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.166666666666668)"
04-01-2023 13:48:25.798954,"(3.2, 4.2, 3.933333333333333)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.444444444444443)"
04-01-2023 13:48:26.863512,"(3.2, 4.2, 4.025)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.5)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.558823529411764)"
04-01-2023 13:48:27.971846,"(3.2, 4.2, 3.944)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.558823529411764)"
04-01-2023 13:48:29.073802,"(3.2, 4.2, 3.953191489361702)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:30.119431,"(3.2, 4.2, 3.9964912280701754)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.5)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:31.206462,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:32.214973,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.4885714285714284)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:33.260452,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.5, 2.443076923076923)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.944444444444443)"
04-01-2023 13:48:34.514403,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.48, 2.468)","(4.8, 6.4, 6.066666666666666)","(12.0, 18.5, 17.583333333333332)"
04-01-2023 13:48:35.627070,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.48, 2.468)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:36.825098,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.48, 2.468)","(4.8, 6.4, 6.036363636363636)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:37.970769,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.0)","(2.2, 2.48, 2.468)","(4.8, 6.4, 6.133333333333334)","(12.0, 18.0, 17.583333333333332)"
04-01-2023 13:48:39.155748,"(3.2, 4.2, 4.026865671641791)","(26.0, 38.0, 35.03703703703704)","(51.0, 220.0, 184.28571428571428)","(18.0, 23.0, 20.23076923076923)","(10.0, 24.0, 22.8)","(2.2, 2.48, 2.44)","(4.8, 6.4, 6.025)","(12.0, 18.0, 17.666666666666668)"
04-01-2023 13:48:40.413746,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(51.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.46, 2.4266666666666667)","(4.8, 6.4, 6.2)","(12.0, 18.0, 18.065217391304348)"
04-01-2023 13:48:41.566121,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(51.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.44, 2.44)","(4.8, 6.4, 6.044444444444444)","(12.0, 18.5, 17.625)"
04-01-2023 13:48:42.759331,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(51.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.46, 2.44)","(4.8, 6.4, 6.04)","(12.0, 18.0, 17.625)"
04-01-2023 13:48:43.924199,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(51.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.46, 2.44)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.0, 17.67391304347826)"
04-01-2023 13:48:45.035111,"(3.2, 4.2, 4.052941176470588)","(26.0, 38.0, 35.5)","(61.0, 220.0, 145.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.46, 2.416)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.0, 17.67391304347826)"
04-01-2023 13:48:46.084021,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(61.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.44, 2.393333333333333)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.0, 17.67391304347826)"
04-01-2023 13:48:47.169218,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(61.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.42, 2.383076923076923)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.0, 18.058823529411764)"
04-01-2023 13:48:48.293099,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(61.0, 220.0, 204.375)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.42, 2.3833333333333333)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.5, 18.342105263157894)"
04-01-2023 13:48:49.499748,"(3.2, 4.2, 4.06875)","(26.0, 38.0, 35.5)","(61.0, 220.0, 155.71428571428572)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.2, 2.42, 2.393846153846154)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.5, 23.588235294117645)"
04-01-2023 13:48:50.699612,"(3.2, 4.2, 4.052631578947368)","(26.0, 38.0, 35.5)","(61.0, 220.0, 155.71428571428572)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.393846153846154)","(4.8, 6.6, 6.042857142857143)","(12.0, 24.0, 21.9)"
04-01-2023 13:48:51.861719,"(3.2, 4.2, 4.036065573770492)","(26.0, 38.0, 35.5)","(61.0, 220.0, 195.0)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.393846153846154)","(4.8, 6.6, 6.042857142857143)","(12.0, 23.0, 19.9)"
04-01-2023 13:48:53.002894,"(3.1, 4.2, 4.052631578947368)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 186.66666666666666)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.393846153846154)","(4.8, 6.6, 6.042857142857143)","(12.0, 20.0, 18.307692307692307)"
04-01-2023 13:48:54.096590,"(3.1, 4.2, 4.052631578947368)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.393846153846154)","(4.8, 6.6, 6.042857142857143)","(12.0, 18.5, 18.307692307692307)"
04-01-2023 13:48:55.173357,"(3.1, 4.2, 4.052631578947368)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.385)","(4.8, 6.6, 6.046153846153846)","(12.0, 18.5, 18.22222222222222)"
04-01-2023 13:48:56.255245,"(3.1, 4.2, 4.052631578947368)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.3874999999999997)","(4.8, 6.6, 6.046153846153846)","(12.0, 18.5, 18.22222222222222)"
04-01-2023 13:48:57.245975,"(3.1, 4.2, 4.052631578947368)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.3874999999999997)","(4.8, 6.6, 6.046153846153846)","(12.0, 18.5, 18.0)"
04-01-2023 13:48:58.284120,"(3.1, 4.2, 4.01625)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.3739999999999997)","(4.8, 6.6, 6.046153846153846)","(12.0, 18.5, 18.261904761904763)"
04-01-2023 13:48:59.292367,"(3.1, 4.2, 4.053)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.285714285714285)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.3739999999999997)","(4.8, 6.6, 6.046153846153846)","(12.0, 18.5, 18.9)"
04-01-2023 13:49:00.406944,"(3.1, 4.2, 4.036666666666667)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.8)","(2.15, 2.44, 2.3258252427184463)","(4.8, 6.6, 6.046153846153846)","(12.0, 19.5, 18.964285714285715)"
04-01-2023 13:49:01.565803,"(3.1, 4.2, 4.036666666666667)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 195.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.3161290322580643)","(4.8, 6.6, 6.046153846153846)","(12.0, 19.5, 18.725806451612904)"
04-01-2023 13:49:02.650440,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 203.33333333333334)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.3161290322580643)","(4.8, 6.6, 6.046153846153846)","(12.0, 19.5, 18.725806451612904)"
04-01-2023 13:49:03.722738,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 215.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.3161290322580643)","(4.8, 6.6, 6.046153846153846)","(12.0, 19.5, 18.725806451612904)"
04-01-2023 13:49:04.753433,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 215.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.31664)","(4.8, 6.6, 6.443478260869565)","(12.0, 19.5, 18.59090909090909)"
04-01-2023 13:49:05.900426,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 214.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.316507936507936)","(4.8, 6.6, 6.35)","(12.0, 19.5, 21.75)"
04-01-2023 13:49:07.014653,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 214.0)","(18.0, 23.0, 20.72)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.316507936507936)","(4.8, 6.8, 6.341176470588235)","(12.0, 22.0, 19.023809523809526)"
04-01-2023 13:49:08.125848,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 211.42857142857142)","(18.0, 23.0, 20.72)","(10.0, 24.0, 22.8)","(2.15, 2.38, 2.325454545454545)","(4.8, 6.6, 6.285714285714286)","(12.0, 19.5, 19.023809523809526)"
04-01-2023 13:49:09.241762,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 34.8235294117647)","(61.0, 220.0, 211.42857142857142)","(18.0, 23.0, 20.72)","(10.0, 24.0, 22.333333333333332)","(2.15, 2.38, 2.3436363636363633)","(4.8, 6.6, 6.285714285714286)","(12.0, 19.5, 19.023809523809526)"
04-01-2023 13:49:10.290239,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 160.0)","(18.0, 23.0, 20.6)","(10.0, 24.0, 21.214285714285715)","(2.15, 2.38, 2.3436363636363633)","(4.8, 6.6, 6.35)","(12.0, 19.5, 19.023809523809526)"
04-01-2023 13:49:11.425949,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 208.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.5)","(2.15, 2.38, 2.3436363636363633)","(4.8, 6.8, 6.725)","(12.0, 19.5, 19.023809523809526)"
04-01-2023 13:49:12.585859,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 208.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.5)","(2.15, 2.38, 2.325454545454545)","(4.8, 6.8, 6.742857142857143)","(12.0, 19.5, 18.833333333333332)"
04-01-2023 13:49:13.732642,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 213.33333333333334)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.5)","(2.15, 2.38, 2.3436363636363633)","(4.8, 7.0, 6.711111111111111)","(12.0, 19.5, 18.605263157894736)"
04-01-2023 13:49:14.838949,"(3.1, 4.2, 4.0625)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 213.33333333333334)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.5)","(2.15, 2.38, 2.325454545454545)","(4.8, 7.0, 6.699999999999999)","(12.0, 19.0, 18.605263157894736)"
04-01-2023 13:49:15.915896,"(3.1, 4.2, 4.0625)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 160.0)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.5)","(2.15, 2.38, 2.325454545454545)","(4.8, 7.0, 6.699999999999999)","(12.0, 19.0, 18.605263157894736)"
04-01-2023 13:49:17.021185,"(3.1, 4.2, 4.0625)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 213.33333333333334)","(18.0, 23.0, 20.625)","(10.0, 24.0, 22.5)","(2.15, 2.38, 2.3436363636363633)","(4.8, 7.0, 6.305882352941176)","(12.0, 19.0, 18.605263157894736)"
04-01-2023 13:49:18.104553,"(3.1, 4.2, 4.066363636363636)","(26.0, 38.0, 35.23076923076923)","(61.0, 220.0, 213.33333333333334)","(18.0, 23.0, 20.625)","(10.0, 24.0, 23.714285714285715)","(2.15, 2.38, 2.319642857142857)","(4.8, 6.8, 6.568421052631579)","(12.0, 19.0, 21.0)"
04-01-2023 13:49:19.178944,"(3.1, 3.75, 3.702991452991453)","(26.0, 38.0, 36.0)","(61.0, 220.0, 216.0)","(18.0, 23.0, 21.0)","(10.0, 24.0, 23.733333333333334)","(2.15, 2.32, 2.403076923076923)","(4.8, 7.2, 6.533333333333333)","(12.0, 22.0, 20.318181818181817)"
04-01-2023 13:49:20.245281,"(3.1, 3.75, 3.705097087378641)","(26.0, 38.0, 35.793103448275865)","(61.0, 250.0, 215.0)","(18.0, 23.0, 20.88235294117647)","(10.0, 24.0, 23.866666666666667)","(2.15, 2.44, 2.372)","(4.8, 7.2, 6.554838709677419)","(12.0, 21.0, 20.43181818181818)"
04-01-2023 13:49:21.224064,"(3.1, 3.75, 3.6597560975609755)","(31.0, 38.0, 36.476190476190474)","(71.0, 290.0, 227.77777777777777)","(18.0, 23.0, 20.88235294117647)","(12.0, 24.0, 25.684210526315788)","(2.1, 2.44, 2.3899999999999997)","(5.5, 7.2, 6.573333333333333)","(13.0, 21.0, 20.193548387096776)"
04-01-2023 13:49:22.248990,"(3.2, 3.85, 3.8125)","(31.0, 38.0, 36.476190476190474)","(71.0, 290.0, 227.77777777777777)","(18.0, 23.0, 20.88235294117647)","(12.0, 27.0, 25.5)","(2.1, 2.42, 2.3751724137931034)","(5.5, 7.0, 6.46)","(13.0, 21.0, 19.181818181818183)"
04-01-2023 13:49:23.362796,"(3.2, 3.9, 3.8866666666666667)","(31.0, 38.0, 36.54545454545455)","(71.0, 280.0, 236.66666666666666)","(18.0, 23.0, 21.153846153846153)","(12.0, 26.0, 22.571428571428573)","(2.1, 2.4, 2.3666666666666667)","(5.5, 7.0, 6.452173913043478)","(13.0, 21.0, 20.130434782608695)"
04-01-2023 13:49:24.495060,"(3.2, 4.0, 3.9210526315789473)","(31.0, 38.0, 36.54545454545455)","(71.0, 250.0, 236.66666666666666)","(18.0, 23.0, 21.153846153846153)","(12.0, 26.0, 22.571428571428573)","(2.1, 2.4, 2.3666666666666667)","(5.5, 7.0, 6.441379310344828)","(13.0, 21.0, 20.130434782608695)"
04-01-2023 13:49:25.672941,"(3.2, 4.0, 3.94)","(31.0, 38.0, 36.54545454545455)","(71.0, 250.0, 195.0)","(18.0, 23.0, 21.153846153846153)","(12.0, 26.0, 22.571428571428573)","(2.1, 2.4, 2.3828571428571426)","(5.5, 7.0, 6.441379310344828)","(13.0, 21.0, 19.72222222222222)"
04-01-2023 13:49:26.844015,"(3.2, 4.0, 3.8857142857142857)","(31.0, 38.0, 36.54545454545455)","(71.0, 250.0, 195.0)","(18.0, 23.0, 21.2)","(12.0, 26.0, 23.0)","(2.1, 2.44, 2.364705882352941)","(5.5, 7.0, 6.226666666666667)","(13.0, 20.0, 19.75)"
04-01-2023 13:49:27.964540,"(3.2, 4.0, 3.92)","(31.0, 38.0, 36.72)","(71.0, 250.0, 236.66666666666666)","(18.0, 23.0, 21.2)","(12.0, 26.0, 25.058823529411764)","(2.1, 2.4, 2.364705882352941)","(5.5, 6.6, 6.226666666666667)","(13.0, 20.0, 19.625)"
04-01-2023 13:49:29.094285,"(3.2, 4.0, 3.8499999999999996)","(31.0, 38.0, 36.72)","(71.0, 250.0, 253.33333333333334)","(18.0, 23.0, 21.2)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.4, 2.364705882352941)","(5.5, 6.6, 6.226666666666667)","(13.0, 20.0, 19.625)"
04-01-2023 13:49:30.217478,"(3.2, 4.0, 3.84)","(31.0, 38.0, 36.476190476190474)","(71.0, 270.0, 256.6666666666667)","(18.0, 23.0, 21.2)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.4, 2.364705882352941)","(5.5, 6.6, 6.226666666666667)","(13.0, 20.0, 19.55)"
04-01-2023 13:49:31.331741,"(3.2, 4.0, 3.9565217391304346)","(31.0, 38.0, 36.476190476190474)","(71.0, 270.0, 256.6666666666667)","(18.0, 23.0, 21.2)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.4, 2.364705882352941)","(5.5, 6.6, 6.226666666666667)","(13.0, 20.0, 19.55)"
04-01-2023 13:49:32.510305,"(3.2, 4.0, 3.925925925925926)","(31.0, 38.0, 36.476190476190474)","(71.0, 270.0, 235.0)","(18.0, 23.0, 21.2)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.4, 2.384)","(5.5, 6.6, 6.236363636363636)","(13.0, 20.0, 19.34375)"
04-01-2023 13:49:33.745976,"(3.2, 4.0, 3.925925925925926)","(31.0, 38.0, 36.476190476190474)","(71.0, 270.0, 256.6666666666667)","(18.0, 23.0, 20.88235294117647)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.44, 2.383157894736842)","(5.5, 7.0, 6.2375)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:34.984567,"(3.2, 4.0, 3.9875)","(31.0, 38.0, 36.476190476190474)","(71.0, 270.0, 235.0)","(18.0, 23.0, 21.105263157894736)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.44, 2.41)","(5.5, 6.8, 6.664285714285714)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:36.135542,"(3.2, 3.95, 3.941666666666667)","(31.0, 38.0, 36.476190476190474)","(71.0, 270.0, 242.5)","(18.0, 23.0, 21.105263157894736)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.42, 2.37)","(5.5, 6.8, 6.2444444444444445)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:37.256843,"(3.2, 4.0, 3.946)","(31.0, 38.0, 36.476190476190474)","(71.0, 280.0, 243.33333333333334)","(18.0, 23.0, 21.105263157894736)","(12.0, 26.0, 25.11111111111111)","(2.1, 2.44, 2.37)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:38.406904,"(3.2, 4.0, 3.9166666666666665)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 243.33333333333334)","(18.0, 23.0, 20.362068965517242)","(12.0, 26.0, 25.142857142857142)","(2.1, 2.44, 2.376)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:39.587202,"(3.2, 4.0, 3.9166666666666665)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 243.33333333333334)","(18.0, 23.0, 20.362068965517242)","(12.0, 26.0, 24.285714285714285)","(2.1, 2.44, 2.3828571428571426)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.375)"
04-01-2023 13:49:40.747378,"(3.2, 4.0, 3.9513513513513514)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 243.33333333333334)","(18.0, 23.0, 20.362068965517242)","(12.0, 26.0, 24.285714285714285)","(2.1, 2.44, 2.384)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:41.920686,"(3.2, 4.0, 3.96)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 225.0)","(18.0, 23.0, 20.308823529411764)","(12.0, 26.0, 25.142857142857142)","(2.1, 2.44, 2.4129032258064513)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:43.212724,"(3.2, 3.95, 3.935)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 243.33333333333334)","(18.0, 23.0, 20.308823529411764)","(12.0, 26.0, 24.285714285714285)","(2.1, 2.44, 2.414285714285714)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:44.375652,"(3.2, 3.95, 3.922727272727273)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 243.33333333333334)","(18.0, 23.0, 20.308823529411764)","(12.0, 26.0, 24.285714285714285)","(2.1, 2.46, 2.401818181818182)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:45.480589,"(3.2, 4.0, 3.941304347826087)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 190.0)","(18.0, 23.0, 20.308823529411764)","(12.0, 26.0, 25.2)","(2.1, 2.42, 2.40125)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:46.619603,"(3.2, 4.0, 3.9205882352941175)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 195.0)","(18.0, 23.0, 20.308823529411764)","(12.0, 26.0, 25.25)","(2.1, 2.42, 2.4557894736842103)","(5.5, 6.6, 6.218181818181819)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:47.833801,"(3.2, 3.95, 3.8833333333333333)","(31.0, 38.0, 36.72)","(71.0, 250.0, 245.76923076923077)","(18.0, 23.0, 20.308823529411764)","(12.0, 26.0, 25.25)","(2.1, 2.46, 2.4192)","(5.5, 6.6, 6.271428571428571)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:49.009224,"(3.2, 3.9, 3.873333333333333)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 245.76923076923077)","(18.0, 23.0, 20.77777777777778)","(12.0, 26.0, 25.25)","(2.1, 2.46, 2.4236363636363634)","(5.5, 6.6, 6.271428571428571)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:50.131879,"(3.2, 3.9, 3.873333333333333)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 245.76923076923077)","(18.0, 22.0, 20.608695652173914)","(12.0, 26.0, 25.25)","(2.1, 2.46, 2.422941176470588)","(5.5, 6.6, 6.311111111111111)","(13.0, 19.5, 19.34375)"
04-01-2023 13:49:51.212821,"(3.2, 3.9, 3.86)","(31.0, 38.0, 36.476190476190474)","(71.0, 250.0, 245.2173913043478)","(18.0, 22.0, 20.37837837837838)","(12.0, 26.0, 25.25)","(2.1, 2.46, 2.4354545454545455)","(5.5, 6.6, 6.025925925925926)","(13.0, 19.5, 19.375)"
04-01-2023 13:49:52.317431,"(3.2, 3.95, 3.85)","(31.0, 38.0, 36.08)","(71.0, 250.0, 273.9130434782609)","(18.0, 22.0, 20.37837837837838)","(12.0, 26.0, 25.25)","(2.1, 2.46, 2.439)","(5.5, 6.2, 6.018348623853211)","(13.0, 19.5, 19.375)"
04-01-2023 13:49:53.491287,"(3.2, 3.95, 3.9000000000000004)","(31.0, 38.0, 36.08)","(71.0, 280.0, 273.9130434782609)","(18.0, 22.0, 20.29787234042553)","(12.0, 26.0, 25.25)","(2.1, 2.46, 2.4299999999999997)","(5.5, 6.2, 6.013207547169811)","(13.0, 19.5, 22.0)"
