,Thrill,Lollipop Ed,Custodial,Zambora Blaster,Cantata,Handsome Harry,Nokosi,Whisky In Rio
10,"[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 48, 252823), 3.8, 5.8]"
11,"[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 49, 381133), 3.8, 5.8]"
12,"[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 50, 517516), 3.8, 5.8]"
13,"[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 51, 647470), 3.8, 5.8]"
14,"[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 52, 788957), 3.8, 5.8]"
15,"[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 53, 925616), 3.8, 5.8]"
16,"[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 55, 59696), 3.8, 5.8]"
17,"[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 56, 191348), 3.8, 5.8]"
18,"[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 57, 345133), 3.8, 5.8]"
19,"[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 58, 492016), 3.8, 5.8]"
20,"[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 8, 59, 623184), 3.8, 5.8]"
21,"[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 0, 763873), 3.8, 5.8]"
22,"[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 1, 910922), 3.8, 5.8]"
23,"[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 3, 76247), 3.8, 5.8]"
24,"[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 4, 233978), 3.8, 5.8]"
25,"[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 5, 411339), 3.8, 5.8]"
26,"[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 6, 629226), 3.8, 5.8]"
27,"[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 7, 796273), 3.8, 5.8]"
28,"[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 8, 934248), 3.8, 5.8]"
29,"[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 3.6, 5.2]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 10, 65022), 3.8, 5.8]"
30,"[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 11, 205144), 3.8, 5.8]"
31,"[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 12, 343003), 3.8, 5.8]"
32,"[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 4.8, 12.5]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 13, 491873), 3.8, 5.8]"
33,"[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 4.8, 12.5]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 14, 641017), 3.8, 5.8]"
34,"[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 4.8, 12.5]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 15, 849421), 3.8, 5.8]"
35,"[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 4.8, 12.5]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 16, 987640), 3.8, 5.8]"
36,"[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 4.8, 12.5]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 18, 118336), 3.8, 5.8]"
37,"[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 19, 249097), 3.8, 5.9]"
38,"[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 20, 383009), 3.8, 5.9]"
39,"[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 4.8, 12.0]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 14.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 9, 21, 525893), 3.8, 5.9]"
