,Aston Charlie,Chilli On Ice,Fizzy Crest,Gable,Woodside Gracie,Stella Star
04-01-2023 10:48:46.568262,"(3.2, 3.55, 3.3416666666666663)","(6.5, 12.5, 12.25)","(2.8, 3.4, 3.1714285714285713)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.8875)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:47.431352,"(3.2, 3.8, 3.3714285714285714)","(6.5, 12.5, 12.0)","(2.8, 3.4, 3.1714285714285713)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.8875)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:48.298480,"(3.2, 3.75, 3.375)","(6.5, 13.0, 12.0)","(2.8, 3.4, 3.1714285714285713)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.8875)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:49.154453,"(3.2, 3.75, 3.3449999999999998)","(6.5, 13.0, 12.0)","(2.8, 3.4, 3.1714285714285713)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.8875)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:50.035813,"(3.2, 3.75, 3.3449999999999998)","(6.5, 13.0, 12.0)","(2.6, 3.4, 3.1714285714285713)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.8875)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:50.938602,"(3.2, 3.75, 3.3449999999999998)","(6.5, 13.0, 12.0)","(2.6, 3.4, 3.1714285714285713)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.8875)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:51.839976,"(3.2, 3.75, 3.3449999999999998)","(6.5, 13.0, 12.0)","(2.6, 3.4, 3.052173913043478)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.82)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:52.707249,"(3.2, 3.7, 3.34)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.4, 3.1333333333333333)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.7)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:53.602263,"(3.2, 3.7, 3.34)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.4, 3.1333333333333333)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.6000000000000005)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:54.468920,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 8.542857142857143)","(2.6, 3.4, 3.1333333333333333)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.6000000000000005)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:55.280392,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 12.0)","(2.6, 3.4, 3.1333333333333333)","(9.0, 17.0, 16.0)","(3.5, 6.0, 5.7)","(9.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:56.152367,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.1333333333333333)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.7)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:56.997530,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.1666666666666665)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:57.822398,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.1333333333333333)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:58.668521,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.08)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:48:59.516650,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.0654545454545454)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:00.411570,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.1169230769230767)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:01.282160,"(3.2, 3.7, 3.357142857142857)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.1169230769230767)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:02.128785,"(3.2, 3.5, 3.333333333333333)","(6.5, 12.5, 11.954545454545455)","(2.6, 3.4, 3.1169230769230767)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.8875)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:03.011637,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 12.571428571428571)","(2.6, 3.4, 3.1169230769230767)","(9.0, 17.0, 16.0)","(3.6, 6.0, 5.85)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:03.830205,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.4, 3.1169230769230767)","(9.0, 17.0, 16.0)","(3.6, 7.8, 6.2727272727272725)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:04.658572,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.4, 3.1169230769230767)","(9.0, 17.0, 16.0)","(3.6, 7.8, 6.2727272727272725)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:05.486211,"(3.2, 3.5, 3.322222222222222)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.4, 2.9670588235294115)","(9.0, 17.0, 16.0)","(3.6, 7.6, 6.375)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:06.327926,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 12.571428571428571)","(2.6, 2.94, 2.91)","(9.0, 14.0, 12.875)","(3.6, 7.6, 6.375)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:07.197236,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 12.7)","(2.6, 2.94, 2.91)","(9.0, 12.5, 11.75)","(3.6, 7.6, 6.375)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:08.106688,"(3.2, 3.5, 3.333333333333333)","(6.5, 13.0, 12.7)","(2.6, 2.94, 2.91)","(9.0, 12.5, 11.75)","(3.6, 7.6, 6.375)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:08.953229,"(3.2, 3.85, 3.575)","(6.5, 13.0, 9.533333333333333)","(2.6, 2.94, 2.91)","(9.0, 12.5, 11.75)","(3.6, 7.6, 6.375)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:09.841773,"(3.2, 3.85, 3.7583333333333333)","(6.5, 13.0, 12.181818181818182)","(2.6, 2.94, 2.91)","(9.0, 12.5, 11.75)","(3.6, 7.6, 6.62)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:10.731661,"(3.2, 3.85, 3.575)","(6.5, 13.0, 12.181818181818182)","(2.6, 2.94, 2.91)","(9.0, 12.5, 11.75)","(3.6, 7.6, 6.62)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:11.610777,"(3.2, 3.85, 3.705263157894737)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.35, 2.99125)","(9.0, 14.0, 12.875)","(3.6, 7.6, 6.65)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:12.475530,"(3.2, 3.85, 3.692857142857143)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.35, 2.9831578947368422)","(9.0, 12.5, 11.75)","(3.6, 7.4, 5.542857142857143)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:13.352094,"(3.2, 3.85, 3.692857142857143)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.35, 2.9831578947368422)","(9.0, 12.5, 11.9)","(3.6, 7.2, 5.7)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:14.210695,"(3.2, 3.75, 3.6)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.35, 2.9831578947368422)","(9.0, 12.5, 11.9)","(3.6, 7.2, 5.7)","(10.0, 21.0, 17.441176470588236)"
04-01-2023 10:49:15.039044,"(3.2, 3.75, 3.5785714285714283)","(6.5, 13.0, 12.181818181818182)","(2.6, 3.35, 2.9831578947368422)","(9.0, 12.5, 11.9)","(3.6, 7.2, 5.7)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:15.874716,"(3.2, 3.75, 3.55)","(6.5, 13.0, 8.542857142857143)","(2.6, 3.3, 3.0054545454545454)","(9.0, 12.5, 11.9)","(3.6, 7.2, 5.7)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:16.709291,"(3.2, 3.75, 3.6)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0054545454545454)","(9.0, 12.5, 12.153846153846153)","(3.6, 7.2, 5.7)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:17.528429,"(3.2, 3.75, 3.6)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0054545454545454)","(9.0, 12.5, 12.0)","(3.6, 7.2, 5.7)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:18.389818,"(3.2, 3.75, 3.6)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0942857142857143)","(9.0, 16.5, 15.714285714285715)","(3.6, 7.2, 5.7)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:19.264031,"(3.2, 3.75, 3.6)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0942857142857143)","(9.0, 14.5, 12.90909090909091)","(3.6, 7.0, 5.95)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:20.124394,"(3.2, 3.75, 3.55)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0942857142857143)","(9.0, 14.5, 12.75)","(3.6, 7.0, 5.716666666666667)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:21.015654,"(3.2, 3.75, 3.646153846153846)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0942857142857143)","(9.0, 14.5, 13.1875)","(3.6, 7.0, 5.716666666666667)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:21.863828,"(3.2, 3.7, 3.546153846153846)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0942857142857143)","(9.0, 14.5, 13.1875)","(3.6, 7.0, 5.716666666666667)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:22.748058,"(3.2, 3.7, 3.5)","(6.5, 13.0, 11.90909090909091)","(2.6, 3.3, 3.0942857142857143)","(9.0, 14.5, 13.333333333333334)","(3.6, 7.0, 5.716666666666667)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:23.587873,"(3.2, 3.7, 3.5823529411764707)","(6.5, 13.0, 10.4)","(2.6, 3.3, 3.1799999999999997)","(9.0, 14.5, 13.1875)","(3.6, 7.0, 5.716666666666667)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:24.457489,"(3.2, 3.7, 3.5823529411764707)","(6.5, 13.0, 10.552941176470588)","(2.6, 3.25, 3.115)","(9.0, 14.5, 13.333333333333334)","(3.6, 7.0, 5.625)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:25.308579,"(3.2, 3.7, 3.5823529411764707)","(6.5, 13.0, 9.363636363636363)","(2.6, 3.25, 2.971)","(9.0, 14.5, 13.692307692307692)","(3.6, 7.0, 5.9)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:26.130513,"(3.2, 3.7, 3.5823529411764707)","(6.5, 13.0, 8.733333333333333)","(2.6, 3.25, 3.064)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.9)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:26.990740,"(3.2, 3.7, 3.5823529411764707)","(6.5, 13.0, 10.44)","(2.6, 3.25, 3.064)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:27.831724,"(3.2, 3.7, 3.5823529411764707)","(6.5, 13.0, 10.169230769230769)","(2.6, 3.25, 3.098125)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:28.694684,"(3.2, 3.9, 3.857142857142857)","(6.5, 13.0, 9.8)","(2.6, 3.25, 3.098125)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 18.25)"
04-01-2023 10:49:29.585072,"(3.2, 3.8, 3.6411764705882352)","(6.5, 13.0, 10.36)","(2.6, 3.25, 3.098125)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:30.450145,"(3.2, 3.8, 3.6411764705882352)","(6.5, 13.0, 11.036363636363637)","(2.6, 3.25, 3.098125)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:31.323187,"(3.2, 3.8, 3.6411764705882352)","(6.5, 12.0, 10.483333333333334)","(2.6, 3.25, 3.098125)","(9.0, 13.5, 12.25)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:32.194610,"(3.2, 3.8, 3.6411764705882352)","(6.5, 12.0, 10.494736842105263)","(2.6, 3.25, 3.098125)","(9.0, 16.5, 15.125)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:33.084210,"(3.2, 3.8, 3.6411764705882352)","(6.5, 12.0, 10.494736842105263)","(2.6, 3.25, 3.199375)","(9.0, 16.5, 15.125)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:33.965878,"(3.2, 3.8, 3.6411764705882352)","(6.5, 12.0, 10.494736842105263)","(2.6, 3.25, 3.199375)","(9.0, 16.5, 15.125)","(3.6, 7.0, 5.838888888888889)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:34.830937,"(3.2, 3.8, 3.53)","(6.5, 12.0, 10.786666666666667)","(2.6, 3.25, 3.199375)","(9.0, 16.5, 15.125)","(3.6, 7.0, 5.3500000000000005)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:35.711535,"(3.3, 3.8, 3.62)","(6.5, 12.0, 10.786666666666667)","(2.6, 3.25, 3.199375)","(9.0, 16.5, 15.125)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:36.570494,"(3.3, 3.6, 3.44375)","(6.5, 12.0, 10.494736842105263)","(2.6, 3.25, 3.199375)","(9.0, 15.0, 13.0)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:37.412998,"(3.3, 3.6, 3.44375)","(6.5, 12.0, 10.96875)","(2.6, 3.25, 3.199375)","(9.0, 15.0, 12.428571428571429)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:38.235794,"(3.3, 3.6, 3.44375)","(6.5, 12.0, 11.4375)","(2.6, 3.25, 3.14875)","(9.0, 15.0, 12.428571428571429)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:39.072894,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 13.045454545454545)","(2.6, 3.25, 3.170909090909091)","(9.0, 15.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:39.911874,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.055555555555555)","(2.6, 3.25, 3.19375)","(9.0, 15.0, 13.133333333333333)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:40.776163,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.055555555555555)","(2.6, 3.25, 3.19375)","(9.0, 15.0, 13.133333333333333)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:41.621723,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.055555555555555)","(2.6, 3.25, 3.19375)","(9.0, 15.0, 13.133333333333333)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:42.520409,"(3.3, 3.85, 3.725)","(6.5, 14.0, 12.055555555555555)","(2.6, 3.25, 3.19375)","(9.0, 15.0, 13.95)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:43.389784,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 11.666666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.958333333333334)","(3.6, 6.8, 5.4)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:44.268832,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 9.09090909090909)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 13.09090909090909)","(3.6, 6.8, 5.4)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:45.155748,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.333333333333334)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:46.051724,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.333333333333334)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.75)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:46.906040,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.333333333333334)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.75)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:47.767173,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.333333333333334)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.75)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:48.596296,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.541666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.75)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:49.450190,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.541666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.75)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:50.288584,"(3.3, 3.6, 3.44375)","(6.5, 14.0, 12.541666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.75)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:51.102439,"(3.3, 3.8, 3.5999999999999996)","(6.5, 14.0, 11.316666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:51.964853,"(3.3, 3.8, 3.5999999999999996)","(6.5, 14.0, 11.316666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:52.822653,"(3.3, 3.8, 3.5999999999999996)","(6.5, 14.0, 11.316666666666666)","(2.6, 3.25, 3.19375)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:53.655239,"(3.3, 3.8, 3.5999999999999996)","(6.5, 14.0, 11.316666666666666)","(2.6, 3.25, 3.13375)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:54.529828,"(3.3, 3.8, 3.5999999999999996)","(6.5, 14.0, 11.433333333333334)","(2.6, 3.25, 3.175)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:55.399488,"(3.3, 3.8, 3.5999999999999996)","(6.5, 12.0, 10.523076923076923)","(2.6, 3.25, 3.175)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:56.269169,"(3.3, 3.8, 3.5999999999999996)","(6.5, 12.0, 10.8)","(2.6, 3.25, 3.175)","(9.0, 14.0, 12.666666666666666)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:57.121675,"(3.3, 3.7, 3.5823529411764707)","(6.5, 12.0, 10.254545454545454)","(2.6, 3.25, 3.175)","(9.0, 14.0, 13.25)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:57.970801,"(3.3, 3.7, 3.54)","(6.5, 12.0, 10.254545454545454)","(2.6, 3.25, 3.175)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:58.788514,"(3.3, 3.7, 3.54)","(6.5, 12.0, 10.646153846153847)","(2.6, 3.25, 3.175)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:49:59.629939,"(3.3, 3.7, 3.54)","(6.5, 14.5, 12.7375)","(2.6, 3.25, 3.175)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:00.452754,"(3.3, 3.7, 3.54)","(6.5, 14.5, 12.7375)","(2.6, 3.25, 3.175)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:01.315462,"(3.3, 3.7, 3.54)","(6.5, 14.5, 11.366666666666667)","(2.6, 3.25, 3.13375)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:02.193585,"(3.3, 3.7, 3.54)","(6.5, 14.5, 11.5)","(2.6, 3.25, 3.14875)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:03.061604,"(3.3, 3.7, 3.54)","(6.5, 14.5, 11.5)","(2.6, 3.25, 3.14875)","(9.0, 13.0, 12.375)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:03.941981,"(3.3, 3.7, 3.475)","(6.5, 14.5, 12.4)","(2.6, 3.25, 3.14875)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:04.802500,"(3.3, 3.65, 3.4416666666666664)","(6.5, 14.5, 12.4)","(2.6, 3.25, 3.14875)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.875)"
04-01-2023 10:50:05.695501,"(3.3, 3.65, 3.4277777777777776)","(6.5, 14.5, 12.0)","(2.6, 3.25, 3.14875)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.333333333333332)"
04-01-2023 10:50:06.554598,"(3.3, 3.65, 3.4277777777777776)","(6.5, 14.5, 12.543478260869566)","(2.6, 3.25, 3.14875)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 21.0, 16.333333333333332)"
04-01-2023 10:50:07.410292,"(3.3, 3.65, 3.4277777777777776)","(6.5, 14.5, 12.543478260869566)","(2.6, 3.25, 3.14875)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:08.254632,"(3.3, 3.65, 3.4416666666666664)","(6.5, 14.5, 12.543478260869566)","(2.6, 3.25, 3.13375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:09.109351,"(3.3, 3.65, 3.4416666666666664)","(6.5, 14.5, 13.65625)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:09.951342,"(3.3, 3.65, 3.4416666666666664)","(6.5, 14.5, 13.65625)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:10.792974,"(3.3, 4.1, 3.75)","(6.5, 14.5, 13.461538461538462)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.866666666666667)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:11.652103,"(3.3, 4.4, 3.581818181818182)","(6.5, 14.5, 12.647058823529411)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.4)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:12.478457,"(3.3, 4.4, 3.581818181818182)","(6.5, 14.5, 11.875)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.4)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:13.369176,"(3.3, 4.2, 3.9333333333333336)","(6.5, 14.0, 12.6875)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.4)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:14.257377,"(3.3, 4.2, 3.8)","(6.5, 14.0, 11.958333333333334)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.4)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:15.148502,"(3.3, 4.1, 3.8666666666666663)","(6.5, 14.0, 11.375)","(2.6, 3.25, 3.19375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.4)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:16.047600,"(3.3, 4.2, 3.9333333333333336)","(6.5, 14.0, 11.375)","(2.6, 3.25, 3.13375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.377777777777778)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:16.917732,"(3.3, 4.0, 3.55)","(6.5, 14.0, 11.375)","(2.6, 3.25, 3.2125)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.377777777777778)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:17.801338,"(3.3, 4.0, 3.4923076923076923)","(6.5, 14.0, 11.375)","(2.6, 3.25, 3.2125)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.377777777777778)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:18.658650,"(3.3, 4.0, 3.4923076923076923)","(6.5, 14.0, 11.375)","(2.6, 3.25, 3.2125)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.377777777777778)","(10.0, 20.0, 14.583333333333334)"
04-01-2023 10:50:19.543448,"(3.3, 4.0, 3.5)","(6.5, 14.0, 10.5)","(2.6, 3.25, 3.13375)","(9.0, 17.0, 16.3125)","(3.6, 6.8, 5.4)","(10.0, 20.0, 14.583333333333334)"
