,Willy Can Do,Rose Danae,Why Not Jules,Still In Love,Why Not Lilah,Forever A Dream
10-01-2023 15:47:19.131207,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.1499999999999995)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:47:20.163022,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:21.184890,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:22.237775,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:23.126641,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:24.218060,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:25.434394,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:26.539308,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:27.629903,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:28.867424,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:29.861379,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:30.902181,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:31.945672,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:32.970989,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:34.021589,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:35.029339,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:36.016479,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:37.048011,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:38.016641,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:38.971112,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:40.057748,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:41.076618,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:42.068493,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:43.109661,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:44.087640,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:45.150115,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:46.238376,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:47.197506,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:48.154700,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 13.545454545454547)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.75)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:49.232104,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 15.555555555555555)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 10.057142857142857)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:50.271140,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.85)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:51.264642,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 10.666666666666668)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:52.286369,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 10.666666666666668)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:53.349030,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 9.85)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:54.438806,"(2.05, 3.3, 2.2095652173913045)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 10.666666666666668)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:55.509387,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:56.446806,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:57.419530,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:58.385944,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:47:59.324553,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:00.371260,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:01.515184,"(2.05, 3.3, 2.195625)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:02.592681,"(2.05, 3.3, 2.3183333333333334)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:03.586711,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:04.560893,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:05.553467,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:06.648154,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:07.692921,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:08.765008,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:09.760970,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:10.812428,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 6.071428571428571)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:11.881487,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 10.0, 8.600000000000001)","(5.0, 8.8, 6.300000000000001)","(7.0, 12.5, 11.278571428571428)","(5.0, 9.6, 5.61875)"
10-01-2023 15:48:12.901814,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.8, 7.6499999999999995)","(7.0, 12.5, 11.566666666666666)","(5.0, 9.6, 8.225000000000001)"
10-01-2023 15:48:13.864476,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:14.920431,"(2.05, 3.25, 2.4092857142857143)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:15.922244,"(2.05, 3.25, 2.4250000000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:16.841634,"(2.05, 3.25, 2.4250000000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:18.023951,"(2.05, 3.25, 2.4250000000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:19.060555,"(2.05, 3.25, 2.4250000000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:20.086767,"(2.05, 3.25, 2.4250000000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:21.218374,"(2.05, 3.25, 2.2508333333333335)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:22.293010,"(2.05, 3.25, 2.2508333333333335)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:23.260516,"(2.05, 3.25, 2.2508333333333335)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:24.416388,"(2.05, 3.25, 2.2508333333333335)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:25.539530,"(2.05, 3.25, 2.2508333333333335)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:26.486579,"(2.05, 3.25, 2.2508333333333335)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:27.499244,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:28.438493,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:29.410961,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:30.531644,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:31.549901,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:32.628288,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:33.821591,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 11.75)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:34.907756,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:36.120517,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:37.262854,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:38.527649,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:39.622124,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:40.762227,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 7.6499999999999995)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:41.938884,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.600000000000001)","(5.0, 8.6, 6.300000000000001)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:43.141891,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.225000000000001)"
10-01-2023 15:48:44.217008,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.666666666666668)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.285714285714285)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:45.351473,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:46.488539,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:47.530266,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:48.609909,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:49.709907,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:50.770829,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:51.872055,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:52.963437,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:54.002474,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.321739130434782)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:55.079682,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:56.134666,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:57.198867,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:58.256213,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:48:59.310433,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:00.375014,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:01.399491,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:02.448764,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:03.561474,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:04.583559,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:05.547228,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:06.574663,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 6.133333333333333)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
