,Frankntank,Yoursnmine,Mytime,Spring Delight,Hes A Modern Boy,Amphijet,Micton Mouse,Filcarlo
10-01-2023 17:50:33.223347,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.133333333333333)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:34.284087,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.133333333333333)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:35.387488,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.133333333333333)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:36.436322,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.133333333333333)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:37.457830,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.133333333333333)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:38.469492,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.366666666666666)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:39.495405,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:40.515092,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:41.577284,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:42.644666,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:43.728736,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:44.796488,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:45.896705,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:46.994044,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:48.061825,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:49.127158,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:50.233198,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0875)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:51.325216,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.164285714285715)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:52.422109,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:53.485951,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:54.520166,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:55.584195,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:56.664645,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:57.706994,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:58.757721,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:50:59.867280,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:00.919232,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:01.933549,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:02.989864,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:04.022934,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:05.066140,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:06.169705,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:07.203630,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:08.226268,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:09.295096,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:10.338619,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:11.396568,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:12.436298,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:13.460486,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:14.504261,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:15.530750,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:16.552087,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:17.557773,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:18.615549,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 117.5)"
10-01-2023 17:51:19.620795,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:20.633783,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:21.675826,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 11.333333333333334)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:22.648996,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 13.0, 13.25)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:23.621987,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 16.0, 13.25)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:24.608981,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 16.0, 13.25)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:25.581196,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 16.0, 13.25)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:26.596334,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 16.0, 13.25)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:27.643269,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.0)","(8.5, 16.0, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:28.676869,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.2)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:29.709741,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:30.764554,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:31.787108,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:32.813000,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:33.860980,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:34.892634,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:35.931261,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:36.985622,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:37.966976,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:39.031381,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:40.096571,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:41.174552,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:42.202821,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:43.232463,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:44.242901,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:45.261293,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:46.300663,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:47.359435,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:48.392690,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:49.467543,"(21.0, 40.0, 31.6)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:50.495386,"(21.0, 40.0, 31.4)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:51.542635,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:52.595178,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:53.618402,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:54.628613,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:55.636973,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:56.635850,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:57.615508,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:58.608447,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:51:59.590936,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.225)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
10-01-2023 17:52:00.581141,"(21.0, 40.0, 34.625)","(4.8, 7.6, 7.3)","(6.0, 8.0, 7.5200000000000005)","(2.4, 3.4, 3.1075)","(61.0, 150.0, 137.14285714285714)","(3.1, 4.3, 4.06)","(8.5, 15.5, 12.166666666666666)","(101.0, 150.0, 138.33333333333331)"
