,Tick And Flick,Free From Desire,Tokin Beach,Cash Strap,Step Up,Burnt Me,Baby Thor,Shonas Fury
14-12-2022 19:18:33.351394,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:34.507955,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:35.665110,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:36.827118,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:37.951544,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:39.065099,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:40.101216,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:41.097516,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:42.163619,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:43.312503,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:44.468509,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:45.654846,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:46.752816,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:47.786653,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:48.749089,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:49.831078,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:50.947934,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:52.078454,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:53.195105,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:54.308329,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:55.284972,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:56.258419,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:57.264651,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:58.378909,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:18:59.524119,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:00.656535,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:01.810845,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:02.817756,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:03.985711,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:05.176000,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:06.263257,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:07.332869,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:08.355211,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:09.350980,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:10.324261,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:11.360450,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:12.398865,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:13.466889,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:14.531727,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:15.538088,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:16.550645,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:17.574097,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:18.621009,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:19.663045,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:20.758536,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:21.826600,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:22.872391,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:23.849640,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:24.863299,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:26.180200,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:27.229274,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:28.287809,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:29.378098,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:30.394244,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:31.453864,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:32.505863,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:33.618022,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:34.693283,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:35.964360,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:37.104686,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:38.240832,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:39.330445,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:40.305129,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 12.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:41.404615,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 15.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:42.422355,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 37.18421052631579)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:43.457615,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:44.519208,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.8124137931034485)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:45.565710,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:46.566295,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:47.680794,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:48.766976,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:50.071758,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:51.126984,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:52.246687,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 33.81818181818181)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:53.338255,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 40.08823529411765)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:54.481919,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 46.0, 38.65789473684211)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:55.726185,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 38.65789473684211)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:56.828935,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 38.65789473684211)","(2.6, 3.55, 2.992)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:57.942522,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 38.65789473684211)","(2.6, 3.55, 2.7068235294117646)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:19:59.052141,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 35.09090909090909)","(2.6, 3.85, 2.7068235294117646)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:20:00.202333,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 35.09090909090909)","(2.6, 3.85, 2.7068235294117646)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:20:01.317687,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 35.09090909090909)","(2.6, 3.85, 3.092)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:20:02.415335,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 35.09090909090909)","(2.6, 3.8, 3.092)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:20:03.514558,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 35.09090909090909)","(2.6, 3.8, 3.092)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
14-12-2022 19:20:04.648757,"(5.0, 8.8, 7.5)","(31.0, 210.0, 93.64285714285714)","(6.5, 12.0, 7.949999999999999)","(4.4, 6.8, 6.26)","(16.0, 48.0, 35.09090909090909)","(2.6, 3.8, 3.092)","(9.0, 18.0, 13.0)","(6.0, 13.5, 10.093333333333334)"
