,Bella Rouge,Coco Rox,Vaccine,Very Intoxicating,Amathuba,Carartie,Olentia,Hellavadancer,Xtra Gear,Parisian Lady,Latakia
07-01-2023 15:46:05.276572,"(4.4, 4.9, 4.837948084054388)","(15.0, 21.0, 20.88)","(26.0, 36.0, 35.44444444444444)","(31.0, 65.0, 57.608695652173914)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8438202247191011)","(31.0, 55.0, 50.90909090909091)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.15625)"
07-01-2023 15:46:06.515437,"(4.4, 4.9, 4.837948084054388)","(15.0, 21.0, 20.954545454545453)","(26.0, 36.0, 35.23809523809524)","(31.0, 65.0, 57.608695652173914)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.844370179948586)","(31.0, 55.0, 50.90909090909091)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.196629213483146)"
07-01-2023 15:46:07.720205,"(4.4, 4.9, 4.8353904282115865)","(15.0, 21.0, 20.545454545454547)","(26.0, 36.0, 35.23809523809524)","(31.0, 65.0, 57.608695652173914)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8456291390728479)","(31.0, 55.0, 50.90909090909091)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.196629213483146)"
07-01-2023 15:46:08.877741,"(4.4, 4.9, 4.819504643962849)","(15.0, 21.0, 20.545454545454547)","(26.0, 36.0, 35.23809523809524)","(31.0, 65.0, 58.2)","(16.0, 25.0, 24.608695652173914)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8461959654178675)","(31.0, 55.0, 51.08695652173913)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.23)"
07-01-2023 15:46:10.056226,"(4.4, 4.9, 4.8202453987730065)","(15.0, 21.0, 20.5)","(26.0, 36.0, 35.25)","(31.0, 65.0, 58.2)","(16.0, 25.0, 24.64)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.847067448680352)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.221649484536082)"
07-01-2023 15:46:11.339935,"(4.4, 4.9, 4.819876733436056)","(15.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 58.46153846153846)","(16.0, 25.0, 24.64)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.847067448680352)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.240384615384615)"
07-01-2023 15:46:12.615858,"(4.4, 4.9, 4.856182795698925)","(15.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 58.46153846153846)","(16.0, 25.0, 24.64)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8459506172839506)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.33333333333334)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.271186440677965)"
07-01-2023 15:46:13.935641,"(4.4, 4.9, 4.856182795698925)","(15.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 58.46153846153846)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8499029126213593)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.75)","(101.0, 390.0, 320.0)","(10.0, 12.5, 12.271186440677965)"
07-01-2023 15:46:15.220046,"(4.4, 4.9, 4.857808455565142)","(15.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 58.46153846153846)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8498795180722893)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.75)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:16.431325,"(4.4, 4.9, 4.857808455565142)","(15.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 58.46153846153846)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8498795180722893)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.75)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:17.663217,"(4.4, 4.9, 4.857808455565142)","(15.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 55.55555555555556)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8498795180722893)","(31.0, 55.0, 51.25)","(71.0, 200.0, 173.75)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:18.915826,"(4.4, 4.9, 4.858495821727019)","(16.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 55.55555555555556)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 90.76923076923077)","(1.8, 1.85, 1.8489562289562291)","(31.0, 55.0, 50.78947368421053)","(71.0, 200.0, 203.63636363636363)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:20.171493,"(4.4, 4.9, 4.856686046511628)","(16.0, 21.0, 20.90909090909091)","(26.0, 36.0, 35.27272727272727)","(31.0, 65.0, 55.55555555555556)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 92.5)","(1.8, 1.86, 1.8489562289562291)","(31.0, 55.0, 50.78947368421053)","(71.0, 220.0, 205.0)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.271186440677965)"
07-01-2023 15:46:21.416210,"(4.4, 4.9, 4.854939516129033)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 35.34615384615385)","(31.0, 65.0, 55.55555555555556)","(16.0, 25.0, 24.571428571428573)","(71.0, 100.0, 92.05882352941177)","(1.8, 1.86, 1.8458620689655174)","(31.0, 55.0, 50.78947368421053)","(71.0, 220.0, 216.66666666666666)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:22.623487,"(4.4, 4.9, 4.854939516129033)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 35.34615384615385)","(31.0, 65.0, 55.625)","(16.0, 25.0, 24.571428571428573)","(71.0, 95.0, 91.0)","(1.8, 1.86, 1.8474725274725277)","(31.0, 55.0, 50.78947368421053)","(71.0, 230.0, 216.66666666666666)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:23.863097,"(4.4, 4.9, 4.854939516129033)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 35.25)","(31.0, 60.0, 55.625)","(16.0, 25.0, 24.52)","(71.0, 95.0, 91.0)","(1.8, 1.86, 1.8541428571428573)","(31.0, 55.0, 50.78947368421053)","(71.0, 230.0, 216.66666666666666)","(101.0, 390.0, 343.3333333333333)","(10.0, 12.5, 12.280701754385966)"
07-01-2023 15:46:25.075327,"(4.4, 4.9, 4.854939516129033)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 35.34615384615385)","(31.0, 60.0, 55.625)","(16.0, 25.0, 24.52)","(71.0, 95.0, 91.0)","(1.8, 1.86, 1.8541428571428573)","(31.0, 55.0, 50.78947368421053)","(71.0, 230.0, 216.66666666666666)","(101.0, 390.0, 379.2307692307692)","(10.0, 12.5, 12.271186440677965)"
07-01-2023 15:46:26.328318,"(4.4, 4.9, 4.854939516129033)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 34.434782608695656)","(31.0, 60.0, 56.111111111111114)","(16.0, 25.0, 24.52)","(71.0, 95.0, 90.0)","(1.8, 1.86, 1.8536923076923078)","(31.0, 55.0, 50.78947368421053)","(71.0, 230.0, 216.66666666666666)","(101.0, 490.0, 356.15384615384613)","(10.0, 12.5, 12.271186440677965)"
07-01-2023 15:46:27.533917,"(4.4, 4.9, 4.853046218487395)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 34.434782608695656)","(31.0, 60.0, 54.61538461538461)","(16.0, 25.0, 24.25)","(71.0, 95.0, 90.0)","(1.8, 1.86, 1.8536923076923078)","(31.0, 55.0, 50.97222222222222)","(71.0, 230.0, 198.1818181818182)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.27127659574468)"
07-01-2023 15:46:28.694434,"(4.4, 4.9, 4.853046218487395)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 33.06666666666667)","(31.0, 60.0, 54.61538461538461)","(16.0, 25.0, 23.454545454545453)","(71.0, 95.0, 90.0)","(1.8, 1.86, 1.840989847715736)","(31.0, 55.0, 50.97222222222222)","(71.0, 230.0, 202.0)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.280219780219781)"
07-01-2023 15:46:29.903213,"(4.4, 4.9, 4.853046218487395)","(16.0, 21.0, 20.357142857142858)","(26.0, 36.0, 32.8421052631579)","(31.0, 60.0, 55.0)","(16.0, 24.0, 23.454545454545453)","(71.0, 95.0, 90.0)","(1.8, 1.85, 1.840674255691769)","(31.0, 55.0, 50.857142857142854)","(71.0, 230.0, 210.9090909090909)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.277173913043478)"
07-01-2023 15:46:31.093550,"(4.4, 4.9, 4.850167224080268)","(16.0, 21.0, 20.357142857142858)","(26.0, 34.0, 33.15384615384615)","(31.0, 60.0, 55.0)","(16.0, 24.0, 23.294117647058822)","(71.0, 95.0, 90.0)","(1.8, 1.85, 1.8403451492537315)","(31.0, 55.0, 50.833333333333336)","(71.0, 230.0, 185.71428571428572)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.277173913043478)"
07-01-2023 15:46:32.281649,"(4.4, 4.9, 4.850167224080268)","(16.0, 21.0, 20.526315789473685)","(26.0, 34.0, 33.15384615384615)","(31.0, 60.0, 55.0)","(16.0, 24.0, 23.294117647058822)","(71.0, 95.0, 90.0)","(1.8, 1.85, 1.8403599221789884)","(31.0, 55.0, 50.833333333333336)","(71.0, 220.0, 185.71428571428572)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.277173913043478)"
07-01-2023 15:46:33.548751,"(4.4, 4.9, 4.850167224080268)","(16.0, 21.0, 20.90909090909091)","(26.0, 34.0, 33.15384615384615)","(31.0, 60.0, 55.625)","(16.0, 24.0, 23.47826086956522)","(71.0, 95.0, 90.26315789473684)","(1.8, 1.85, 1.8408915441176472)","(31.0, 55.0, 51.05263157894737)","(71.0, 220.0, 188.0)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.299019607843137)"
07-01-2023 15:46:34.864705,"(4.4, 4.9, 4.805095541401274)","(16.0, 21.0, 20.941176470588236)","(26.0, 34.0, 33.266666666666666)","(31.0, 60.0, 56.666666666666664)","(17.0, 24.0, 23.47826086956522)","(71.0, 95.0, 90.26315789473684)","(1.75, 1.85, 1.8422889610389612)","(31.0, 55.0, 51.05263157894737)","(71.0, 220.0, 188.0)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.347457627118644)"
07-01-2023 15:46:36.113426,"(4.4, 4.8, 4.776470588235294)","(16.0, 22.0, 21.576923076923077)","(26.0, 34.0, 33.266666666666666)","(31.0, 60.0, 56.666666666666664)","(17.0, 24.0, 23.47826086956522)","(71.0, 95.0, 90.26315789473684)","(1.75, 1.85, 1.8422889610389612)","(31.0, 55.0, 51.05263157894737)","(71.0, 220.0, 188.0)","(101.0, 430.0, 356.15384615384613)","(10.0, 12.5, 12.347457627118644)"
07-01-2023 15:46:37.323830,"(4.4, 4.9, 4.782687338501292)","(16.0, 22.0, 21.405405405405407)","(26.0, 34.0, 33.266666666666666)","(31.0, 60.0, 55.625)","(17.0, 24.0, 23.47826086956522)","(71.0, 95.0, 90.26315789473684)","(1.75, 1.85, 1.8416496945010183)","(31.0, 55.0, 51.05263157894737)","(71.0, 220.0, 188.0)","(101.0, 310.0, 290.4166666666667)","(10.0, 12.5, 12.382022471910112)"
07-01-2023 15:46:38.549442,"(4.4, 4.9, 4.783738796414853)","(16.0, 22.0, 21.29032258064516)","(26.0, 34.0, 33.266666666666666)","(31.0, 60.0, 55.88235294117647)","(17.0, 24.0, 23.47826086956522)","(71.0, 95.0, 90.26315789473684)","(1.75, 1.85, 1.8420858369098714)","(31.0, 55.0, 51.05263157894737)","(71.0, 220.0, 188.0)","(101.0, 310.0, 291.1111111111111)","(10.0, 12.5, 12.382022471910112)"
07-01-2023 15:46:39.798718,"(4.4, 4.9, 4.783028083028083)","(16.0, 22.0, 21.352941176470587)","(26.0, 34.0, 33.3125)","(31.0, 60.0, 56.111111111111114)","(17.0, 24.0, 23.08108108108108)","(71.0, 95.0, 90.26315789473684)","(1.75, 1.85, 1.8422881355932204)","(31.0, 55.0, 51.05263157894737)","(71.0, 220.0, 188.0)","(101.0, 300.0, 291.1111111111111)","(10.0, 12.5, 12.382022471910112)"
07-01-2023 15:46:41.045758,"(4.4, 4.9, 4.783028083028083)","(16.0, 22.0, 21.352941176470587)","(26.0, 34.0, 33.3125)","(31.0, 60.0, 56.111111111111114)","(17.0, 24.0, 23.08108108108108)","(71.0, 95.0, 90.5)","(1.75, 1.85, 1.842268656716418)","(31.0, 55.0, 51.125)","(81.0, 220.0, 190.0)","(101.0, 300.0, 272.5)","(10.0, 12.5, 12.411764705882353)"
07-01-2023 15:46:42.324561,"(4.4, 4.9, 4.783028083028083)","(16.0, 22.0, 21.352941176470587)","(26.0, 34.0, 33.3125)","(31.0, 60.0, 56.111111111111114)","(17.0, 24.0, 23.08108108108108)","(71.0, 95.0, 90.5)","(1.75, 1.85, 1.842878787878788)","(31.0, 55.0, 51.125)","(81.0, 220.0, 190.0)","(101.0, 290.0, 271.8181818181818)","(10.0, 12.5, 12.411764705882353)"
07-01-2023 15:46:43.556936,"(4.4, 4.9, 4.783028083028083)","(16.0, 22.0, 21.352941176470587)","(26.0, 34.0, 33.333333333333336)","(31.0, 60.0, 56.111111111111114)","(17.0, 24.0, 23.0)","(71.0, 95.0, 90.5)","(1.75, 1.85, 1.8424918032786886)","(31.0, 55.0, 51.125)","(81.0, 220.0, 190.0)","(101.0, 290.0, 271.8181818181818)","(10.0, 12.5, 12.411764705882353)"
07-01-2023 15:46:44.792984,"(4.4, 4.9, 4.783028083028083)","(16.0, 22.0, 21.352941176470587)","(26.0, 34.0, 33.35294117647059)","(31.0, 60.0, 56.31578947368421)","(17.0, 24.0, 23.15)","(71.0, 95.0, 90.71428571428571)","(1.75, 1.85, 1.8429988465974625)","(31.0, 55.0, 51.702127659574465)","(81.0, 220.0, 190.0)","(101.0, 290.0, 273.3333333333333)","(10.0, 12.5, 12.415322580645162)"
07-01-2023 15:46:46.057092,"(4.4, 4.9, 4.784855769230769)","(16.0, 22.0, 21.38888888888889)","(26.0, 34.0, 33.35294117647059)","(31.0, 60.0, 56.81818181818182)","(17.0, 24.0, 23.27659574468085)","(71.0, 95.0, 90.71428571428571)","(1.75, 1.85, 1.8450000000000002)","(31.0, 55.0, 51.702127659574465)","(81.0, 220.0, 190.0)","(101.0, 290.0, 273.3333333333333)","(10.0, 12.5, 11.907692307692308)"
07-01-2023 15:46:47.284946,"(4.4, 4.9, 4.806198347107438)","(16.0, 22.0, 21.625)","(26.0, 34.0, 33.58620689655172)","(31.0, 60.0, 55.833333333333336)","(17.0, 24.0, 23.414634146341463)","(71.0, 95.0, 91.0)","(1.75, 1.85, 1.8459247648902821)","(31.0, 55.0, 52.432432432432435)","(81.0, 220.0, 190.0)","(101.0, 290.0, 273.3333333333333)","(10.0, 12.0, 11.70388349514563)"
07-01-2023 15:46:48.528645,"(4.4, 4.9, 4.806004140786749)","(16.0, 22.0, 21.666666666666668)","(26.0, 34.0, 33.851851851851855)","(31.0, 60.0, 56.666666666666664)","(17.0, 24.0, 23.48936170212766)","(71.0, 95.0, 92.5)","(1.75, 1.85, 1.8465447897623402)","(31.0, 55.0, 52.567567567567565)","(81.0, 220.0, 190.0)","(101.0, 290.0, 273.3333333333333)","(10.0, 12.0, 11.654761904761905)"
07-01-2023 15:46:49.701936,"(4.4, 4.9, 4.806004140786749)","(16.0, 22.0, 21.666666666666668)","(26.0, 34.0, 33.857142857142854)","(31.0, 60.0, 56.666666666666664)","(17.0, 24.0, 23.52)","(71.0, 95.0, 92.6470588235294)","(1.75, 1.85, 1.8457038123167155)","(31.0, 55.0, 52.63157894736842)","(81.0, 220.0, 190.0)","(101.0, 290.0, 273.3333333333333)","(10.0, 12.0, 11.66793893129771)"
07-01-2023 15:46:50.886485,"(4.4, 4.9, 4.824207011686144)","(16.0, 22.0, 21.666666666666668)","(26.0, 34.0, 33.857142857142854)","(31.0, 60.0, 55.714285714285715)","(17.0, 24.0, 23.541666666666668)","(71.0, 95.0, 92.6470588235294)","(1.75, 1.85, 1.8448824593128392)","(31.0, 55.0, 52.63157894736842)","(81.0, 220.0, 163.33333333333334)","(101.0, 290.0, 280.90909090909093)","(10.0, 12.0, 11.666666666666666)"
07-01-2023 15:46:52.047339,"(4.4, 4.9, 4.8226415094339625)","(16.0, 22.0, 21.944444444444443)","(26.0, 34.0, 33.857142857142854)","(31.0, 65.0, 55.714285714285715)","(17.0, 24.0, 22.545454545454547)","(71.0, 95.0, 93.125)","(1.75, 1.85, 1.849104938271605)","(31.0, 55.0, 52.76315789473684)","(81.0, 210.0, 150.0)","(101.0, 290.0, 280.90909090909093)","(10.0, 12.0, 11.673228346456693)"
07-01-2023 15:46:53.219166,"(4.4, 4.9, 4.823356401384083)","(16.0, 23.0, 22.046511627906977)","(26.0, 34.0, 33.93103448275862)","(31.0, 60.0, 56.25)","(17.0, 23.0, 22.444444444444443)","(71.0, 95.0, 93.125)","(1.75, 1.85, 1.8500622148486106)","(31.0, 55.0, 59.54545454545455)","(81.0, 210.0, 150.0)","(101.0, 290.0, 280.90909090909093)","(10.0, 12.0, 11.65983606557377)"
07-01-2023 15:46:54.483859,"(4.4, 4.9, 4.823709369024857)","(16.0, 23.0, 21.440677966101696)","(26.0, 34.0, 33.925925925925924)","(31.0, 60.0, 57.857142857142854)","(17.0, 23.0, 22.615384615384617)","(71.0, 95.0, 93.125)","(1.75, 1.86, 1.8504958349861167)","(31.0, 60.0, 59.54545454545455)","(81.0, 210.0, 158.57142857142858)","(101.0, 290.0, 281.6666666666667)","(10.0, 12.0, 11.65983606557377)"
07-01-2023 15:46:55.720609,"(4.4, 4.9, 4.8467302452316074)","(16.0, 23.0, 21.440677966101696)","(26.0, 34.0, 33.925925925925924)","(31.0, 60.0, 57.5)","(17.0, 23.0, 21.612903225806452)","(71.0, 95.0, 93.125)","(1.75, 1.86, 1.8509482432942954)","(31.0, 60.0, 59.166666666666664)","(81.0, 210.0, 160.0)","(101.0, 290.0, 281.6666666666667)","(10.0, 12.0, 11.65234375)"
07-01-2023 15:46:56.977741,"(4.4, 4.9, 4.848263473053892)","(16.0, 23.0, 21.491803278688526)","(26.0, 34.0, 33.93333333333333)","(31.0, 60.0, 57.77777777777778)","(17.0, 22.0, 21.65714285714286)","(71.0, 95.0, 93.23529411764706)","(1.75, 1.86, 1.850875856816451)","(31.0, 60.0, 59.285714285714285)","(81.0, 180.0, 157.5)","(101.0, 290.0, 281.6666666666667)","(10.0, 12.0, 11.682142857142857)"
07-01-2023 15:46:58.213859,"(4.4, 4.9, 4.849176470588235)","(16.0, 23.0, 21.5625)","(26.0, 34.0, 33.93333333333333)","(31.0, 60.0, 57.77777777777778)","(17.0, 22.0, 21.65714285714286)","(71.0, 95.0, 93.23529411764706)","(1.75, 1.86, 1.8508977361436378)","(31.0, 60.0, 59.61538461538461)","(81.0, 180.0, 169.6153846153846)","(101.0, 290.0, 281.8181818181818)","(10.0, 12.0, 11.681481481481482)"
07-01-2023 15:46:59.414280,"(4.4, 4.9, 4.851837769328264)","(16.0, 23.0, 21.666666666666668)","(26.0, 36.0, 34.84444444444444)","(31.0, 60.0, 58.125)","(17.0, 22.0, 22.454545454545453)","(71.0, 95.0, 93.23529411764706)","(1.75, 1.86, 1.850933040614709)","(31.0, 60.0, 59.61538461538461)","(81.0, 180.0, 140.83333333333331)","(101.0, 290.0, 281.8181818181818)","(10.0, 12.0, 11.681481481481482)"
07-01-2023 15:47:00.777124,"(4.4, 5.0, 4.914306784660767)","(16.0, 23.0, 21.70967741935484)","(26.0, 36.0, 34.84444444444444)","(31.0, 60.0, 58.125)","(17.0, 23.0, 22.23076923076923)","(71.0, 95.0, 93.23529411764706)","(1.75, 1.86, 1.850933040614709)","(31.0, 60.0, 59.61538461538461)","(81.0, 150.0, 127.66666666666667)","(101.0, 290.0, 281.8181818181818)","(10.0, 12.0, 11.632478632478632)"
07-01-2023 15:47:02.058784,"(4.4, 5.0, 4.910801781737194)","(17.0, 23.0, 21.49056603773585)","(26.0, 36.0, 34.84444444444444)","(31.0, 60.0, 58.125)","(17.0, 23.0, 22.0)","(71.0, 95.0, 92.36842105263158)","(1.75, 1.86, 1.8470990990990992)","(31.0, 60.0, 59.61538461538461)","(81.0, 130.0, 128.23529411764707)","(101.0, 290.0, 281.8181818181818)","(10.0, 12.0, 11.643518518518519)"
07-01-2023 15:47:03.335921,"(4.4, 5.2, 5.107929515418502)","(17.0, 22.0, 21.73913043478261)","(26.0, 36.0, 34.509803921568626)","(31.0, 60.0, 61.8)","(17.0, 23.0, 21.733333333333334)","(71.0, 95.0, 92.36842105263158)","(1.75, 1.85, 1.8470483005366727)","(31.0, 60.0, 59.61538461538461)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 282.5)","(10.0, 12.0, 11.643518518518519)"
07-01-2023 15:47:04.586831,"(4.4, 5.2, 5.0834782608695654)","(17.0, 22.0, 21.73913043478261)","(26.0, 36.0, 34.509803921568626)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.6)","(71.0, 95.0, 92.36842105263158)","(1.75, 1.85, 1.8485339168490154)","(31.0, 60.0, 59.61538461538461)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.5)","(10.0, 12.0, 11.643518518518519)"
07-01-2023 15:47:05.843464,"(4.4, 5.2, 5.132747804265997)","(17.0, 22.0, 21.73913043478261)","(26.0, 36.0, 34.509803921568626)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.6)","(71.0, 95.0, 92.36842105263158)","(1.75, 1.85, 1.8463829787234043)","(31.0, 60.0, 59.61538461538461)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.5)","(10.0, 12.0, 11.62621359223301)"
07-01-2023 15:47:07.187754,"(4.4, 5.2, 5.132747804265997)","(17.0, 22.0, 21.73913043478261)","(26.0, 36.0, 34.509803921568626)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.515151515151516)","(71.0, 95.0, 89.44444444444444)","(1.75, 1.85, 1.8470186335403727)","(31.0, 60.0, 62.5)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 281.7647058823529)","(10.0, 12.0, 11.62621359223301)"
07-01-2023 15:47:08.421543,"(4.4, 5.2, 5.1476709613478695)","(17.0, 22.0, 21.47222222222222)","(26.0, 36.0, 34.509803921568626)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.57894736842105)","(71.0, 95.0, 88.57142857142857)","(1.75, 1.85, 1.8488836477987423)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.62621359223301)"
07-01-2023 15:47:09.609330,"(4.4, 5.2, 5.147249508840864)","(17.0, 22.0, 21.47222222222222)","(26.0, 36.0, 34.509803921568626)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.57894736842105)","(71.0, 95.0, 88.07692307692308)","(1.75, 1.85, 1.8473952879581153)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 130.0)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.7)"
07-01-2023 15:47:10.808524,"(4.4, 5.2, 5.147249508840864)","(17.0, 22.0, 21.387096774193548)","(26.0, 36.0, 34.509803921568626)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.57894736842105)","(71.0, 95.0, 88.07692307692308)","(1.75, 1.85, 1.8473952879581153)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.660493827160494)"
07-01-2023 15:47:12.049566,"(4.4, 5.2, 5.148065764023211)","(17.0, 22.0, 21.387096774193548)","(26.0, 36.0, 34.69387755102041)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.57894736842105)","(71.0, 95.0, 88.07692307692308)","(1.75, 1.85, 1.8416035634743877)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.634615384615385)"
07-01-2023 15:47:13.297500,"(4.4, 5.2, 5.1506080449017775)","(17.0, 22.0, 21.387096774193548)","(26.0, 36.0, 34.53846153846154)","(31.0, 65.0, 57.608695652173914)","(17.0, 22.0, 21.529411764705884)","(71.0, 95.0, 88.07692307692308)","(1.75, 1.86, 1.8508017817371938)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.62962962962963)"
07-01-2023 15:47:14.526891,"(4.4, 5.2, 5.1506080449017775)","(17.0, 22.0, 21.387096774193548)","(26.0, 36.0, 34.53846153846154)","(31.0, 65.0, 58.92857142857143)","(17.0, 22.0, 21.79310344827586)","(71.0, 95.0, 88.07692307692308)","(1.75, 1.86, 1.8509628008752737)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.605263157894736)"
07-01-2023 15:47:15.726657,"(4.4, 5.1, 5.060869565217391)","(17.0, 22.0, 21.352941176470587)","(26.0, 36.0, 34.69387755102041)","(31.0, 65.0, 58.92857142857143)","(17.0, 22.0, 21.21951219512195)","(71.0, 95.0, 87.66666666666667)","(1.75, 1.86, 1.8519423692636074)","(31.0, 65.0, 62.22222222222222)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.631578947368421)"
07-01-2023 15:47:16.898248,"(4.4, 5.1, 5.048051948051948)","(17.0, 22.0, 21.352941176470587)","(26.0, 36.0, 34.69387755102041)","(31.0, 65.0, 58.92857142857143)","(17.0, 22.0, 21.21951219512195)","(71.0, 95.0, 87.66666666666667)","(1.75, 1.86, 1.8524229074889869)","(31.0, 65.0, 61.15384615384615)","(81.0, 140.0, 128.88888888888889)","(101.0, 290.0, 282.22222222222223)","(10.0, 12.0, 11.631578947368421)"
