,Eagles Forever,Getouttheway,Max Fire,Im Kenny,Diamonds Are,Festival Of Light,Bunjil,Shema,Spy Colonel
07-01-2023 14:11:06.615062,"(7.5, 9.2, 9.030065359477124)","(4.6, 5.0, 4.990688259109311)","(2.9, 3.25, 3.2176229508196723)","(20.0, 24.0, 23.926829268292682)","(11.0, 13.0, 12.734234234234235)","(41.0, 48.0, 45.714285714285715)","(6.5, 8.4, 8.262)","(31.0, 34.0, 33.44927536231884)","(10.0, 12.0, 11.954106280193237)"
07-01-2023 14:11:07.931061,"(7.5, 9.2, 9.051219512195122)","(4.6, 5.0, 4.978544061302682)","(2.9, 3.25, 3.2573743922204215)","(20.0, 24.0, 23.61904761904762)","(11.0, 13.0, 12.744075829383887)","(41.0, 48.0, 42.36363636363637)","(6.5, 8.4, 8.248101265822784)","(31.0, 34.0, 33.457142857142856)","(10.0, 12.0, 11.883673469387755)"
07-01-2023 14:11:09.252228,"(7.5, 9.0, 8.8)","(4.6, 5.0, 4.972900763358779)","(3.0, 3.3, 3.2763764404609472)","(20.0, 24.0, 23.38095238095238)","(11.0, 13.0, 12.641566265060241)","(41.0, 46.0, 42.36363636363637)","(6.5, 8.4, 8.252777777777778)","(26.0, 34.0, 33.40625)","(10.0, 12.0, 11.880252100840336)"
07-01-2023 14:11:10.595207,"(7.5, 8.8, 8.724607329842932)","(4.6, 5.0, 5.007605633802817)","(3.0, 3.3, 3.2963126843657817)","(20.0, 24.0, 23.42222222222222)","(11.0, 13.0, 12.75)","(41.0, 46.0, 44.875)","(6.5, 8.4, 8.198795180722891)","(26.0, 34.0, 35.793103448275865)","(10.0, 12.0, 11.882352941176471)"
07-01-2023 14:11:12.058332,"(7.5, 8.8, 8.70754716981132)","(4.6, 5.1, 5.034051724137931)","(3.0, 3.3, 3.3193069306930694)","(20.0, 24.0, 22.70212765957447)","(11.0, 13.0, 12.437908496732026)","(31.0, 46.0, 44.8)","(6.5, 8.2, 8.19463087248322)","(26.0, 36.0, 35.714285714285715)","(10.0, 12.0, 11.874570446735396)"
07-01-2023 14:11:13.379176,"(7.5, 8.8, 8.696842105263158)","(4.6, 5.1, 5.034051724137931)","(3.0, 3.35, 3.3193069306930694)","(20.0, 23.0, 22.70212765957447)","(11.0, 12.5, 12.437908496732026)","(31.0, 46.0, 44.8)","(6.5, 8.2, 8.19463087248322)","(26.0, 36.0, 35.714285714285715)","(10.0, 12.0, 11.874570446735396)"
07-01-2023 14:11:14.726936,"(7.5, 8.8, 8.701657458563536)","(4.6, 5.1, 5.034497816593887)","(3.0, 3.35, 3.3188)","(20.0, 23.0, 22.58823529411765)","(11.0, 12.5, 12.396449704142011)","(31.0, 46.0, 43.77777777777778)","(7.0, 8.2, 8.194160583941605)","(26.0, 36.0, 35.75609756097561)","(10.0, 12.0, 11.885135135135135)"
07-01-2023 14:11:16.027156,"(7.5, 8.8, 8.676470588235293)","(4.6, 5.0, 4.9769035532994925)","(3.0, 3.4, 3.377768014059754)","(19.0, 23.0, 22.65)","(11.0, 12.5, 12.43728813559322)","(31.0, 46.0, 43.77777777777778)","(7.0, 8.2, 8.15593220338983)","(26.0, 36.0, 35.473684210526315)","(10.0, 12.0, 11.857894736842105)"
07-01-2023 14:11:17.199023,"(7.5, 8.8, 8.676470588235293)","(4.6, 5.0, 4.975733333333333)","(3.0, 3.4, 3.380220713073005)","(19.0, 23.0, 22.65)","(11.0, 12.5, 12.43728813559322)","(31.0, 46.0, 43.77777777777778)","(7.0, 8.2, 8.15593220338983)","(26.0, 36.0, 35.473684210526315)","(10.0, 12.0, 11.857894736842105)"
07-01-2023 14:11:18.488005,"(7.5, 8.6, 8.53587786259542)","(4.6, 5.0, 4.975833333333333)","(3.0, 3.4, 3.359511889862328)","(19.0, 23.0, 22.548387096774192)","(11.0, 13.0, 12.728434504792332)","(31.0, 44.0, 42.857142857142854)","(6.5, 8.4, 8.176923076923076)","(26.0, 36.0, 35.39393939393939)","(10.0, 12.0, 11.861774744027304)"
07-01-2023 14:11:19.762120,"(7.5, 8.8, 8.58909090909091)","(4.6, 5.0, 4.975833333333333)","(3.0, 3.4, 3.3593366093366095)","(19.0, 23.0, 22.548387096774192)","(11.0, 13.0, 12.77317880794702)","(31.0, 44.0, 43.0)","(6.5, 8.2, 8.176923076923076)","(26.0, 36.0, 35.25925925925926)","(10.0, 12.0, 11.857894736842105)"
07-01-2023 14:11:21.060026,"(7.5, 8.6, 8.547540983606558)","(4.6, 5.0, 4.973387096774194)","(3.0, 3.4, 3.3547909407665504)","(20.0, 23.0, 22.805555555555557)","(11.0, 13.0, 12.660098522167488)","(31.0, 44.0, 42.92307692307692)","(7.0, 8.2, 8.176)","(26.0, 36.0, 35.25925925925926)","(10.0, 12.0, 11.83399209486166)"
07-01-2023 14:11:22.240970,"(7.5, 8.6, 8.511111111111111)","(4.6, 5.0, 4.975880758807588)","(3.0, 3.4, 3.3547909407665504)","(20.0, 23.0, 23.178571428571427)","(11.0, 13.0, 12.723628691983123)","(31.0, 44.0, 45.333333333333336)","(7.0, 8.2, 8.067164179104477)","(26.0, 36.0, 35.39393939393939)","(10.0, 12.0, 11.830827067669173)"
07-01-2023 14:11:23.458233,"(7.5, 8.6, 8.448780487804878)","(4.6, 5.1, 5.0152610441767065)","(3.0, 3.3, 3.2949245541838135)","(20.0, 24.0, 23.28125)","(11.0, 13.0, 12.542553191489361)","(31.0, 48.0, 45.55555555555556)","(7.0, 8.2, 8.068965517241379)","(26.0, 36.0, 35.25925925925926)","(10.0, 12.0, 11.832677165354331)"
07-01-2023 14:11:24.734088,"(7.5, 8.6, 8.556701030927835)","(4.6, 5.1, 5.046200607902735)","(3.0, 3.3, 3.2999334221038614)","(20.0, 24.0, 23.485714285714284)","(11.0, 13.0, 12.353658536585366)","(31.0, 48.0, 45.904761904761905)","(7.0, 8.2, 7.944565217391304)","(26.0, 36.0, 35.567567567567565)","(10.0, 12.0, 11.898760330578513)"
07-01-2023 14:11:26.037164,"(7.5, 8.8, 8.556701030927835)","(4.6, 5.1, 5.046200607902735)","(3.0, 3.3, 3.2905898876404494)","(20.0, 24.0, 23.58139534883721)","(11.0, 12.5, 11.944736842105263)","(31.0, 48.0, 45.833333333333336)","(7.0, 8.0, 7.877108433734939)","(26.0, 36.0, 37.04761904761905)","(10.0, 12.0, 11.943693693693694)"
07-01-2023 14:11:27.357443,"(7.5, 9.0, 8.826470588235296)","(4.6, 5.2, 5.126666666666666)","(3.0, 3.3, 3.2790140845070423)","(20.0, 24.0, 23.571428571428573)","(11.0, 12.0, 11.771144278606965)","(31.0, 46.0, 45.833333333333336)","(7.0, 8.0, 7.492)","(26.0, 38.0, 36.875)","(10.0, 12.0, 12.111428571428572)"
07-01-2023 14:11:28.708868,"(7.5, 9.0, 8.829333333333334)","(4.6, 5.2, 5.185869565217391)","(3.0, 3.3, 3.2894704433497535)","(20.0, 24.0, 23.881944444444443)","(11.0, 12.0, 11.981012658227849)","(31.0, 46.0, 47.145833333333336)","(7.0, 7.8, 7.595174262734584)","(26.0, 38.0, 37.891304347826086)","(10.0, 12.5, 12.36865671641791)"
07-01-2023 14:11:30.063024,"(7.5, 9.0, 8.980952380952381)","(4.6, 5.2, 5.249693251533742)","(3.0, 3.3, 3.2407602956705386)","(20.0, 24.0, 24.296296296296298)","(11.0, 12.0, 11.8364312267658)","(31.0, 48.0, 47.170212765957444)","(7.0, 7.6, 7.575609756097561)","(26.0, 38.0, 37.88505747126437)","(10.0, 12.5, 12.387195121951219)"
07-01-2023 14:11:31.412747,"(7.5, 9.0, 8.980838323353293)","(4.6, 5.3, 5.269834710743802)","(3.0, 3.25, 3.2338150289017342)","(20.0, 25.0, 24.627450980392158)","(11.0, 12.0, 11.608040201005025)","(31.0, 48.0, 47.1578947368421)","(6.5, 7.6, 7.575510204081632)","(26.0, 38.0, 37.88505747126437)","(10.0, 12.5, 12.387195121951219)"
07-01-2023 14:11:32.701134,"(7.5, 9.0, 8.980838323353293)","(4.6, 5.3, 5.269834710743802)","(3.0, 3.25, 3.2150434782608697)","(20.0, 25.0, 24.666666666666668)","(11.0, 12.0, 11.410569105691057)","(31.0, 48.0, 47.1578947368421)","(6.5, 7.6, 7.573946360153257)","(26.0, 38.0, 37.883720930232556)","(10.0, 12.5, 12.3984375)"
07-01-2023 14:11:34.021495,"(7.5, 9.0, 8.967796610169492)","(4.6, 5.4, 5.330708661417323)","(3.0, 3.25, 3.1805305305305307)","(20.0, 25.0, 24.540983606557376)","(11.0, 11.5, 11.350746268656717)","(31.0, 48.0, 46.96610169491525)","(6.5, 7.6, 7.701724137931034)","(26.0, 38.0, 37.84615384615385)","(10.0, 12.5, 12.398753894080997)"
07-01-2023 14:11:35.293564,"(7.5, 9.0, 8.965349544072948)","(4.6, 5.4, 5.330708661417323)","(3.0, 3.2, 3.1749590834697217)","(20.0, 25.0, 24.6)","(11.0, 11.5, 11.553846153846154)","(31.0, 48.0, 46.96610169491525)","(6.5, 7.8, 7.836781609195402)","(26.0, 38.0, 37.83561643835616)","(10.0, 12.5, 12.405821917808218)"
07-01-2023 14:11:36.577718,"(7.5, 9.0, 8.962251655629139)","(4.6, 5.3, 5.281566820276497)","(3.0, 3.2, 3.1732984293193716)","(20.0, 25.0, 24.6)","(11.0, 12.0, 11.615577889447236)","(31.0, 48.0, 46.96610169491525)","(6.5, 8.0, 7.932203389830509)","(26.0, 38.0, 37.848101265822784)","(10.0, 12.5, 12.420058139534884)"
07-01-2023 14:11:38.204652,"(7.5, 9.0, 8.954761904761906)","(4.6, 5.3, 5.2907692307692304)","(3.0, 3.2, 3.1745630174793007)","(20.0, 25.0, 24.64516129032258)","(10.0, 12.0, 11.293929712460065)","(31.0, 48.0, 47.0)","(6.5, 8.0, 7.980952380952381)","(26.0, 38.0, 37.84615384615385)","(10.0, 12.5, 12.420977011494253)"
07-01-2023 14:11:39.680589,"(7.5, 8.8, 8.679558011049723)","(4.6, 5.4, 5.347761194029851)","(3.0, 3.2, 3.166454229432213)","(20.0, 25.0, 24.614035087719298)","(10.0, 11.5, 11.29050279329609)","(31.0, 48.0, 46.67123287671233)","(6.5, 8.0, 8.017241379310345)","(26.0, 38.0, 37.84615384615385)","(10.0, 12.5, 12.420977011494253)"
07-01-2023 14:11:41.065635,"(7.5, 8.8, 8.666666666666666)","(4.6, 5.3, 5.299148936170212)","(3.0, 3.2, 3.167525773195876)","(20.0, 25.0, 24.65625)","(10.0, 11.5, 11.131840796019901)","(31.0, 48.0, 46.70666666666666)","(6.5, 8.2, 8.065116279069768)","(26.0, 38.0, 37.855421686746986)","(10.0, 12.5, 12.788306451612904)"
07-01-2023 14:11:42.352860,"(7.5, 8.8, 8.797101449275363)","(4.6, 5.3, 5.298947368421053)","(3.0, 3.2, 3.164305750350631)","(20.0, 25.0, 24.733333333333334)","(10.0, 11.5, 11.119402985074627)","(31.0, 48.0, 46.70666666666666)","(6.5, 8.2, 8.062921348314607)","(26.0, 38.0, 37.84415584415584)","(10.0, 13.0, 12.793478260869565)"
07-01-2023 14:11:43.752774,"(7.5, 8.8, 8.693150684931506)","(4.6, 5.3, 5.3965174129353235)","(3.0, 3.2, 3.1817479674796747)","(20.0, 25.0, 25.89189189189189)","(10.0, 11.5, 11.271144278606965)","(31.0, 48.0, 46.49612403100775)","(6.5, 8.2, 7.721109399075501)","(26.0, 38.0, 39.32142857142857)","(10.0, 13.0, 12.75)"
07-01-2023 14:11:45.122474,"(7.5, 9.0, 8.927480916030534)","(4.6, 5.4, 5.422794117647059)","(3.0, 3.2, 3.1802301255230128)","(20.0, 26.0, 25.897435897435898)","(10.0, 11.5, 11.63030303030303)","(31.0, 48.0, 42.74626865671642)","(6.5, 7.8, 7.725797101449275)","(26.0, 40.0, 39.270270270270274)","(10.0, 13.0, 11.896739130434783)"
07-01-2023 14:11:46.461783,"(7.5, 9.0, 8.931159420289855)","(4.6, 5.5, 5.409243697478992)","(3.0, 3.2, 3.1758699633699634)","(20.0, 26.0, 25.897435897435898)","(10.0, 12.0, 11.694444444444445)","(31.0, 44.0, 41.6231884057971)","(6.5, 7.8, 7.739523809523809)","(26.0, 40.0, 39.032967032967036)","(10.0, 12.0, 11.903682719546742)"
07-01-2023 14:11:47.745730,"(7.5, 9.0, 8.93040293040293)","(4.6, 5.5, 5.435915492957747)","(3.0, 3.2, 3.1808715596330277)","(20.0, 26.0, 25.897435897435898)","(10.0, 12.0, 11.755555555555556)","(31.0, 44.0, 41.6)","(6.5, 7.8, 7.7497382198952875)","(26.0, 40.0, 38.732142857142854)","(10.0, 12.0, 11.903682719546742)"
07-01-2023 14:11:49.070366,"(7.5, 9.0, 8.90909090909091)","(4.6, 5.5, 5.4)","(3.0, 3.2, 3.1766129032258066)","(20.0, 26.0, 25.89873417721519)","(10.0, 12.0, 11.888513513513514)","(31.0, 44.0, 41.6)","(6.5, 7.8, 7.827118644067797)","(26.0, 40.0, 38.732142857142854)","(10.0, 12.0, 11.865384615384615)"
07-01-2023 14:11:50.373501,"(7.5, 9.0, 8.877027027027028)","(4.6, 5.4, 5.380994152046783)","(3.0, 3.2, 3.173703703703704)","(20.0, 26.0, 25.89041095890411)","(10.0, 12.0, 12.130434782608695)","(31.0, 44.0, 41.6)","(6.5, 8.0, 7.99483870967742)","(26.0, 40.0, 38.775862068965516)","(10.0, 12.0, 11.865384615384615)"
07-01-2023 14:11:51.789731,"(7.5, 9.0, 8.865895953757226)","(4.6, 5.4, 5.457777777777778)","(3.0, 3.2, 3.1496305418719213)","(20.0, 26.0, 26.22222222222222)","(11.0, 12.5, 11.306532663316583)","(31.0, 44.0, 43.5)","(6.5, 8.0, 8.179354838709676)","(31.0, 40.0, 39.00763358778626)","(10.0, 12.0, 11.852094240837696)"
07-01-2023 14:11:53.149712,"(7.5, 9.0, 8.854945054945055)","(4.6, 5.5, 5.3662251655629145)","(3.0, 3.15, 3.1296173044925126)","(20.0, 27.0, 25.6125)","(11.0, 11.5, 11.372384937238493)","(31.0, 44.0, 41.0)","(6.5, 8.2, 8.238271604938271)","(31.0, 40.0, 39.13333333333333)","(10.0, 12.0, 11.763374485596708)"
07-01-2023 14:11:54.475066,"(7.5, 9.0, 8.860240963855421)","(4.6, 5.4, 5.335042735042735)","(3.0, 3.2, 3.1386200716845876)","(20.0, 26.0, 25.6536312849162)","(11.0, 11.5, 11.33433734939759)","(31.0, 42.0, 41.1764705882353)","(6.5, 8.4, 8.374144486692016)","(31.0, 40.0, 39.20245398773006)","(10.0, 12.0, 11.801346801346801)"
07-01-2023 14:11:55.745327,"(7.5, 9.0, 8.892753623188407)","(4.6, 5.4, 5.333333333333333)","(3.0, 3.15, 3.147843450479233)","(20.0, 26.0, 25.608695652173914)","(11.0, 11.5, 11.398058252427184)","(31.0, 42.0, 41.24324324324324)","(6.5, 8.4, 8.37366255144033)","(31.0, 40.0, 39.23076923076923)","(10.0, 12.0, 11.814465408805031)"
07-01-2023 14:11:57.028693,"(7.5, 9.0, 8.909433962264151)","(4.6, 5.4, 5.328099173553719)","(3.0, 3.15, 3.1223945902943515)","(20.0, 26.0, 25.607843137254903)","(11.0, 11.5, 11.431884057971015)","(31.0, 42.0, 41.285714285714285)","(6.5, 8.4, 8.414833759590792)","(31.0, 40.0, 39.23076923076923)","(10.0, 12.0, 11.826797385620916)"
07-01-2023 14:11:58.372027,"(7.5, 9.0, 8.96279069767442)","(4.6, 5.4, 5.3488235294117645)","(3.0, 3.15, 3.1210592160133444)","(20.0, 26.0, 25.611650485436893)","(11.0, 11.5, 10.779069767441861)","(31.0, 42.0, 41.035294117647055)","(6.5, 8.6, 8.416541353383458)","(31.0, 40.0, 39.24418604651163)","(10.0, 12.0, 11.831210191082803)"
07-01-2023 14:11:59.677160,"(7.5, 9.0, 8.957303370786518)","(4.6, 5.4, 5.449746192893401)","(3.0, 3.15, 3.0760016025641024)","(20.0, 26.0, 25.6457399103139)","(11.0, 11.0, 10.84451219512195)","(31.0, 42.0, 41.1)","(6.5, 8.6, 8.554471544715447)","(31.0, 40.0, 39.28176795580111)","(10.0, 12.0, 11.904761904761905)"
07-01-2023 14:12:00.847307,"(7.5, 9.2, 9.113636363636363)","(4.6, 5.5, 5.449746192893401)","(3.0, 3.1, 3.0760016025641024)","(20.0, 26.0, 25.6457399103139)","(11.0, 11.0, 10.84451219512195)","(31.0, 42.0, 41.1)","(6.5, 8.6, 8.554471544715447)","(31.0, 40.0, 39.28176795580111)","(10.0, 12.0, 11.904761904761905)"
07-01-2023 14:12:02.016046,"(7.5, 9.2, 9.073170731707316)","(4.6, 5.5, 5.458222222222222)","(3.0, 3.1, 3.074767657992565)","(20.0, 26.0, 25.758793969849247)","(11.0, 11.0, 10.885802469135802)","(31.0, 42.0, 41.0625)","(6.5, 8.8, 8.647552447552448)","(31.0, 40.0, 39.27368421052631)","(10.0, 12.0, 11.83682634730539)"
07-01-2023 14:12:03.322581,"(7.5, 9.2, 9.092413793103448)","(4.6, 5.5, 5.45057915057915)","(3.0, 3.1, 3.0596172718351324)","(20.0, 26.0, 25.741935483870968)","(11.0, 11.0, 10.766666666666666)","(31.0, 42.0, 41.0625)","(6.5, 8.8, 8.73030303030303)","(31.0, 40.0, 39.27368421052631)","(10.0, 12.0, 11.83682634730539)"
07-01-2023 14:12:04.689190,"(7.5, 9.2, 9.103105590062112)","(4.6, 5.5, 5.4638418079096045)","(3.0, 3.1, 3.0609550561797754)","(20.0, 26.0, 25.751295336787564)","(11.0, 11.0, 10.693181818181818)","(31.0, 42.0, 41.10891089108911)","(6.5, 9.0, 9.191256830601093)","(31.0, 40.0, 39.19277108433735)","(10.0, 12.0, 11.815254237288135)"
07-01-2023 14:12:05.982935,"(7.5, 9.0, 8.979310344827587)","(4.6, 5.5, 5.4609756097560975)","(2.9, 3.1, 3.133224115334207)","(20.0, 26.0, 25.751295336787564)","(10.0, 11.0, 10.6875)","(31.0, 42.0, 41.10891089108911)","(6.5, 9.2, 9.140449438202246)","(31.0, 40.0, 39.19277108433735)","(10.0, 12.0, 11.804123711340207)"
07-01-2023 14:12:07.259018,"(7.5, 9.0, 8.887272727272729)","(4.6, 5.4, 5.375)","(2.9, 3.15, 3.1216176470588235)","(20.0, 26.0, 25.736040609137056)","(10.0, 11.0, 10.759615384615385)","(31.0, 42.0, 41.10891089108911)","(6.5, 9.2, 9.378571428571428)","(31.0, 40.0, 39.21176470588235)","(10.0, 12.0, 11.851190476190476)"
07-01-2023 14:12:08.563620,"(7.5, 9.0, 8.887272727272729)","(4.6, 5.4, 5.341095890410959)","(2.9, 3.15, 3.098087431693989)","(20.0, 26.0, 25.742268041237114)","(10.0, 11.0, 10.759615384615385)","(31.0, 42.0, 41.06666666666667)","(6.5, 9.4, 9.371974522292994)","(31.0, 40.0, 39.21176470588235)","(10.0, 12.0, 11.913716814159292)"
07-01-2023 14:12:09.972057,"(7.5, 8.8, 8.762926829268293)","(4.6, 5.4, 5.346808510638298)","(2.9, 3.1, 3.1167903525046383)","(20.0, 26.0, 25.694444444444443)","(10.0, 11.0, 10.748)","(31.0, 42.0, 41.0)","(6.5, 9.4, 9.365822784810128)","(31.0, 40.0, 39.17777777777778)","(10.0, 12.0, 11.819256756756756)"
07-01-2023 14:12:11.343404,"(7.5, 8.8, 8.76122448979592)","(4.6, 5.4, 5.353874538745387)","(2.9, 3.15, 3.0788079470198677)","(20.0, 26.0, 25.694444444444443)","(10.0, 11.0, 10.74031007751938)","(31.0, 42.0, 41.0)","(7.0, 9.4, 9.327950310559006)","(31.0, 40.0, 39.17777777777778)","(10.0, 12.0, 11.765671641791045)"
07-01-2023 14:12:12.619083,"(7.5, 8.8, 8.76122448979592)","(4.6, 5.4, 5.353874538745387)","(2.9, 3.1, 3.0842519685039367)","(20.0, 26.0, 25.694444444444443)","(10.0, 11.0, 10.86046511627907)","(31.0, 42.0, 41.0)","(7.0, 9.4, 9.130578512396694)","(31.0, 40.0, 39.075)","(10.0, 12.0, 11.773121387283236)"
07-01-2023 14:12:13.877672,"(7.5, 8.8, 8.769354838709678)","(4.6, 5.4, 5.382558139534884)","(2.9, 3.15, 3.129008746355685)","(20.0, 26.0, 25.694444444444443)","(10.0, 11.0, 10.49468085106383)","(31.0, 42.0, 41.0)","(7.0, 9.2, 9.0793893129771)","(31.0, 40.0, 39.075)","(10.0, 12.0, 11.73920265780731)"
07-01-2023 14:12:15.332589,"(7.5, 9.0, 8.767375886524823)","(4.6, 5.4, 5.414214463840399)","(2.9, 3.15, 3.132315340909091)","(20.0, 26.0, 25.694444444444443)","(10.0, 10.5, 10.454545454545455)","(31.0, 42.0, 41.0)","(7.0, 9.2, 9.093693693693693)","(31.0, 40.0, 38.61946902654867)","(10.0, 12.0, 11.726480836236934)"
07-01-2023 14:12:16.739282,"(7.5, 8.8, 8.767375886524823)","(4.6, 5.5, 5.371367521367522)","(2.9, 3.15, 3.1712273641851105)","(20.0, 26.0, 25.762162162162163)","(10.0, 10.5, 10.844418052256533)","(31.0, 42.0, 41.06349206349206)","(7.0, 9.2, 8.98019801980198)","(31.0, 40.0, 37.97674418604651)","(10.0, 12.0, 11.421497584541063)"
07-01-2023 14:12:18.153046,"(7.5, 8.8, 8.758375634517767)","(4.6, 5.4, 5.371367521367522)","(2.9, 3.2, 3.1842)","(20.0, 26.0, 25.767195767195766)","(10.0, 11.0, 10.997474747474747)","(31.0, 42.0, 41.28440366972477)","(7.0, 9.0, 8.920634920634921)","(31.0, 38.0, 37.86206896551724)","(10.0, 11.5, 11.41046511627907)"
07-01-2023 14:12:19.578413,"(7.5, 8.6, 8.577695167286246)","(4.6, 5.4, 5.280919540229885)","(2.9, 3.2, 3.1913597733711048)","(20.0, 26.0, 25.707070707070706)","(10.0, 11.0, 11.084070796460177)","(31.0, 42.0, 41.28440366972477)","(7.0, 9.0, 8.928169014084506)","(31.0, 38.0, 37.85507246376812)","(10.0, 11.5, 11.391921397379912)"
07-01-2023 14:12:21.142063,"(7.5, 8.6, 8.645544554455446)","(4.6, 5.3, 5.255836575875486)","(2.9, 3.2, 3.1916780354706686)","(20.0, 26.0, 25.707070707070706)","(10.0, 11.5, 11.209770114942529)","(31.0, 42.0, 41.28440366972477)","(7.0, 9.0, 8.919685039370078)","(31.0, 38.0, 37.906976744186046)","(10.0, 11.5, 11.407692307692308)"
07-01-2023 14:12:22.544287,"(7.5, 8.8, 8.645544554455446)","(4.6, 5.3, 5.249330357142857)","(2.9, 3.2, 3.1862367021276596)","(20.0, 26.0, 25.707070707070706)","(10.0, 11.5, 10.941767068273093)","(31.0, 42.0, 41.25)","(7.0, 9.0, 8.911801242236026)","(31.0, 38.0, 37.983739837398375)","(10.0, 11.5, 11.424278846153847)"
07-01-2023 14:12:23.866226,"(7.5, 8.8, 8.601886792452829)","(4.6, 5.3, 5.249330357142857)","(3.0, 3.2, 3.1862367021276596)","(20.0, 26.0, 25.707070707070706)","(10.0, 11.0, 10.941767068273093)","(31.0, 42.0, 41.25)","(7.0, 9.0, 8.911801242236026)","(31.0, 38.0, 37.983739837398375)","(10.0, 11.5, 11.424278846153847)"
07-01-2023 14:12:25.170321,"(7.5, 8.8, 8.691017964071857)","(4.6, 5.3, 5.259213250517599)","(3.0, 3.25, 3.2106508875739648)","(20.0, 26.0, 25.714285714285715)","(10.0, 11.0, 10.98937784522003)","(31.0, 42.0, 41.264150943396224)","(7.0, 9.0, 8.776470588235295)","(31.0, 38.0, 37.92307692307692)","(10.0, 11.5, 11.346625766871165)"
07-01-2023 14:12:26.421795,"(7.5, 8.8, 8.679310344827586)","(4.6, 5.3, 5.262374245472837)","(2.9, 3.25, 3.2129327902240328)","(21.0, 26.0, 25.705583756345177)","(10.0, 11.0, 10.98489425981873)","(31.0, 42.0, 41.264150943396224)","(7.0, 8.8, 8.766949152542374)","(31.0, 38.0, 37.92307692307692)","(10.0, 11.5, 11.352409638554217)"
07-01-2023 14:12:27.730964,"(7.5, 8.8, 8.678612716763006)","(4.6, 5.3, 5.264650283553875)","(2.9, 3.25, 3.2176136363636365)","(21.0, 26.0, 25.715686274509803)","(10.0, 11.0, 10.947108603667136)","(31.0, 42.0, 41.2972972972973)","(7.0, 8.8, 8.76761133603239)","(31.0, 38.0, 37.92248062015504)","(10.0, 11.5, 11.353585657370518)"
07-01-2023 14:12:29.027888,"(7.5, 8.8, 8.685558583106268)","(4.6, 5.3, 5.264650283553875)","(2.9, 3.25, 3.2160344827586207)","(21.0, 26.0, 25.715686274509803)","(10.0, 11.0, 10.933652530779753)","(31.0, 42.0, 41.2972972972973)","(7.0, 8.8, 8.88923076923077)","(31.0, 38.0, 38.426540284360186)","(10.0, 11.5, 11.216867469879517)"
07-01-2023 14:12:30.263374,"(7.5, 8.6, 8.589169675090252)","(4.6, 5.3, 5.264650283553875)","(2.9, 3.25, 3.2160344827586207)","(21.0, 26.0, 25.768421052631577)","(10.0, 11.0, 10.936684073107049)","(31.0, 42.0, 41.35)","(7.0, 9.0, 8.862773722627738)","(31.0, 40.0, 38.486486486486484)","(10.0, 11.5, 10.910761154855644)"
07-01-2023 14:12:31.486459,"(7.5, 8.6, 8.573451327433627)","(4.6, 5.3, 5.2736185383244205)","(2.9, 3.25, 3.2294952681388014)","(21.0, 26.0, 25.758064516129032)","(10.0, 11.0, 11.02803738317757)","(31.0, 42.0, 41.36065573770492)","(7.0, 9.0, 8.818691588785047)","(31.0, 40.0, 38.486486486486484)","(10.0, 11.0, 10.871733966745843)"
07-01-2023 14:12:32.786386,"(7.5, 8.6, 8.569491525423729)","(4.6, 5.3, 5.290641711229946)","(2.9, 3.25, 3.228769230769231)","(21.0, 26.0, 25.751381215469614)","(10.0, 11.5, 11.159235668789808)","(31.0, 42.0, 41.36065573770492)","(7.0, 9.0, 8.881675392670157)","(31.0, 40.0, 38.1123595505618)","(10.0, 11.0, 10.825112107623319)"
07-01-2023 14:12:34.021678,"(7.5, 8.2, 8.175569358178054)","(4.6, 5.4, 5.327710843373494)","(2.9, 3.3, 3.268396946564885)","(21.0, 26.0, 25.75)","(10.0, 11.5, 11.218232044198896)","(31.0, 42.0, 41.30357142857143)","(7.0, 9.0, 8.87857142857143)","(31.0, 40.0, 38.493273542600896)","(10.0, 11.0, 10.825112107623319)"
07-01-2023 14:12:35.210067,"(7.5, 8.2, 8.175569358178054)","(4.6, 5.4, 5.3254658385093165)","(2.9, 3.3, 3.268396946564885)","(21.0, 26.0, 25.742857142857144)","(10.0, 11.5, 11.315884476534295)","(31.0, 42.0, 41.29090909090909)","(7.0, 9.0, 8.87857142857143)","(31.0, 40.0, 38.486486486486484)","(10.0, 11.0, 10.88888888888889)"
07-01-2023 14:12:36.448767,"(7.5, 8.2, 8.182365591397849)","(4.6, 5.4, 5.3254658385093165)","(2.9, 3.3, 3.2684931506849315)","(21.0, 26.0, 25.777142857142856)","(10.0, 11.5, 11.318505338078293)","(31.0, 42.0, 41.31578947368421)","(7.0, 9.0, 8.43956043956044)","(31.0, 40.0, 38.57021276595745)","(10.0, 11.0, 10.993827160493828)"
07-01-2023 14:12:37.763816,"(7.5, 8.2, 8.185774058577405)","(4.6, 5.4, 5.339495798319327)","(2.9, 3.3, 3.2746434231378765)","(21.0, 26.0, 26.267605633802816)","(10.0, 11.5, 11.35655737704918)","(31.0, 42.0, 41.524752475247524)","(7.0, 9.0, 8.189743589743589)","(31.0, 40.0, 38.56410256410256)","(10.0, 11.0, 10.85813953488372)"
