,One More Jack,Bold Star,Extra Time,Terbium,Dexter You Devil,Deep Speed,Picargo
07-01-2023 12:40:39.733802,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.704)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:40.742090,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:41.793668,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:42.793799,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:43.768971,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:44.754710,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:45.742052,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:46.765585,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:47.873710,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:48.905563,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:49.837859,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:50.876011,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.214285714285714)","(1.75, 1.86, 1.84640625)"
07-01-2023 12:40:52.012013,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.264705882352942)","(1.75, 1.86, 1.838139534883721)"
07-01-2023 12:40:53.119466,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.264705882352942)","(1.75, 1.84, 1.838139534883721)"
07-01-2023 12:40:54.176564,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.5)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.264705882352942)","(1.75, 1.84, 1.838139534883721)"
07-01-2023 12:40:55.122134,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.145454545454546)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.346153846153847)","(1.75, 1.84, 1.838139534883721)"
07-01-2023 12:40:56.126238,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.145454545454546)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.346153846153847)","(1.75, 1.84, 1.838139534883721)"
07-01-2023 12:40:57.160549,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.28)","(6.0, 9.8, 9.145454545454546)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.346153846153847)","(1.75, 1.84, 1.838139534883721)"
07-01-2023 12:40:58.226926,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.28)","(6.0, 9.8, 9.145454545454546)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.346153846153847)","(1.75, 1.84, 1.838139534883721)"
07-01-2023 12:40:59.204612,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.28)","(6.0, 9.8, 9.145454545454546)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.346153846153847)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:00.178562,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.2375)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.346153846153847)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:01.242412,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.2375)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:02.369640,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.2375)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:03.537101,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.2375)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:04.679743,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.2375)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:05.661029,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.2375)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.838139534883721)"
07-01-2023 12:41:06.658434,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.8446153846153848)"
07-01-2023 12:41:07.672180,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 11.25)","(1.75, 1.85, 1.8446153846153848)"
07-01-2023 12:41:08.696104,"(6.0, 10.0, 9.533333333333333)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 107.77777777777777)","(7.5, 11.5, 13.6875)","(1.75, 1.85, 1.8466666666666667)"
07-01-2023 12:41:09.720524,"(6.0, 10.0, 9.844444444444445)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.502857142857144)","(101.0, 170.0, 116.66666666666667)","(7.5, 14.0, 13.25)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:10.659010,"(6.0, 10.0, 9.844444444444445)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.6, 9.5)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.214285714285714)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:11.623703,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.428571428571429)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.214285714285714)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:12.678575,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.428571428571429)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.214285714285714)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:13.739130,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:14.762783,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:15.673093,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:16.690106,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:17.799689,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:18.879048,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:19.962533,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:20.954237,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.8, 9.350000000000001)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:21.954782,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.476923076923077)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:22.911528,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:23.976834,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:24.979728,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:25.961326,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:26.949807,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:27.992563,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8455555555555556)"
07-01-2023 12:41:29.096635,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8416666666666668)"
07-01-2023 12:41:30.191954,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8416666666666668)"
07-01-2023 12:41:31.249909,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.8416666666666668)"
07-01-2023 12:41:32.269622,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 13.3)","(1.75, 1.85, 1.848)"
07-01-2023 12:41:33.221836,"(6.0, 10.0, 9.83529411764706)","(20.0, 24.0, 23.18181818181818)","(6.0, 9.6, 9.28888888888889)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.5, 12.444444444444445)","(1.75, 1.86, 1.855609756097561)"
07-01-2023 12:41:34.228124,"(6.0, 10.0, 9.939130434782609)","(20.0, 23.0, 22.23076923076923)","(6.0, 9.6, 9.417391304347825)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.444444444444445)","(1.75, 1.86, 1.855609756097561)"
07-01-2023 12:41:35.289226,"(6.0, 12.0, 11.476190476190476)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.444444444444445)","(1.75, 1.86, 1.855609756097561)"
07-01-2023 12:41:36.339235,"(6.0, 12.0, 11.541666666666666)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:37.348624,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:38.267029,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:39.238516,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:40.305070,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:41.305507,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:42.232024,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:43.233782,"(6.0, 12.0, 11.78)","(20.0, 23.0, 22.103448275862068)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:44.298342,"(6.0, 12.0, 11.78)","(20.0, 22.0, 21.941176470588236)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.583333333333334)","(1.75, 1.86, 1.8518181818181818)"
07-01-2023 12:41:45.438264,"(6.0, 12.0, 11.521739130434783)","(20.0, 22.0, 21.941176470588236)","(6.0, 9.6, 9.438461538461539)","(8.0, 9.8, 9.430769230769231)","(101.0, 170.0, 116.66666666666667)","(7.5, 13.0, 12.318181818181818)","(1.75, 1.86, 1.8518181818181818)"
