,Rich List,Dawn Ofa New Brew,Roll The Aces,Barkway Dulcie,Famous Three,Shireen,Burrabadine Dancer,Dragon Tattoo Nz,Hes The Judge
06-01-2023 12:09:25.314409,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:26.474939,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:27.687267,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:28.937864,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:30.145768,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:31.372512,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:32.516567,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:33.746346,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:34.990795,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:36.190715,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:37.460455,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:38.727003,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:39.985496,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:41.304012,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.0)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:42.508669,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:43.691695,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:44.816885,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:45.946905,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:47.057416,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:48.216153,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:49.337734,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:09:50.447023,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:51.539646,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:52.710982,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:53.940894,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:55.135663,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:56.356669,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:57.542615,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:58.717699,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:09:59.884504,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:10:01.151289,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:02.417793,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:03.579954,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:04.669350,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:05.799728,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:06.997852,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:08.174793,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:09.405254,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:10.588451,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:10:11.766045,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:10:12.979627,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:10:14.174435,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:15.662901,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:16.937390,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:18.159552,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:19.366401,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:20.601691,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:21.971295,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:23.330788,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:24.546346,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:25.688601,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:26.806615,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:27.936840,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:29.076767,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:30.192379,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:31.281652,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 22.8)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:10:32.433777,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
