,Oristano,Jeanella,World Ruler,Finest Clobber,Go Go Gracie,Hell Raider,Global Conflict,Moments Of Magic
07-01-2023 15:45:00.370316,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:01.464001,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:02.638023,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:03.754650,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:04.840119,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:05.829777,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:06.889636,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.936)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:07.961663,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:09.102430,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:10.178287,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:11.200418,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:12.278704,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:13.246138,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:14.300981,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:15.412428,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.715)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:16.474904,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:17.537506,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:18.659068,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:19.726030,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 13.875)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 200.0)"
07-01-2023 15:45:20.783532,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:21.914330,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:22.946620,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:23.955714,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:25.206359,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.928)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:26.368308,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.928)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:27.359773,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:28.327392,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:29.360201,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:30.397652,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:31.420835,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:32.400550,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:33.349436,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:34.383708,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:35.469169,"(4.0, 6.0, 5.1)","(2.15, 3.05, 3.0199999999999996)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:36.529318,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.75)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:37.625145,"(4.0, 6.0, 5.1)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 15.0, 12.5)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:38.680829,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.5, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:39.725063,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:40.730214,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:41.781033,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:42.783267,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:43.813272,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:44.758399,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.94)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:45.793339,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:46.815720,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 165.0)"
07-01-2023 15:45:47.894677,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:48.921544,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:49.946040,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:50.929942,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:51.925711,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:52.977525,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.944)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:54.121755,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:55.208904,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:56.218000,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:57.203026,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:58.190158,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:45:59.190058,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:00.232721,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:01.245936,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.948)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:02.325845,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:03.292450,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:04.278878,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:05.349600,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:06.375836,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:07.403871,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:08.394806,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:09.448184,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.952)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:10.484079,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.7249999999999996)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:11.611776,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:12.714675,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:13.816091,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:14.919070,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:15.904976,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:16.933797,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:17.991134,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:19.018861,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.956)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:20.087043,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.96)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
07-01-2023 15:46:21.148971,"(4.0, 5.9, 5.3)","(2.15, 3.05, 2.96)","(6.5, 10.0, 8.5)","(10.0, 14.0, 12.25)","(6.0, 9.6, 7.742857142857143)","(8.5, 14.5, 13.0)","(21.0, 46.0, 31.333333333333332)","(101.0, 220.0, 203.33333333333334)"
