,Oristano,Jeanella,World Ruler,Finest Clobber,Go Go Gracie,Hell Raider,Global Conflict,Moments Of Magic
07-01-2023 15:54:23.316620,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.943076923076923)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.4375)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:24.430932,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:25.512806,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:26.591341,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:27.735915,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:28.877832,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:30.137749,"(4.0, 5.1, 4.933333333333333)","(2.15, 2.96, 2.9050000000000002)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:31.238018,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.943076923076923)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:32.236670,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.943076923076923)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:33.385980,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.943076923076923)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:34.455668,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:35.575250,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:36.624366,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:37.637587,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:38.781048,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 10.818181818181818)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:39.820322,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.94625)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 11.134146341463415)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:40.870325,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.96, 2.943076923076923)","(7.0, 10.0, 9.6)","(10.0, 13.0, 10.96875)","(6.5, 7.8, 7.6)","(10.0, 11.5, 11.32857142857143)","(21.0, 36.0, 30.4)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:42.231636,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.266666666666667)","(6.5, 7.8, 7.6)","(10.0, 11.5, 11.942857142857143)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:43.287842,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.266666666666667)","(6.5, 7.8, 7.6)","(10.0, 12.0, 11.942857142857143)","(21.0, 36.0, 30.4)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:44.273785,"(4.0, 5.1, 4.933333333333333)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.5, 7.8, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:45.429020,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:46.655877,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:47.839438,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:48.963895,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.83)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:49.955017,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.7800000000000002)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 180.0)"
07-01-2023 15:54:51.092759,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.835)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:52.134281,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.835)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:53.306687,"(4.0, 5.1, 5.0285714285714285)","(2.2, 2.86, 2.835)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:54.456098,"(4.0, 5.1, 4.975)","(2.2, 2.86, 2.835)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.5, 8.0, 7.6)","(10.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(101.0, 220.0, 166.66666666666666)"
07-01-2023 15:54:55.651699,"(4.0, 5.1, 4.975)","(2.25, 2.86, 2.835)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.6)","(9.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:54:56.698380,"(4.0, 5.1, 4.975)","(2.25, 2.86, 2.835)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.8)","(9.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:54:57.776215,"(4.0, 5.1, 4.975)","(2.25, 2.86, 2.835)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.8)","(9.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:54:58.914305,"(4.0, 5.1, 4.975)","(2.25, 2.86, 2.835)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.7)","(9.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:00.107076,"(4.0, 5.1, 4.975)","(2.25, 2.86, 2.823157894736842)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.7)","(9.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:01.231312,"(4.0, 5.1, 4.975)","(2.25, 2.86, 2.823157894736842)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.7)","(9.0, 12.0, 11.5)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:02.314359,"(4.0, 5.1, 4.85)","(2.25, 2.86, 2.823157894736842)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.7)","(9.0, 12.0, 11.38888888888889)","(21.0, 36.0, 30.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:03.587950,"(4.0, 5.1, 4.85)","(2.25, 2.98, 2.9171428571428573)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.7)","(9.0, 12.5, 11.642857142857142)","(21.0, 36.0, 30.75)","(91.0, 220.0, 170.0)"
07-01-2023 15:55:04.844439,"(4.0, 5.1, 4.85)","(2.25, 2.96, 2.9446153846153846)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.7)","(9.0, 12.5, 11.642857142857142)","(21.0, 36.0, 29.608695652173914)","(91.0, 230.0, 180.0)"
07-01-2023 15:55:05.945281,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.96, 2.86)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.9)","(9.0, 12.5, 11.642857142857142)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:06.972488,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.96, 2.86)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.9)","(9.0, 12.5, 11.642857142857142)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:08.054556,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.96, 2.924)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.914285714285715)","(9.0, 12.5, 11.38888888888889)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:09.131849,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8499999999999996)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.914285714285715)","(9.0, 12.5, 11.38888888888889)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:10.266735,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.914285714285715)","(9.0, 12.5, 11.5)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:11.354812,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.914285714285715)","(9.0, 12.5, 11.5)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:12.399373,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.914285714285715)","(9.0, 12.5, 11.5)","(21.0, 36.0, 29.608695652173914)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:13.478420,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:14.671988,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:15.865236,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:16.977715,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:18.113096,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.307692307692308)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:19.212039,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:20.372469,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.833333333333333)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:21.394020,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:22.479607,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:23.638828,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:24.880942,"(4.0, 5.1, 4.8999999999999995)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:26.085136,"(4.0, 5.1, 4.8999999999999995)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:27.176361,"(4.0, 5.1, 4.8999999999999995)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:28.275518,"(4.0, 5.1, 4.8999999999999995)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:29.643012,"(4.0, 5.1, 4.8999999999999995)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:31.019930,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 11.5)","(21.0, 34.0, 30.0)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:32.282435,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.885714285714286)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.0, 12.34375)","(21.0, 34.0, 28.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:33.616987,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.5, 12.25)","(21.0, 34.0, 28.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:34.835899,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.5, 11.785714285714285)","(21.0, 34.0, 28.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:36.050933,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.5, 11.785714285714285)","(21.0, 34.0, 28.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:37.236156,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.88)","(9.0, 12.5, 11.785714285714285)","(21.0, 34.0, 28.75)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:38.346762,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.8705882352941177)","(7.0, 10.0, 9.533333333333333)","(10.0, 13.0, 12.365384615384615)","(6.0, 8.0, 7.545454545454546)","(9.0, 12.5, 11.333333333333334)","(21.0, 34.0, 30.4)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:39.513409,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.875)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.365384615384615)","(6.0, 7.8, 7.514285714285714)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:40.635036,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.875)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.365384615384615)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:41.849261,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.9, 2.875)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.365384615384615)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:43.085555,"(4.0, 5.1, 4.814285714285714)","(2.25, 2.92, 2.8499999999999996)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.365384615384615)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.222222222222221)","(21.0, 32.0, 29.2)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:44.278624,"(4.0, 5.0, 4.72)","(2.25, 2.96, 2.92)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.365384615384615)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.222222222222221)","(21.0, 32.0, 29.2)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:45.536009,"(4.0, 5.0, 4.72)","(2.25, 2.96, 2.888)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.222222222222221)","(21.0, 32.0, 29.2)","(91.0, 220.0, 180.0)"
07-01-2023 15:55:46.742016,"(4.0, 5.0, 4.72)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.25)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 205.71428571428572)"
07-01-2023 15:55:47.946743,"(4.0, 5.0, 4.72)","(2.25, 2.96, 2.888)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.409090909090908)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:49.241170,"(4.0, 5.0, 4.6899999999999995)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.409090909090908)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:50.396724,"(4.0, 4.9, 4.6899999999999995)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 11.541666666666666)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:51.491316,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.545454545454546)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:52.648690,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.703448275862069)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:53.874126,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.666666666666666)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:55.112329,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.96, 2.885)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.666666666666666)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:56.283119,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.666666666666666)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:57.387780,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.96, 2.8474999999999997)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.666666666666666)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:58.642278,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.9, 2.84)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.7407407407407405)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 29.2)","(91.0, 220.0, 203.33333333333334)"
07-01-2023 15:55:59.845353,"(4.0, 4.9, 4.637499999999999)","(2.25, 2.9, 2.84)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.56)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 28.88888888888889)","(91.0, 220.0, 207.5)"
07-01-2023 15:56:01.042903,"(4.0, 4.9, 4.634615384615384)","(2.25, 2.9, 2.84)","(7.0, 10.0, 9.6)","(10.0, 13.0, 12.522727272727273)","(6.0, 7.8, 7.56)","(9.0, 12.0, 11.333333333333334)","(21.0, 32.0, 28.88888888888889)","(91.0, 220.0, 208.88888888888889)"
