,Did You Decide,Chosen Eagle,Dominators Girl,Fanciful Flying,Zewinna,Rockem Baby,Heavens Miracle,Magic Typhoon,Shamzou
07-12-2022 19:31:35.787070,"(4.2, 6.0, 5.890909090909091)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.926771653543307)","(15.0, 25.0, 23.51851851851852)","(4.0, 4.7, 4.63125)","(21.0, 28.0, 27.586206896551722)","(8.0, 10.0, 10.068333333333333)","(8.0, 9.2, 9.139393939393939)","(81.0, 160.0, 155.0)"
07-12-2022 19:31:36.911527,"(4.2, 6.0, 5.915384615384616)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.926771653543307)","(15.0, 25.0, 23.51851851851852)","(4.0, 4.7, 4.62280701754386)","(21.0, 28.0, 27.625)","(8.0, 10.5, 10.068333333333333)","(8.0, 9.2, 9.139393939393939)","(81.0, 180.0, 156.66666666666666)"
07-12-2022 19:31:38.066409,"(4.4, 6.0, 5.927388535031847)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.907)","(15.0, 24.0, 23.7)","(4.0, 4.7, 4.62280701754386)","(21.0, 28.0, 27.625)","(8.0, 10.5, 10.068333333333333)","(8.0, 9.2, 9.139393939393939)","(81.0, 170.0, 156.66666666666666)"
07-12-2022 19:31:39.218621,"(4.4, 6.0, 5.927388535031847)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.9336)","(15.0, 24.0, 23.7)","(4.0, 4.7, 4.578333333333333)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.248648648648649)","(81.0, 170.0, 148.57142857142858)"
07-12-2022 19:31:40.373741,"(4.4, 6.0, 5.960550458715597)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.9336)","(15.0, 24.0, 23.875)","(4.0, 4.6, 4.573469387755102)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.4, 9.22439024390244)","(81.0, 170.0, 159.28571428571428)"
07-12-2022 19:31:41.450988,"(4.4, 6.0, 5.966)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.905142857142857)","(15.0, 24.0, 23.941176470588236)","(4.0, 4.6, 4.573469387755102)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.4, 9.22439024390244)","(81.0, 170.0, 159.28571428571428)"
07-12-2022 19:31:42.802675,"(4.4, 6.0, 5.966)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.905142857142857)","(15.0, 24.0, 23.941176470588236)","(4.0, 4.6, 4.573469387755102)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.4, 9.22439024390244)","(81.0, 170.0, 159.28571428571428)"
07-12-2022 19:31:43.977197,"(4.4, 6.0, 5.966)","(7.5, 8.8, 8.642424242424243)","(4.2, 5.0, 4.902793296089385)","(15.0, 24.0, 23.941176470588236)","(4.0, 4.6, 4.572916666666666)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.4, 9.22439024390244)","(81.0, 170.0, 159.28571428571428)"
07-12-2022 19:31:45.051437,"(4.4, 6.0, 5.98)","(7.5, 8.8, 8.68695652173913)","(4.2, 5.0, 4.946000000000001)","(15.0, 24.0, 23.941176470588236)","(4.0, 4.6, 4.572916666666666)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.4, 9.22439024390244)","(81.0, 170.0, 150.0)"
07-12-2022 19:31:46.161039,"(4.4, 6.0, 5.972)","(7.5, 8.8, 8.765384615384615)","(4.2, 5.0, 4.937704918032787)","(15.0, 24.0, 23.941176470588236)","(4.0, 4.6, 4.572916666666666)","(21.0, 28.0, 27.555555555555557)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.4, 9.22439024390244)","(81.0, 170.0, 150.0)"
07-12-2022 19:31:47.208515,"(4.4, 6.0, 5.972)","(7.5, 8.8, 8.777319587628867)","(4.2, 5.0, 4.975572519083969)","(15.0, 24.0, 23.941176470588236)","(4.0, 4.6, 4.517073170731707)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.143749999999999)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:48.302835,"(4.4, 6.0, 5.972)","(7.5, 8.8, 8.78901098901099)","(4.2, 5.0, 4.975572519083969)","(15.0, 24.0, 23.954545454545453)","(4.0, 4.6, 4.517073170731707)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.143749999999999)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:49.455905,"(4.4, 6.0, 5.972)","(7.5, 8.8, 8.78901098901099)","(4.2, 5.0, 4.975572519083969)","(15.0, 25.0, 24.05)","(4.0, 4.6, 4.517073170731707)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.143749999999999)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:50.610083,"(4.4, 6.0, 5.972)","(7.5, 8.8, 8.768627450980393)","(4.2, 5.0, 4.975572519083969)","(15.0, 25.0, 24.024390243902438)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.137931034482758)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:51.709438,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.768627450980393)","(4.2, 5.0, 4.975572519083969)","(15.0, 25.0, 24.024390243902438)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.137931034482758)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:53.157081,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.768627450980393)","(4.2, 5.0, 4.975572519083969)","(15.0, 25.0, 24.024390243902438)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.137931034482758)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:54.423392,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.768627450980393)","(4.2, 5.0, 4.955307262569833)","(15.0, 25.0, 24.024390243902438)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.137931034482758)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:55.814009,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.768627450980393)","(4.2, 5.0, 4.949748743718593)","(15.0, 25.0, 24.024390243902438)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.137931034482758)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:57.053040,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.768627450980393)","(4.2, 5.0, 4.966891891891892)","(15.0, 25.0, 24.2)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.114285714285714)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:58.354558,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.774242424242425)","(4.2, 5.0, 4.996116504854369)","(15.0, 25.0, 24.2)","(4.0, 4.6, 4.579411764705882)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.114285714285714)","(81.0, 170.0, 148.4)"
07-12-2022 19:31:59.904438,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.774242424242425)","(4.2, 5.0, 5.03469387755102)","(15.0, 25.0, 24.2)","(4.0, 4.6, 4.521951219512195)","(21.0, 28.0, 27.52)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.09142857142857)","(81.0, 170.0, 148.4)"
07-12-2022 19:32:01.241057,"(4.4, 6.0, 5.968888888888889)","(7.5, 8.8, 8.774242424242425)","(4.2, 5.1, 5.03469387755102)","(15.0, 25.0, 24.2)","(4.0, 4.6, 4.535064935064935)","(21.0, 28.0, 27.310344827586206)","(8.0, 10.5, 10.053448275862069)","(8.0, 9.2, 9.05625)","(81.0, 170.0, 148.4)"
07-12-2022 19:32:02.595815,"(4.4, 6.0, 5.965)","(7.5, 8.8, 8.774242424242425)","(4.2, 5.1, 5.0773809523809526)","(15.0, 25.0, 24.25)","(4.0, 4.6, 4.535064935064935)","(21.0, 28.0, 27.23076923076923)","(8.0, 10.5, 9.878181818181817)","(8.0, 9.2, 8.838095238095239)","(71.0, 170.0, 148.4)"
07-12-2022 19:32:03.730993,"(4.4, 6.0, 5.965)","(7.5, 8.8, 8.791666666666668)","(4.2, 5.1, 5.044642857142857)","(15.0, 25.0, 24.347826086956523)","(4.0, 4.6, 4.536708860759494)","(21.0, 28.0, 27.23076923076923)","(8.0, 10.5, 9.878181818181817)","(8.0, 9.0, 8.838095238095239)","(71.0, 170.0, 154.0)"
07-12-2022 19:32:04.882042,"(4.4, 6.4, 6.340625)","(7.5, 8.8, 8.770000000000001)","(4.2, 4.9, 4.826229508196722)","(15.0, 27.0, 26.0)","(4.0, 4.6, 4.5724409448818895)","(21.0, 27.0, 26.875)","(8.0, 10.0, 9.960416666666667)","(8.0, 8.8, 8.739240506329114)","(81.0, 160.0, 154.0)"
07-12-2022 19:32:06.005073,"(4.4, 6.4, 6.3741935483870975)","(7.5, 8.8, 8.770967741935484)","(4.2, 4.8, 4.787179487179487)","(15.0, 27.0, 26.22222222222222)","(4.0, 4.6, 4.5724409448818895)","(21.0, 27.0, 26.75)","(8.0, 10.5, 9.960416666666667)","(8.0, 8.8, 8.734246575342466)","(81.0, 160.0, 148.4)"
07-12-2022 19:32:07.251199,"(4.4, 6.4, 6.3741935483870975)","(7.5, 8.8, 8.852380952380953)","(4.2, 4.8, 4.791071428571429)","(15.0, 27.0, 26.166666666666668)","(4.0, 4.6, 4.5724409448818895)","(21.0, 27.0, 26.75)","(8.0, 10.5, 9.960416666666667)","(8.0, 8.8, 8.734246575342466)","(81.0, 170.0, 154.0)"
07-12-2022 19:32:08.674234,"(4.6, 6.4, 6.3741935483870975)","(7.5, 9.0, 8.865)","(4.2, 4.8, 4.780952380952381)","(16.0, 27.0, 26.166666666666668)","(3.9, 4.6, 4.5604477611940295)","(21.0, 27.0, 26.75)","(8.0, 10.5, 9.960416666666667)","(7.5, 8.8, 8.734246575342466)","(91.0, 160.0, 154.0)"
07-12-2022 19:32:09.974475,"(4.6, 6.4, 6.3741935483870975)","(7.5, 9.0, 8.865)","(4.2, 4.8, 4.780952380952381)","(16.0, 27.0, 26.166666666666668)","(3.9, 4.6, 4.5604477611940295)","(21.0, 27.0, 26.75)","(8.0, 10.5, 9.960416666666667)","(7.5, 8.8, 8.742168674698796)","(91.0, 160.0, 154.0)"
07-12-2022 19:32:11.392764,"(4.6, 6.4, 6.3741935483870975)","(7.5, 9.0, 8.89041095890411)","(4.2, 4.8, 4.780952380952381)","(16.0, 27.0, 26.166666666666668)","(3.9, 4.6, 4.571052631578947)","(21.0, 27.0, 26.75)","(8.0, 10.5, 9.960416666666667)","(7.5, 8.8, 8.742168674698796)","(91.0, 160.0, 154.0)"
07-12-2022 19:32:12.705166,"(4.6, 6.4, 6.3741935483870975)","(7.5, 9.0, 8.897435897435898)","(4.2, 4.8, 4.7894736842105265)","(17.0, 27.0, 26.166666666666668)","(3.9, 4.6, 4.545)","(21.0, 27.0, 26.75)","(8.0, 10.5, 9.72)","(7.5, 8.8, 8.742168674698796)","(91.0, 160.0, 154.0)"
07-12-2022 19:32:13.990641,"(4.6, 6.4, 6.377777777777778)","(7.5, 9.0, 8.902173913043478)","(4.2, 4.8, 4.7894736842105265)","(17.0, 27.0, 26.166666666666668)","(3.9, 4.6, 4.541764705882353)","(21.0, 27.0, 26.75)","(8.0, 9.8, 9.722222222222223)","(7.5, 8.8, 8.742168674698796)","(91.0, 160.0, 154.0)"
07-12-2022 19:32:15.513003,"(4.6, 6.6, 6.472340425531915)","(7.5, 9.0, 8.909302325581395)","(4.2, 4.8, 4.685714285714286)","(17.0, 26.0, 25.466666666666665)","(3.9, 4.6, 4.548538011695906)","(21.0, 27.0, 26.488372093023255)","(8.0, 9.8, 9.746153846153847)","(7.5, 8.8, 8.742168674698796)","(91.0, 160.0, 151.05263157894737)"
07-12-2022 19:32:16.914449,"(4.6, 6.6, 6.482608695652174)","(7.5, 9.0, 8.909302325581395)","(4.2, 4.7, 4.685714285714286)","(17.0, 26.0, 25.466666666666665)","(3.9, 4.6, 4.548538011695906)","(21.0, 27.0, 26.488372093023255)","(8.0, 9.8, 9.746153846153847)","(7.5, 8.8, 8.742168674698796)","(91.0, 170.0, 157.27272727272728)"
07-12-2022 19:32:18.269652,"(4.6, 6.6, 6.532)","(7.5, 9.0, 8.911363636363637)","(4.2, 4.7, 4.691709844559585)","(17.0, 26.0, 25.470588235294116)","(4.0, 4.6, 4.55)","(21.0, 27.0, 26.425)","(8.0, 10.5, 10.011320754716982)","(7.5, 8.8, 8.742168674698796)","(91.0, 160.0, 157.27272727272728)"
07-12-2022 19:32:19.569207,"(4.6, 6.6, 6.532)","(7.5, 9.0, 8.911363636363637)","(4.2, 4.7, 4.691709844559585)","(17.0, 26.0, 25.470588235294116)","(4.0, 4.6, 4.516901408450704)","(21.0, 27.0, 26.35135135135135)","(8.0, 10.5, 9.996491228070177)","(7.5, 8.8, 8.82608695652174)","(91.0, 150.0, 146.66666666666666)"
07-12-2022 19:32:21.171757,"(4.6, 6.6, 6.512820512820513)","(7.5, 9.2, 8.971428571428572)","(4.2, 4.7, 4.670212765957447)","(17.0, 26.0, 25.666666666666668)","(4.0, 4.6, 4.516901408450704)","(21.0, 27.0, 26.35135135135135)","(8.0, 10.5, 9.996491228070177)","(7.5, 9.0, 8.822222222222223)","(91.0, 150.0, 148.0)"
07-12-2022 19:32:22.569084,"(4.6, 6.6, 6.512820512820513)","(7.5, 9.2, 8.971428571428572)","(4.2, 4.7, 4.650224215246637)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.6, 4.516901408450704)","(21.0, 27.0, 26.428571428571427)","(8.0, 10.5, 10.011320754716982)","(7.5, 9.0, 8.76978417266187)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:23.962580,"(4.6, 6.6, 6.512820512820513)","(7.5, 9.2, 8.971428571428572)","(4.2, 4.7, 4.6482758620689655)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.6, 4.516901408450704)","(21.0, 27.0, 26.294117647058822)","(8.0, 10.5, 10.011320754716982)","(7.5, 9.0, 8.76978417266187)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:25.256872,"(4.6, 6.6, 6.512820512820513)","(7.5, 9.2, 8.971428571428572)","(4.2, 4.7, 4.6482758620689655)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.6, 4.516901408450704)","(21.0, 27.0, 26.294117647058822)","(8.0, 10.5, 10.011320754716982)","(7.5, 9.0, 8.76978417266187)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:26.619952,"(4.6, 6.6, 6.512820512820513)","(7.5, 9.2, 8.971428571428572)","(4.2, 4.7, 4.652941176470589)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.6, 4.5)","(21.0, 27.0, 26.441176470588236)","(8.0, 10.5, 10.425)","(7.5, 9.0, 8.759375)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:28.059584,"(4.6, 6.6, 6.529166666666667)","(7.5, 9.2, 9.109677419354838)","(4.2, 4.7, 4.6117647058823525)","(17.0, 26.0, 25.42105263157895)","(3.9, 4.5, 4.460930232558139)","(21.0, 27.0, 26.441176470588236)","(8.0, 10.5, 10.425)","(7.5, 8.8, 8.830769230769231)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:29.413450,"(4.6, 6.6, 6.55)","(7.5, 9.4, 9.13076923076923)","(4.2, 4.6, 4.583064516129032)","(17.0, 26.0, 25.42105263157895)","(3.9, 4.5, 4.467403314917127)","(21.0, 27.0, 26.441176470588236)","(8.0, 10.5, 10.314814814814815)","(7.5, 9.0, 8.830769230769231)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:30.742362,"(4.6, 6.6, 6.577358490566038)","(7.5, 9.2, 9.13076923076923)","(4.2, 4.6, 4.583064516129032)","(17.0, 26.0, 25.52173913043478)","(3.9, 4.5, 4.468108108108108)","(21.0, 27.0, 26.441176470588236)","(8.0, 10.5, 10.314814814814815)","(7.5, 9.0, 8.830769230769231)","(81.0, 160.0, 148.0)"
07-12-2022 19:32:32.209839,"(4.6, 6.6, 6.577358490566038)","(7.5, 9.4, 9.103030303030303)","(4.2, 4.6, 4.59634703196347)","(17.0, 26.0, 25.636363636363637)","(3.9, 4.5, 4.4906474820143885)","(21.0, 27.0, 26.441176470588236)","(8.0, 10.5, 10.314814814814815)","(7.5, 9.0, 8.811042944785276)","(81.0, 160.0, 148.0)"
07-12-2022 19:32:33.726948,"(4.6, 6.6, 6.577358490566038)","(7.5, 9.4, 9.103030303030303)","(4.2, 4.6, 4.598598130841121)","(17.0, 26.0, 25.636363636363637)","(3.9, 4.5, 4.496062992125984)","(21.0, 27.0, 26.441176470588236)","(8.0, 10.5, 10.321428571428571)","(7.5, 9.0, 8.811042944785276)","(81.0, 160.0, 148.0)"
07-12-2022 19:32:35.073713,"(4.6, 6.8, 6.620689655172414)","(7.5, 9.2, 9.08235294117647)","(4.2, 4.6, 4.585652173913044)","(17.0, 26.0, 25.636363636363637)","(3.9, 4.5, 4.459512195121952)","(21.0, 27.0, 27.17391304347826)","(8.0, 10.5, 10.409090909090908)","(7.5, 9.0, 8.804761904761904)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:36.491861,"(4.6, 6.8, 6.632098765432099)","(7.5, 9.2, 9.157142857142857)","(4.2, 4.6, 4.585652173913044)","(17.0, 26.0, 25.636363636363637)","(3.9, 4.5, 4.496062992125984)","(21.0, 28.0, 26.23076923076923)","(8.0, 10.5, 10.409090909090908)","(7.5, 9.0, 8.804761904761904)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:37.875913,"(4.6, 6.6, 6.568)","(7.5, 9.2, 9.157142857142857)","(4.2, 4.6, 4.594258373205741)","(17.0, 26.0, 25.833333333333332)","(3.9, 4.5, 4.479738562091503)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.3125)","(7.5, 9.0, 8.851612903225806)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:39.226833,"(4.6, 6.8, 6.658461538461538)","(7.5, 9.2, 9.157142857142857)","(4.2, 4.6, 4.579375)","(17.0, 26.0, 25.833333333333332)","(3.9, 4.5, 4.479738562091503)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.3125)","(7.5, 9.0, 8.836363636363636)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:40.582944,"(4.6, 6.8, 6.651612903225806)","(7.5, 9.2, 9.157142857142857)","(4.2, 4.6, 4.569444444444445)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.479738562091503)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.3125)","(7.5, 9.0, 8.85)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:41.949126,"(4.6, 6.8, 6.651612903225806)","(7.5, 9.2, 9.163636363636362)","(4.2, 4.6, 4.569444444444445)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.479738562091503)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.3125)","(7.5, 9.0, 8.85)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:43.296251,"(4.6, 6.8, 6.651612903225806)","(7.5, 9.2, 9.163636363636362)","(4.2, 4.6, 4.572950819672131)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.475968992248062)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.434782608695652)","(7.5, 9.0, 8.947368421052632)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:44.550410,"(4.6, 6.8, 6.651428571428571)","(7.5, 9.2, 9.163636363636362)","(4.2, 4.6, 4.596739130434782)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.469014084507043)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.446428571428571)","(7.5, 9.0, 8.947368421052632)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:46.081906,"(4.6, 6.8, 6.655072463768116)","(7.5, 9.2, 9.14782608695652)","(4.2, 4.6, 4.588557213930349)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.469014084507043)","(21.0, 27.0, 26.166666666666668)","(8.0, 10.5, 10.446428571428571)","(7.5, 9.0, 8.947368421052632)","(91.0, 160.0, 148.0)"
07-12-2022 19:32:47.442388,"(4.6, 6.8, 6.655072463768116)","(7.5, 9.2, 9.16470588235294)","(4.0, 4.7, 4.588118811881188)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.470860927152318)","(21.0, 27.0, 26.15625)","(8.0, 10.5, 10.446428571428571)","(7.5, 9.0, 8.941772151898734)","(81.0, 160.0, 150.0)"
07-12-2022 19:32:48.688595,"(4.6, 6.8, 6.761165048543689)","(7.5, 9.2, 9.16470588235294)","(4.0, 4.6, 4.588118811881188)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.47027027027027)","(21.0, 27.0, 26.15625)","(8.0, 10.5, 10.451612903225806)","(7.5, 9.0, 8.947368421052632)","(81.0, 160.0, 153.33333333333334)"
07-12-2022 19:32:50.159754,"(4.6, 6.8, 6.759183673469388)","(7.5, 9.2, 9.16470588235294)","(4.0, 4.6, 4.575423728813559)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.47027027027027)","(21.0, 27.0, 26.15625)","(8.0, 10.5, 10.453125)","(7.5, 9.0, 8.947368421052632)","(81.0, 170.0, 146.66666666666666)"
07-12-2022 19:32:51.525070,"(4.6, 6.8, 6.759183673469388)","(7.5, 9.2, 9.16470588235294)","(4.0, 4.6, 4.575423728813559)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.47027027027027)","(21.0, 27.0, 26.15625)","(8.0, 10.5, 10.453125)","(7.5, 9.0, 8.947368421052632)","(81.0, 160.0, 143.2)"
07-12-2022 19:32:52.801015,"(4.6, 6.8, 6.759183673469388)","(7.5, 9.2, 9.16470588235294)","(4.0, 4.6, 4.5946808510638295)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.5, 4.47027027027027)","(21.0, 27.0, 26.06896551724138)","(8.0, 10.5, 10.453125)","(7.5, 9.0, 8.947368421052632)","(81.0, 160.0, 143.2)"
07-12-2022 19:32:54.280843,"(4.6, 6.8, 6.750909090909091)","(7.5, 9.2, 9.1625)","(4.0, 4.6, 4.580821917808219)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.5, 4.464227642276423)","(21.0, 27.0, 25.90909090909091)","(8.0, 10.5, 10.453125)","(7.5, 9.0, 8.938461538461539)","(81.0, 160.0, 143.2)"
07-12-2022 19:32:55.554175,"(4.6, 6.8, 6.750909090909091)","(7.5, 9.2, 9.1625)","(4.0, 4.6, 4.562105263157894)","(17.0, 26.0, 25.666666666666668)","(3.9, 4.5, 4.415384615384616)","(21.0, 26.0, 25.90909090909091)","(8.0, 10.5, 10.245762711864407)","(7.5, 9.0, 8.948936170212766)","(81.0, 160.0, 143.2)"
07-12-2022 19:32:56.898159,"(4.6, 6.8, 6.758095238095238)","(7.5, 9.2, 9.431372549019608)","(4.0, 4.6, 4.562105263157894)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.439673913043478)","(21.0, 26.0, 25.90909090909091)","(8.0, 10.5, 10.245762711864407)","(7.5, 9.0, 8.948936170212766)","(81.0, 160.0, 143.2)"
07-12-2022 19:32:58.481761,"(4.6, 6.8, 6.758095238095238)","(7.5, 9.6, 9.2697247706422)","(4.0, 4.6, 4.567901234567901)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.5, 4.396)","(21.0, 26.0, 25.90909090909091)","(8.0, 10.5, 10.213235294117647)","(7.5, 9.0, 8.948936170212766)","(81.0, 160.0, 143.2)"
07-12-2022 19:32:59.830637,"(4.6, 6.8, 6.758095238095238)","(7.5, 9.6, 9.2697247706422)","(4.0, 4.6, 4.57816091954023)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.4, 4.393469387755102)","(21.0, 26.0, 25.90909090909091)","(8.0, 10.5, 10.071641791044776)","(7.5, 9.0, 8.948936170212766)","(81.0, 160.0, 143.2)"
07-12-2022 19:33:01.210783,"(4.6, 6.8, 6.756)","(7.5, 9.6, 9.32063492063492)","(4.0, 4.7, 4.57906976744186)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.4, 4.455345911949686)","(21.0, 26.0, 25.90909090909091)","(8.0, 10.5, 9.614814814814816)","(7.5, 9.0, 8.946938775510205)","(81.0, 160.0, 143.2)"
07-12-2022 19:33:02.449611,"(4.6, 6.8, 6.751111111111111)","(7.5, 9.6, 9.35890410958904)","(4.0, 4.6, 4.593150684931507)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.6, 4.443448275862069)","(21.0, 26.0, 25.90909090909091)","(8.0, 9.8, 9.498305084745763)","(7.5, 9.0, 8.85945945945946)","(81.0, 160.0, 143.2)"
07-12-2022 19:33:03.688450,"(4.6, 6.8, 6.752808988764045)","(7.5, 9.6, 9.387096774193548)","(4.0, 4.6, 4.593150684931507)","(17.0, 26.0, 25.727272727272727)","(3.9, 4.6, 4.443448275862069)","(21.0, 26.0, 25.90909090909091)","(8.0, 9.6, 9.450746268656717)","(7.5, 9.0, 8.85945945945946)","(81.0, 160.0, 146.66666666666666)"
07-12-2022 19:33:04.932800,"(4.6, 6.8, 6.752808988764045)","(7.5, 9.6, 9.43673469387755)","(4.0, 4.6, 4.5)","(17.0, 26.0, 26.533333333333335)","(3.9, 4.6, 4.620547945205479)","(21.0, 26.0, 25.843373493975903)","(8.0, 9.6, 9.27142857142857)","(7.5, 9.0, 8.923076923076923)","(81.0, 150.0, 146.66666666666666)"
07-12-2022 19:33:06.427557,"(4.6, 7.0, 6.826666666666666)","(7.5, 9.6, 9.416666666666666)","(4.0, 4.5, 4.472093023255814)","(17.0, 28.0, 26.75)","(3.9, 4.7, 4.620134228187919)","(21.0, 26.0, 25.843373493975903)","(8.0, 9.4, 9.219999999999999)","(7.5, 9.0, 8.923076923076923)","(81.0, 150.0, 146.66666666666666)"
07-12-2022 19:33:07.703902,"(4.6, 7.0, 6.8240740740740735)","(7.5, 9.6, 9.402985074626866)","(4.0, 4.5, 4.4901734104046245)","(17.0, 28.0, 26.9)","(3.9, 4.7, 4.5830769230769235)","(21.0, 26.0, 25.843373493975903)","(8.0, 9.4, 9.1625)","(7.5, 9.0, 8.99375)","(81.0, 150.0, 146.66666666666666)"
07-12-2022 19:33:08.955931,"(4.6, 7.0, 6.825490196078431)","(7.5, 9.6, 9.4125)","(4.0, 4.5, 4.4901734104046245)","(17.0, 28.0, 27.5)","(3.9, 4.7, 4.598214285714286)","(21.0, 26.0, 25.843373493975903)","(8.0, 9.2, 8.954285714285714)","(7.5, 9.0, 8.99375)","(81.0, 150.0, 148.1818181818182)"
07-12-2022 19:33:10.265009,"(4.6, 7.0, 6.825)","(7.5, 9.6, 9.45185185185185)","(4.0, 4.5, 4.4901734104046245)","(17.0, 28.0, 27.5)","(3.9, 4.7, 4.598214285714286)","(21.0, 26.0, 25.843373493975903)","(8.0, 9.0, 8.9)","(7.5, 9.0, 8.940909090909091)","(81.0, 150.0, 148.1818181818182)"
