,Daysan,Vintage Diesel,Kypreos,Jack Duggan,Youthfull,Chappelli,See The Master
14-12-2022 12:40:56.879473,"(12.0, 21.0, 20.67391304347826)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.5, 4.34375)","(2.4, 2.86, 2.7845283018867923)","(4.0, 4.7, 4.592063492063492)","(7.0, 8.8, 8.49047619047619)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:58.085334,"(12.0, 21.0, 20.651162790697676)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.5, 4.335)","(2.4, 2.86, 2.798461538461538)","(4.0, 4.7, 4.60875)","(7.0, 8.8, 8.49047619047619)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:59.247043,"(12.0, 21.0, 20.651162790697676)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.5, 4.346666666666667)","(2.4, 2.86, 2.7986363636363634)","(4.0, 4.7, 4.605479452054794)","(7.0, 8.8, 8.483116883116883)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:00.342791,"(12.0, 21.0, 20.651162790697676)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.5, 4.346666666666667)","(2.4, 2.86, 2.7986363636363634)","(4.0, 4.7, 4.57979274611399)","(7.0, 8.8, 8.492753623188406)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:01.468766,"(12.0, 21.0, 20.651162790697676)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.5, 4.37)","(2.4, 2.86, 2.801975308641975)","(4.0, 4.7, 4.503389830508475)","(7.0, 8.8, 8.492753623188406)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:02.725400,"(12.0, 21.0, 20.651162790697676)","(31.0, 75.0, 68.23529411764706)","(3.8, 4.5, 4.282968369829684)","(2.4, 2.86, 2.8087999999999997)","(4.0, 4.7, 4.572527472527472)","(7.0, 8.8, 8.318181818181818)","(101.0, 370.0, 320.0)"
14-12-2022 12:41:04.119030,"(12.0, 21.0, 20.67391304347826)","(31.0, 70.0, 60.0)","(3.8, 4.3, 4.489226519337016)","(2.4, 2.86, 2.7877777777777775)","(4.0, 4.7, 4.564327485380117)","(7.0, 8.4, 8.318181818181818)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:05.451492,"(12.0, 19.5, 19.166666666666668)","(31.0, 65.0, 59.44444444444444)","(3.8, 4.5, 4.489226519337016)","(2.4, 2.82, 2.7923809523809524)","(4.0, 4.7, 4.562650602409638)","(7.0, 8.8, 8.339130434782609)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:06.685418,"(12.0, 19.5, 19.166666666666668)","(31.0, 65.0, 60.21739130434783)","(3.8, 4.5, 4.446933962264151)","(2.4, 2.82, 2.7740740740740737)","(4.0, 4.7, 4.5562162162162165)","(7.0, 8.8, 9.392274678111589)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:07.897526,"(12.0, 19.5, 19.291666666666668)","(31.0, 65.0, 60.21739130434783)","(3.8, 4.5, 4.446933962264151)","(2.4, 2.86, 2.7752)","(4.0, 4.7, 4.5562162162162165)","(7.0, 9.4, 9.391928251121076)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:09.159302,"(12.0, 19.5, 19.291666666666668)","(31.0, 65.0, 60.76923076923077)","(3.8, 4.5, 4.446933962264151)","(2.4, 2.86, 2.7849999999999997)","(4.0, 4.7, 4.556521739130435)","(7.0, 9.4, 9.391928251121076)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:10.312149,"(12.0, 19.5, 19.291666666666668)","(31.0, 65.0, 60.76923076923077)","(3.8, 4.5, 4.446933962264151)","(2.4, 2.84, 2.7849999999999997)","(4.0, 4.7, 4.556521739130435)","(7.0, 9.4, 9.391928251121076)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:11.585056,"(12.0, 19.5, 19.291666666666668)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.5, 4.350746268656716)","(2.4, 2.82, 2.7737142857142856)","(4.0, 4.7, 4.530857142857143)","(7.0, 9.4, 9.381497797356829)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:12.770477,"(12.0, 19.5, 19.291666666666668)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.5, 4.350746268656716)","(2.35, 2.82, 2.7737142857142856)","(4.0, 4.7, 4.569230769230769)","(7.0, 9.4, 9.18938053097345)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:13.941165,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.5)","(3.8, 4.4, 4.35)","(2.35, 2.8, 2.7929032258064512)","(4.0, 4.6, 4.569230769230769)","(7.0, 9.2, 9.18938053097345)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:14.925866,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.5)","(3.8, 4.4, 4.35)","(2.35, 2.8, 2.7929032258064512)","(4.0, 4.6, 4.569230769230769)","(7.0, 9.2, 9.18938053097345)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:15.999302,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.5)","(3.8, 4.4, 4.361363636363636)","(2.35, 2.8, 2.7929032258064512)","(4.0, 4.6, 4.5858823529411765)","(7.0, 9.2, 9.18938053097345)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:17.115075,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.5)","(3.8, 4.4, 4.361363636363636)","(2.35, 2.8, 2.7929032258064512)","(4.0, 4.6, 4.5858823529411765)","(7.0, 9.2, 9.18938053097345)","(101.0, 370.0, 326.0)"
14-12-2022 12:41:18.301868,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.4, 4.2972222222222225)","(2.35, 2.8, 2.796901408450704)","(4.0, 4.6, 4.5651785714285715)","(7.0, 9.2, 9.386666666666667)","(101.0, 370.0, 320.0)"
14-12-2022 12:41:19.480471,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.4, 4.292105263157895)","(2.35, 2.8, 2.796901408450704)","(4.0, 4.7, 4.5651785714285715)","(7.0, 9.4, 9.386666666666667)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:20.672262,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.4, 4.293506493506494)","(2.35, 2.8, 2.8171134020618553)","(4.0, 4.7, 4.591756272401434)","(7.0, 9.4, 9.392468619246863)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:21.841690,"(12.0, 19.5, 19.142857142857142)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.4, 4.287671232876713)","(2.35, 2.84, 2.8171134020618553)","(4.0, 4.7, 4.588581314878893)","(7.0, 9.4, 9.355294117647059)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:23.017090,"(12.0, 19.5, 19.321428571428573)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.4, 4.287671232876713)","(2.35, 2.84, 2.8171134020618553)","(4.0, 4.7, 4.588581314878893)","(7.0, 9.4, 9.355294117647059)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:24.053648,"(12.0, 19.5, 19.321428571428573)","(31.0, 65.0, 62.89473684210526)","(3.8, 4.4, 4.287671232876713)","(2.35, 2.84, 2.8171134020618553)","(4.0, 4.7, 4.595454545454545)","(7.0, 9.4, 9.47)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:25.095796,"(12.0, 19.5, 19.270833333333332)","(31.0, 65.0, 62.333333333333336)","(3.8, 4.3, 4.2592592592592595)","(2.35, 2.8, 2.8002247191011236)","(4.0, 4.6, 4.5268551236749115)","(7.0, 9.6, 9.057534246575342)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:26.242108,"(12.0, 19.5, 19.282608695652176)","(31.0, 65.0, 62.333333333333336)","(3.8, 4.4, 4.24)","(2.35, 2.84, 2.8085714285714283)","(4.0, 4.6, 4.526116838487972)","(7.0, 9.6, 9.228169014084507)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:27.384642,"(12.0, 19.5, 19.282608695652176)","(31.0, 65.0, 62.333333333333336)","(3.8, 4.3, 4.2727272727272725)","(2.35, 2.82, 2.8076923076923075)","(4.0, 4.6, 4.524817518248175)","(7.0, 9.6, 9.206249999999999)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:28.571651,"(12.0, 21.0, 20.294117647058822)","(31.0, 65.0, 62.142857142857146)","(3.8, 4.3, 4.295180722891566)","(2.35, 2.84, 2.8102127659574467)","(4.0, 4.6, 4.524817518248175)","(7.0, 9.6, 9.206249999999999)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:29.837141,"(12.0, 21.0, 20.294117647058822)","(31.0, 65.0, 61.666666666666664)","(3.8, 4.3, 4.274193548387097)","(2.35, 2.84, 2.8099999999999996)","(4.0, 4.6, 4.5241134751773044)","(7.0, 9.6, 9.3)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:31.076232,"(12.0, 19.5, 19.4)","(31.0, 65.0, 56.666666666666664)","(3.8, 4.3, 4.254761904761905)","(2.35, 2.82, 2.8160655737704916)","(4.0, 4.6, 4.5241134751773044)","(7.0, 9.4, 9.32)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:32.263944,"(12.0, 19.5, 19.4)","(31.0, 60.0, 58.125)","(3.8, 4.3, 4.254761904761905)","(2.35, 2.82, 2.8160655737704916)","(4.0, 4.6, 4.5241134751773044)","(7.0, 9.4, 9.041666666666666)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:33.504253,"(12.0, 21.0, 20.0)","(31.0, 60.0, 58.82352941176471)","(3.8, 4.2, 4.190548780487805)","(2.35, 2.84, 2.819)","(4.0, 4.6, 4.51953125)","(7.0, 9.2, 9.041666666666666)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:34.683176,"(12.0, 21.0, 20.2)","(31.0, 60.0, 58.82352941176471)","(3.8, 4.2, 4.190548780487805)","(2.35, 2.82, 2.819)","(4.0, 4.6, 4.51953125)","(7.0, 9.2, 9.041666666666666)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:35.771610,"(12.0, 21.0, 20.2)","(31.0, 60.0, 56.25)","(3.8, 4.2, 4.190402476780186)","(2.35, 2.82, 2.819)","(4.0, 4.6, 4.518897637795275)","(7.0, 9.6, 9.191489361702127)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:36.776966,"(12.0, 21.0, 20.571428571428573)","(31.0, 60.0, 51.25)","(3.8, 4.2, 4.197333333333334)","(2.35, 2.82, 2.819)","(4.0, 4.6, 4.518897637795275)","(7.0, 9.4, 9.193548387096774)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:37.899334,"(12.0, 21.0, 20.5)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.4, 4.2109375)","(2.35, 2.82, 2.8188571428571425)","(4.0, 4.6, 4.484049079754601)","(7.0, 9.4, 9.072727272727272)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:39.051742,"(12.0, 21.0, 20.586206896551722)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.4, 4.2109375)","(2.35, 2.82, 2.8188571428571425)","(4.0, 4.5, 4.484049079754601)","(7.0, 9.4, 9.072727272727272)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:40.277390,"(12.0, 21.0, 20.813333333333333)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.3, 4.294117647058823)","(2.35, 2.82, 2.8188571428571425)","(4.0, 4.5, 4.460887096774194)","(7.0, 9.4, 9.072727272727272)","(101.0, 360.0, 320.0)"
14-12-2022 12:41:41.504076,"(12.0, 21.0, 20.813333333333333)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.3, 4.294117647058823)","(2.35, 2.82, 2.817333333333333)","(4.0, 4.5, 4.460887096774194)","(7.0, 9.4, 9.072727272727272)","(101.0, 360.0, 324.0)"
14-12-2022 12:41:42.761320,"(12.0, 21.0, 20.813333333333333)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.294117647058823)","(2.35, 2.82, 2.817333333333333)","(4.0, 4.5, 4.447040498442368)","(7.0, 9.4, 9.072727272727272)","(101.0, 360.0, 471.6666666666667)"
14-12-2022 12:41:44.129223,"(12.0, 21.0, 20.813333333333333)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.294117647058823)","(2.35, 2.82, 2.8027027027027027)","(4.0, 4.5, 4.379885057471265)","(7.0, 9.4, 9.273684210526316)","(101.0, 510.0, 463.3333333333333)"
14-12-2022 12:41:45.331226,"(12.0, 21.0, 20.25)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.294117647058823)","(2.35, 2.84, 2.8027027027027027)","(4.0, 4.4, 4.454475703324809)","(7.0, 9.4, 9.273684210526316)","(101.0, 500.0, 463.3333333333333)"
14-12-2022 12:41:46.468592,"(12.0, 21.0, 20.25)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.294117647058823)","(2.35, 2.84, 2.8027027027027027)","(4.0, 4.5, 4.452214765100671)","(7.0, 9.4, 9.273684210526316)","(101.0, 500.0, 463.3333333333333)"
14-12-2022 12:41:47.660187,"(12.0, 21.0, 20.25)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.2976190476190474)","(2.35, 2.84, 2.8045454545454542)","(4.0, 4.5, 4.452214765100671)","(7.0, 9.4, 9.283636363636363)","(101.0, 500.0, 463.3333333333333)"
14-12-2022 12:41:48.725141,"(12.0, 21.0, 20.416666666666668)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.298863636363636)","(2.35, 2.84, 2.8045454545454542)","(4.0, 4.5, 4.452214765100671)","(7.0, 9.4, 9.283636363636363)","(101.0, 500.0, 463.3333333333333)"
14-12-2022 12:41:49.904292,"(12.0, 21.0, 20.416666666666668)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.298863636363636)","(2.35, 2.84, 2.8045454545454542)","(4.0, 4.5, 4.368668407310705)","(7.0, 9.4, 9.293333333333333)","(101.0, 500.0, 463.3333333333333)"
14-12-2022 12:41:51.454036,"(12.0, 21.0, 20.416666666666668)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.29921875)","(2.35, 2.84, 2.796875)","(4.0, 4.4, 4.373092926490985)","(7.0, 9.4, 9.276923076923076)","(101.0, 490.0, 455.0)"
14-12-2022 12:41:52.738798,"(12.0, 21.0, 20.416666666666668)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.29921875)","(2.35, 2.84, 2.796875)","(4.0, 4.4, 4.373092926490985)","(7.0, 9.4, 9.276923076923076)","(101.0, 490.0, 433.8461538461538)"
14-12-2022 12:41:54.100723,"(12.0, 21.0, 20.416666666666668)","(31.0, 60.0, 50.833333333333336)","(3.8, 4.3, 4.29921875)","(2.35, 2.84, 2.771285714285714)","(4.0, 4.4, 4.372521246458923)","(7.0, 9.4, 9.276923076923076)","(101.0, 480.0, 337.5)"
14-12-2022 12:41:55.423350,"(12.0, 21.0, 20.681818181818183)","(31.0, 60.0, 51.53846153846154)","(3.8, 4.3, 4.29921875)","(2.35, 2.78, 2.8215999999999997)","(4.0, 4.4, 4.377224736048266)","(7.0, 9.4, 9.276923076923076)","(101.0, 480.0, 337.5)"
14-12-2022 12:41:56.705309,"(12.0, 23.0, 20.857142857142858)","(31.0, 60.0, 55.76923076923077)","(3.8, 4.3, 4.29921875)","(2.35, 2.84, 2.8215999999999997)","(4.0, 4.4, 4.392531876138434)","(7.0, 9.4, 9.276923076923076)","(101.0, 480.0, 337.5)"
14-12-2022 12:41:58.036224,"(12.0, 23.0, 22.318181818181817)","(31.0, 60.0, 55.90909090909091)","(3.8, 4.3, 4.299159663865546)","(2.35, 2.84, 2.844)","(4.0, 4.4, 4.388041594454073)","(7.0, 9.4, 9.306666666666667)","(101.0, 480.0, 337.5)"
14-12-2022 12:41:59.299092,"(12.0, 23.0, 22.210526315789473)","(31.0, 60.0, 51.25)","(3.8, 4.3, 4.299248120300752)","(2.35, 2.86, 2.838181818181818)","(4.0, 4.4, 4.39087656529517)","(7.0, 9.6, 9.306666666666667)","(101.0, 480.0, 337.5)"
14-12-2022 12:42:00.559142,"(12.0, 23.0, 22.318181818181817)","(31.0, 55.0, 51.25)","(3.8, 4.3, 4.299248120300752)","(2.35, 2.86, 2.838181818181818)","(4.0, 4.4, 4.39087656529517)","(7.0, 9.6, 9.306666666666667)","(101.0, 480.0, 337.5)"
14-12-2022 12:42:01.823153,"(12.0, 22.0, 20.317757009345794)","(31.0, 55.0, 51.05263157894737)","(3.8, 4.3, 4.299248120300752)","(2.35, 2.86, 2.838181818181818)","(4.0, 4.4, 4.394223107569721)","(7.0, 9.6, 9.306666666666667)","(101.0, 480.0, 337.5)"
14-12-2022 12:42:03.026339,"(12.0, 22.0, 20.44736842105263)","(31.0, 55.0, 51.05263157894737)","(3.8, 4.3, 4.271951219512195)","(2.35, 2.86, 2.8692753623188403)","(4.0, 4.4, 4.3932950191570885)","(7.0, 9.6, 9.313333333333333)","(101.0, 480.0, 320.0)"
14-12-2022 12:42:04.219553,"(12.0, 22.0, 20.50632911392405)","(31.0, 55.0, 51.05263157894737)","(3.8, 4.3, 4.271951219512195)","(2.35, 2.88, 2.868101265822785)","(4.0, 4.4, 4.423177083333333)","(7.0, 9.6, 9.499212598425197)","(101.0, 400.0, 353.3333333333333)"
14-12-2022 12:42:05.389619,"(12.0, 22.0, 20.487179487179485)","(31.0, 55.0, 50.833333333333336)","(3.8, 4.3, 4.243870967741936)","(2.35, 2.88, 2.856)","(4.0, 4.5, 4.422465753424658)","(7.0, 9.6, 9.544489795918366)","(101.0, 380.0, 340.0)"
14-12-2022 12:42:06.573438,"(12.0, 22.0, 20.238805970149254)","(31.0, 55.0, 52.58064516129032)","(3.8, 4.4, 4.272941176470588)","(2.35, 2.88, 2.837307692307692)","(4.0, 4.5, 4.412383900928793)","(7.0, 9.6, 9.338582677165356)","(101.0, 380.0, 340.0)"
14-12-2022 12:42:07.953167,"(12.0, 21.0, 20.08823529411765)","(31.0, 55.0, 52.11538461538461)","(3.8, 4.3, 4.238993710691824)","(2.35, 2.88, 2.874534161490683)","(4.0, 4.5, 4.419111111111111)","(7.0, 9.4, 9.155199999999999)","(101.0, 380.0, 340.0)"
14-12-2022 12:42:09.215027,"(12.0, 21.0, 20.153846153846153)","(31.0, 55.0, 52.11538461538461)","(3.8, 4.3, 4.238993710691824)","(2.35, 2.88, 2.874534161490683)","(4.0, 4.5, 4.419111111111111)","(7.0, 9.2, 9.155199999999999)","(101.0, 380.0, 340.0)"
14-12-2022 12:42:10.539783,"(12.0, 21.0, 20.208333333333332)","(31.0, 55.0, 51.875)","(3.8, 4.3, 4.255357142857143)","(2.35, 2.88, 2.8703296703296703)","(4.0, 4.5, 4.4279843444227005)","(7.0, 9.2, 9.176271186440678)","(101.0, 380.0, 340.0)"
14-12-2022 12:42:11.772155,"(14.0, 21.0, 19.98913043478261)","(31.0, 55.0, 51.05263157894737)","(3.8, 4.2, 4.196200607902735)","(2.35, 2.9, 2.897209302325581)","(3.9, 4.5, 4.418778280542987)","(7.0, 9.2, 9.10204081632653)","(101.0, 370.0, 330.0)"
14-12-2022 12:42:13.275383,"(14.0, 21.0, 19.943181818181817)","(31.0, 55.0, 51.05263157894737)","(3.7, 4.2, 4.19551282051282)","(2.4, 2.9, 2.897391304347826)","(3.9, 4.5, 4.418609865470852)","(7.0, 9.2, 9.125)","(101.0, 370.0, 310.0)"
14-12-2022 12:42:14.722924,"(14.0, 21.0, 19.943181818181817)","(31.0, 55.0, 51.05263157894737)","(3.7, 4.2, 4.197226753670473)","(2.4, 2.9, 2.88)","(3.9, 4.5, 4.415328467153285)","(7.0, 9.2, 9.09375)","(101.0, 370.0, 310.0)"
14-12-2022 12:42:16.003879,"(14.0, 21.0, 19.8)","(31.0, 55.0, 50.0)","(3.7, 4.3, 4.27719298245614)","(2.4, 2.88, 2.8957894736842102)","(3.9, 4.5, 4.428710462287105)","(7.0, 9.2, 9.143859649122806)","(101.0, 370.0, 310.0)"
14-12-2022 12:42:17.218185,"(14.0, 20.0, 19.755555555555556)","(31.0, 50.0, 48.916666666666664)","(3.7, 4.3, 4.289321266968326)","(2.4, 2.9, 2.8957894736842102)","(3.9, 4.5, 4.428361858190709)","(7.0, 9.2, 9.143859649122806)","(101.0, 370.0, 310.0)"
14-12-2022 12:42:18.456975,"(14.0, 20.0, 19.755555555555556)","(31.0, 50.0, 48.916666666666664)","(3.7, 4.3, 4.289321266968326)","(2.4, 2.9, 2.8899999999999997)","(3.9, 4.5, 4.429974160206719)","(7.0, 9.2, 9.143859649122806)","(101.0, 370.0, 310.0)"
14-12-2022 12:42:19.703675,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 48.916666666666664)","(3.7, 4.3, 4.286452762923351)","(2.4, 2.9, 2.8899999999999997)","(3.9, 4.5, 4.429974160206719)","(7.0, 9.2, 9.143859649122806)","(101.0, 370.0, 350.0)"
14-12-2022 12:42:20.940324,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 48.916666666666664)","(3.7, 4.3, 4.19543795620438)","(2.4, 2.9, 2.895833333333333)","(3.9, 4.5, 4.436084905660378)","(7.0, 9.2, 9.154716981132076)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:22.175255,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 48.916666666666664)","(3.7, 4.2, 4.19540018399264)","(2.4, 2.9, 2.896039603960396)","(3.9, 4.5, 4.4356294536817105)","(7.0, 9.2, 9.353333333333333)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:23.382460,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 49.22222222222222)","(3.7, 4.2, 4.195412844036698)","(2.4, 2.9, 2.893846153846154)","(3.9, 4.5, 4.436533957845434)","(7.0, 9.4, 9.35191256830601)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:24.620773,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 49.0)","(3.7, 4.2, 4.198391674550615)","(2.4, 2.9, 2.893846153846154)","(3.9, 4.5, 4.437704918032787)","(7.0, 9.4, 9.352173913043478)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:25.803594,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 49.0)","(3.7, 4.2, 4.198391674550615)","(2.4, 2.9, 2.893846153846154)","(3.9, 4.5, 4.437704918032787)","(7.0, 9.4, 9.350837988826816)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:27.008311,"(14.0, 19.5, 19.348958333333332)","(31.0, 50.0, 49.0)","(3.7, 4.2, 4.279028132992327)","(2.4, 2.9, 2.8926153846153846)","(3.9, 4.5, 4.435227272727273)","(7.0, 9.4, 9.349132947976878)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:28.259726,"(14.0, 19.5, 19.345744680851062)","(31.0, 50.0, 49.0)","(3.7, 4.3, 4.286170212765957)","(2.4, 2.9, 2.884516129032258)","(3.9, 4.5, 4.404347826086957)","(7.0, 9.4, 9.349132947976878)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:29.505572,"(14.0, 19.5, 19.345744680851062)","(31.0, 50.0, 49.0)","(3.7, 4.3, 4.2315068493150685)","(2.4, 2.9, 2.867755102040816)","(3.9, 4.5, 4.42929292929293)","(7.0, 9.4, 9.333333333333334)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:30.746479,"(14.0, 19.5, 19.31168831168831)","(31.0, 55.0, 51.02272727272727)","(3.7, 4.3, 4.2315068493150685)","(2.4, 2.9, 2.872703862660944)","(3.9, 4.5, 4.436423841059603)","(7.0, 9.4, 9.302702702702703)","(101.0, 380.0, 350.0)"
14-12-2022 12:42:31.950534,"(14.0, 19.5, 19.32)","(31.0, 55.0, 51.02272727272727)","(3.7, 4.3, 4.2442982456140355)","(2.4, 2.9, 2.878974358974359)","(3.9, 4.5, 4.428795811518325)","(7.0, 9.4, 9.198684210526315)","(101.0, 380.0, 356.6666666666667)"
14-12-2022 12:42:33.158316,"(14.0, 19.5, 19.32)","(31.0, 55.0, 50.833333333333336)","(3.7, 4.3, 4.2728867623604465)","(2.4, 2.88, 2.918918918918919)","(3.9, 4.5, 4.428457446808511)","(7.0, 9.2, 9.348837209302326)","(101.0, 380.0, 362.5)"
14-12-2022 12:42:34.290308,"(14.0, 19.5, 19.3125)","(31.0, 55.0, 50.833333333333336)","(3.7, 4.3, 4.2728867623604465)","(2.4, 2.92, 2.9173684210526316)","(3.9, 4.5, 4.427882037533513)","(7.0, 9.4, 9.350877192982457)","(101.0, 380.0, 362.5)"
14-12-2022 12:42:35.366024,"(14.0, 19.5, 19.3125)","(31.0, 55.0, 52.15909090909091)","(3.7, 4.3, 4.2728867623604465)","(2.4, 2.92, 2.9024675324675324)","(3.9, 4.5, 4.435336538461539)","(7.0, 9.4, 9.350877192982457)","(101.0, 380.0, 362.5)"
14-12-2022 12:42:36.405412,"(14.0, 19.5, 19.3125)","(31.0, 55.0, 50.689655172413794)","(3.7, 4.3, 4.275546558704454)","(2.4, 2.92, 2.9024675324675324)","(3.9, 4.5, 4.435336538461539)","(7.0, 9.4, 9.350877192982457)","(101.0, 380.0, 362.5)"
14-12-2022 12:42:37.467215,"(14.0, 19.5, 19.4)","(31.0, 55.0, 52.22222222222222)","(3.7, 4.3, 4.199251637043966)","(2.4, 2.92, 2.8884)","(3.9, 4.5, 4.435336538461539)","(7.0, 9.4, 9.34450867052023)","(101.0, 380.0, 362.5)"
14-12-2022 12:42:38.693365,"(14.0, 19.5, 19.41875)","(31.0, 55.0, 49.166666666666664)","(3.7, 4.2, 4.1991991991991995)","(2.4, 2.92, 2.8873076923076924)","(3.9, 4.5, 4.431725888324873)","(7.0, 9.4, 9.340372670807454)","(101.0, 380.0, 415.29411764705884)"
14-12-2022 12:42:39.848146,"(14.0, 19.5, 19.446666666666665)","(31.0, 55.0, 49.166666666666664)","(3.7, 4.2, 4.271750433275563)","(2.4, 2.92, 2.8755882352941176)","(3.9, 4.5, 4.435679611650485)","(7.0, 9.4, 9.340372670807454)","(101.0, 530.0, 416.25)"
14-12-2022 12:42:41.073251,"(14.0, 19.5, 19.446666666666665)","(31.0, 55.0, 53.68421052631579)","(3.7, 4.3, 4.271750433275563)","(2.4, 2.92, 2.8755882352941176)","(3.9, 4.5, 4.435679611650485)","(7.0, 9.4, 9.34450867052023)","(101.0, 530.0, 416.25)"
14-12-2022 12:42:42.311651,"(14.0, 19.5, 19.446666666666665)","(31.0, 55.0, 53.333333333333336)","(3.7, 4.3, 4.216860465116279)","(2.4, 2.92, 2.8738235294117644)","(3.9, 4.5, 4.482978723404256)","(7.0, 9.4, 9.18395061728395)","(101.0, 530.0, 460.0)"
14-12-2022 12:42:43.555919,"(14.0, 19.5, 19.393939393939394)","(31.0, 55.0, 53.333333333333336)","(3.7, 4.3, 4.216860465116279)","(2.4, 2.88, 2.8417391304347825)","(3.9, 4.5, 4.492638036809816)","(7.0, 9.2, 9.337209302325581)","(101.0, 520.0, 460.0)"
14-12-2022 12:42:44.803861,"(14.0, 19.5, 19.43103448275862)","(31.0, 55.0, 53.333333333333336)","(3.7, 4.3, 4.357179487179487)","(2.4, 2.86, 2.822867383512545)","(3.9, 4.5, 4.477251184834123)","(7.0, 9.4, 9.182608695652172)","(101.0, 520.0, 440.0)"
14-12-2022 12:42:46.009695,"(14.0, 19.5, 19.357142857142858)","(31.0, 55.0, 52.94117647058823)","(3.7, 4.4, 4.357179487179487)","(2.4, 2.84, 2.786428571428571)","(3.9, 4.5, 4.588142292490118)","(7.0, 9.2, 9.196153846153845)","(101.0, 520.0, 440.0)"
