,The Whizzer,Remarkable Rock,Twelve Oclock Rock,Bettor Arcade,Ideal Muscle
11-01-2023 16:07:52.638964,"(7.5, 9.8, 9.270588235294118)","(10.0, 13.5, 13.2)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.5, 3.65, 3.544736842105263)"
11-01-2023 16:07:53.705777,"(7.5, 9.8, 9.270588235294118)","(10.0, 13.5, 12.954545454545453)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.5, 3.65, 3.531578947368421)"
11-01-2023 16:07:54.690695,"(7.5, 9.8, 9.270588235294118)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.531578947368421)"
11-01-2023 16:07:55.747144,"(7.5, 9.8, 9.270588235294118)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.496153846153846)"
11-01-2023 16:07:56.847051,"(7.5, 9.8, 9.133333333333333)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:07:57.834536,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:07:58.822255,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:07:59.883277,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:08:00.810660,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:08:01.719428,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:08:02.620468,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.5323529411764705)"
11-01-2023 16:08:03.645090,"(7.5, 9.4, 8.894736842105264)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:04.650409,"(7.5, 9.4, 8.894736842105264)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:05.624677,"(7.5, 9.4, 8.894736842105264)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:06.669254,"(7.5, 9.4, 8.894736842105264)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:07.589482,"(7.5, 9.4, 8.963636363636363)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:08.501163,"(7.5, 9.4, 8.76)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:09.607266,"(7.5, 9.4, 8.907692307692308)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.585483870967742)"
11-01-2023 16:08:10.559305,"(7.5, 9.4, 8.907692307692308)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.585483870967742)"
11-01-2023 16:08:11.526215,"(7.5, 9.4, 8.907692307692308)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.585483870967742)"
11-01-2023 16:08:12.526204,"(7.5, 9.4, 8.907692307692308)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.496153846153846)"
11-01-2023 16:08:13.466182,"(7.5, 10.0, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.496153846153846)"
11-01-2023 16:08:14.408171,"(7.5, 9.8, 9.3)","(9.0, 14.5, 13.772727272727273)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.496153846153846)"
11-01-2023 16:08:15.337410,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.5, 14.1)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:16.246113,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.0, 13.65)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:17.122116,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.0, 13.65)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:17.968347,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.0, 13.65)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:18.930514,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9742857142857142)","(2.7, 3.65, 3.425)"
11-01-2023 16:08:19.923840,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.5, 13.333333333333334)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:20.882561,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:21.712039,"(7.5, 10.0, 9.657142857142857)","(9.0, 14.5, 12.75)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.4454545454545453)"
11-01-2023 16:08:22.586849,"(7.5, 10.0, 9.657142857142857)","(9.0, 15.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.581818181818182)"
11-01-2023 16:08:23.451943,"(7.5, 10.0, 9.4)","(9.0, 14.5, 13.333333333333334)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.5666666666666664)"
11-01-2023 16:08:24.447885,"(7.5, 10.0, 9.4)","(9.0, 14.5, 14.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.65, 3.5666666666666664)"
11-01-2023 16:08:25.423397,"(7.5, 10.0, 9.4)","(9.0, 14.5, 14.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.581818181818182)"
11-01-2023 16:08:26.288810,"(8.0, 10.0, 9.4)","(10.0, 14.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.581818181818182)"
11-01-2023 16:08:27.165857,"(8.0, 10.0, 9.4)","(10.0, 14.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.65, 3.7194444444444446)"
11-01-2023 16:08:28.074784,"(8.0, 10.0, 9.4)","(10.0, 15.0, 12.6)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.55)"
11-01-2023 16:08:28.991428,"(8.0, 10.0, 9.25)","(10.0, 14.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.8, 3.6214285714285714)"
11-01-2023 16:08:29.945805,"(8.0, 10.0, 9.125)","(10.0, 14.0, 11.857142857142858)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.557142857142857)"
11-01-2023 16:08:30.816808,"(8.0, 9.8, 9.65)","(10.0, 15.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.557142857142857)"
11-01-2023 16:08:31.745511,"(8.0, 9.8, 9.2)","(10.0, 15.0, 12.6)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.66)"
11-01-2023 16:08:32.653937,"(8.0, 9.8, 9.2)","(10.0, 14.0, 13.0)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.66)"
11-01-2023 16:08:33.618013,"(8.0, 9.8, 9.2)","(10.0, 14.0, 13.65)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.66)"
11-01-2023 16:08:34.595458,"(8.0, 9.8, 9.2)","(10.0, 15.0, 14.181818181818182)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.5785714285714287)"
11-01-2023 16:08:35.515487,"(8.0, 9.8, 9.2)","(10.0, 15.0, 14.11111111111111)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.75, 3.71)"
11-01-2023 16:08:36.353656,"(8.0, 9.8, 9.2)","(10.0, 15.0, 14.384615384615385)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.8, 3.71)"
11-01-2023 16:08:37.207827,"(8.0, 9.8, 9.2)","(10.0, 15.0, 14.384615384615385)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.6, 3.8, 3.62)"
11-01-2023 16:08:38.240539,"(7.5, 9.8, 9.2)","(9.0, 15.0, 14.384615384615385)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.8, 3.675)"
11-01-2023 16:08:39.255594,"(7.5, 9.6, 9.3)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.75, 3.5045454545454544)"
11-01-2023 16:08:40.284335,"(7.5, 9.6, 8.85)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.75, 3.5045454545454544)"
11-01-2023 16:08:41.321627,"(7.5, 9.6, 8.899999999999999)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.75, 3.5045454545454544)"
11-01-2023 16:08:42.193298,"(7.5, 9.4, 9.0)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.75, 3.5045454545454544)"
11-01-2023 16:08:43.067705,"(7.5, 9.4, 9.0)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.75, 3.5045454545454544)"
11-01-2023 16:08:43.955957,"(7.5, 9.4, 9.0)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.04, 1.9664)","(2.7, 3.75, 3.5454545454545454)"
11-01-2023 16:08:44.987411,"(7.5, 9.4, 9.0)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.5454545454545454)"
11-01-2023 16:08:45.953051,"(7.5, 9.4, 9.24)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.977142857142857)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:46.830385,"(7.5, 11.5, 11.177777777777777)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.977142857142857)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:47.883777,"(7.5, 11.5, 9.25)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:48.897605,"(7.5, 11.0, 9.166666666666668)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:49.844025,"(7.5, 11.0, 9.020000000000001)","(9.0, 15.0, 13.25)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:50.759935,"(7.5, 9.8, 9.3)","(9.0, 15.0, 13.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:51.685556,"(7.5, 9.8, 9.3)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:52.619808,"(7.5, 9.8, 9.3)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:53.605058,"(7.5, 9.8, 9.05)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:54.505190,"(7.5, 9.8, 9.05)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:55.466610,"(7.5, 9.8, 9.05)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:56.505152,"(7.5, 9.8, 9.05)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:57.435435,"(7.5, 9.8, 9.05)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:58.344416,"(7.5, 9.8, 9.05)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:08:59.264431,"(7.5, 9.8, 9.56923076923077)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.7, 3.75, 3.525)"
11-01-2023 16:09:00.087265,"(7.5, 9.8, 9.56923076923077)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:01.074010,"(7.5, 9.8, 9.56923076923077)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:02.075255,"(7.5, 9.8, 9.56923076923077)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:03.082888,"(7.5, 9.8, 9.527272727272727)","(9.0, 15.0, 14.142857142857142)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:03.928874,"(7.5, 9.8, 9.527272727272727)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:04.803142,"(7.5, 9.8, 9.527272727272727)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.5454545454545454)"
11-01-2023 16:09:05.684407,"(7.5, 9.4, 9.3)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:06.621043,"(7.5, 9.8, 9.457142857142857)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:07.629292,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:08.585033,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:09.484202,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:10.338296,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.5)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:11.304982,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.166666666666666)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.99)","(2.8, 3.75, 3.525)"
11-01-2023 16:09:12.295047,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.583333333333334)","(21.0, 34.0, 27.875)","(1.85, 2.02, 1.8511734693877553)","(2.8, 3.75, 3.78)"
11-01-2023 16:09:13.222874,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.642857142857142)","(21.0, 34.0, 28.75)","(1.85, 1.9, 1.8511734693877553)","(2.8, 3.8, 3.76)"
11-01-2023 16:09:14.152088,"(7.5, 9.8, 9.457142857142857)","(9.0, 15.0, 14.642857142857142)","(21.0, 32.0, 29.5)","(1.85, 1.9, 1.860125)","(2.8, 3.8, 3.77)"
11-01-2023 16:09:15.079005,"(7.5, 9.8, 9.457142857142857)","(9.0, 15.0, 14.642857142857142)","(21.0, 32.0, 29.5)","(1.85, 1.9, 1.860125)","(2.8, 3.8, 3.77)"
11-01-2023 16:09:16.070081,"(7.5, 9.8, 9.5)","(9.0, 15.0, 14.642857142857142)","(21.0, 32.0, 29.5)","(1.85, 1.9, 1.8600834202294056)","(2.8, 3.8, 3.7249999999999996)"
11-01-2023 16:09:17.015885,"(7.5, 9.8, 9.571428571428571)","(9.0, 15.5, 13.833333333333334)","(21.0, 32.0, 29.5)","(1.85, 1.9, 1.8206632124352333)","(2.8, 3.8, 3.7666666666666666)"
11-01-2023 16:09:17.923687,"(7.5, 10.0, 9.714285714285714)","(9.0, 15.5, 14.875)","(21.0, 40.0, 33.5)","(1.85, 1.9, 1.8206632124352333)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:18.911119,"(7.5, 10.0, 9.818181818181818)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 38.55555555555556)","(1.85, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:19.810764,"(7.5, 10.0, 9.6)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 38.55555555555556)","(1.85, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:20.797239,"(7.5, 10.0, 9.77142857142857)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 32.8)","(1.85, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:21.864913,"(7.5, 10.0, 9.77142857142857)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.7666666666666666)"
11-01-2023 16:09:22.845539,"(7.5, 10.0, 9.77142857142857)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.7666666666666666)"
11-01-2023 16:09:23.708170,"(7.5, 10.0, 9.9)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.7666666666666666)"
11-01-2023 16:09:24.637536,"(7.5, 10.0, 9.6)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:25.607836,"(7.5, 10.0, 9.6)","(9.0, 15.5, 15.142857142857142)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:26.502944,"(7.5, 10.0, 9.6)","(9.0, 15.5, 15.34375)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:27.466693,"(7.5, 10.0, 9.6)","(9.0, 15.5, 15.34375)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:28.457387,"(7.5, 10.0, 9.6)","(9.0, 15.5, 15.34375)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8598573825503357)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:29.429628,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.34375)","(21.0, 40.0, 31.0)","(1.8, 1.9, 1.8599581589958158)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:30.489975,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.34375)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.8597907949790795)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:31.488708,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.34375)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.8569829901521935)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:32.510874,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.321428571428571)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.8569829901521935)","(2.8, 3.8, 3.757142857142857)"
11-01-2023 16:09:33.461644,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.321428571428571)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.8, 3.5470588235294116)"
11-01-2023 16:09:34.424425,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.321428571428571)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.5470588235294116)"
11-01-2023 16:09:35.390295,"(7.5, 10.0, 9.88)","(9.0, 15.5, 14.833333333333334)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.55)"
11-01-2023 16:09:36.220747,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.55)"
11-01-2023 16:09:37.181401,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.546153846153846)"
11-01-2023 16:09:38.255238,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.546153846153846)"
11-01-2023 16:09:39.128187,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.546153846153846)"
11-01-2023 16:09:40.025478,"(7.5, 10.0, 9.88)","(9.0, 15.5, 15.0)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.9, 3.536734693877551)"
11-01-2023 16:09:40.897561,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.25)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.8, 3.533962264150943)"
11-01-2023 16:09:41.872381,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.25)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.8, 3.536734693877551)"
11-01-2023 16:09:42.909176,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.25)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.8, 3.536734693877551)"
11-01-2023 16:09:43.822219,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.25)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.855755064456722)","(2.8, 3.8, 3.536734693877551)"
11-01-2023 16:09:44.879056,"(7.5, 10.0, 9.85)","(9.0, 15.5, 15.25)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.8501557632398755)","(2.8, 3.8, 3.4872727272727273)"
11-01-2023 16:09:45.895092,"(7.5, 10.0, 9.88)","(9.0, 17.5, 16.916666666666668)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.8411042944785276)","(2.8, 3.8, 3.458181818181818)"
11-01-2023 16:09:46.850151,"(7.5, 10.0, 9.88)","(9.0, 17.5, 16.5)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.859148936170213)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:47.843231,"(7.5, 10.0, 9.88)","(9.0, 17.5, 15.59090909090909)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.859148936170213)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:48.740332,"(7.5, 10.0, 9.88)","(9.0, 17.5, 15.59090909090909)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.859148936170213)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:49.545468,"(7.5, 10.0, 9.88)","(9.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.859148936170213)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:50.511796,"(7.5, 10.0, 9.88)","(9.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.859148936170213)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:51.519607,"(7.5, 10.0, 9.88)","(9.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.8, 1.9, 1.8590947546531305)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:52.423105,"(7.5, 10.0, 9.88)","(10.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.75, 1.9, 1.8590947546531305)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:53.299454,"(7.5, 10.0, 9.88)","(10.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.75, 1.9, 1.8590947546531305)","(2.8, 3.8, 3.458181818181818)"
11-01-2023 16:09:54.223540,"(7.5, 10.0, 9.88)","(10.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.75, 1.9, 1.8590947546531305)","(2.8, 3.8, 3.4627450980392154)"
11-01-2023 16:09:55.131967,"(7.5, 10.0, 9.88)","(10.0, 17.5, 15.166666666666666)","(21.0, 40.0, 32.0)","(1.75, 1.9, 1.8590947546531305)","(2.8, 3.8, 3.4627450980392154)"
