,Maddys Girl,Andos A Thief,Miss Mel,Cashmere Kaos,Book Of Love,Deep Sapphire,Shes A Sully
04-01-2023 14:32:45.825146,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.2375)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.333333333333334)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.122222222222223)"
04-01-2023 14:32:46.816420,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.2375)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.333333333333334)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:47.830151,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.2375)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.333333333333334)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:48.781520,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.2375)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.4)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:49.770500,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.2375)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.263157894736842)","(3.0, 4.5, 3.694444444444444)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:50.828639,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.0555555555555554)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.263157894736842)","(3.0, 4.5, 3.694444444444444)","(71.0, 480.0, 235.0)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:51.923013,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.0555555555555554)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.263157894736842)","(3.0, 4.5, 3.694444444444444)","(71.0, 480.0, 263.3333333333333)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:53.273248,"(15.0, 46.0, 42.0)","(1.85, 2.3, 1.9953846153846153)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.799999999999999)","(3.0, 4.5, 4.138888888888889)","(71.0, 580.0, 340.0)","(6.0, 7.6, 6.072727272727272)"
04-01-2023 14:32:54.374334,"(15.0, 46.0, 42.0)","(1.85, 2.3, 1.9953846153846153)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.461538461538462)","(3.0, 5.5, 4.138888888888889)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.903030303030302)"
04-01-2023 14:32:55.478803,"(15.0, 46.0, 42.0)","(1.85, 2.3, 1.9953846153846153)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.461538461538462)","(3.0, 5.5, 4.275)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:32:56.612552,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.0)","(3.0, 5.5, 4.3)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:32:57.530940,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.0)","(3.0, 5.5, 4.3)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:32:58.475827,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.0)","(3.0, 5.5, 4.194444444444445)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:32:59.533923,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.76923076923077)","(3.0, 5.5, 4.194444444444445)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:00.558119,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.76923076923077)","(3.0, 5.5, 4.194444444444445)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:01.497000,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 10.76923076923077)","(3.0, 5.5, 4.325)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:02.451492,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.08)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.0)","(3.0, 5.5, 4.325)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:03.451279,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.333333333333334)","(3.0, 5.5, 3.625)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:04.435464,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.052631578947368)","(3.0, 5.5, 3.625)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:05.427870,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.052631578947368)","(3.0, 5.5, 3.625)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:06.676275,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.76)","(3.0, 5.5, 4.4772727272727275)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:07.655750,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.76)","(3.0, 5.5, 4.4772727272727275)","(71.0, 480.0, 385.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:08.643745,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.76)","(3.0, 5.5, 4.4772727272727275)","(71.0, 570.0, 385.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:09.650611,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.421052631578947)","(3.0, 5.5, 4.5)","(71.0, 570.0, 385.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:10.652449,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.421052631578947)","(3.0, 5.5, 3.927272727272727)","(71.0, 570.0, 385.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:11.638669,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.98)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.421052631578947)","(3.0, 5.6, 3.927272727272727)","(71.0, 570.0, 385.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:12.690653,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.98)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.421052631578947)","(3.0, 5.6, 3.927272727272727)","(71.0, 570.0, 385.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:13.686159,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.98)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.958333333333334)","(3.0, 5.6, 3.927272727272727)","(71.0, 570.0, 231.11111111111111)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:14.628321,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.9246153846153846)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.958333333333334)","(3.0, 5.6, 3.927272727272727)","(71.0, 480.0, 256.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:15.612271,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.9246153846153846)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.958333333333334)","(3.0, 5.6, 3.927272727272727)","(71.0, 480.0, 256.0)","(6.0, 7.6, 6.242857142857143)"
04-01-2023 14:33:16.520234,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.9246153846153846)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.958333333333334)","(3.0, 5.6, 3.927272727272727)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:17.496493,"(15.0, 46.0, 42.0)","(1.85, 2.26, 2.037777777777778)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:18.492917,"(15.0, 46.0, 42.0)","(1.85, 2.26, 1.9183333333333334)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 480.0, 242.22222222222223)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:19.501867,"(15.0, 46.0, 42.0)","(1.85, 2.26, 1.9183333333333334)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 580.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:20.546748,"(15.0, 46.0, 42.0)","(1.85, 2.26, 2.0736363636363637)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:21.625037,"(15.0, 46.0, 42.0)","(1.85, 2.26, 2.0736363636363637)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:22.631023,"(15.0, 46.0, 42.0)","(1.85, 2.26, 2.0736363636363637)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.16)"
04-01-2023 14:33:23.578410,"(15.0, 46.0, 42.0)","(1.85, 2.26, 2.0736363636363637)","(51.0, 350.0, 224.0)","(7.5, 14.0, 11.789473684210526)","(3.0, 5.6, 3.8857142857142857)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:24.504219,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.0845454545454545)","(51.0, 350.0, 224.0)","(7.5, 14.0, 9.893333333333333)","(3.0, 5.6, 3.4352941176470586)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:25.575564,"(15.0, 46.0, 42.0)","(1.85, 2.24, 2.062727272727273)","(51.0, 350.0, 224.0)","(7.5, 14.0, 9.893333333333333)","(3.0, 5.6, 3.9238095238095236)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:26.889815,"(15.0, 46.0, 42.0)","(1.85, 2.24, 1.915)","(51.0, 350.0, 224.0)","(7.5, 14.0, 9.893333333333333)","(3.0, 5.6, 3.9238095238095236)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:28.493407,"(15.0, 46.0, 42.0)","(1.85, 2.24, 1.915)","(51.0, 350.0, 224.0)","(7.5, 13.5, 10.033333333333333)","(3.0, 5.6, 3.9238095238095236)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:29.541266,"(15.0, 46.0, 42.0)","(1.85, 2.24, 1.915)","(51.0, 350.0, 224.0)","(7.5, 13.5, 10.033333333333333)","(3.0, 5.6, 3.9238095238095236)","(71.0, 480.0, 340.0)","(6.0, 7.6, 5.92)"
04-01-2023 14:33:30.602646,"(15.0, 46.0, 42.0)","(1.85, 2.24, 1.915)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.085714285714285)","(3.0, 5.5, 5.15)","(71.0, 480.0, 340.0)","(6.0, 7.4, 6.4)"
04-01-2023 14:33:31.609368,"(15.0, 46.0, 42.0)","(1.85, 2.34, 1.8619512195121952)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.085714285714285)","(3.0, 5.5, 5.141666666666667)","(71.0, 480.0, 340.0)","(6.0, 7.4, 6.885714285714286)"
04-01-2023 14:33:32.692271,"(15.0, 46.0, 42.0)","(1.85, 2.32, 1.944)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.085714285714285)","(3.0, 5.5, 5.141666666666667)","(71.0, 480.0, 323.3333333333333)","(6.0, 7.4, 7.0)"
04-01-2023 14:33:33.755451,"(15.0, 46.0, 42.0)","(1.85, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.573333333333334)","(3.0, 5.5, 5.141666666666667)","(71.0, 570.0, 258.3333333333333)","(6.0, 7.4, 7.0)"
04-01-2023 14:33:34.946209,"(15.0, 46.0, 42.0)","(1.8, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.573333333333334)","(3.0, 5.5, 5.141666666666667)","(71.0, 550.0, 370.0)","(6.0, 7.4, 6.885714285714286)"
04-01-2023 14:33:36.122264,"(15.0, 46.0, 42.0)","(1.8, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.142857142857142)","(3.0, 5.5, 5.141666666666667)","(71.0, 540.0, 370.0)","(6.0, 7.4, 6.885714285714286)"
04-01-2023 14:33:37.183447,"(15.0, 46.0, 42.0)","(1.8, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.142857142857142)","(3.0, 5.5, 5.141666666666667)","(71.0, 540.0, 370.0)","(6.0, 7.4, 6.885714285714286)"
04-01-2023 14:33:38.285425,"(15.0, 46.0, 42.0)","(1.8, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.142857142857142)","(3.0, 5.5, 4.0)","(71.0, 540.0, 268.0)","(6.0, 7.4, 7.133333333333334)"
04-01-2023 14:33:39.462367,"(15.0, 46.0, 42.0)","(1.8, 2.32, 2.0954545454545452)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.571428571428571)","(3.0, 4.7, 4.475)","(71.0, 540.0, 255.0)","(6.0, 7.4, 7.04)"
04-01-2023 14:33:40.609219,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.0954545454545452)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.571428571428571)","(3.0, 4.7, 3.8321428571428573)","(71.0, 530.0, 255.0)","(6.0, 7.4, 6.125)"
04-01-2023 14:33:41.787027,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.0954545454545452)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.571428571428571)","(3.0, 4.7, 3.8321428571428573)","(71.0, 530.0, 256.0)","(6.0, 7.4, 6.86)"
04-01-2023 14:33:42.948175,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.0954545454545452)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.25)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.2, 5.975)"
04-01-2023 14:33:44.139671,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.0954545454545452)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.285714285714286)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.975)"
04-01-2023 14:33:45.228302,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.0954545454545452)","(51.0, 350.0, 224.0)","(7.5, 13.0, 12.285714285714286)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.975)"
04-01-2023 14:33:46.344800,"(15.0, 46.0, 42.0)","(1.8, 2.34, 1.913913043478261)","(51.0, 350.0, 224.0)","(7.5, 13.5, 12.0)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.910344827586207)"
04-01-2023 14:33:47.723152,"(15.0, 46.0, 42.0)","(1.8, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.5, 12.0)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.910344827586207)"
04-01-2023 14:33:49.293989,"(15.0, 46.0, 42.0)","(1.8, 2.32, 1.9781818181818183)","(51.0, 350.0, 224.0)","(7.5, 13.5, 12.0)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.910344827586207)"
04-01-2023 14:33:51.106718,"(15.0, 46.0, 42.0)","(1.8, 2.32, 2.057142857142857)","(51.0, 350.0, 224.0)","(7.5, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.910344827586207)"
04-01-2023 14:33:52.298408,"(15.0, 46.0, 42.0)","(1.8, 2.32, 2.057142857142857)","(51.0, 350.0, 224.0)","(7.5, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.910344827586207)"
04-01-2023 14:33:53.447998,"(15.0, 46.0, 42.0)","(1.8, 2.32, 2.057142857142857)","(51.0, 350.0, 224.0)","(7.5, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:33:54.533533,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.1705882352941175)","(51.0, 350.0, 224.0)","(7.5, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:33:55.631382,"(15.0, 46.0, 42.0)","(1.8, 2.3, 2.061111111111111)","(51.0, 350.0, 224.0)","(7.5, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 340.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:33:56.674819,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 264.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:33:57.772865,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 520.0, 264.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:33:58.876985,"(15.0, 46.0, 42.0)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 510.0, 251.66666666666666)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:00.022015,"(15.0, 46.0, 42.0)","(1.85, 2.3, 1.956)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.44)","(71.0, 500.0, 350.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:01.186800,"(15.0, 46.0, 42.0)","(1.85, 2.3, 1.9846666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 500.0, 350.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:02.341268,"(15.0, 46.0, 42.0)","(1.85, 2.28, 2.0522222222222224)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 500.0, 350.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:03.487026,"(15.0, 46.0, 42.0)","(1.85, 2.28, 1.9216666666666666)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 500.0, 350.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:04.644879,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.26, 1.8792857142857144)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 500.0, 350.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:05.833945,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.26, 1.8792857142857144)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 500.0, 256.0)","(6.0, 7.4, 5.993103448275862)"
04-01-2023 14:34:06.904557,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.26, 1.8773333333333333)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.4, 5.5538461538461545)"
04-01-2023 14:34:08.009463,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.26, 1.8773333333333333)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 235.0)","(6.0, 7.4, 6.167567567567568)"
04-01-2023 14:34:09.066226,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.915)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 235.0)","(6.0, 7.4, 6.167567567567568)"
04-01-2023 14:34:10.128916,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.905714285714286)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 235.0)","(6.0, 7.4, 6.167567567567568)"
04-01-2023 14:34:11.190261,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.905714285714286)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 235.0)","(6.0, 7.4, 5.7384615384615385)"
04-01-2023 14:34:12.271241,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.905714285714286)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 235.0)","(6.0, 7.4, 5.7384615384615385)"
04-01-2023 14:34:13.392794,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.905714285714286)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8321428571428573)","(71.0, 480.0, 258.0)","(6.0, 7.4, 5.7384615384615385)"
04-01-2023 14:34:14.533515,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.905714285714286)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8000000000000003)","(71.0, 490.0, 233.33333333333334)","(6.0, 7.4, 5.476923076923077)"
04-01-2023 14:34:15.712823,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.24, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 3.8000000000000003)","(71.0, 500.0, 233.33333333333334)","(6.0, 7.4, 6.15)"
04-01-2023 14:34:16.909824,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.22, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 4.119230769230769)","(71.0, 500.0, 233.33333333333334)","(6.0, 7.4, 6.182051282051282)"
04-01-2023 14:34:18.074856,"(15.0, 55.0, 43.666666666666664)","(1.85, 2.22, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.6, 4.372222222222222)","(71.0, 500.0, 260.0)","(6.0, 7.4, 6.182051282051282)"
04-01-2023 14:34:19.409067,"(15.0, 90.0, 55.33333333333333)","(1.85, 2.22, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.372222222222222)","(71.0, 500.0, 260.0)","(6.0, 7.4, 6.182051282051282)"
04-01-2023 14:34:20.687446,"(15.0, 70.0, 52.0)","(1.85, 2.22, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.372222222222222)","(71.0, 500.0, 260.0)","(6.0, 7.4, 6.182051282051282)"
04-01-2023 14:34:21.952237,"(15.0, 70.0, 52.0)","(1.85, 2.22, 2.035)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.372222222222222)","(71.0, 500.0, 260.0)","(6.0, 7.4, 6.002941176470588)"
04-01-2023 14:34:23.212717,"(15.0, 70.0, 58.0)","(1.85, 2.24, 2.045)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.316666666666666)","(71.0, 500.0, 260.0)","(6.0, 7.4, 5.8999999999999995)"
04-01-2023 14:34:24.425599,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.22, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.316666666666666)","(71.0, 500.0, 260.0)","(6.0, 7.4, 5.8999999999999995)"
04-01-2023 14:34:25.628757,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.22, 1.9116666666666668)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.316666666666666)","(71.0, 500.0, 260.0)","(6.0, 7.4, 5.8999999999999995)"
04-01-2023 14:34:26.706897,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.2, 1.89375)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.316666666666666)","(71.0, 500.0, 260.0)","(6.0, 7.4, 5.8999999999999995)"
04-01-2023 14:34:27.717865,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.2, 1.89375)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.316666666666666)","(71.0, 500.0, 260.0)","(6.0, 7.4, 5.8999999999999995)"
04-01-2023 14:34:28.827129,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.2, 1.89375)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.316666666666666)","(71.0, 500.0, 260.0)","(6.0, 7.4, 5.573076923076923)"
04-01-2023 14:34:29.980115,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.2, 1.9083333333333334)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.5, 4.475)","(71.0, 500.0, 263.3333333333333)","(6.0, 7.4, 5.8999999999999995)"
04-01-2023 14:34:31.206521,"(15.0, 70.0, 53.63636363636364)","(1.85, 2.18, 1.905)","(51.0, 350.0, 224.0)","(8.0, 13.5, 11.5)","(3.0, 4.7, 4.550000000000001)","(71.0, 580.0, 263.3333333333333)","(6.0, 7.4, 5.8999999999999995)"
