,Maddys Girl,Andos A Thief,Miss Mel,Cashmere Kaos,Book Of Love,Deep Sapphire,Shes A Sully
04-01-2023 14:34:53.661663,"(15.0, 55.0, 52.0)","(1.85, 2.1, 2.0318181818181817)","(51.0, 340.0, 280.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 251.11111111111111)","(6.0, 7.4, 6.314285714285715)"
04-01-2023 14:34:54.765094,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 233.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 580.0, 390.0)","(6.0, 7.4, 6.314285714285715)"
04-01-2023 14:34:55.823675,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 233.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 570.0, 390.0)","(6.0, 7.4, 6.344444444444445)"
04-01-2023 14:34:56.885372,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 233.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 570.0, 251.11111111111111)","(6.0, 7.4, 6.344444444444445)"
04-01-2023 14:34:57.959889,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 233.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 580.0, 240.0)","(6.0, 7.4, 6.089655172413793)"
04-01-2023 14:34:59.050248,"(15.0, 55.0, 50.8)","(1.85, 2.12, 2.035)","(51.0, 350.0, 233.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 240.0)","(6.0, 7.4, 6.089655172413793)"
04-01-2023 14:35:00.113529,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:01.121472,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:02.182188,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 272.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:03.285696,"(15.0, 55.0, 50.8)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:04.393303,"(15.0, 55.0, 42.4)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:05.524544,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 350.0)","(6.0, 7.4, 6.042857142857143)"
04-01-2023 14:35:06.590441,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 2.035)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:07.636821,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 2.0318181818181817)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.1, 4.091666666666667)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:08.685959,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 1.9666666666666666)","(51.0, 350.0, 242.0)","(8.0, 13.5, 11.833333333333334)","(3.0, 4.2, 4.091666666666667)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:09.714141,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 1.9666666666666666)","(51.0, 350.0, 242.0)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.2, 3.8499999999999996)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:10.770952,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 1.9666666666666666)","(51.0, 350.0, 242.0)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8499999999999996)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:11.740814,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 1.9666666666666666)","(51.0, 350.0, 242.0)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8499999999999996)","(71.0, 480.0, 350.0)","(6.0, 7.4, 5.96)"
04-01-2023 14:35:12.679125,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.1, 1.9666666666666666)","(51.0, 350.0, 242.0)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8499999999999996)","(71.0, 480.0, 260.0)","(6.0, 7.4, 6.042857142857143)"
04-01-2023 14:35:13.632627,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.14, 2.04)","(51.0, 350.0, 242.0)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.827272727272727)","(71.0, 580.0, 395.0)","(6.0, 7.4, 6.2823529411764705)"
04-01-2023 14:35:14.687511,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 1.97)","(51.0, 340.0, 285.0)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8545454545454545)","(71.0, 570.0, 395.0)","(6.0, 7.4, 6.2823529411764705)"
04-01-2023 14:35:15.787319,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 1.97)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8545454545454545)","(71.0, 570.0, 248.88888888888889)","(6.0, 7.4, 6.2823529411764705)"
04-01-2023 14:35:16.909789,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 1.97)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8545454545454545)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 6.4)"
04-01-2023 14:35:18.116526,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 1.97)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8545454545454545)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 5.685714285714285)"
04-01-2023 14:35:19.300098,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 1.97)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8545454545454545)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 5.685714285714285)"
04-01-2023 14:35:20.512347,"(15.0, 55.0, 43.333333333333336)","(1.85, 2.12, 1.97)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8499999999999996)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 6.04)"
04-01-2023 14:35:21.842544,"(15.0, 55.0, 43.125)","(1.85, 2.14, 1.9733333333333334)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.833333333333334)","(3.0, 4.1, 3.8545454545454545)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 6.140740740740741)"
04-01-2023 14:35:23.010313,"(15.0, 55.0, 43.125)","(1.85, 2.14, 1.9733333333333334)","(51.0, 340.0, 266.6666666666667)","(7.5, 13.5, 11.61111111111111)","(3.0, 4.1, 3.8545454545454545)","(71.0, 480.0, 248.88888888888889)","(6.0, 7.4, 6.140740740740741)"
04-01-2023 14:35:24.184676,"(15.0, 55.0, 43.125)","(1.85, 2.14, 2.0775)","(51.0, 340.0, 251.0)","(7.5, 13.0, 11.61111111111111)","(3.0, 4.1, 3.757142857142857)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.481081081081081)"
04-01-2023 14:35:25.398111,"(15.0, 55.0, 43.125)","(1.85, 2.14, 2.0775)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.61111111111111)","(3.0, 4.1, 3.757142857142857)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.481081081081081)"
04-01-2023 14:35:26.579341,"(15.0, 55.0, 43.125)","(1.85, 2.14, 2.0775)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.752272727272727)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.481081081081081)"
04-01-2023 14:35:27.724063,"(15.0, 55.0, 43.125)","(1.85, 2.14, 2.0775)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.7304347826086954)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 5.876190476190476)"
04-01-2023 14:35:28.707081,"(15.0, 55.0, 43.125)","(1.85, 2.16, 2.1013333333333333)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.713636363636364)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.2)"
04-01-2023 14:35:29.809814,"(15.0, 55.0, 43.125)","(1.85, 2.14, 2.0775)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.790625)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.2)"
04-01-2023 14:35:30.912782,"(15.0, 55.0, 48.666666666666664)","(1.85, 2.14, 2.0775)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.790625)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.188461538461539)"
04-01-2023 14:35:32.021629,"(15.0, 55.0, 44.375)","(1.85, 2.14, 2.0775)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.790625)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.5486486486486495)"
04-01-2023 14:35:33.154902,"(15.0, 55.0, 44.375)","(1.85, 2.14, 2.02125)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.790625)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.5486486486486495)"
04-01-2023 14:35:34.331381,"(17.0, 55.0, 44.375)","(1.85, 2.14, 2.02125)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.790625)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.5486486486486495)"
04-01-2023 14:35:35.520453,"(17.0, 55.0, 44.375)","(1.85, 2.14, 2.02875)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.4653846153846155)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.269230769230769)"
04-01-2023 14:35:36.664938,"(17.0, 55.0, 44.375)","(1.85, 2.16, 2.02875)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.269230769230769)"
04-01-2023 14:35:37.743315,"(17.0, 55.0, 44.375)","(1.85, 2.16, 2.02875)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.269230769230769)"
04-01-2023 14:35:38.964401,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.269230769230769)"
04-01-2023 14:35:40.053165,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.269230769230769)"
04-01-2023 14:35:41.185992,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 11.3)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.583333333333334)"
04-01-2023 14:35:42.413507,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1635714285714287)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.451612903225807)"
04-01-2023 14:35:43.447058,"(17.0, 55.0, 45.625)","(1.85, 2.18, 2.1635714285714287)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.430769230769231)"
04-01-2023 14:35:44.749239,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.430769230769231)"
04-01-2023 14:35:45.944831,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.430769230769231)"
04-01-2023 14:35:47.146174,"(17.0, 55.0, 45.625)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.6416666666666666)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.430769230769231)"
04-01-2023 14:35:48.215824,"(17.0, 55.0, 50.0)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.7)"
04-01-2023 14:35:49.199991,"(17.0, 70.0, 58.75)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 251.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 257.77777777777777)","(6.0, 7.4, 6.7)"
04-01-2023 14:35:50.278896,"(17.0, 70.0, 60.0)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 360.0)","(6.0, 7.4, 6.592307692307693)"
04-01-2023 14:35:51.367014,"(17.0, 70.0, 58.75)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 360.0)","(6.0, 7.4, 6.592307692307693)"
04-01-2023 14:35:52.493692,"(17.0, 70.0, 58.75)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 360.0)","(6.0, 7.4, 6.592307692307693)"
04-01-2023 14:35:53.692831,"(17.0, 70.0, 51.333333333333336)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 480.0, 308.0)","(6.0, 7.4, 6.592307692307693)"
04-01-2023 14:35:54.674595,"(17.0, 70.0, 51.333333333333336)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 580.0, 308.0)","(6.0, 7.4, 6.592307692307693)"
04-01-2023 14:35:55.705806,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 580.0, 326.0)","(6.0, 7.4, 6.816666666666667)"
04-01-2023 14:35:56.734970,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 670.0, 326.0)","(6.0, 7.4, 6.816666666666667)"
04-01-2023 14:35:57.742828,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.18, 2.1635714285714287)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.3666666666666663)","(71.0, 470.0, 355.0)","(6.0, 7.4, 6.74375)"
04-01-2023 14:35:58.814462,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.18, 2.1016666666666666)","(51.0, 350.0, 260.0)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 470.0, 355.0)","(6.0, 7.4, 6.766666666666667)"
04-01-2023 14:35:59.944151,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 283.3333333333333)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 470.0, 355.0)","(6.0, 7.4, 6.766666666666667)"
04-01-2023 14:36:01.014094,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 283.3333333333333)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 470.0, 355.0)","(6.0, 7.4, 6.766666666666667)"
04-01-2023 14:36:01.990861,"(17.0, 70.0, 52.666666666666664)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 283.3333333333333)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 470.0, 355.0)","(6.0, 7.4, 6.8352941176470585)"
04-01-2023 14:36:03.018786,"(18.0, 70.0, 60.25)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 283.3333333333333)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 470.0, 276.6666666666667)","(5.5, 7.4, 6.8352941176470585)"
04-01-2023 14:36:03.977127,"(18.0, 70.0, 60.25)","(1.85, 2.16, 2.1016666666666666)","(51.0, 350.0, 283.3333333333333)","(7.5, 13.0, 10.931034482758621)","(3.0, 4.1, 3.584375)","(71.0, 570.0, 276.6666666666667)","(5.5, 7.4, 6.8352941176470585)"
04-01-2023 14:36:05.081412,"(18.0, 70.0, 60.25)","(1.85, 2.18, 2.1635714285714287)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.61111111111111)","(3.0, 4.1, 3.5285714285714285)","(71.0, 560.0, 400.0)","(5.5, 7.4, 6.957894736842105)"
04-01-2023 14:36:06.081115,"(18.0, 65.0, 58.82352941176471)","(1.85, 2.16, 2.1143478260869566)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.61111111111111)","(3.0, 4.1, 3.584375)","(71.0, 560.0, 400.0)","(5.5, 7.4, 6.957894736842105)"
04-01-2023 14:36:07.316457,"(18.0, 65.0, 58.82352941176471)","(1.85, 2.16, 1.9933333333333334)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.369565217391305)","(3.0, 4.1, 3.707142857142857)","(71.0, 560.0, 400.0)","(5.5, 7.4, 6.957894736842105)"
04-01-2023 14:36:08.271629,"(18.0, 65.0, 58.82352941176471)","(1.85, 2.16, 1.9933333333333334)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.369565217391305)","(3.0, 4.1, 3.707142857142857)","(71.0, 560.0, 400.0)","(5.5, 7.4, 6.957894736842105)"
04-01-2023 14:36:09.315358,"(18.0, 65.0, 54.14285714285714)","(1.85, 2.16, 1.9933333333333334)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.214285714285714)","(3.0, 4.1, 3.584375)","(71.0, 560.0, 400.0)","(5.5, 7.4, 6.957894736842105)"
04-01-2023 14:36:10.357375,"(18.0, 65.0, 56.55555555555556)","(1.85, 2.16, 1.9933333333333334)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.214285714285714)","(3.0, 4.1, 3.584375)","(71.0, 560.0, 400.0)","(5.5, 7.4, 6.957894736842105)"
04-01-2023 14:36:11.500167,"(18.0, 65.0, 60.529411764705884)","(1.85, 2.16, 1.98)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.214285714285714)","(3.0, 4.1, 3.3666666666666663)","(71.0, 560.0, 265.55555555555554)","(5.5, 7.4, 6.933333333333334)"
04-01-2023 14:36:12.617081,"(18.0, 65.0, 62.18518518518519)","(1.85, 2.18, 2.0975)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 10.916666666666666)","(3.0, 4.1, 3.584375)","(71.0, 470.0, 268.75)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:13.741017,"(18.0, 65.0, 62.18518518518519)","(1.85, 2.16, 2.121538461538462)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.5, 11.333333333333334)","(3.0, 4.1, 3.5375)","(71.0, 470.0, 265.55555555555554)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:14.835269,"(18.0, 80.0, 73.92857142857143)","(1.85, 2.16, 2.121538461538462)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.0, 11.333333333333334)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 286.0)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:15.872569,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.0016666666666665)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.0, 11.333333333333334)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 286.0)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:16.909663,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.0016666666666665)","(51.0, 350.0, 266.6666666666667)","(7.5, 12.0, 11.333333333333334)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 285.55555555555554)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:17.896282,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.0016666666666665)","(51.0, 350.0, 275.0)","(7.5, 12.5, 10.954545454545455)","(3.0, 4.1, 3.488888888888889)","(71.0, 570.0, 285.55555555555554)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:18.827204,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.0016666666666665)","(51.0, 350.0, 275.0)","(7.5, 12.5, 10.954545454545455)","(3.0, 4.1, 3.334782608695652)","(71.0, 570.0, 285.55555555555554)","(5.5, 7.4, 7.152941176470589)"
04-01-2023 14:36:19.849841,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.18, 2.0855)","(51.0, 350.0, 275.0)","(7.5, 12.5, 10.954545454545455)","(3.0, 4.1, 3.334782608695652)","(71.0, 570.0, 285.55555555555554)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:20.839456,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.1293548387096775)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.333333333333334)","(3.0, 4.1, 3.488888888888889)","(71.0, 570.0, 314.0)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:21.839045,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.1234615384615387)","(51.0, 350.0, 275.0)","(7.5, 12.0, 10.894736842105264)","(3.0, 4.1, 3.488888888888889)","(71.0, 570.0, 303.3333333333333)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:22.857901,"(18.0, 80.0, 72.06666666666666)","(1.85, 2.16, 2.1234615384615387)","(51.0, 350.0, 275.0)","(7.5, 12.0, 10.894736842105264)","(3.0, 4.1, 3.488888888888889)","(71.0, 570.0, 360.0)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:23.818412,"(18.0, 75.0, 72.68)","(1.85, 2.16, 2.1234615384615387)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:24.867406,"(18.0, 75.0, 72.85185185185185)","(1.85, 2.16, 2.1234615384615387)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 7.4, 7.105263157894737)"
04-01-2023 14:36:25.937108,"(18.0, 75.0, 72.85185185185185)","(1.85, 2.16, 2.1234615384615387)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.334782608695652)","(71.0, 470.0, 360.0)","(5.5, 7.4, 7.152941176470589)"
04-01-2023 14:36:27.030335,"(18.0, 75.0, 71.89285714285714)","(1.85, 2.18, 2.1704545454545454)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 7.4, 7.7)"
04-01-2023 14:36:28.243398,"(18.0, 75.0, 71.89285714285714)","(1.85, 2.16, 2.0475)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 7.8, 8.033333333333333)"
04-01-2023 14:36:29.418135,"(18.0, 75.0, 71.89285714285714)","(1.85, 2.16, 2.0475)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 8.2, 7.7555555555555555)"
04-01-2023 14:36:30.624914,"(18.0, 75.0, 71.89285714285714)","(1.85, 2.16, 2.0907692307692307)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 8.2, 8.033333333333333)"
04-01-2023 14:36:31.647730,"(18.0, 75.0, 71.89285714285714)","(1.85, 2.16, 2.0475)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 8.2, 8.033333333333333)"
04-01-2023 14:36:32.551061,"(18.0, 75.0, 71.89285714285714)","(1.85, 2.16, 2.0907692307692307)","(51.0, 350.0, 275.0)","(7.5, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(71.0, 470.0, 360.0)","(5.5, 8.2, 8.033333333333333)"
04-01-2023 14:36:33.676085,"(20.0, 75.0, 71.89285714285714)","(1.8, 2.16, 2.1340000000000003)","(51.0, 350.0, 191.66666666666666)","(8.0, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(61.0, 470.0, 358.0)","(6.0, 8.2, 8.142857142857142)"
04-01-2023 14:36:34.779608,"(20.0, 75.0, 71.65384615384616)","(1.8, 2.2, 2.1340000000000003)","(51.0, 350.0, 275.0)","(8.0, 12.0, 11.0)","(3.0, 4.1, 3.488888888888889)","(61.0, 790.0, 358.0)","(6.0, 8.2, 8.066666666666666)"
