,Debs Gunfighter,Northern Spy,Bourbon Currency,Tra Lad,Grand Wiser,Cees Get Degrees,Condition One,Romantic Gamble
12-01-2023 11:12:20.955476,"(9.0, 32.0, 27.8)","(26.0, 140.0, 92.0)","(21.0, 220.0, 165.0)","(12.0, 19.0, 17.0)","(16.0, 60.0, 55.63636363636363)","(1.3, 1.3, 1.2880434782608696)","(19.0, 180.0, 70.71428571428572)","(8.0, 30.0, 22.75)"
12-01-2023 11:12:22.033466,"(9.0, 34.0, 27.571428571428573)","(26.0, 140.0, 92.0)","(21.0, 220.0, 165.0)","(12.0, 19.0, 17.0)","(16.0, 60.0, 55.63636363636363)","(1.3, 1.3, 1.2860759493670886)","(19.0, 180.0, 70.71428571428572)","(8.0, 30.0, 28.0)"
12-01-2023 11:12:23.171578,"(9.0, 32.0, 27.8)","(21.0, 140.0, 92.0)","(21.0, 220.0, 165.0)","(11.0, 19.0, 17.0)","(16.0, 60.0, 55.63636363636363)","(1.2, 1.3, 1.2860759493670886)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:24.224124,"(15.0, 32.0, 27.8)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(14.0, 19.0, 17.0)","(21.0, 60.0, 55.63636363636363)","(1.12, 1.3, 1.2860759493670886)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:25.329463,"(15.0, 30.0, 28.6)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(14.0, 19.0, 17.0)","(21.0, 60.0, 55.63636363636363)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:26.472645,"(15.0, 29.0, 26.818181818181817)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(14.0, 19.0, 17.0)","(21.0, 60.0, 51.2)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:27.626018,"(15.0, 32.0, 28.727272727272727)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(14.0, 19.0, 17.0)","(21.0, 60.0, 51.2)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:28.691096,"(15.0, 30.0, 25.714285714285715)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(14.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:29.706110,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 28.0)"
12-01-2023 11:12:30.765090,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 30.0, 25.75)"
12-01-2023 11:12:31.842936,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 29.0, 26.11111111111111)"
12-01-2023 11:12:32.925293,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2898148148148147)","(21.0, 180.0, 70.71428571428572)","(9.0, 29.0, 27.142857142857142)"
12-01-2023 11:12:33.987193,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2901785714285714)","(21.0, 180.0, 83.75)","(9.0, 29.0, 27.142857142857142)"
12-01-2023 11:12:35.078274,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(21.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.2901785714285714)","(21.0, 180.0, 94.44444444444444)","(9.0, 29.0, 27.142857142857142)"
12-01-2023 11:12:36.112365,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.289908256880734)","(21.0, 180.0, 51.66666666666667)","(10.0, 29.0, 27.142857142857142)"
12-01-2023 11:12:37.167561,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.289908256880734)","(21.0, 180.0, 51.66666666666667)","(10.0, 29.0, 27.142857142857142)"
12-01-2023 11:12:38.231811,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.289908256880734)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 26.833333333333332)"
12-01-2023 11:12:39.313580,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 60.0, 45.333333333333336)","(1.12, 1.3, 1.295294117647059)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 24.833333333333336)"
12-01-2023 11:12:40.434312,"(18.0, 30.0, 28.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 60.0, 51.5)","(1.12, 1.3, 1.295294117647059)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 24.833333333333336)"
12-01-2023 11:12:41.501588,"(18.0, 46.0, 38.666666666666664)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 65.0, 62.0)","(1.12, 1.3, 1.3019718309859156)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 27.214285714285715)"
12-01-2023 11:12:42.631282,"(18.0, 46.0, 38.666666666666664)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 70.0, 62.0)","(1.12, 1.31, 1.3019718309859156)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 27.214285714285715)"
12-01-2023 11:12:43.736219,"(18.0, 46.0, 38.666666666666664)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 70.0, 62.0)","(1.12, 1.31, 1.3019718309859156)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 27.214285714285715)"
12-01-2023 11:12:44.860390,"(18.0, 46.0, 38.666666666666664)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 70.0, 62.0)","(1.12, 1.31, 1.3019718309859156)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 27.214285714285715)"
12-01-2023 11:12:45.942051,"(19.0, 44.0, 34.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 70.0, 59.33333333333333)","(1.14, 1.31, 1.303132530120482)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 21.0)"
12-01-2023 11:12:47.070304,"(19.0, 44.0, 34.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 70.0, 62.0)","(1.14, 1.31, 1.3078260869565217)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 21.0)"
12-01-2023 11:12:48.159657,"(19.0, 44.0, 36.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 19.0, 17.0)","(26.0, 70.0, 58.25)","(1.14, 1.32, 1.303936170212766)","(21.0, 180.0, 83.125)","(10.0, 29.0, 21.0)"
12-01-2023 11:12:49.254121,"(19.0, 42.0, 34.8)","(31.0, 140.0, 92.0)","(31.0, 220.0, 113.33333333333334)","(15.0, 19.0, 17.0)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3084810126582278)","(21.0, 180.0, 50.83333333333333)","(10.0, 29.0, 21.0)"
12-01-2023 11:12:50.329434,"(19.0, 42.0, 34.8)","(31.0, 140.0, 92.0)","(31.0, 220.0, 113.33333333333334)","(15.0, 19.0, 17.0)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3084810126582278)","(21.0, 180.0, 83.75)","(10.0, 29.0, 21.0)"
12-01-2023 11:12:51.329656,"(19.0, 42.0, 34.8)","(31.0, 140.0, 92.0)","(31.0, 220.0, 113.33333333333334)","(15.0, 19.0, 17.0)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.292)","(21.0, 180.0, 83.75)","(10.0, 29.0, 26.818181818181817)"
12-01-2023 11:12:52.320788,"(19.0, 42.0, 34.8)","(31.0, 140.0, 92.0)","(31.0, 220.0, 113.33333333333334)","(15.0, 18.5, 17.53846153846154)","(26.0, 65.0, 59.33333333333333)","(1.14, 1.31, 1.3022222222222222)","(21.0, 180.0, 83.75)","(10.0, 29.0, 26.818181818181817)"
12-01-2023 11:12:53.366284,"(19.0, 42.0, 34.8)","(31.0, 140.0, 92.0)","(31.0, 220.0, 113.33333333333334)","(15.0, 18.0, 17.53846153846154)","(26.0, 70.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 26.818181818181817)"
12-01-2023 11:12:54.439458,"(19.0, 42.0, 37.5)","(31.0, 140.0, 92.0)","(31.0, 220.0, 113.33333333333334)","(15.0, 18.5, 17.75)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 25.57142857142857)"
12-01-2023 11:12:55.545168,"(19.0, 42.0, 36.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.75)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 26.125)"
12-01-2023 11:12:56.597316,"(19.0, 42.0, 33.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.75)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 21.666666666666668)"
12-01-2023 11:12:57.693551,"(19.0, 42.0, 33.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.75)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 21.666666666666668)"
12-01-2023 11:12:58.737229,"(19.0, 42.0, 33.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 18.208333333333332)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 21.666666666666668)"
12-01-2023 11:12:59.821792,"(19.0, 42.0, 33.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 18.208333333333332)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 21.666666666666668)"
12-01-2023 11:13:00.932262,"(19.0, 42.0, 33.0)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 18.0)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 29.0, 21.333333333333332)"
12-01-2023 11:13:02.071042,"(19.0, 36.0, 33.25)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 18.0)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.29875)","(21.0, 180.0, 83.75)","(10.0, 28.0, 21.333333333333332)"
12-01-2023 11:13:03.216439,"(19.0, 36.0, 29.125)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.285714285714285)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.2997142857142858)","(21.0, 180.0, 94.44444444444444)","(10.0, 28.0, 24.0)"
12-01-2023 11:13:04.362808,"(19.0, 36.0, 33.25)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.0, 17.285714285714285)","(26.0, 65.0, 56.0)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 71.42857142857143)","(10.0, 28.0, 24.0)"
12-01-2023 11:13:05.498326,"(19.0, 36.0, 33.25)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.0, 17.285714285714285)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 71.42857142857143)","(10.0, 28.0, 24.0)"
12-01-2023 11:13:06.599665,"(19.0, 36.0, 30.5)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.0, 16.333333333333332)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 71.42857142857143)","(10.0, 28.0, 25.142857142857142)"
12-01-2023 11:13:07.648689,"(19.0, 36.0, 32.333333333333336)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.0, 16.333333333333332)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 71.42857142857143)","(10.0, 28.0, 25.142857142857142)"
12-01-2023 11:13:08.753734,"(19.0, 36.0, 32.333333333333336)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.0, 16.333333333333332)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 95.0)","(10.0, 28.0, 25.142857142857142)"
12-01-2023 11:13:09.828042,"(19.0, 36.0, 29.4)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.0)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 95.0)","(10.0, 28.0, 25.142857142857142)"
12-01-2023 11:13:10.922665,"(19.0, 36.0, 32.333333333333336)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.0)","(26.0, 65.0, 58.25)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 52.5)","(10.0, 28.0, 25.142857142857142)"
12-01-2023 11:13:12.070929,"(19.0, 36.0, 32.333333333333336)","(31.0, 140.0, 92.0)","(31.0, 220.0, 165.0)","(15.0, 18.5, 17.0)","(26.0, 65.0, 40.666666666666664)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 52.5)","(10.0, 28.0, 19.12)"
12-01-2023 11:13:13.136449,"(19.0, 29.0, 25.533333333333335)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 40.666666666666664)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 48.85714285714286)","(10.0, 22.0, 20.1)"
12-01-2023 11:13:14.143629,"(19.0, 29.0, 25.533333333333335)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 40.666666666666664)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 48.85714285714286)","(10.0, 21.0, 19.2)"
12-01-2023 11:13:15.161917,"(19.0, 28.0, 26.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 40.666666666666664)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 48.85714285714286)","(10.0, 20.0, 19.2)"
12-01-2023 11:13:16.235326,"(19.0, 28.0, 26.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 40.666666666666664)","(1.14, 1.31, 1.3048648648648649)","(21.0, 180.0, 48.85714285714286)","(10.0, 20.0, 19.2)"
12-01-2023 11:13:17.258195,"(19.0, 28.0, 26.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 40.666666666666664)","(1.14, 1.31, 1.3)","(21.0, 180.0, 48.85714285714286)","(10.0, 20.0, 19.2)"
12-01-2023 11:13:18.314768,"(19.0, 28.0, 26.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.333333333333332)","(26.0, 46.0, 40.666666666666664)","(1.14, 1.31, 1.3065384615384616)","(21.0, 180.0, 48.85714285714286)","(10.0, 20.0, 19.2)"
12-01-2023 11:13:19.363221,"(19.0, 28.0, 26.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.0)","(26.0, 46.0, 38.888888888888886)","(1.14, 1.31, 1.3065384615384616)","(21.0, 180.0, 93.88888888888889)","(10.0, 20.0, 18.666666666666668)"
12-01-2023 11:13:20.369161,"(19.0, 28.0, 26.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 38.888888888888886)","(1.14, 1.31, 1.3065384615384616)","(21.0, 180.0, 93.88888888888889)","(10.0, 20.0, 18.210526315789473)"
12-01-2023 11:13:21.438997,"(19.0, 29.0, 25.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 38.888888888888886)","(1.14, 1.31, 1.3065384615384616)","(21.0, 180.0, 93.88888888888889)","(10.0, 22.0, 18.75)"
12-01-2023 11:13:22.550163,"(19.0, 29.0, 25.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 38.888888888888886)","(1.14, 1.31, 1.3081443298969073)","(21.0, 180.0, 93.88888888888889)","(10.0, 21.0, 18.75)"
12-01-2023 11:13:23.669998,"(19.0, 29.0, 25.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.25)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3081443298969073)","(21.0, 180.0, 70.71428571428572)","(10.0, 21.0, 18.666666666666668)"
12-01-2023 11:13:24.769721,"(19.0, 28.0, 25.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.576923076923077)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3033333333333335)","(21.0, 180.0, 70.71428571428572)","(10.0, 20.0, 18.666666666666668)"
12-01-2023 11:13:25.880516,"(19.0, 28.0, 25.5)","(31.0, 140.0, 110.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.576923076923077)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3033333333333335)","(21.0, 180.0, 83.75)","(10.0, 20.0, 18.5)"
12-01-2023 11:13:26.869650,"(19.0, 27.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.416666666666668)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3033333333333335)","(21.0, 180.0, 83.75)","(10.0, 19.5, 18.5)"
12-01-2023 11:13:27.839507,"(19.0, 27.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.416666666666668)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 83.75)","(10.0, 19.5, 18.5)"
12-01-2023 11:13:28.861740,"(19.0, 27.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.416666666666668)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 83.75)","(10.0, 19.5, 18.5)"
12-01-2023 11:13:29.936562,"(19.0, 27.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.416666666666668)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 83.75)","(10.0, 19.5, 18.5)"
12-01-2023 11:13:31.007199,"(19.0, 27.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.416666666666668)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 83.75)","(10.0, 19.5, 18.5)"
12-01-2023 11:13:32.032859,"(19.0, 27.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.0, 17.416666666666668)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 52.5)","(10.0, 19.5, 19.166666666666668)"
12-01-2023 11:13:32.982599,"(19.0, 28.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.3)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 52.5)","(10.0, 20.0, 19.166666666666668)"
12-01-2023 11:13:33.975688,"(19.0, 28.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.3)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 52.5)","(10.0, 20.0, 19.166666666666668)"
12-01-2023 11:13:35.082290,"(19.0, 28.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.785714285714285)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 52.5)","(10.0, 20.0, 19.166666666666668)"
12-01-2023 11:13:36.138463,"(19.0, 28.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.785714285714285)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 52.5)","(10.0, 20.0, 19.166666666666668)"
12-01-2023 11:13:37.152841,"(19.0, 28.0, 25.5)","(31.0, 140.0, 105.0)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.785714285714285)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.3055140186915888)","(21.0, 180.0, 51.66666666666667)","(10.0, 20.0, 19.0)"
12-01-2023 11:13:38.112021,"(19.0, 28.0, 26.0)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.5)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.31, 1.295294117647059)","(21.0, 180.0, 85.0)","(10.0, 20.0, 18.7)"
12-01-2023 11:13:39.086358,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.5)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.3, 1.295294117647059)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.7)"
12-01-2023 11:13:40.130401,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 16.5)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.3, 1.295294117647059)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.7)"
12-01-2023 11:13:41.202384,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.3, 1.295294117647059)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.7)"
12-01-2023 11:13:42.215626,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.0)","(26.0, 46.0, 37.111111111111114)","(1.14, 1.3, 1.295294117647059)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.166666666666668)"
12-01-2023 11:13:43.240898,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 178.57142857142858)","(15.0, 18.5, 17.714285714285715)","(26.0, 46.0, 45.5)","(1.14, 1.3, 1.295294117647059)","(21.0, 180.0, 85.625)","(10.0, 19.5, 17.5)"
12-01-2023 11:13:44.323465,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 137.5)","(15.0, 19.0, 17.0)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.295294117647059)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.25)"
12-01-2023 11:13:45.472803,"(19.0, 28.0, 26.75)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 137.5)","(15.0, 19.0, 17.0)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.25)"
12-01-2023 11:13:46.639064,"(19.0, 28.0, 26.75)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 137.5)","(15.0, 19.0, 16.2)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 180.0, 85.625)","(10.0, 19.5, 18.25)"
12-01-2023 11:13:47.763380,"(19.0, 28.0, 26.75)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 110.0)","(15.0, 19.0, 16.846153846153847)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 180.0, 90.0)","(9.0, 19.5, 18.25)"
12-01-2023 11:13:48.806145,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 110.0)","(15.0, 19.0, 16.846153846153847)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 180.0, 93.33333333333334)","(9.0, 19.0, 18.25)"
12-01-2023 11:13:49.819719,"(19.0, 27.0, 25.5)","(31.0, 140.0, 93.33333333333333)","(31.0, 220.0, 137.5)","(15.0, 19.0, 16.846153846153847)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 220.0, 93.33333333333334)","(9.0, 19.0, 18.25)"
12-01-2023 11:13:50.871603,"(19.0, 27.0, 25.5)","(31.0, 140.0, 113.14285714285714)","(31.0, 220.0, 137.5)","(15.0, 18.5, 17.625)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 220.0, 93.33333333333334)","(9.0, 19.0, 18.25)"
12-01-2023 11:13:51.935947,"(19.0, 27.0, 25.5)","(31.0, 140.0, 113.14285714285714)","(31.0, 220.0, 137.5)","(15.0, 18.5, 17.625)","(26.0, 55.0, 45.5)","(1.14, 1.3, 1.2956521739130435)","(21.0, 220.0, 93.33333333333334)","(9.0, 19.0, 18.25)"
