,Debs Gunfighter,Northern Spy,Bourbon Currency,Tra Lad,Grand Wiser,Cees Get Degrees,Condition One,Romantic Gamble
12-01-2023 10:59:05.807345,"(7.5, 30.0, 25.68)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.3928125)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:06.893956,"(7.5, 30.0, 24.65)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:07.895758,"(7.5, 30.0, 25.76)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:09.045594,"(7.5, 30.0, 24.75)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:10.043009,"(7.5, 30.0, 24.75)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:11.018712,"(7.5, 30.0, 24.55)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:12.026915,"(7.5, 30.0, 25.68)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:13.064083,"(7.5, 30.0, 25.68)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:14.297221,"(7.5, 30.0, 25.68)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:15.394919,"(7.5, 30.0, 25.68)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:16.474277,"(7.5, 30.0, 24.65)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:17.570599,"(7.5, 30.0, 24.65)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:18.669719,"(7.5, 30.0, 24.4)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.4180645161290322)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:19.868819,"(7.5, 30.0, 24.5)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.48, 1.2635294117647058)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:21.031762,"(7.5, 30.0, 24.5)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.38, 1.2691666666666668)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:22.084990,"(7.5, 30.0, 24.5)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.37, 1.348936170212766)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:23.140436,"(7.5, 30.0, 24.5)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.37, 1.326)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:24.161170,"(7.5, 30.0, 25.64)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.37, 1.4100000000000001)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:25.170565,"(7.5, 30.0, 25.64)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.52, 1.4100000000000001)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:26.124831,"(7.5, 30.0, 24.6)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.52, 1.5141666666666667)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:27.096475,"(7.5, 30.0, 24.6)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.52, 1.5141666666666667)","(19.0, 170.0, 131.375)","(7.5, 40.0, 32.25)"
12-01-2023 10:59:28.090107,"(7.5, 30.0, 24.6)","(26.0, 230.0, 177.25)","(17.0, 230.0, 208.29999999999998)","(12.0, 24.0, 17.75)","(13.0, 26.0, 20.2)","(1.5, 1.59, 1.5297674418604652)","(19.0, 170.0, 102.19999999999999)","(7.5, 40.0, 26.4)"
12-01-2023 10:59:29.331366,"(7.5, 29.0, 20.759999999999998)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.58, 1.4314285714285715)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:30.344938,"(7.5, 28.0, 23.1)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.58, 1.3611428571428572)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:31.372914,"(7.5, 28.0, 22.9)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.56, 1.3547058823529412)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:32.467350,"(7.5, 28.0, 23.96)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.54, 1.3547058823529412)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:33.623916,"(7.5, 28.0, 23.96)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.4957142857142858)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:34.718852,"(7.5, 28.0, 23.96)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.4957142857142858)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:36.035057,"(7.5, 28.0, 23.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.4957142857142858)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:37.301522,"(7.5, 28.0, 23.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.4957142857142858)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:38.436560,"(7.5, 28.0, 24.04)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.4957142857142858)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:39.555043,"(7.5, 28.0, 24.04)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:40.592885,"(7.5, 32.0, 22.560000000000002)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:41.629970,"(7.5, 30.0, 24.6)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:42.709054,"(7.5, 30.0, 24.6)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:43.674215,"(7.5, 30.0, 24.6)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:44.634236,"(7.5, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:45.655920,"(7.5, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(12.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.488)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:46.670407,"(7.0, 30.0, 25.56)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:47.748293,"(7.0, 30.0, 25.56)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:48.735272,"(7.0, 30.0, 24.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:49.807815,"(7.0, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:50.842777,"(7.0, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:51.903204,"(7.0, 29.0, 21.933333333333334)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:52.910899,"(7.0, 28.0, 23.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:54.137161,"(7.0, 28.0, 23.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:55.325732,"(7.0, 28.0, 23.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:56.456789,"(7.0, 28.0, 23.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:57.629840,"(7.0, 28.0, 24.04)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:58.762219,"(7.0, 28.0, 24.04)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 10:59:59.844174,"(7.0, 28.0, 23.1)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:00.861586,"(7.0, 28.0, 23.1)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.49)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:01.900593,"(7.0, 28.0, 23.1)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.5025)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:02.922437,"(7.0, 28.0, 23.1)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.4796511627906979)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:04.005757,"(7.0, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.57, 1.4796511627906979)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:05.121226,"(7.0, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.57, 1.4796511627906979)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:06.162927,"(7.0, 30.0, 25.56)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.57, 1.5658)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:07.296424,"(7.0, 30.0, 25.56)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.56, 1.556)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:08.496019,"(7.0, 30.0, 25.56)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.56, 1.5154545454545456)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:09.579412,"(7.0, 30.0, 24.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.53, 1.47)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:10.684501,"(7.0, 30.0, 24.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.52, 1.405)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:11.709271,"(7.0, 30.0, 24.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.51, 1.476)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:12.799014,"(7.0, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.5, 1.476)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.4)"
12-01-2023 11:00:13.803525,"(7.0, 30.0, 24.4)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.5, 1.478)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.799999999999997)"
12-01-2023 11:00:14.856227,"(7.0, 30.0, 25.0)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.51, 1.5029411764705882)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.799999999999997)"
12-01-2023 11:00:15.940860,"(7.0, 28.0, 23.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.51, 1.5029411764705882)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.799999999999997)"
12-01-2023 11:00:17.016747,"(7.0, 28.0, 23.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.51, 1.5029411764705882)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.799999999999997)"
12-01-2023 11:00:18.088798,"(7.0, 28.0, 23.5)","(26.0, 220.0, 139.60000000000002)","(17.0, 220.0, 182.36363636363635)","(11.0, 23.0, 18.4)","(13.0, 25.0, 19.6)","(1.5, 1.51, 1.5029411764705882)","(19.0, 160.0, 102.19999999999999)","(7.5, 38.0, 26.799999999999997)"
