,Savage Nation,Grandgran,Dmoney Honey,Potential Grizzly,Two Last Words,Out For Justice,Gold Shark,Valiant Thor
10,"[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 17, 300839), 10.0, 32.0]"
11,"[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 18, 468373), 10.0, 32.0]"
12,"[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 19, 635859), 10.0, 32.0]"
13,"[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 20, 788856), 10.0, 32.0]"
14,"[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 21, 953038), 10.0, 32.0]"
15,"[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 23, 98934), 10.0, 32.0]"
16,"[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 24, 273121), 10.0, 32.0]"
17,"[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 25, 412968), 10.0, 32.0]"
18,"[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 26, 583400), 10.0, 32.0]"
19,"[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 3.5, 7.2]","[datetime.datetime(2022, 11, 28, 11, 44, 27, 723441), 10.0, 32.0]"
20,"[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 3.5, 7.2]","[datetime.datetime(2022, 11, 28, 11, 44, 28, 881690), 10.0, 32.0]"
21,"[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 3.5, 7.2]","[datetime.datetime(2022, 11, 28, 11, 44, 30, 35557), 10.0, 32.0]"
22,"[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 31, 157028), 10.0, 32.0]"
23,"[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 32, 287593), 10.0, 32.0]"
24,"[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 33, 416050), 10.0, 32.0]"
25,"[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 34, 598693), 10.0, 32.0]"
26,"[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 35, 721148), 10.0, 32.0]"
27,"[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 36, 848583), 10.0, 32.0]"
28,"[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 37, 971360), 10.0, 32.0]"
29,"[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 39, 91593), 10.0, 32.0]"
30,"[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 40, 221829), 10.0, 32.0]"
31,"[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 41, 343474), 10.0, 32.0]"
32,"[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 3.5, 7.4]","[datetime.datetime(2022, 11, 28, 11, 44, 42, 479785), 10.0, 32.0]"
33,"[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 3.5, 7.2]","[datetime.datetime(2022, 11, 28, 11, 44, 43, 606741), 10.0, 32.0]"
34,"[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 3.5, 7.2]","[datetime.datetime(2022, 11, 28, 11, 44, 44, 742023), 10.0, 32.0]"
35,"[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 45, 868487), 10.0, 32.0]"
36,"[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 46, 997410), 10.0, 32.0]"
37,"[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 48, 122251), 10.0, 32.0]"
38,"[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 49, 247491), 10.0, 32.0]"
39,"[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 4.2, 9.4]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 17.0, 75.0]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 3.5, 7.6]","[datetime.datetime(2022, 11, 28, 11, 44, 50, 370789), 10.0, 32.0]"
