,Golden Coast,Echo Chamber,Flywheel Cracker,Letter To You,Sunrise To Dusk,Hurricane Karin,Shes Roses
10,"[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 45, 518705), 5.5, 22.0]"
11,"[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 46, 663462), 5.5, 22.0]"
12,"[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 47, 797502), 5.5, 22.0]"
13,"[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 48, 919570), 5.5, 22.0]"
14,"[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 50, 50613), 5.5, 22.0]"
15,"[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 51, 172263), 5.5, 22.0]"
16,"[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 52, 305558), 5.5, 22.0]"
17,"[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 53, 457859), 5.5, 22.0]"
18,"[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 54, 583465), 5.5, 22.0]"
19,"[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 55, 707093), 5.5, 22.0]"
20,"[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 56, 830420), 5.5, 22.0]"
21,"[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 57, 966114), 5.5, 22.0]"
22,"[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 8, 59, 90162), 5.5, 22.0]"
23,"[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 0, 222295), 5.5, 22.0]"
24,"[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 1, 341280), 5.5, 22.0]"
25,"[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 2, 469212), 5.5, 22.0]"
26,"[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 3, 598946), 5.5, 22.0]"
27,"[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 4, 735650), 5.5, 22.0]"
28,"[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 5, 891961), 5.5, 22.0]"
29,"[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 7, 27233), 5.5, 22.0]"
30,"[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 8, 165150), 5.5, 22.0]"
31,"[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 9, 336583), 5.5, 22.0]"
32,"[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 10, 488226), 5.5, 22.0]"
33,"[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 11, 639616), 5.5, 22.0]"
34,"[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 12, 784345), 5.5, 22.0]"
35,"[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 13, 911531), 5.5, 22.0]"
36,"[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 15, 43426), 5.5, 22.0]"
37,"[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 16, 197925), 5.5, 22.0]"
38,"[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 17, 381320), 5.5, 22.0]"
39,"[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 18, 563305), 5.5, 22.0]"
40,"[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 19, 709864), 5.5, 22.0]"
41,"[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 20, 854800), 5.5, 22.0]"
42,"[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 22, 5700), 5.5, 22.0]"
43,"[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 23, 150868), 5.5, 22.0]"
44,"[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 24, 273969), 5.5, 22.0]"
45,"[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 2.6, 6.8]","[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 3.1, 5.2]","[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 9, 25, 396760), 5.5, 22.0]"
