,Miss San Cisco,Next Stop,Shakey Country,Off Break,Japanese Chica,Canary Wharf,Pitter Patter
06-01-2023 12:29:51.254612,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:29:52.603888,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:29:53.907310,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:29:55.122683,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:29:56.336239,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:29:57.544242,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:29:58.875491,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:00.153223,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:01.440408,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:02.937162,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:04.419933,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:05.829620,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:07.343635,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 38.4375)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:08.805832,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:10.041932,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:11.300569,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:12.976305,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:14.860222,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.1454545454545455)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:16.119220,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.8, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:17.381171,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:18.709348,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:19.944766,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:21.150316,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:22.414583,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:23.752461,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:25.056650,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:26.288603,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:27.474467,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:29.606935,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:31.440979,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:32.693343,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:33.948309,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:35.265863,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:36.710853,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:38.141347,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 46.81818181818182)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:39.412521,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 38.4375)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:41.031201,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:42.342848,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:43.942740,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:45.225013,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.322222222222223)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:46.619229,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 7.4, 7.808333333333334)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:47.921933,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 9.0, 7.808333333333334)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:49.315868,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 9.0, 8.018604651162791)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:50.731482,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 8.8, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:52.130884,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 41.388888888888886)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:53.715715,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:55.024770,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:56.336302,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:57.715909,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:30:59.036716,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:00.309358,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:01.586263,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:02.819179,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.6)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 23.0)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:04.205993,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:05.472882,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:06.737759,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:08.045456,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 48.54166666666667)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:09.288040,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:10.673445,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:11.775319,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:12.855666,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:13.915865,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:15.062636,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:16.176413,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:17.202518,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:18.260082,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:19.321132,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:20.481732,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.6, 7.933333333333333)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:21.559666,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.4, 8.1)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:22.548419,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 40.85714285714286)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 8.1)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:23.634646,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 33.27272727272727)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:24.729678,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 33.27272727272727)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:25.762877,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:26.748131,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:27.742197,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:28.816851,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:29.955100,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:31.101949,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:32.105859,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 70.0, 42.53333333333333)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:31:33.077327,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.3125)","(20.0, 65.0, 40.2)","(15.0, 38.0, 20.545454545454547)","(4.8, 8.2, 7.463636363636363)","(4.6, 7.4, 5.709090909090909)","(3.3, 5.5, 3.598076923076923)"
