,Nyssas Girl,Who Knows Chloe,Diva Dot,Infinite Will,Myola Dawn,Tuzla Bale,Our Frankie
09-01-2023 17:23:05.414868,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:06.595928,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:07.798952,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:08.997742,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:10.230656,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:11.403863,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:12.625476,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:13.722518,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:14.849706,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:15.875520,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:16.873478,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:17.886717,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:19.033562,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:20.304358,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:21.582321,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:22.805489,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:24.014409,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:25.290488,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:26.476158,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:27.641987,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:28.769427,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:29.874816,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:30.796188,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:32.023256,"(10.0, 22.0, 19.7)","(8.5, 16.5, 12.0)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:33.312185,"(10.0, 22.0, 19.7)","(8.5, 16.5, 9.916666666666666)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 36.6)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:34.604007,"(10.0, 22.0, 19.7)","(8.5, 16.5, 9.916666666666666)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 35.375)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:36.046997,"(10.0, 22.0, 19.7)","(8.5, 16.5, 9.916666666666666)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 35.375)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:37.382236,"(10.0, 22.0, 19.7)","(8.5, 16.5, 9.916666666666666)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 35.375)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:38.731257,"(10.0, 22.0, 19.7)","(8.5, 16.5, 9.916666666666666)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 35.375)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:39.933005,"(10.0, 22.0, 19.7)","(8.5, 16.5, 9.916666666666666)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 101.42857142857143)","(15.0, 42.0, 35.375)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:41.078362,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:42.201636,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:43.326791,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:44.359051,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:45.339682,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:46.412900,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:47.527553,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:48.744760,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:49.940814,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:51.145216,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:52.319107,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:53.547823,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:54.688544,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:56.036644,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:57.163779,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:58.259842,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:23:59.329278,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:00.408969,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:01.590865,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:02.689055,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:03.888902,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.6875)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:04.871521,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:05.832244,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:06.845529,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:07.807648,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:08.851179,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:09.877708,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:10.932697,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:12.010804,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:13.114022,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:14.217148,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:15.310744,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:16.463519,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:17.548962,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:18.606587,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:19.695555,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:20.641115,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:21.617491,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
09-01-2023 17:24:22.536598,"(10.0, 22.0, 20.72222222222222)","(8.5, 16.0, 10.45)","(2.6, 4.0, 2.7006060606060607)","(41.0, 280.0, 95.5)","(15.0, 42.0, 38.75)","(3.2, 4.6, 3.596153846153846)","(3.2, 5.3, 3.6333333333333333)"
