,Nyssas Girl,Who Knows Chloe,Diva Dot,Infinite Will,Myola Dawn,Tuzla Bale,Our Frankie
09-01-2023 17:32:35.996884,"(11.0, 23.0, 18.0)","(8.0, 11.5, 9.18)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.285714285714285)","(3.1, 3.9, 3.825)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:37.095061,"(11.0, 23.0, 18.0)","(8.0, 11.5, 9.18)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.285714285714285)","(3.1, 3.9, 3.825)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:38.196111,"(11.0, 23.0, 18.0)","(8.0, 11.5, 9.18)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.285714285714285)","(3.1, 3.9, 3.825)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:39.315842,"(11.0, 23.0, 18.0)","(8.0, 11.5, 9.18)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.18181818181818)","(3.1, 3.9, 3.825)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:40.443297,"(11.0, 23.0, 18.0)","(8.0, 11.5, 9.18)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.18181818181818)","(3.1, 3.9, 3.825)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:41.576897,"(11.0, 23.0, 18.0)","(8.0, 11.5, 9.18)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.18181818181818)","(3.1, 3.9, 3.825)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:42.693424,"(11.0, 23.0, 18.0)","(8.0, 11.5, 10.533333333333333)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.18181818181818)","(3.1, 3.9, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:43.859805,"(11.0, 23.0, 18.0)","(8.0, 15.0, 9.879999999999999)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.18181818181818)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:44.980516,"(11.0, 23.0, 18.0)","(8.0, 14.5, 11.55)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 32.18181818181818)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:46.022360,"(11.0, 23.0, 18.0)","(8.0, 14.5, 11.55)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:47.063227,"(11.0, 23.0, 18.0)","(8.0, 14.5, 11.55)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:48.147703,"(11.0, 23.0, 18.0)","(8.0, 14.5, 11.55)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:49.295686,"(11.0, 23.0, 18.0)","(8.0, 14.5, 12.6)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:50.475981,"(11.0, 23.0, 18.0)","(8.0, 14.5, 12.6)","(2.6, 3.55, 3.445)","(41.0, 190.0, 48.85714285714286)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:51.627982,"(11.0, 23.0, 18.0)","(8.0, 14.5, 12.6)","(2.6, 3.55, 3.445)","(41.0, 190.0, 49.69230769230769)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:52.811776,"(11.0, 23.0, 18.0)","(8.0, 14.5, 12.6)","(2.6, 3.55, 3.445)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.333333333333336)","(3.1, 4.5, 4.333333333333333)","(3.3, 5.1, 4.521428571428571)"
09-01-2023 17:32:54.043619,"(11.0, 23.0, 18.0)","(8.0, 14.5, 12.6)","(2.6, 3.55, 3.5700000000000003)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:32:55.218425,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:32:56.374384,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:32:57.602552,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:32:58.708801,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:32:59.856978,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 73.76470588235294)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:00.949497,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 63.33333333333333)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:02.084551,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 63.33333333333333)","(16.0, 46.0, 33.473684210526315)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:03.202542,"(11.0, 23.0, 18.0)","(8.0, 14.5, 13.233333333333334)","(2.6, 3.7, 3.5700000000000003)","(41.0, 190.0, 145.0)","(16.0, 46.0, 35.65217391304348)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:04.336673,"(11.0, 23.0, 14.666666666666666)","(8.0, 14.5, 12.871428571428572)","(2.6, 3.7, 3.5700000000000003)","(41.0, 180.0, 113.33333333333333)","(16.0, 46.0, 35.65217391304348)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:05.525518,"(11.0, 22.0, 17.0)","(8.0, 13.5, 11.25)","(2.6, 3.7, 3.5700000000000003)","(41.0, 150.0, 108.57142857142857)","(16.0, 46.0, 35.65217391304348)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:06.679551,"(11.0, 21.0, 17.0)","(8.0, 13.5, 13.05)","(2.6, 3.7, 3.5700000000000003)","(41.0, 120.0, 85.5)","(16.0, 46.0, 42.0)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:07.826438,"(11.0, 21.0, 19.666666666666664)","(8.0, 13.5, 12.425)","(2.6, 3.7, 3.5700000000000003)","(41.0, 110.0, 91.07142857142857)","(16.0, 46.0, 39.625)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:09.036734,"(11.0, 21.0, 19.75)","(8.0, 13.5, 12.425)","(2.6, 3.7, 3.5700000000000003)","(41.0, 95.0, 83.33333333333334)","(16.0, 65.0, 38.9)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:10.162598,"(11.0, 21.0, 19.75)","(8.0, 13.5, 12.425)","(2.6, 3.7, 3.5700000000000003)","(41.0, 90.0, 76.5625)","(16.0, 65.0, 46.35714285714286)","(3.1, 4.5, 4.025)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:11.329467,"(11.0, 21.0, 20.625)","(8.0, 13.5, 10.766666666666667)","(2.6, 3.7, 3.5700000000000003)","(41.0, 85.0, 74.66666666666666)","(16.0, 65.0, 44.75)","(3.1, 4.5, 3.8666666666666667)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:12.437866,"(11.0, 21.0, 20.642857142857142)","(8.0, 13.5, 10.766666666666667)","(2.6, 3.7, 3.5700000000000003)","(41.0, 80.0, 72.72727272727272)","(16.0, 65.0, 53.42857142857143)","(3.1, 4.5, 3.8666666666666667)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:13.577361,"(11.0, 21.0, 20.642857142857142)","(8.0, 13.5, 12.588888888888889)","(2.6, 3.7, 3.5700000000000003)","(41.0, 80.0, 72.72727272727272)","(16.0, 65.0, 53.42857142857143)","(3.1, 4.5, 3.8666666666666667)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:14.658145,"(11.0, 21.0, 20.642857142857142)","(8.0, 13.5, 13.127272727272727)","(2.6, 3.7, 3.5700000000000003)","(41.0, 80.0, 72.72727272727272)","(16.0, 65.0, 48.333333333333336)","(3.1, 4.5, 3.8666666666666667)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:15.777072,"(11.0, 21.0, 20.642857142857142)","(8.0, 13.5, 13.127272727272727)","(2.6, 3.7, 3.5700000000000003)","(41.0, 80.0, 72.72727272727272)","(16.0, 65.0, 50.714285714285715)","(3.1, 4.5, 3.8666666666666667)","(3.3, 5.1, 4.29)"
09-01-2023 17:33:16.946259,"(11.0, 21.0, 20.642857142857142)","(8.0, 13.0, 12.280000000000001)","(2.6, 3.7, 3.486666666666667)","(41.0, 80.0, 72.72727272727272)","(16.0, 65.0, 52.30769230769231)","(3.1, 4.5, 3.925)","(3.3, 5.1, 4.264285714285714)"
09-01-2023 17:33:18.193030,"(11.0, 21.0, 15.166666666666666)","(8.0, 13.0, 12.218181818181819)","(2.6, 3.6, 3.486666666666667)","(41.0, 80.0, 72.72727272727272)","(16.0, 60.0, 49.411764705882355)","(3.1, 4.3, 3.925)","(3.3, 5.1, 4.264285714285714)"
09-01-2023 17:33:19.422978,"(11.0, 21.0, 17.5)","(8.0, 12.5, 11.133333333333333)","(2.6, 3.6, 3.067222222222222)","(41.0, 80.0, 72.72727272727272)","(16.0, 60.0, 49.411764705882355)","(3.1, 4.3, 3.625)","(3.3, 5.1, 4.215254237288136)"
09-01-2023 17:33:20.869371,"(11.0, 22.0, 18.0)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.45, 2.977333333333333)","(41.0, 80.0, 72.72727272727272)","(16.0, 60.0, 49.411764705882355)","(3.1, 4.3, 3.625)","(3.3, 5.1, 4.550000000000001)"
09-01-2023 17:33:22.141114,"(11.0, 22.0, 18.0)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.35, 3.1733333333333333)","(41.0, 80.0, 72.72727272727272)","(16.0, 60.0, 49.411764705882355)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:23.445125,"(11.0, 22.0, 18.0)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.3, 2.989090909090909)","(41.0, 80.0, 72.72727272727272)","(16.0, 60.0, 49.411764705882355)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:24.711324,"(11.0, 23.0, 22.18181818181818)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.3, 2.989090909090909)","(41.0, 80.0, 73.04347826086956)","(16.0, 60.0, 43.8)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:26.047248,"(11.0, 23.0, 21.06818181818182)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.3, 2.989090909090909)","(41.0, 80.0, 70.4)","(16.0, 60.0, 43.8)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:27.415314,"(11.0, 23.0, 21.06818181818182)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.3, 3.106666666666667)","(41.0, 80.0, 76.19047619047619)","(16.0, 60.0, 43.8)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:28.696127,"(11.0, 23.0, 16.333333333333332)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.106666666666667)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:30.184834,"(11.0, 22.0, 19.5625)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.106666666666667)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:31.297353,"(11.0, 21.0, 20.083333333333332)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.106666666666667)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:32.667046,"(11.0, 21.0, 20.633333333333333)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.106666666666667)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.625)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:33.963282,"(11.0, 21.0, 20.633333333333333)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.106666666666667)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.618181818181818)","(3.3, 4.9, 4.5)"
09-01-2023 17:33:35.204865,"(11.0, 21.0, 20.633333333333333)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 2.982222222222222)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.618181818181818)","(3.3, 4.9, 4.172727272727273)"
09-01-2023 17:33:36.497076,"(11.0, 23.0, 22.53125)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.013333333333333)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.618181818181818)","(3.3, 4.9, 4.119047619047619)"
09-01-2023 17:33:37.843026,"(11.0, 23.0, 18.357142857142858)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.618181818181818)","(3.3, 4.9, 4.449999999999999)"
09-01-2023 17:33:39.138857,"(11.0, 23.0, 19.9375)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.64375)","(3.3, 4.8, 4.449999999999999)"
09-01-2023 17:33:40.440906,"(11.0, 22.0, 19.666666666666668)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.3, 3.8249999999999997)","(3.3, 4.8, 4.449999999999999)"
09-01-2023 17:33:41.725260,"(11.0, 21.0, 20.555555555555557)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.1, 3.8249999999999997)","(3.3, 4.8, 4.449999999999999)"
09-01-2023 17:33:43.015446,"(11.0, 21.0, 20.555555555555557)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 45.6)","(3.1, 4.1, 3.8249999999999997)","(3.3, 4.8, 4.449999999999999)"
09-01-2023 17:33:44.297695,"(11.0, 21.0, 20.555555555555557)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 47.4)","(3.1, 4.1, 4.021428571428571)","(3.3, 4.8, 4.177777777777777)"
09-01-2023 17:33:45.594703,"(11.0, 23.0, 23.22222222222222)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 47.4)","(3.1, 4.1, 3.9)","(3.3, 4.8, 4.199999999999999)"
09-01-2023 17:33:46.836510,"(11.0, 24.0, 23.22222222222222)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.088)","(41.0, 80.0, 78.0)","(16.0, 60.0, 47.4)","(3.1, 4.1, 3.9)","(3.3, 4.7, 4.199999999999999)"
09-01-2023 17:33:48.125719,"(11.0, 24.0, 23.22222222222222)","(8.0, 12.0, 11.133333333333333)","(2.6, 3.2, 3.0768)","(41.0, 80.0, 78.0)","(16.0, 60.0, 47.4)","(3.1, 4.1, 3.9)","(3.3, 4.7, 4.16)"
09-01-2023 17:33:49.343781,"(11.0, 23.0, 22.333333333333332)","(8.0, 12.0, 11.272)","(2.6, 3.2, 3.0856)","(41.0, 80.0, 75.5)","(16.0, 60.0, 47.4)","(3.1, 4.1, 3.7733333333333334)","(3.3, 4.7, 4.185714285714285)"
09-01-2023 17:33:50.663138,"(11.0, 23.0, 22.333333333333332)","(8.0, 12.0, 11.011764705882353)","(2.6, 3.2, 3.09)","(41.0, 80.0, 76.0)","(16.0, 60.0, 47.4)","(3.1, 4.1, 3.78125)","(3.3, 4.7, 4.127272727272727)"
09-01-2023 17:33:51.882834,"(11.0, 23.0, 19.192307692307693)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.2, 3.09)","(41.0, 80.0, 75.14285714285714)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.772727272727273)","(3.3, 4.7, 4.433333333333333)"
09-01-2023 17:33:53.293306,"(11.0, 22.0, 21.1)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.2, 3.130909090909091)","(41.0, 80.0, 75.14285714285714)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.772727272727273)","(3.3, 4.6, 4.199999999999999)"
09-01-2023 17:33:54.631927,"(11.0, 22.0, 21.25)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.15, 3.130909090909091)","(41.0, 80.0, 76.44444444444444)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.760869565217391)","(3.3, 4.6, 4.13125)"
09-01-2023 17:33:55.802255,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.15, 3.130909090909091)","(41.0, 80.0, 77.0909090909091)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.760869565217391)","(3.3, 4.6, 4.13125)"
09-01-2023 17:33:56.893836,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.15, 3.130909090909091)","(41.0, 80.0, 76.44444444444444)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.83)","(3.3, 4.6, 4.4)"
09-01-2023 17:33:58.013702,"(11.0, 21.0, 20.5625)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.15, 3.130909090909091)","(41.0, 80.0, 67.2)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.83)","(3.3, 4.5, 4.333333333333333)"
09-01-2023 17:33:59.083754,"(11.0, 21.0, 20.5625)","(8.0, 12.0, 11.458064516129031)","(2.6, 3.15, 3.130909090909091)","(41.0, 80.0, 68.0)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.7782608695652176)","(3.3, 4.5, 4.16)"
09-01-2023 17:34:00.202531,"(11.0, 21.0, 20.5625)","(8.0, 12.0, 10.075000000000001)","(2.6, 3.15, 3.130909090909091)","(41.0, 80.0, 82.22222222222223)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.7782608695652176)","(3.3, 4.5, 4.376470588235295)"
09-01-2023 17:34:01.303209,"(11.0, 21.0, 20.5625)","(8.0, 12.0, 10.716666666666667)","(2.6, 3.15, 3.130909090909091)","(41.0, 90.0, 75.41666666666666)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.7782608695652176)","(3.3, 4.4, 4.376470588235295)"
09-01-2023 17:34:02.459312,"(11.0, 21.0, 20.5625)","(8.0, 12.0, 10.716666666666667)","(2.6, 3.15, 3.130909090909091)","(41.0, 90.0, 84.0)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8333333333333335)","(3.3, 4.4, 4.376470588235295)"
09-01-2023 17:34:03.563595,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.130909090909091)","(41.0, 90.0, 83.33333333333334)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.366666666666667)"
09-01-2023 17:34:04.748388,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.0549999999999997)","(41.0, 90.0, 84.44444444444444)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.366666666666667)"
09-01-2023 17:34:05.923576,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.0549999999999997)","(41.0, 90.0, 84.44444444444444)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:07.020060,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:08.154439,"(11.0, 21.0, 20.5625)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:09.258075,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:10.397128,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:11.530370,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:12.591584,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:13.680326,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.1692307692307695)"
09-01-2023 17:34:14.747964,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 47.4)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:15.806766,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:16.876528,"(11.0, 23.0, 22.3125)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.09)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:17.923244,"(11.0, 23.0, 21.35)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.093)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:18.980307,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.093)","(41.0, 90.0, 78.88888888888889)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.8125)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:20.051728,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.330434782608696)","(2.6, 3.15, 3.093)","(41.0, 90.0, 77.5)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.9)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:21.129841,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.358333333333334)","(2.6, 3.15, 3.098181818181818)","(41.0, 90.0, 77.5)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.9)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:22.158412,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.358333333333334)","(2.6, 3.15, 3.098181818181818)","(41.0, 90.0, 77.5)","(16.0, 60.0, 48.0)","(3.1, 4.0, 3.9)","(3.3, 4.4, 4.088)"
09-01-2023 17:34:23.210108,"(11.0, 22.0, 21.4375)","(8.0, 12.0, 11.358333333333334)","(2.6, 3.15, 3.098181818181818)","(41.0, 90.0, 77.5)","(16.0, 75.0, 49.42857142857143)","(3.1, 4.0, 3.9)","(3.3, 4.4, 4.173684210526316)"
09-01-2023 17:34:24.292283,"(11.0, 24.0, 23.1875)","(8.0, 12.0, 11.358333333333334)","(2.6, 3.15, 3.098181818181818)","(41.0, 90.0, 77.5)","(16.0, 70.0, 49.42857142857143)","(3.1, 4.0, 3.9)","(3.3, 4.3, 4.173684210526316)"
09-01-2023 17:34:25.362250,"(11.0, 24.0, 23.1875)","(8.0, 12.0, 11.358333333333334)","(2.6, 3.15, 3.098181818181818)","(41.0, 90.0, 77.5)","(16.0, 70.0, 48.666666666666664)","(3.1, 4.0, 3.9)","(3.3, 4.3, 4.173684210526316)"
09-01-2023 17:34:26.452001,"(11.0, 24.0, 23.1875)","(8.0, 12.0, 11.358333333333334)","(2.6, 3.15, 3.098181818181818)","(41.0, 90.0, 77.5)","(16.0, 70.0, 48.666666666666664)","(3.1, 4.0, 3.9)","(3.3, 4.3, 4.173684210526316)"
