,Wheel And Go,Fighting Boxer,Steal Your Style,Tyler Durden,Zipping James,Trenzalore,Mcivor Roxy
11-01-2023 12:21:06.771425,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:07.907989,"(1.3, 1.62, 1.5327868852459017)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:09.035274,"(1.3, 1.62, 1.5327868852459017)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:10.191344,"(1.3, 1.62, 1.5327868852459017)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 262.5)","(81.0, 580.0, 285.0)"
11-01-2023 12:21:11.390168,"(1.3, 1.62, 1.5327868852459017)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:12.549643,"(1.3, 1.62, 1.5327868852459017)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:13.656281,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:14.755809,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:15.950018,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:17.248534,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:18.824167,"(1.3, 1.6, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:20.233826,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:21.487311,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 391.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:22.861004,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:23.939998,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:25.083536,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:26.290279,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:21:27.559840,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 37.333333333333336)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 307.5)","(81.0, 480.0, 335.0)"
11-01-2023 12:21:28.801167,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 140.0, 79.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 560.0, 262.5)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:30.023408,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.266666666666667)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:31.155875,"(1.3, 1.59, 1.55)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:32.918445,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:34.761952,"(1.3, 1.58, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:36.107880,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:37.374885,"(1.3, 1.59, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:38.452167,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:39.609967,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:40.659900,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:41.742093,"(1.3, 1.6, 1.520483870967742)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:42.835967,"(1.3, 1.59, 1.55)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:43.992022,"(1.3, 1.58, 1.5098387096774193)","(18.0, 95.0, 40.6)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 262.5)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:45.097691,"(1.3, 1.57, 1.5374418604651163)","(18.0, 95.0, 40.6)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 391.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:46.186624,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:47.197937,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:48.226413,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:49.370744,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:50.570741,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 287.5)"
11-01-2023 12:21:51.685378,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 120.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 391.6666666666667)","(81.0, 480.0, 337.5)"
11-01-2023 12:21:52.774796,"(1.3, 1.54, 1.4876190476190476)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:53.829305,"(1.3, 1.54, 1.4876190476190476)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:54.909547,"(1.3, 1.54, 1.4876190476190476)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:56.095694,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:57.280367,"(1.3, 1.56, 1.4991935483870968)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 335.0)"
11-01-2023 12:21:58.383089,"(1.3, 1.54, 1.4876190476190476)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 580.0, 285.0)"
11-01-2023 12:21:59.483475,"(1.3, 1.54, 1.4876190476190476)","(18.0, 95.0, 39.36363636363636)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 262.5)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:00.649203,"(1.3, 1.54, 1.44)","(18.0, 95.0, 40.6)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 331.6666666666667)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:01.635415,"(1.3, 1.56, 1.4421875)","(18.0, 95.0, 49.0)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 401.66666666666663)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:02.605416,"(1.3, 1.56, 1.45275)","(18.0, 95.0, 45.84615384615385)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:03.845578,"(1.3, 1.55, 1.4681818181818183)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:04.870337,"(1.3, 1.54, 1.448780487804878)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:05.952258,"(1.3, 1.54, 1.448780487804878)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:07.099003,"(1.3, 1.54, 1.448780487804878)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:08.185202,"(1.3, 1.54, 1.448780487804878)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 460.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:09.306409,"(1.3, 1.54, 1.448780487804878)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:10.327259,"(1.3, 1.53, 1.4466666666666665)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:11.272871,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:12.260033,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:13.391666,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:14.561062,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 480.0, 335.0)"
11-01-2023 12:22:15.901372,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:17.131508,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:18.180985,"(1.3, 1.52, 1.4372972972972973)","(18.0, 85.0, 39.25)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 460.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:19.367531,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 39.69230769230769)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 205.71428571428572)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:20.592311,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 38.57142857142857)","(21.0, 130.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 570.0, 388.0)","(81.0, 580.0, 287.5)"
11-01-2023 12:22:21.806299,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:22.987705,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:24.226900,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:25.593593,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 388.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:26.620902,"(1.3, 1.52, 1.4372972972972973)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:27.616206,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:28.694277,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:29.768054,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:30.905615,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:32.040391,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:33.189836,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 38.57142857142857)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:34.387660,"(1.3, 1.52, 1.4371052631578947)","(18.0, 75.0, 36.61538461538461)","(21.0, 120.0, 74.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:35.687192,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 120.0, 37.333333333333336)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 285.0)"
11-01-2023 12:22:36.938516,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 140.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 470.0, 395.0)","(81.0, 480.0, 335.0)"
11-01-2023 12:22:38.228124,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 395.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:39.660576,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 395.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:41.254765,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 130.0, 79.0)","(3.1, 5.1, 4.433333333333333)","(10.0, 23.0, 18.75)","(61.0, 560.0, 395.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:42.679698,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 130.0, 74.0)","(3.1, 5.1, 4.466666666666667)","(10.0, 23.0, 18.75)","(61.0, 560.0, 395.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:22:43.908713,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 120.0, 74.0)","(3.1, 5.2, 5.1)","(10.0, 23.0, 18.75)","(61.0, 560.0, 335.0)","(81.0, 580.0, 287.5)"
11-01-2023 12:22:45.063062,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 120.0, 74.0)","(3.1, 5.2, 5.022222222222222)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:46.394688,"(1.3, 1.52, 1.4371052631578947)","(18.0, 65.0, 36.61538461538461)","(21.0, 120.0, 74.0)","(3.1, 5.1, 5.05)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:47.825518,"(1.3, 1.52, 1.4533333333333334)","(18.0, 65.0, 28.1)","(21.0, 120.0, 74.0)","(3.1, 5.1, 5.05)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:49.216015,"(1.3, 1.52, 1.4607692307692308)","(18.0, 65.0, 28.1)","(21.0, 120.0, 109.6)","(3.1, 5.1, 5.05)","(10.0, 23.0, 18.75)","(61.0, 470.0, 267.5)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:50.559186,"(1.3, 1.52, 1.4607692307692308)","(18.0, 65.0, 31.75)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.0)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:51.847231,"(1.3, 1.5, 1.4222857142857142)","(18.0, 55.0, 31.75)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.0)","(10.0, 23.0, 18.75)","(61.0, 470.0, 335.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:53.057289,"(1.3, 1.48, 1.4263157894736842)","(18.0, 55.0, 41.714285714285715)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.068421052631579)","(10.0, 23.0, 21.3)","(61.0, 470.0, 402.5)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:54.073871,"(1.3, 1.48, 1.43)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.068421052631579)","(10.0, 23.0, 21.3)","(61.0, 470.0, 390.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:55.287508,"(1.3, 1.48, 1.4444927536231884)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.068421052631579)","(10.0, 23.0, 21.3)","(61.0, 470.0, 390.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:56.514431,"(1.3, 1.47, 1.4636842105263157)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.068421052631579)","(10.0, 23.0, 21.3)","(61.0, 470.0, 390.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:57.697326,"(1.3, 1.46, 1.4342857142857142)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.068421052631579)","(10.0, 23.0, 21.3)","(61.0, 470.0, 390.0)","(81.0, 480.0, 287.5)"
11-01-2023 12:22:58.916691,"(1.3, 1.46, 1.4582636655948553)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.069999999999999)","(10.0, 23.0, 21.583333333333336)","(61.0, 470.0, 462.0)","(81.0, 480.0, 335.0)"
11-01-2023 12:23:00.116948,"(1.3, 1.46, 1.4582636655948553)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.069999999999999)","(10.0, 23.0, 21.583333333333336)","(61.0, 560.0, 462.0)","(81.0, 580.0, 335.0)"
11-01-2023 12:23:01.284138,"(1.3, 1.46, 1.4582636655948553)","(18.0, 55.0, 46.54545454545455)","(21.0, 130.0, 79.5)","(3.1, 5.1, 5.069999999999999)","(10.0, 23.0, 21.583333333333336)","(61.0, 560.0, 462.0)","(81.0, 580.0, 335.0)"
