,Akatino,Moenave,Breton,Dollar Dollar,Commanders Watch,Divine Purpose,Craiglea Agena
10-01-2023 14:49:41.717540,"(6.0, 8.2, 8.181818181818182)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5987169811320756)","(10.0, 14.5, 14.44)"
10-01-2023 14:49:42.771296,"(6.0, 8.2, 8.177777777777777)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5987169811320756)","(10.0, 14.5, 14.44)"
10-01-2023 14:49:43.809834,"(6.0, 8.2, 8.177777777777777)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 14.5, 14.647058823529411)"
10-01-2023 14:49:44.863827,"(6.0, 8.4, 8.206349206349206)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.068181818181818)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.586206896551724)"
10-01-2023 14:49:45.930917,"(6.0, 8.4, 8.206349206349206)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.586206896551724)"
10-01-2023 14:49:46.946618,"(6.0, 8.4, 8.206349206349206)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:47.867739,"(6.0, 8.4, 8.206349206349206)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:48.788326,"(6.0, 8.4, 8.235087719298246)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:49.819565,"(6.0, 8.4, 8.235087719298246)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:50.861967,"(6.0, 8.4, 8.235087719298246)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.068181818181818)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.5986454183266934)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:51.926390,"(6.0, 8.4, 8.235087719298246)","(11.0, 13.5, 13.081632653061224)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.068181818181818)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.598857142857143)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:52.934308,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.5, 13.034090909090908)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.6, 1.6061538461538463)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:54.207920,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.945205479452055)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 13.083333333333334)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6061538461538463)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:55.333345,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.945205479452055)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 12.666666666666666)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.6099228130360206)","(10.0, 15.0, 14.566666666666666)"
10-01-2023 14:49:56.300619,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.945205479452055)","(26.0, 40.0, 37.666666666666664)","(8.5, 13.5, 12.666666666666666)","(101.0, 230.0, 215.0)","(1.45, 1.61, 1.619155629139073)","(10.0, 15.0, 14.48)"
10-01-2023 14:49:57.442952,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.882352941176471)","(26.0, 40.0, 37.84615384615385)","(8.5, 13.5, 12.55)","(101.0, 230.0, 215.0)","(1.45, 1.62, 1.618288590604027)","(10.0, 15.0, 14.48)"
10-01-2023 14:49:58.512026,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.882352941176471)","(26.0, 40.0, 37.84615384615385)","(8.5, 13.5, 12.935483870967742)","(101.0, 230.0, 215.0)","(1.45, 1.62, 1.6186971830985917)","(10.0, 15.0, 14.48)"
10-01-2023 14:49:59.594987,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.866666666666667)","(26.0, 40.0, 37.84615384615385)","(8.5, 13.0, 12.434782608695652)","(101.0, 230.0, 215.0)","(1.45, 1.62, 1.617751677852349)","(10.0, 15.0, 14.413793103448276)"
10-01-2023 14:50:00.662710,"(6.0, 8.4, 8.23931623931624)","(11.0, 13.0, 12.866666666666667)","(26.0, 40.0, 37.714285714285715)","(8.5, 12.5, 12.4)","(101.0, 230.0, 215.0)","(1.45, 1.62, 1.622111111111111)","(10.0, 15.0, 14.324324324324325)"
10-01-2023 14:50:01.748471,"(6.0, 8.2, 8.183098591549296)","(11.0, 13.0, 12.823529411764707)","(26.0, 38.0, 37.714285714285715)","(8.5, 12.5, 12.4)","(101.0, 230.0, 226.66666666666666)","(1.45, 1.63, 1.617985347985348)","(10.0, 15.0, 14.375)"
10-01-2023 14:50:02.737992,"(6.0, 8.4, 8.283333333333333)","(11.0, 13.0, 12.823529411764707)","(26.0, 38.0, 37.714285714285715)","(8.5, 12.5, 12.4)","(101.0, 230.0, 226.66666666666666)","(1.45, 1.62, 1.617962962962963)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:03.686991,"(6.0, 8.4, 8.28955223880597)","(11.0, 13.0, 12.823529411764707)","(26.0, 38.0, 37.333333333333336)","(8.5, 12.5, 12.3125)","(101.0, 230.0, 225.0)","(1.45, 1.62, 1.6207792207792209)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:04.751819,"(6.0, 8.4, 8.28955223880597)","(11.0, 13.0, 12.986013986013987)","(26.0, 34.0, 33.46666666666667)","(8.5, 12.5, 12.375)","(101.0, 230.0, 215.0)","(1.45, 1.63, 1.6208510638297873)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:05.800160,"(6.0, 8.4, 8.285714285714285)","(11.0, 13.0, 12.986013986013987)","(26.0, 34.0, 33.46666666666667)","(8.5, 12.5, 12.375)","(101.0, 230.0, 215.0)","(1.45, 1.63, 1.6208510638297873)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:06.877203,"(6.0, 8.4, 8.285714285714285)","(11.0, 13.0, 12.986013986013987)","(26.0, 34.0, 33.46666666666667)","(8.5, 12.5, 12.375)","(101.0, 230.0, 215.0)","(1.45, 1.63, 1.6234517766497463)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:07.868561,"(6.0, 8.4, 8.246153846153845)","(11.0, 13.5, 13.255434782608695)","(26.0, 34.0, 32.333333333333336)","(8.5, 12.5, 12.375)","(101.0, 230.0, 225.71428571428572)","(1.45, 1.63, 1.6234517766497463)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:08.967709,"(6.0, 8.4, 8.246153846153845)","(11.0, 13.5, 13.243315508021391)","(26.0, 34.0, 31.75)","(8.5, 12.5, 12.3125)","(101.0, 230.0, 225.0)","(1.45, 1.63, 1.632928870292887)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:09.980300,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.243315508021391)","(26.0, 34.0, 31.09090909090909)","(8.5, 12.5, 12.3125)","(101.0, 230.0, 225.0)","(1.45, 1.64, 1.6327777777777777)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:10.956198,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.2125748502994)","(26.0, 34.0, 31.5)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 225.0)","(1.45, 1.64, 1.6329279279279278)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:11.985530,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.2125748502994)","(26.0, 34.0, 31.5)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 227.14285714285714)","(1.45, 1.64, 1.6322110552763818)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:13.018493,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.2125748502994)","(26.0, 34.0, 30.857142857142858)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 227.14285714285714)","(1.45, 1.64, 1.6322110552763818)","(10.0, 14.5, 14.38888888888889)"
10-01-2023 14:50:14.009439,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.2125748502994)","(26.0, 32.0, 30.857142857142858)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 220.0)","(1.45, 1.64, 1.6318421052631578)","(10.0, 14.5, 14.375)"
10-01-2023 14:50:15.332616,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.227272727272727)","(26.0, 36.0, 33.0)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 220.0)","(1.45, 1.64, 1.6318421052631578)","(10.0, 14.5, 14.375)"
10-01-2023 14:50:16.377256,"(6.0, 8.2, 8.164556962025316)","(11.0, 13.5, 13.285714285714286)","(26.0, 34.0, 33.0)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 220.0)","(1.45, 1.64, 1.6318421052631578)","(10.0, 14.5, 14.318181818181818)"
10-01-2023 14:50:17.328518,"(6.0, 8.2, 8.152941176470588)","(11.0, 13.0, 12.988888888888889)","(26.0, 34.0, 33.111111111111114)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 220.0)","(1.45, 1.64, 1.6318421052631578)","(10.0, 14.5, 14.318181818181818)"
10-01-2023 14:50:18.404465,"(6.0, 8.2, 8.152941176470588)","(11.0, 13.0, 12.988888888888889)","(26.0, 34.0, 32.333333333333336)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 220.0)","(1.45, 1.64, 1.6354005934718099)","(10.0, 14.5, 14.318181818181818)"
10-01-2023 14:50:19.536549,"(6.0, 8.2, 8.152941176470588)","(11.0, 13.0, 12.988304093567251)","(26.0, 34.0, 31.6)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 227.14285714285714)","(1.45, 1.64, 1.6362560386473428)","(10.0, 14.5, 14.318181818181818)"
10-01-2023 14:50:20.623987,"(6.0, 8.2, 8.152941176470588)","(11.0, 13.0, 12.91542288557214)","(26.0, 34.0, 31.6)","(8.5, 12.5, 12.3125)","(91.0, 230.0, 227.14285714285714)","(1.45, 1.64, 1.6362560386473428)","(10.0, 14.5, 14.318181818181818)"
10-01-2023 14:50:21.777768,"(6.0, 8.2, 8.152941176470588)","(11.0, 13.0, 12.86784140969163)","(26.0, 32.0, 32.333333333333336)","(8.5, 12.5, 12.23469387755102)","(91.0, 230.0, 220.0)","(1.45, 1.64, 1.6363594470046081)","(10.0, 14.5, 14.376712328767123)"
10-01-2023 14:50:22.959265,"(6.0, 8.2, 8.142857142857142)","(11.0, 13.5, 13.166666666666666)","(26.0, 34.0, 31.77777777777778)","(8.5, 13.0, 12.366666666666667)","(91.0, 230.0, 213.33333333333334)","(1.45, 1.64, 1.6342857142857141)","(10.0, 14.5, 14.376712328767123)"
10-01-2023 14:50:24.055068,"(6.0, 8.2, 8.15047619047619)","(11.0, 13.5, 13.166666666666666)","(26.0, 34.0, 31.77777777777778)","(8.5, 12.5, 12.462962962962964)","(91.0, 230.0, 210.0)","(1.45, 1.64, 1.6342857142857141)","(10.0, 14.5, 14.219101123595506)"
10-01-2023 14:50:25.039162,"(6.0, 8.2, 8.153153153153152)","(11.0, 13.5, 13.166666666666666)","(26.0, 34.0, 31.77777777777778)","(8.5, 12.5, 12.338709677419354)","(91.0, 230.0, 210.0)","(1.45, 1.64, 1.6342857142857141)","(10.0, 14.5, 14.219101123595506)"
10-01-2023 14:50:26.039812,"(6.0, 8.2, 8.158878504672897)","(11.0, 13.5, 13.166666666666666)","(26.0, 34.0, 31.77777777777778)","(8.5, 12.5, 12.34375)","(91.0, 230.0, 222.5)","(1.45, 1.64, 1.6342857142857141)","(10.0, 14.5, 14.219101123595506)"
10-01-2023 14:50:27.066310,"(6.0, 8.2, 8.158878504672897)","(11.0, 13.5, 13.166666666666666)","(26.0, 34.0, 31.77777777777778)","(8.5, 12.5, 12.275)","(91.0, 230.0, 215.0)","(1.45, 1.64, 1.6342857142857141)","(10.0, 14.5, 13.78)"
10-01-2023 14:50:28.093625,"(6.0, 8.2, 8.165454545454544)","(11.0, 13.5, 13.083333333333334)","(26.0, 34.0, 31.77777777777778)","(8.5, 12.5, 12.209677419354838)","(91.0, 230.0, 215.0)","(1.45, 1.64, 1.6505050505050505)","(10.0, 14.0, 13.166666666666666)"
10-01-2023 14:50:29.137600,"(6.0, 8.2, 8.165454545454544)","(11.0, 13.0, 12.991735537190083)","(26.0, 34.0, 31.77777777777778)","(8.5, 12.5, 11.923076923076923)","(91.0, 230.0, 215.0)","(1.45, 1.66, 1.6601234567901233)","(10.0, 13.5, 13.125)"
10-01-2023 14:50:30.241821,"(6.0, 8.2, 8.163809523809523)","(11.0, 13.0, 12.931159420289855)","(21.0, 34.0, 31.77777777777778)","(9.0, 12.0, 11.923076923076923)","(91.0, 230.0, 215.0)","(1.45, 1.67, 1.6605882352941175)","(11.0, 13.5, 13.125)"
10-01-2023 14:50:31.305587,"(6.0, 8.2, 8.196296296296296)","(11.0, 13.0, 12.931159420289855)","(21.0, 34.0, 31.77777777777778)","(9.0, 12.0, 11.923076923076923)","(91.0, 230.0, 215.0)","(1.45, 1.67, 1.6564406779661016)","(11.0, 13.5, 13.166666666666666)"
10-01-2023 14:50:32.262989,"(6.0, 8.4, 8.30958904109589)","(11.0, 13.0, 12.931159420289855)","(21.0, 34.0, 31.77777777777778)","(9.0, 12.0, 11.923076923076923)","(91.0, 230.0, 215.0)","(1.45, 1.67, 1.6564406779661016)","(11.0, 13.5, 13.166666666666666)"
10-01-2023 14:50:33.250416,"(6.0, 8.4, 8.311111111111112)","(11.0, 13.0, 12.931159420289855)","(21.0, 36.0, 34.8)","(9.0, 12.0, 11.923076923076923)","(91.0, 230.0, 215.0)","(1.45, 1.67, 1.6564406779661016)","(11.0, 13.5, 13.166666666666666)"
10-01-2023 14:50:34.374186,"(6.0, 8.4, 8.311111111111112)","(11.0, 13.0, 12.991735537190083)","(21.0, 40.0, 35.88235294117647)","(9.0, 12.0, 11.923076923076923)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.65, 1.6478527607361961)","(11.0, 13.5, 13.394736842105264)"
10-01-2023 14:50:35.491454,"(6.0, 8.4, 8.311111111111112)","(11.0, 13.0, 12.991525423728813)","(21.0, 40.0, 36.266666666666666)","(9.0, 12.0, 11.923076923076923)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.65, 1.6467619047619046)","(11.0, 13.5, 13.452830188679245)"
10-01-2023 14:50:36.647414,"(6.0, 8.4, 8.311111111111112)","(11.0, 13.0, 12.958677685950413)","(21.0, 40.0, 35.2)","(9.0, 12.0, 12.166666666666666)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.65, 1.6367753623188406)","(11.0, 13.5, 13.395833333333334)"
10-01-2023 14:50:37.779701,"(6.0, 8.4, 8.357894736842105)","(11.0, 13.5, 13.180327868852459)","(21.0, 40.0, 35.55555555555556)","(9.0, 12.5, 11.866666666666667)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.64, 1.6329655172413793)","(11.0, 13.5, 13.129032258064516)"
10-01-2023 14:50:38.920327,"(6.0, 8.8, 8.658823529411766)","(11.0, 13.5, 13.166666666666666)","(21.0, 40.0, 36.21052631578947)","(9.0, 12.5, 11.866666666666667)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.64, 1.6329655172413793)","(11.0, 13.5, 13.129032258064516)"
10-01-2023 14:50:39.946631,"(6.0, 8.8, 8.67936507936508)","(11.0, 13.5, 13.166666666666666)","(21.0, 40.0, 36.21052631578947)","(9.0, 12.5, 11.866666666666667)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.64, 1.6329655172413793)","(11.0, 13.5, 13.129032258064516)"
10-01-2023 14:50:40.905097,"(6.0, 8.8, 8.725925925925926)","(11.0, 13.5, 13.166666666666666)","(21.0, 38.0, 36.666666666666664)","(9.0, 12.5, 11.775)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.65, 1.6489024390243903)","(11.0, 13.5, 13.129032258064516)"
10-01-2023 14:50:41.939224,"(6.0, 8.8, 8.73846153846154)","(11.0, 13.5, 13.223270440251572)","(21.0, 36.0, 34.54545454545455)","(9.0, 12.0, 11.761904761904763)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.65, 1.6414285714285712)","(11.0, 13.5, 13.035714285714286)"
10-01-2023 14:50:43.084623,"(6.0, 8.6, 8.579310344827586)","(11.0, 13.0, 12.9625)","(21.0, 36.0, 34.54545454545455)","(9.0, 11.5, 11.461538461538462)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.66, 1.6584567901234568)","(11.0, 13.5, 13.212962962962964)"
10-01-2023 14:50:44.204247,"(6.0, 8.8, 8.70625)","(11.0, 13.0, 12.9625)","(21.0, 36.0, 34.54545454545455)","(9.0, 12.0, 11.629032258064516)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.65, 1.6531506849315067)","(11.0, 13.5, 13.212962962962964)"
10-01-2023 14:50:45.563335,"(6.0, 8.8, 8.70625)","(11.0, 13.0, 12.9625)","(21.0, 36.0, 34.54545454545455)","(9.0, 12.0, 11.722222222222221)","(91.0, 230.0, 223.33333333333334)","(1.45, 1.66, 1.6432231404958677)","(11.0, 13.5, 13.241666666666667)"
10-01-2023 14:50:46.928371,"(6.0, 8.8, 8.754545454545456)","(11.0, 13.5, 13.235099337748345)","(21.0, 36.0, 34.54545454545455)","(9.0, 12.0, 11.443181818181818)","(91.0, 230.0, 213.07692307692307)","(1.45, 1.65, 1.6585714285714286)","(11.0, 13.5, 13.212962962962964)"
10-01-2023 14:50:48.132435,"(6.0, 8.8, 8.635294117647058)","(11.0, 13.5, 13.223270440251572)","(21.0, 36.0, 34.8)","(9.0, 11.5, 11.34)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.66, 1.654242424242424)","(10.0, 13.5, 13.201923076923077)"
10-01-2023 14:50:49.353851,"(6.0, 8.6, 8.559375)","(11.0, 13.5, 13.313953488372093)","(21.0, 36.0, 35.857142857142854)","(9.0, 11.5, 11.322222222222223)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.66, 1.647877094972067)","(10.0, 13.5, 13.201923076923077)"
10-01-2023 14:50:50.498193,"(6.0, 8.6, 8.552238805970148)","(11.0, 13.5, 13.313953488372093)","(21.0, 38.0, 35.857142857142854)","(9.0, 11.5, 11.322222222222223)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.65, 1.647877094972067)","(10.0, 13.5, 13.201923076923077)"
10-01-2023 14:50:51.651846,"(6.0, 8.6, 8.552238805970148)","(11.0, 13.5, 13.313953488372093)","(21.0, 38.0, 35.857142857142854)","(9.0, 11.5, 11.192307692307692)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.65, 1.647877094972067)","(10.0, 13.5, 13.201923076923077)"
10-01-2023 14:50:52.760311,"(6.0, 8.6, 8.552238805970148)","(11.0, 13.5, 13.313953488372093)","(21.0, 38.0, 35.857142857142854)","(9.0, 11.5, 11.166666666666666)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.65, 1.6528181818181817)","(10.0, 13.5, 13.23728813559322)"
10-01-2023 14:50:53.842334,"(6.0, 8.6, 8.543859649122806)","(11.0, 13.5, 13.032608695652174)","(21.0, 38.0, 35.857142857142854)","(9.0, 11.5, 11.161016949152543)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.66, 1.6534285714285712)","(10.0, 13.5, 13.23728813559322)"
10-01-2023 14:50:55.027328,"(6.0, 8.6, 8.557692307692307)","(11.0, 13.5, 13.21523178807947)","(21.0, 38.0, 35.857142857142854)","(9.0, 11.5, 11.15)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.66, 1.6543718592964822)","(10.0, 13.5, 12.887755102040817)"
10-01-2023 14:50:56.092786,"(6.0, 8.6, 8.557692307692307)","(11.0, 13.5, 13.022222222222222)","(21.0, 38.0, 37.2)","(9.0, 11.5, 11.2)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.66, 1.6543718592964822)","(10.0, 13.0, 12.875)"
10-01-2023 14:50:57.180984,"(6.0, 8.6, 8.557692307692307)","(11.0, 13.5, 13.022222222222222)","(21.0, 38.0, 37.55555555555556)","(9.0, 11.5, 11.2)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.66, 1.6499166666666665)","(10.0, 13.0, 12.918604651162791)"
10-01-2023 14:50:58.257312,"(6.0, 8.6, 8.558490566037735)","(11.0, 13.5, 13.022222222222222)","(21.0, 38.0, 37.2)","(9.0, 11.5, 11.15)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.65, 1.6648571428571428)","(10.0, 13.0, 13.396666666666667)"
10-01-2023 14:50:59.440751,"(6.0, 8.6, 8.545833333333333)","(11.0, 13.0, 12.875)","(21.0, 38.0, 37.2)","(9.0, 11.5, 11.057377049180328)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6666037735849055)","(10.0, 13.5, 13.330555555555556)"
10-01-2023 14:51:00.603946,"(6.0, 8.6, 8.545833333333333)","(11.0, 13.0, 13.190647482014388)","(21.0, 38.0, 37.2)","(9.0, 11.5, 11.057377049180328)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6655294117647057)","(10.0, 13.5, 13.272388059701493)"
10-01-2023 14:51:01.744125,"(6.0, 8.8, 8.60952380952381)","(11.0, 13.5, 13.190647482014388)","(21.0, 38.0, 37.333333333333336)","(9.0, 11.5, 11.0)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6666037735849055)","(10.0, 13.5, 13.25886524822695)"
10-01-2023 14:51:02.816690,"(6.0, 8.8, 8.606896551724137)","(11.0, 13.5, 13.119354838709677)","(21.0, 38.0, 37.333333333333336)","(9.0, 11.5, 10.957142857142857)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6668888888888889)","(10.0, 13.5, 12.732394366197184)"
10-01-2023 14:51:03.943326,"(6.0, 8.8, 8.652941176470588)","(11.0, 13.5, 13.128930817610064)","(21.0, 36.0, 33.6)","(9.0, 11.5, 10.984848484848484)","(91.0, 230.0, 219.0)","(1.5, 1.67, 1.6668888888888889)","(10.0, 13.0, 12.685393258426966)"
10-01-2023 14:51:05.060933,"(6.0, 8.8, 8.652941176470588)","(11.0, 13.5, 13.128930817610064)","(21.0, 34.0, 33.6)","(9.0, 11.5, 10.984848484848484)","(91.0, 230.0, 219.0)","(1.5, 1.67, 1.6712)","(10.0, 13.0, 12.774193548387096)"
10-01-2023 14:51:06.206123,"(6.0, 8.6, 8.565957446808511)","(11.0, 13.5, 13.102409638554217)","(21.0, 34.0, 33.6)","(9.0, 11.0, 10.970588235294118)","(91.0, 230.0, 219.0)","(1.5, 1.68, 1.6712)","(10.0, 13.0, 12.816279069767441)"
10-01-2023 14:51:07.282754,"(6.0, 8.8, 8.64)","(11.0, 13.5, 13.098802395209582)","(21.0, 34.0, 33.6)","(9.0, 11.5, 11.10344827586207)","(91.0, 230.0, 219.52380952380952)","(1.5, 1.67, 1.663181818181818)","(10.0, 13.5, 13.2)"
10-01-2023 14:51:08.368439,"(6.0, 8.8, 8.619718309859156)","(11.0, 13.5, 13.102409638554217)","(21.0, 34.0, 32.8)","(9.0, 11.5, 11.090909090909092)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6668379446640316)","(10.0, 13.5, 13.177631578947368)"
10-01-2023 14:51:09.443622,"(6.0, 8.6, 8.55)","(11.0, 13.5, 13.102409638554217)","(21.0, 34.0, 32.8)","(9.0, 11.5, 11.090909090909092)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6658955223880596)","(10.0, 13.5, 13.16891891891892)"
10-01-2023 14:51:10.595415,"(6.0, 8.6, 8.55)","(10.0, 13.5, 13.113496932515337)","(21.0, 34.0, 32.61538461538461)","(9.0, 11.5, 11.090909090909092)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6658955223880596)","(10.0, 13.0, 12.925)"
10-01-2023 14:51:11.678010,"(6.0, 8.6, 8.556)","(10.0, 13.5, 13.113496932515337)","(21.0, 34.0, 32.61538461538461)","(9.0, 11.5, 11.090909090909092)","(91.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6658955223880596)","(10.0, 13.0, 12.925)"
10-01-2023 14:51:12.773238,"(6.5, 8.6, 8.556)","(10.0, 13.5, 13.113496932515337)","(21.0, 34.0, 32.61538461538461)","(8.5, 11.5, 11.090909090909092)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.67, 1.6765217391304348)","(10.0, 13.0, 12.909638554216867)"
10-01-2023 14:51:13.921579,"(6.5, 8.6, 8.52962962962963)","(10.0, 13.5, 13.084795321637428)","(21.0, 34.0, 32.5)","(8.5, 11.5, 11.090909090909092)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.68, 1.6772159090909091)","(10.0, 13.0, 12.821428571428571)"
10-01-2023 14:51:14.978334,"(6.5, 8.6, 8.514754098360656)","(10.0, 13.5, 13.084795321637428)","(21.0, 34.0, 32.5)","(8.5, 11.5, 11.090909090909092)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.68, 1.6775624999999998)","(10.0, 13.0, 12.855072463768115)"
10-01-2023 14:51:15.940003,"(6.5, 8.6, 8.514754098360656)","(10.0, 13.5, 13.084795321637428)","(21.0, 34.0, 32.5)","(8.5, 11.5, 11.069767441860465)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.68, 1.6775624999999998)","(10.0, 13.0, 12.89795918367347)"
10-01-2023 14:51:17.014150,"(6.5, 8.6, 8.514754098360656)","(10.0, 13.5, 13.084795321637428)","(21.0, 34.0, 32.5)","(8.5, 11.5, 11.069767441860465)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.68, 1.6773648648648647)","(10.0, 13.0, 12.78125)"
10-01-2023 14:51:18.112912,"(6.5, 8.6, 8.545833333333333)","(10.0, 13.5, 13.084795321637428)","(21.0, 34.0, 32.5)","(8.5, 11.5, 11.069767441860465)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.68, 1.6772727272727272)","(10.0, 13.0, 12.78125)"
10-01-2023 14:51:19.218179,"(6.5, 8.6, 8.545833333333333)","(10.0, 13.5, 13.084795321637428)","(21.0, 34.0, 32.5)","(8.5, 11.5, 11.069767441860465)","(101.0, 230.0, 213.07692307692307)","(1.5, 1.68, 1.6817424242424241)","(10.0, 13.0, 12.756521739130434)"
