,Perfect Skipper,Tuta Mimosa,Little Bit Tipsy,Shes So Gnarley,Seldom Quits,Ranger Rod,Septimo
09-01-2023 13:47:45.129786,"(3.4, 3.85, 3.77)","(51.0, 130.0, 99.375)","(4.6, 5.8, 5.75)","(2.5, 2.94, 2.9008695652173913)","(4.0, 7.0, 6.3297297297297295)","(19.0, 36.0, 28.88888888888889)","(19.0, 120.0, 101.66666666666666)"
09-01-2023 13:47:46.257450,"(3.4, 3.85, 3.77)","(51.0, 130.0, 99.375)","(4.6, 5.8, 5.769230769230769)","(2.5, 2.94, 2.8955555555555557)","(4.0, 7.0, 6.270588235294118)","(19.0, 36.0, 28.88888888888889)","(19.0, 120.0, 101.66666666666666)"
09-01-2023 13:47:47.347639,"(3.4, 3.85, 3.8125)","(51.0, 130.0, 106.66666666666667)","(4.6, 5.8, 5.769230769230769)","(2.5, 2.94, 2.8834782608695653)","(4.0, 7.0, 6.270588235294118)","(19.0, 36.0, 28.88888888888889)","(19.0, 120.0, 92.5)"
09-01-2023 13:47:48.379911,"(3.4, 3.9, 3.895)","(51.0, 130.0, 112.5)","(4.6, 6.2, 6.033333333333333)","(2.5, 2.88, 2.741818181818182)","(4.0, 7.0, 6.088235294117647)","(19.0, 36.0, 28.88888888888889)","(19.0, 120.0, 101.66666666666666)"
09-01-2023 13:47:49.500581,"(3.4, 3.9, 3.895)","(51.0, 130.0, 112.5)","(4.6, 6.2, 5.953846153846154)","(2.5, 2.86, 2.7946666666666666)","(4.0, 7.0, 5.847058823529411)","(19.0, 36.0, 28.88888888888889)","(19.0, 120.0, 74.0)"
09-01-2023 13:47:50.721435,"(3.4, 3.9, 3.895)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 5.9818181818181815)","(2.5, 2.86, 2.8)","(4.0, 7.0, 5.953846153846154)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 74.0)"
09-01-2023 13:47:51.874221,"(3.4, 3.9, 3.895)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 6.033333333333333)","(2.5, 2.86, 2.757142857142857)","(4.0, 6.8, 6.142857142857143)","(19.0, 36.0, 31.076923076923077)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:52.956250,"(3.4, 3.9, 3.8666666666666667)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 6.033333333333333)","(2.5, 2.86, 2.757142857142857)","(4.0, 6.4, 6.071428571428571)","(19.0, 36.0, 31.076923076923077)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:54.054771,"(3.4, 3.9, 3.88)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 6.033333333333333)","(2.5, 2.86, 2.7550000000000003)","(4.0, 6.4, 6.071428571428571)","(19.0, 36.0, 31.076923076923077)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:55.187919,"(3.4, 3.95, 3.89375)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 6.066666666666666)","(2.5, 2.86, 2.774857142857143)","(4.0, 6.4, 6.235714285714286)","(19.0, 36.0, 31.076923076923077)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:56.352251,"(3.4, 3.95, 3.93)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.144)","(2.5, 2.8, 2.7644444444444445)","(4.0, 6.4, 6.235714285714286)","(19.0, 36.0, 31.076923076923077)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:57.504714,"(3.4, 4.0, 3.976923076923077)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.144)","(2.5, 2.8, 2.7644444444444445)","(4.0, 6.4, 6.226315789473684)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:58.656167,"(3.4, 4.0, 3.993478260869565)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.144)","(2.5, 2.8, 2.7644444444444445)","(4.0, 6.4, 5.980769230769231)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:47:59.759564,"(3.4, 4.1, 3.9448275862068964)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.16)","(2.5, 2.8, 2.7644444444444445)","(4.0, 6.2, 5.94)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:00.859480,"(3.4, 4.1, 4.021875)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.16)","(2.5, 2.8, 2.7733333333333334)","(4.0, 6.2, 5.929268292682927)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:01.916120,"(3.4, 4.1, 3.9699999999999998)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.151724137931034)","(2.5, 2.8, 2.788965517241379)","(4.0, 6.2, 5.748780487804878)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:02.944727,"(3.4, 4.1, 3.980952380952381)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.1461538461538465)","(2.5, 2.82, 2.8057142857142856)","(4.0, 6.2, 5.734615384615385)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:03.934511,"(3.4, 4.1, 3.980952380952381)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.1461538461538465)","(2.5, 2.82, 2.78)","(4.0, 6.0, 5.784375)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:05.021844,"(3.4, 4.1, 4.053125)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.162162162162162)","(2.5, 2.78, 2.756)","(4.0, 6.0, 5.784375)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:06.168182,"(3.4, 4.1, 4.082)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.162162162162162)","(2.5, 2.78, 2.761142857142857)","(4.0, 6.0, 5.71875)","(19.0, 36.0, 30.666666666666668)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:07.226780,"(3.4, 4.1, 4.044736842105263)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.162162162162162)","(2.5, 2.78, 2.761142857142857)","(4.0, 6.0, 5.71875)","(19.0, 36.0, 31.789473684210527)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:08.205231,"(3.4, 4.1, 4.044736842105263)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.162162162162162)","(2.5, 2.78, 2.761142857142857)","(4.0, 6.0, 5.71875)","(19.0, 36.0, 31.789473684210527)","(19.0, 110.0, 69.5)"
09-01-2023 13:48:09.265953,"(3.4, 4.1, 4.044736842105263)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.1658536585365855)","(2.5, 2.78, 2.788)","(4.0, 6.0, 5.714285714285714)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 68.18181818181819)"
09-01-2023 13:48:10.194865,"(3.4, 4.1, 4.053125)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.153333333333333)","(2.5, 2.8, 2.788)","(4.0, 6.0, 5.714285714285714)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 70.83333333333333)"
09-01-2023 13:48:11.173499,"(3.4, 4.1, 4.053125)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 6.153333333333333)","(2.5, 2.8, 2.7584615384615385)","(4.0, 6.0, 5.660714285714286)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 68.18181818181819)"
09-01-2023 13:48:12.082680,"(3.4, 4.1, 4.053125)","(51.0, 130.0, 106.66666666666667)","(4.6, 6.2, 6.153333333333333)","(2.5, 2.82, 2.787272727272727)","(4.0, 6.0, 5.660714285714286)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 68.18181818181819)"
09-01-2023 13:48:13.056622,"(3.4, 4.1, 4.059090909090909)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.1891891891891895)","(2.5, 2.8, 2.7560000000000002)","(4.0, 6.0, 5.7625)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 68.18181818181819)"
09-01-2023 13:48:14.061844,"(3.4, 4.1, 4.078260869565217)","(51.0, 130.0, 102.0)","(4.6, 6.2, 6.1891891891891895)","(2.5, 2.8, 2.7520000000000002)","(4.0, 6.0, 5.7625)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 68.18181818181819)"
09-01-2023 13:48:15.236561,"(3.4, 4.1, 4.078260869565217)","(51.0, 130.0, 102.0)","(4.6, 6.2, 6.1891891891891895)","(2.5, 2.8, 2.7520000000000002)","(4.0, 6.0, 5.7625)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 59.09090909090909)"
09-01-2023 13:48:16.357309,"(3.4, 4.1, 4.090322580645161)","(51.0, 130.0, 98.88888888888889)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.8, 2.7680000000000002)","(4.0, 6.0, 5.7441176470588236)","(19.0, 36.0, 31.789473684210527)","(19.0, 100.0, 63.63636363636363)"
09-01-2023 13:48:17.536505,"(3.4, 4.1, 4.079166666666667)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.8, 2.7842105263157895)","(4.0, 6.0, 5.618421052631579)","(19.0, 36.0, 30.482758620689655)","(19.0, 100.0, 63.63636363636363)"
09-01-2023 13:48:18.654773,"(3.4, 4.1, 4.09047619047619)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.8, 2.8036363636363637)","(4.0, 6.0, 5.605263157894737)","(19.0, 36.0, 29.6)","(19.0, 100.0, 70.83333333333333)"
09-01-2023 13:48:19.668034,"(3.4, 4.2, 4.097435897435897)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.84, 2.791851851851852)","(4.0, 5.9, 5.605263157894737)","(19.0, 36.0, 29.6)","(19.0, 100.0, 65.83333333333333)"
09-01-2023 13:48:20.740365,"(3.4, 4.2, 4.104761904761904)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.84, 2.763333333333333)","(4.0, 5.9, 5.728571428571429)","(19.0, 36.0, 29.6)","(19.0, 95.0, 62.69230769230769)"
09-01-2023 13:48:21.842021,"(3.4, 4.2, 4.104761904761904)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.78, 2.769473684210526)","(4.0, 5.9, 5.728571428571429)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:22.775579,"(3.4, 4.2, 4.095)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.78, 2.769473684210526)","(4.0, 5.9, 5.728571428571429)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:23.701014,"(3.4, 4.2, 4.095)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.82, 2.7800000000000002)","(4.0, 5.9, 5.720512820512821)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:24.660181,"(3.4, 4.2, 4.095)","(51.0, 130.0, 102.77777777777777)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.82, 2.7800000000000002)","(4.0, 5.9, 5.716326530612245)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:25.646128,"(3.4, 4.2, 4.095)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.82, 2.7800000000000002)","(4.0, 5.9, 5.716326530612245)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:26.644109,"(3.4, 4.2, 4.095)","(51.0, 130.0, 102.77777777777777)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.82, 2.7741176470588234)","(4.0, 5.9, 5.54)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:27.700800,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.82, 2.7741176470588234)","(4.0, 5.9, 5.54)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:28.692391,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 95.0)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.82, 2.7741176470588234)","(4.0, 5.9, 5.54)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:29.679651,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.161111111111111)","(2.5, 2.78, 2.774736842105263)","(4.0, 5.9, 5.54)","(19.0, 36.0, 29.6)","(19.0, 95.0, 69.28571428571429)"
09-01-2023 13:48:30.647055,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.78, 2.769090909090909)","(4.0, 5.9, 5.716326530612245)","(19.0, 36.0, 29.6)","(19.0, 95.0, 69.28571428571429)"
09-01-2023 13:48:31.588321,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.78, 2.769090909090909)","(4.0, 5.9, 5.716326530612245)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.3076923076923)"
09-01-2023 13:48:32.519045,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.78, 2.769090909090909)","(4.0, 5.9, 5.716326530612245)","(19.0, 36.0, 29.6)","(19.0, 95.0, 69.28571428571429)"
09-01-2023 13:48:33.504114,"(3.4, 4.2, 4.06875)","(51.0, 130.0, 95.0)","(4.6, 6.2, 6.166666666666667)","(2.5, 2.78, 2.769090909090909)","(4.0, 5.9, 5.716326530612245)","(19.0, 36.0, 29.6)","(19.0, 95.0, 67.5)"
09-01-2023 13:48:34.750352,"(3.4, 4.2, 4.08)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.78, 2.793333333333333)","(4.0, 5.9, 5.571428571428571)","(19.0, 36.0, 29.6)","(19.0, 90.0, 67.5)"
09-01-2023 13:48:35.899411,"(3.4, 4.2, 4.08)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.82, 2.79)","(4.0, 5.8, 5.571428571428571)","(19.0, 36.0, 29.6)","(19.0, 90.0, 67.5)"
09-01-2023 13:48:36.969872,"(3.4, 4.2, 4.055172413793104)","(51.0, 130.0, 99.375)","(4.6, 6.2, 6.15483870967742)","(2.5, 2.82, 2.797647058823529)","(4.0, 5.8, 5.548387096774194)","(19.0, 36.0, 29.6)","(19.0, 90.0, 67.5)"
09-01-2023 13:48:38.163814,"(3.5, 4.2, 4.072727272727273)","(41.0, 130.0, 97.6923076923077)","(4.8, 6.2, 6.166666666666667)","(2.5, 2.84, 2.7768421052631576)","(3.9, 5.8, 5.614285714285714)","(19.0, 36.0, 29.6)","(19.0, 90.0, 67.5)"
09-01-2023 13:48:39.251129,"(3.5, 4.2, 4.072727272727273)","(41.0, 130.0, 97.6923076923077)","(4.8, 6.2, 6.166666666666667)","(2.5, 2.8, 2.773333333333333)","(3.9, 5.8, 5.610526315789473)","(19.0, 36.0, 29.6)","(19.0, 90.0, 67.5)"
09-01-2023 13:48:40.334220,"(3.5, 4.2, 4.072727272727273)","(41.0, 130.0, 97.6923076923077)","(4.8, 6.2, 6.410526315789474)","(2.5, 2.8, 2.813333333333333)","(3.9, 5.8, 5.323076923076923)","(19.0, 36.0, 32.36363636363636)","(19.0, 90.0, 72.6923076923077)"
09-01-2023 13:48:41.398556,"(3.5, 4.2, 4.108333333333333)","(41.0, 130.0, 108.46153846153847)","(4.8, 6.6, 6.7)","(2.5, 2.84, 2.8016666666666663)","(3.9, 5.6, 5.418181818181818)","(19.0, 34.0, 31.692307692307693)","(19.0, 90.0, 73.92857142857143)"
09-01-2023 13:48:42.481750,"(3.5, 4.2, 4.095238095238095)","(41.0, 130.0, 105.38461538461539)","(4.8, 7.0, 6.71304347826087)","(2.5, 2.86, 2.8076190476190472)","(3.9, 5.5, 5.328571428571428)","(19.0, 34.0, 31.692307692307693)","(19.0, 90.0, 73.92857142857143)"
09-01-2023 13:48:43.542129,"(3.5, 4.2, 4.05)","(41.0, 130.0, 94.44444444444444)","(4.8, 7.0, 6.605714285714286)","(2.5, 2.86, 2.836923076923077)","(3.9, 5.5, 5.32)","(19.0, 34.0, 31.692307692307693)","(19.0, 90.0, 73.92857142857143)"
09-01-2023 13:48:44.728088,"(3.5, 4.2, 4.033333333333333)","(41.0, 130.0, 98.5)","(4.8, 7.0, 6.6322580645161295)","(2.5, 2.86, 2.8076190476190472)","(3.9, 5.5, 5.311428571428571)","(19.0, 34.0, 30.08695652173913)","(19.0, 90.0, 77.5)"
09-01-2023 13:48:45.999898,"(3.5, 4.2, 3.9794117647058824)","(41.0, 130.0, 94.0)","(4.8, 7.0, 6.6322580645161295)","(2.5, 2.86, 2.836923076923077)","(3.9, 5.5, 5.286666666666667)","(19.0, 34.0, 30.08695652173913)","(19.0, 90.0, 77.5)"
09-01-2023 13:48:47.218473,"(3.5, 4.2, 3.965625)","(41.0, 130.0, 94.44444444444444)","(4.8, 7.0, 6.7560975609756095)","(2.5, 2.86, 2.7695238095238093)","(3.9, 5.5, 5.311764705882353)","(19.0, 34.0, 31.0)","(19.0, 90.0, 75.71428571428571)"
09-01-2023 13:48:48.375324,"(3.5, 4.2, 4.030769230769231)","(41.0, 130.0, 94.44444444444444)","(4.8, 7.0, 6.7560975609756095)","(2.5, 2.8, 2.7695238095238093)","(3.9, 5.5, 5.311764705882353)","(19.0, 34.0, 31.176470588235293)","(19.0, 90.0, 81.66666666666667)"
09-01-2023 13:48:49.509287,"(3.5, 4.2, 4.030769230769231)","(41.0, 130.0, 94.0)","(4.8, 7.0, 6.7560975609756095)","(2.5, 2.8, 2.7695238095238093)","(3.9, 5.5, 5.311764705882353)","(19.0, 34.0, 30.074074074074073)","(19.0, 85.0, 78.75)"
09-01-2023 13:48:50.609609,"(3.5, 4.2, 4.030769230769231)","(41.0, 130.0, 94.44444444444444)","(4.8, 7.0, 6.7560975609756095)","(2.5, 2.8, 2.7695238095238093)","(3.9, 5.5, 5.311764705882353)","(19.0, 32.0, 30.074074074074073)","(19.0, 90.0, 78.75)"
09-01-2023 13:48:51.724011,"(3.5, 4.2, 4.030769230769231)","(41.0, 130.0, 94.0)","(4.8, 7.0, 6.554838709677419)","(2.5, 2.8, 2.793333333333333)","(3.9, 5.5, 5.26)","(19.0, 32.0, 28.606060606060606)","(19.0, 90.0, 78.75)"
09-01-2023 13:48:52.877364,"(3.5, 4.1, 3.98)","(41.0, 130.0, 94.0)","(4.8, 7.0, 6.554838709677419)","(2.5, 2.84, 2.8)","(3.9, 5.5, 5.2825)","(19.0, 32.0, 28.606060606060606)","(19.0, 90.0, 78.75)"
09-01-2023 13:48:54.002504,"(3.5, 4.1, 3.959375)","(41.0, 130.0, 103.33333333333333)","(4.8, 7.0, 6.671428571428571)","(2.5, 2.84, 2.835)","(4.0, 5.5, 5.228571428571429)","(19.0, 32.0, 28.606060606060606)","(20.0, 90.0, 78.75)"
09-01-2023 13:48:55.135742,"(3.5, 4.1, 3.9615384615384617)","(41.0, 130.0, 104.28571428571429)","(4.8, 7.0, 6.616666666666667)","(2.5, 2.86, 2.835)","(4.0, 5.3, 5.231034482758621)","(19.0, 32.0, 28.46511627906977)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:48:56.381072,"(3.5, 4.1, 4.002380952380952)","(41.0, 130.0, 104.28571428571429)","(4.8, 7.0, 6.933333333333334)","(2.5, 2.8, 2.8)","(4.0, 5.3, 5.433333333333334)","(19.0, 32.0, 28.333333333333332)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:48:57.506906,"(3.5, 4.1, 4.002631578947368)","(41.0, 130.0, 104.28571428571429)","(4.8, 7.0, 6.933333333333334)","(2.5, 2.86, 2.8)","(4.0, 5.5, 5.390909090909091)","(19.0, 32.0, 28.228571428571428)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:48:58.565678,"(3.5, 4.1, 4.002631578947368)","(41.0, 130.0, 98.0)","(4.8, 7.0, 6.933333333333334)","(2.5, 2.86, 2.8)","(4.0, 5.5, 5.390909090909091)","(19.0, 32.0, 28.228571428571428)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:48:59.637956,"(3.5, 4.1, 4.002631578947368)","(41.0, 130.0, 104.28571428571429)","(4.8, 6.8, 6.618181818181818)","(2.5, 2.86, 2.8)","(4.0, 5.5, 5.421739130434783)","(19.0, 32.0, 28.228571428571428)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:00.563437,"(3.5, 4.1, 4.002631578947368)","(41.0, 130.0, 104.28571428571429)","(4.8, 6.8, 6.506666666666667)","(2.5, 2.86, 2.812173913043478)","(4.0, 5.5, 5.421739130434783)","(19.0, 32.0, 28.228571428571428)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:01.586449,"(3.5, 4.1, 3.9539473684210527)","(41.0, 130.0, 104.28571428571429)","(4.8, 6.8, 6.506666666666667)","(2.5, 2.88, 2.8188888888888886)","(4.0, 5.5, 5.4)","(19.0, 32.0, 28.228571428571428)","(20.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:02.740693,"(3.5, 4.0, 3.9166666666666665)","(41.0, 130.0, 104.28571428571429)","(4.8, 6.8, 6.5600000000000005)","(2.5, 2.88, 2.836)","(4.0, 5.5, 5.4)","(19.0, 32.0, 28.181818181818183)","(20.0, 90.0, 77.5)"
09-01-2023 13:49:03.867331,"(3.5, 4.0, 3.9166666666666665)","(41.0, 130.0, 104.28571428571429)","(4.8, 6.8, 6.688888888888888)","(2.5, 2.9, 2.8135999999999997)","(4.0, 5.5, 5.38)","(19.0, 30.0, 28.153846153846153)","(20.0, 90.0, 77.5)"
09-01-2023 13:49:04.972022,"(3.5, 4.0, 3.9166666666666665)","(41.0, 130.0, 97.6923076923077)","(4.8, 6.8, 6.688888888888888)","(2.5, 2.84, 2.814285714285714)","(4.0, 5.5, 5.4399999999999995)","(19.0, 30.0, 28.153846153846153)","(20.0, 90.0, 77.5)"
09-01-2023 13:49:06.166417,"(3.5, 4.0, 3.9)","(41.0, 130.0, 98.88888888888889)","(4.8, 6.8, 6.688888888888888)","(2.5, 2.82, 2.814285714285714)","(4.0, 5.5, 5.4399999999999995)","(19.0, 30.0, 28.153846153846153)","(20.0, 90.0, 77.5)"
09-01-2023 13:49:07.298137,"(3.5, 4.0, 3.9166666666666665)","(41.0, 130.0, 102.0)","(4.8, 6.8, 6.688888888888888)","(2.5, 2.82, 2.814285714285714)","(4.0, 5.5, 5.4399999999999995)","(19.0, 30.0, 28.153846153846153)","(20.0, 90.0, 77.5)"
09-01-2023 13:49:08.472491,"(3.5, 4.0, 3.8625)","(41.0, 130.0, 98.88888888888889)","(4.8, 6.8, 6.688888888888888)","(2.5, 2.82, 2.814285714285714)","(4.0, 5.5, 5.4399999999999995)","(19.0, 30.0, 28.153846153846153)","(26.0, 90.0, 77.5)"
09-01-2023 13:49:09.637246,"(3.4, 4.0, 3.8625)","(51.0, 130.0, 97.6923076923077)","(4.8, 6.8, 6.5777777777777775)","(2.45, 2.82, 2.814285714285714)","(4.0, 5.5, 5.4399999999999995)","(19.0, 30.0, 28.153846153846153)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:10.734782,"(3.4, 4.0, 3.895238095238095)","(51.0, 130.0, 97.6923076923077)","(4.8, 6.8, 6.5777777777777775)","(2.45, 2.82, 2.814285714285714)","(4.0, 5.5, 5.4399999999999995)","(19.0, 30.0, 28.153846153846153)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:11.847732,"(3.4, 4.0, 3.895238095238095)","(51.0, 130.0, 98.88888888888889)","(4.8, 6.8, 6.5777777777777775)","(2.45, 2.82, 2.804)","(4.0, 5.5, 5.445454545454545)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:12.911491,"(3.4, 4.0, 3.9153846153846152)","(51.0, 130.0, 94.0)","(4.8, 6.8, 6.692857142857142)","(2.45, 2.82, 2.804)","(4.0, 5.5, 5.445454545454545)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:13.900618,"(3.4, 4.0, 3.8842105263157896)","(51.0, 130.0, 98.88888888888889)","(4.8, 6.8, 6.692857142857142)","(2.45, 2.88, 2.8345454545454545)","(4.0, 5.5, 5.445454545454545)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:14.829631,"(3.4, 4.0, 3.853333333333333)","(51.0, 130.0, 94.0)","(4.8, 6.8, 6.692857142857142)","(2.45, 2.88, 2.8685714285714283)","(4.0, 5.5, 5.445454545454545)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:15.844607,"(3.4, 4.0, 3.853333333333333)","(51.0, 130.0, 94.0)","(4.8, 6.8, 6.692857142857142)","(2.45, 2.88, 2.8714285714285714)","(4.0, 5.4, 5.326666666666666)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:16.886486,"(3.4, 3.95, 3.875)","(51.0, 130.0, 97.6923076923077)","(4.8, 6.8, 6.692857142857142)","(2.45, 2.88, 2.8714285714285714)","(4.0, 5.4, 5.3307692307692305)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:17.959661,"(3.4, 4.0, 3.8499999999999996)","(51.0, 130.0, 97.6923076923077)","(4.8, 6.8, 6.692857142857142)","(2.45, 2.88, 2.87)","(4.0, 5.4, 5.38)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:19.168581,"(3.4, 4.0, 3.8499999999999996)","(51.0, 120.0, 95.49019607843137)","(4.8, 6.8, 6.5777777777777775)","(2.45, 2.88, 2.87)","(4.0, 5.4, 5.38)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:20.387523,"(3.4, 3.95, 3.8461538461538463)","(51.0, 120.0, 95.49019607843137)","(4.8, 6.8, 6.6695652173913045)","(2.45, 2.88, 2.8335999999999997)","(4.0, 5.4, 5.38)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:21.523713,"(3.4, 3.95, 3.8807692307692307)","(51.0, 120.0, 95.49019607843137)","(5.0, 6.8, 6.6695652173913045)","(2.45, 2.86, 2.824705882352941)","(4.0, 5.4, 5.390000000000001)","(19.0, 30.0, 28.705882352941178)","(26.0, 90.0, 83.18181818181819)"
09-01-2023 13:49:22.563794,"(3.4, 3.95, 3.9000000000000004)","(51.0, 120.0, 97.67857142857143)","(5.0, 6.8, 6.709090909090909)","(2.45, 2.86, 2.824705882352941)","(4.0, 5.4, 5.38)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
09-01-2023 13:49:23.520996,"(3.4, 3.95, 3.8807692307692307)","(51.0, 120.0, 97.67857142857143)","(5.0, 6.8, 6.716666666666667)","(2.45, 2.86, 2.824705882352941)","(4.0, 5.4, 5.38)","(19.0, 30.0, 28.166666666666668)","(26.0, 90.0, 79.28571428571429)"
