,Connors Comet,Nera Herrera,Hes My Angel,Frisky Felon,Dusty Dylan,Precious Boy,Lads On Tour,Hes Naughty
10,"[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 6.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 14, 847753), 2.3, 2.74]"
11,"[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 6.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 16, 49207), 2.3, 2.76]"
12,"[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 6.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 17, 232733), 2.3, 2.76]"
13,"[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 6.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 18, 402787), 2.3, 2.76]"
14,"[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 19, 532414), 2.3, 2.76]"
15,"[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 20, 679297), 2.3, 2.76]"
16,"[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 21, 833894), 2.3, 2.76]"
17,"[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 22, 970728), 2.3, 2.76]"
18,"[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 24, 150902), 2.3, 2.76]"
19,"[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 25, 338690), 2.3, 2.76]"
20,"[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 26, 481030), 2.3, 2.76]"
21,"[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 6.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 27, 613958), 2.3, 2.76]"
22,"[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 28, 748107), 2.3, 2.76]"
23,"[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 29, 883721), 2.3, 2.76]"
24,"[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 6.5, 7.8]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 31, 18438), 2.3, 2.8]"
25,"[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 6.5, 7.8]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 32, 163604), 2.3, 2.8]"
26,"[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 6.5, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 16.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 51.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 54, 33, 306556), 2.3, 2.86]"
27,"[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 34, 447510), 2.3, 2.88]"
28,"[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 35, 595022), 2.3, 2.88]"
29,"[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 36, 731696), 2.3, 2.88]"
30,"[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 18.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 916914), 2.3, 2.88]"
31,"[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 39, 71970), 2.3, 2.88]"
32,"[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 240714), 2.35, 2.88]"
33,"[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 373036), 2.35, 2.88]"
34,"[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 538914), 2.35, 2.88]"
35,"[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 695733), 2.35, 2.88]"
36,"[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 837943), 2.35, 2.88]"
37,"[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 983122), 2.35, 2.88]"
38,"[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 131791), 2.35, 2.88]"
39,"[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 10.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 2.8, 3.4]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 51.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 279856), 2.35, 2.88]"
