,Fire Up Dallas,Only Ollie,Gambling Grace,Luna Country,Dana Tiny,Victor Prevails,Trunchbull
10-01-2023 12:09:36.863837,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:37.948700,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:39.088017,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:40.175049,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:41.230512,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:42.285546,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:43.334648,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:44.340762,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:45.382794,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:46.462222,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:47.658181,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:48.731248,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:49.782018,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:50.817573,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:51.877566,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:52.977348,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:54.113107,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:55.291691,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:56.451384,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:57.546795,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:58.584328,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:09:59.668805,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:00.751684,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:01.814834,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:02.922476,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:03.938497,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:04.993060,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:06.059366,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.744444444444444)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:07.286441,"(3.9, 6.2, 5.15)","(8.0, 16.5, 16.042105263157893)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:08.401660,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:09.520905,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:10.682025,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:11.889236,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:13.051630,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:14.145287,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:15.421015,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:16.536058,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:17.591940,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:18.641899,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:19.655471,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:20.738565,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:21.794323,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:22.870168,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:23.974075,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:25.076226,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:26.147527,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:27.179956,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:28.182607,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:29.334784,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:30.467925,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:31.797879,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:32.951038,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:34.074801,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:35.181821,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:36.223843,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.666666666666668)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:37.237861,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.655555555555555)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:38.324123,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.655555555555555)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:39.600565,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.655555555555555)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:40.671564,"(3.9, 6.2, 5.15)","(8.0, 16.5, 14.655555555555555)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:41.796554,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:42.822345,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:43.889364,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:44.956195,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:46.033066,"(3.9, 6.2, 5.15)","(8.0, 16.5, 13.8)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:47.169419,"(3.9, 6.2, 4.66)","(8.0, 16.0, 13.466666666666667)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:48.464815,"(3.9, 6.2, 4.66)","(8.0, 16.0, 15.68)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:49.527529,"(3.9, 6.2, 4.66)","(8.0, 17.5, 15.68)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:50.664556,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:51.973542,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:53.130980,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:54.230893,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:55.315302,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:56.350415,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:57.323611,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:58.387030,"(3.9, 6.2, 4.66)","(8.0, 36.0, 19.44)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:10:59.496276,"(3.9, 6.2, 4.66)","(8.0, 17.5, 15.68)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:11:00.692005,"(3.9, 6.2, 4.66)","(8.0, 17.5, 15.68)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:11:01.749066,"(3.9, 6.2, 4.66)","(8.0, 17.5, 15.68)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
10-01-2023 12:11:02.778988,"(3.9, 6.2, 4.66)","(8.0, 17.5, 15.68)","(31.0, 100.0, 71.92307692307692)","(2.0, 2.98, 2.548)","(14.0, 32.0, 25.076923076923077)","(4.0, 7.4, 5.0)","(13.0, 27.0, 21.615384615384613)"
