,Yankee Empire,He Came True,Cairo Boogie,Adys Munny,Gratitude Attitude,Factotum,Similar Taste
12-01-2023 09:17:28.913464,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:29.922282,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:30.959267,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:32.016538,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:33.098575,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:34.113106,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:35.192894,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:36.245523,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:37.273324,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:38.343758,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:39.359974,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:40.397231,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:41.436405,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:42.380716,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:43.416030,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:44.559390,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:45.586063,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:46.610791,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:47.633927,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:48.669959,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:49.768486,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:50.685666,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:51.656164,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:52.637116,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:53.674574,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:54.689665,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:55.617627,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:56.636149,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:57.627451,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:58.643269,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:17:59.581290,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:00.565502,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:01.525929,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:02.510317,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:03.402520,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:04.383775,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:05.355799,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:06.383143,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:07.356367,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:08.364850,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:09.407810,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:10.527048,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:11.645209,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:12.612566,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:13.670209,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:14.676859,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:15.651824,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:16.592621,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:17.553518,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:18.608456,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:19.678672,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:20.802359,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:21.810693,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:22.824892,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:23.925954,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:24.950331,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:25.925539,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:26.913458,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:27.865678,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:28.810379,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:29.761609,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:30.683204,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:31.684941,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:32.746222,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:33.778116,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:34.823043,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:35.778428,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:36.810753,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:37.784558,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:38.785507,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:39.695557,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:40.625268,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:41.620098,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:42.637303,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:43.565722,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:44.609922,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:45.598012,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:46.688945,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:47.738920,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:48.736439,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:49.667593,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:50.669732,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:51.633287,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:52.566283,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:53.467638,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:54.412202,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:55.449756,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:56.385573,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:57.383548,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:58.415252,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:18:59.414424,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:19:00.492039,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:19:01.518671,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:19:02.513033,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:19:03.553636,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
12-01-2023 09:19:04.583496,"(5.0, 6.8, 6.114285714285714)","(9.0, 14.5, 11.4375)","(7.0, 10.5, 8.61)","(7.0, 10.5, 8.61)","(6.0, 12.5, 8.566666666666666)","(3.2, 4.0, 3.7800000000000002)","(7.0, 10.5, 8.61)"
