,Sweet Zambora,Seductive Zara,Whisky Dutton,Flying Zinger,Blaze A Trail,Kings Court
08-01-2023 17:42:22.686541,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 3.85)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:23.694638,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 3.9000000000000004)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:24.697428,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 4.1230769230769235)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:25.815692,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 4.1692307692307695)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:26.897174,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 4.183333333333334)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:27.928671,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 4.057142857142857)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:29.023511,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 4.216666666666667)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:30.100675,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.2)","(2.9, 4.4, 4.216666666666667)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:31.125850,"(51.0, 420.0, 383.0)","(11.0, 22.0, 17.5)","(2.9, 4.4, 3.8400000000000003)","(9.0, 15.0, 10.666666666666668)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:32.162705,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 15.0, 13.266666666666667)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:33.239795,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:34.264725,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:35.322067,"(51.0, 420.0, 378.8888888888889)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:36.358244,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.5, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:37.364808,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.216666666666667)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:38.387623,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.216666666666667)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:39.439152,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.216666666666667)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:40.541892,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:41.557066,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 15.0, 11.285714285714286)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:42.555118,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 15.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:43.538905,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.6)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:44.617424,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:45.702684,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.4, 4.183333333333334)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:46.704021,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.4, 4.216666666666667)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:47.738552,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.35)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:48.719048,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.35)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:49.582039,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 3.88)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:50.536406,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 3.967142857142857)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:51.520167,"(51.0, 420.0, 378.8888888888889)","(11.0, 22.0, 15.0)","(2.9, 4.7, 3.967142857142857)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:52.424148,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:53.387801,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:54.330835,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.199999999999999)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:55.263772,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.096052631578948)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:56.246181,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.096052631578948)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:57.241256,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.096052631578948)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:58.361112,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.12625)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:42:59.405446,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.12625)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:00.462319,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.12625)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:01.409016,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:02.506309,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:03.623003,"(51.0, 420.0, 383.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:04.734023,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:05.757820,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:06.712011,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:07.644400,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:08.594433,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:09.515204,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.121428571428572)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:10.467504,"(51.0, 460.0, 414.44444444444446)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.31875)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:11.507431,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.31875)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:12.420290,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.31875)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:13.401483,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.18)","(9.0, 14.0, 11.0)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:14.370198,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.18)","(9.0, 14.0, 11.0)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:15.274758,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.18)","(9.0, 14.0, 11.0)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:16.307556,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.0, 11.0)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:17.342657,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.0, 11.0)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:18.301366,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.0, 12.6)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:19.340093,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.18)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:20.395639,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.18)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:21.468396,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:22.443249,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:23.425395,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.5, 12.933333333333334)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:24.401508,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.24)","(9.0, 14.5, 12.15)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:25.349584,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 3.809090909090909)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:26.259854,"(51.0, 460.0, 414.44444444444446)","(11.0, 22.0, 15.0)","(2.9, 4.6, 3.733333333333333)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:27.205038,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.214285714285714)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:28.114404,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.242857142857143)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:29.103438,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.0)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:30.023321,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 3.8666666666666667)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:30.951338,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.276923076923077)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:31.826798,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 3.88)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:32.765971,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:33.683140,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:34.572879,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:35.554698,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:36.546850,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.316666666666666)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:37.473597,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.35)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:38.388857,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.35)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:39.355729,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.0442857142857145)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:40.242229,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 3.967142857142857)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:41.086784,"(51.0, 460.0, 419.0)","(11.0, 22.0, 15.0)","(2.9, 4.7, 3.967142857142857)","(9.0, 17.0, 13.4)","(1.45, 99999, 99990)","(41.0, 170.0, 82.0)"
08-01-2023 17:43:41.955698,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 15.142857142857142)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:42.863249,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 13.75)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:43.796193,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 13.75)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:44.734549,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 13.75)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:45.644680,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.066666666666666)","(9.0, 17.0, 13.75)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:46.526734,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.2785714285714285)","(9.0, 17.0, 13.75)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:47.429613,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.2785714285714285)","(9.0, 17.0, 15.666666666666666)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:48.287484,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.2785714285714285)","(9.0, 17.0, 15.625)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:49.246224,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:50.171755,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:51.098559,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.235714285714286)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:51.964589,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.066666666666666)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:52.845987,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.5, 4.283333333333333)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:53.790856,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.5, 4.322727272727272)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:54.726724,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.5, 4.322727272727272)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:55.616784,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.5, 4.309090909090909)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:56.608170,"(51.0, 470.0, 298.8888888888889)","(11.0, 22.0, 15.0)","(2.9, 4.5, 4.173333333333333)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:57.513772,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.5, 4.309090909090909)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:58.498819,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.5, 3.935526315789474)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:43:59.409072,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.126086956521739)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:44:00.298458,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.7, 4.126086956521739)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:44:01.151914,"(51.0, 460.0, 435.88235294117646)","(11.0, 22.0, 15.0)","(2.9, 4.6, 4.3136363636363635)","(9.0, 17.0, 15.777777777777779)","(1.45, 99999, 99990)","(41.0, 170.0, 100.52631578947368)"
08-01-2023 17:44:02.113167,"(51.0, 420.0, 398.2352941176471)","(11.0, 21.0, 17.25)","(2.9, 4.6, 4.3136363636363635)","(9.0, 17.0, 15.9)","(1.45, 99999, 99990)","(41.0, 170.0, 127.27272727272727)"
08-01-2023 17:44:03.049484,"(51.0, 420.0, 368.57142857142856)","(11.0, 21.0, 17.25)","(2.9, 4.5, 4.468421052631579)","(9.0, 17.5, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 160.0, 124.61538461538461)"
08-01-2023 17:44:03.919011,"(51.0, 420.0, 369.2857142857143)","(11.0, 21.0, 17.25)","(2.9, 4.5, 4.421428571428572)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 140.0, 124.61538461538461)"
08-01-2023 17:44:04.853269,"(51.0, 420.0, 369.2857142857143)","(11.0, 21.0, 17.25)","(2.9, 4.6, 4.28695652173913)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 130.0, 122.5)"
08-01-2023 17:44:05.822095,"(51.0, 420.0, 369.2857142857143)","(11.0, 21.0, 17.25)","(2.9, 4.6, 4.3428571428571425)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 130.0, 102.85714285714286)"
08-01-2023 17:44:06.697456,"(51.0, 420.0, 369.2857142857143)","(11.0, 21.0, 16.0)","(2.9, 4.6, 4.3428571428571425)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 120.0, 102.85714285714286)"
08-01-2023 17:44:07.569426,"(51.0, 420.0, 369.2857142857143)","(11.0, 21.0, 16.666666666666668)","(2.9, 4.6, 4.311999999999999)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 110.0, 104.16666666666666)"
08-01-2023 17:44:08.439181,"(51.0, 420.0, 370.0)","(11.0, 21.0, 16.666666666666668)","(2.9, 4.6, 4.311999999999999)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 100.0, 88.0)"
08-01-2023 17:44:09.315202,"(51.0, 420.0, 292.72727272727275)","(11.0, 21.0, 16.666666666666668)","(2.9, 4.6, 4.311999999999999)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 100.0, 90.76923076923077)"
08-01-2023 17:44:10.187057,"(51.0, 420.0, 292.72727272727275)","(11.0, 21.0, 16.666666666666668)","(2.9, 4.6, 4.347368421052631)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 95.0, 90.76923076923077)"
08-01-2023 17:44:11.066807,"(51.0, 420.0, 292.72727272727275)","(11.0, 21.0, 16.666666666666668)","(2.9, 4.6, 4.36)","(9.0, 17.0, 16.285714285714285)","(1.45, 99999, 99990)","(41.0, 95.0, 90.76923076923077)"
08-01-2023 17:44:12.081030,"(51.0, 420.0, 292.72727272727275)","(11.0, 21.0, 16.666666666666668)","(2.9, 4.6, 4.36)","(9.0, 17.5, 16.714285714285715)","(1.45, 99999, 99990)","(41.0, 95.0, 90.76923076923077)"
08-01-2023 17:44:12.977628,"(51.0, 420.0, 292.72727272727275)","(11.0, 21.0, 17.25)","(2.9, 4.6, 4.36)","(9.0, 17.5, 16.125)","(1.45, 99999, 99990)","(41.0, 95.0, 90.76923076923077)"
08-01-2023 17:44:13.916665,"(51.0, 420.0, 292.72727272727275)","(11.0, 21.0, 17.25)","(2.9, 4.6, 4.36)","(9.0, 17.5, 16.125)","(1.45, 99999, 99990)","(41.0, 95.0, 90.76923076923077)"
