,So You Can,Craiglea Blizzard,Action In Cairns,Charm Slinga,Yardstick,Geminga,Magicourt,Dadorable,Roll Me Away,Oamaru Poppy
04-01-2023 16:29:54.790683,"(7.0, 8.4, 8.03076923076923)","(31.0, 80.0, 68.0)","(12.0, 15.5, 14.954545454545455)","(6.0, 8.8, 8.51764705882353)","(4.0, 5.0, 4.933333333333334)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.781818181818182)","(14.0, 17.5, 17.48611111111111)","(26.0, 40.0, 35.0)","(41.0, 90.0, 85.45454545454545)"
04-01-2023 16:29:56.022031,"(7.0, 8.4, 8.03076923076923)","(31.0, 80.0, 68.0)","(12.0, 15.5, 14.954545454545455)","(6.0, 8.8, 8.51764705882353)","(4.0, 5.0, 4.921739130434783)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.781818181818182)","(14.0, 17.5, 17.48611111111111)","(26.0, 40.0, 35.0)","(41.0, 90.0, 85.45454545454545)"
04-01-2023 16:29:57.346501,"(7.0, 8.4, 7.9875)","(31.0, 80.0, 62.857142857142854)","(12.0, 15.5, 15.045454545454545)","(6.0, 8.8, 8.51764705882353)","(4.0, 5.0, 4.921739130434783)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.781818181818182)","(14.0, 17.5, 17.48611111111111)","(26.0, 40.0, 35.0)","(41.0, 90.0, 85.45454545454545)"
04-01-2023 16:29:58.659205,"(7.0, 8.4, 7.9875)","(31.0, 80.0, 58.57142857142857)","(12.0, 15.5, 15.045454545454545)","(6.0, 8.8, 8.51764705882353)","(4.0, 5.0, 4.933333333333334)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.8)","(14.0, 17.5, 17.483870967741936)","(26.0, 40.0, 35.0)","(41.0, 90.0, 85.45454545454545)"
04-01-2023 16:29:59.830816,"(7.0, 8.4, 7.9875)","(31.0, 80.0, 58.57142857142857)","(12.0, 15.5, 15.045454545454545)","(6.0, 8.8, 8.51764705882353)","(4.0, 5.0, 4.969230769230769)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.8)","(14.0, 17.5, 17.483870967741936)","(26.0, 40.0, 35.0)","(41.0, 90.0, 76.66666666666667)"
04-01-2023 16:30:00.994828,"(7.0, 8.4, 7.9875)","(31.0, 80.0, 58.57142857142857)","(12.0, 15.5, 15.045454545454545)","(6.0, 8.8, 8.51764705882353)","(4.0, 5.0, 4.969230769230769)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.8)","(14.0, 17.5, 17.483870967741936)","(26.0, 40.0, 35.0)","(41.0, 90.0, 76.66666666666667)"
04-01-2023 16:30:02.162325,"(7.0, 8.2, 8.085714285714285)","(31.0, 80.0, 58.57142857142857)","(12.0, 15.5, 15.045454545454545)","(6.0, 8.8, 8.711111111111112)","(4.0, 5.0, 4.983333333333333)","(4.0, 4.9, 4.84054054054054)","(5.0, 5.9, 5.885714285714286)","(14.0, 17.5, 17.483870967741936)","(26.0, 40.0, 35.0)","(41.0, 90.0, 76.66666666666667)"
04-01-2023 16:30:03.368118,"(7.0, 8.4, 8.16)","(31.0, 80.0, 58.57142857142857)","(12.0, 15.5, 14.142857142857142)","(6.0, 8.8, 8.759493670886076)","(4.0, 5.0, 5.038461538461538)","(4.0, 4.9, 4.823076923076923)","(5.0, 5.9, 5.875)","(14.0, 17.5, 17.189873417721518)","(26.0, 40.0, 36.0)","(41.0, 90.0, 87.0)"
04-01-2023 16:30:04.547738,"(7.0, 8.4, 8.25)","(31.0, 80.0, 74.0)","(12.0, 15.0, 14.142857142857142)","(6.0, 8.8, 8.759493670886076)","(4.0, 5.1, 5.038461538461538)","(4.0, 4.9, 4.823076923076923)","(5.0, 5.9, 5.875)","(14.0, 17.5, 17.189873417721518)","(26.0, 40.0, 36.0)","(41.0, 90.0, 87.0)"
04-01-2023 16:30:05.784274,"(7.0, 8.4, 8.181818181818182)","(31.0, 80.0, 75.38461538461539)","(12.0, 14.5, 14.142857142857142)","(6.0, 8.8, 8.759493670886076)","(4.0, 5.2, 5.1160000000000005)","(4.0, 4.9, 4.823076923076923)","(5.0, 5.9, 5.875)","(14.0, 17.5, 17.3)","(26.0, 40.0, 36.0)","(41.0, 90.0, 83.33333333333333)"
04-01-2023 16:30:06.983643,"(7.0, 8.4, 8.181818181818182)","(31.0, 80.0, 75.38461538461539)","(12.0, 14.5, 13.875)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.2, 5.1160000000000005)","(4.0, 4.9, 4.86)","(5.0, 5.9, 5.875)","(14.0, 17.5, 17.3)","(26.0, 40.0, 36.0)","(41.0, 90.0, 83.33333333333333)"
04-01-2023 16:30:08.190382,"(7.0, 8.4, 8.181818181818182)","(31.0, 80.0, 75.38461538461539)","(12.0, 14.5, 13.875)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.2, 5.0249999999999995)","(4.0, 4.9, 4.871428571428572)","(5.0, 5.9, 5.790909090909091)","(14.0, 17.5, 17.306122448979593)","(26.0, 40.0, 37.333333333333336)","(41.0, 90.0, 85.0)"
04-01-2023 16:30:09.421501,"(7.0, 8.4, 8.2)","(31.0, 85.0, 83.0)","(12.0, 14.5, 13.375)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.1, 4.949999999999999)","(4.0, 4.9, 4.973684210526316)","(5.0, 6.0, 5.790909090909091)","(14.0, 17.5, 17.306122448979593)","(26.0, 40.0, 37.333333333333336)","(41.0, 110.0, 82.85714285714286)"
04-01-2023 16:30:10.678956,"(7.0, 8.4, 8.2)","(31.0, 90.0, 87.5)","(12.0, 14.0, 13.272727272727273)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.1, 4.949999999999999)","(4.0, 5.0, 4.973684210526316)","(5.0, 6.0, 5.784375)","(14.0, 17.5, 17.306122448979593)","(26.0, 40.0, 37.333333333333336)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:11.928380,"(7.0, 8.4, 8.2)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.333333333333334)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.1, 4.949999999999999)","(4.0, 5.0, 4.961538461538462)","(5.0, 6.0, 5.793103448275862)","(14.0, 17.5, 17.28846153846154)","(26.0, 40.0, 37.333333333333336)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:13.148843,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.4)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.1, 4.949999999999999)","(4.0, 5.0, 4.961538461538462)","(5.0, 6.0, 5.793103448275862)","(14.0, 17.5, 17.28846153846154)","(26.0, 40.0, 37.333333333333336)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:14.343082,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.333333333333334)","(6.0, 8.6, 8.573170731707316)","(4.0, 5.1, 4.845)","(4.0, 5.0, 4.961538461538462)","(5.0, 6.0, 5.669230769230769)","(14.0, 17.5, 17.28846153846154)","(26.0, 40.0, 37.333333333333336)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:15.557192,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.8125)","(6.0, 8.6, 8.576595744680851)","(4.0, 5.1, 4.835999999999999)","(4.0, 5.0, 4.969565217391304)","(5.0, 5.9, 5.652941176470588)","(14.0, 17.5, 17.428571428571427)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:16.709038,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.884615384615385)","(6.0, 8.6, 8.576595744680851)","(4.0, 5.1, 4.835999999999999)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.652941176470588)","(14.0, 17.5, 17.428571428571427)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:17.835235,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.884615384615385)","(6.0, 8.6, 8.576595744680851)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.652941176470588)","(14.0, 17.5, 17.428571428571427)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 82.85714285714286)"
04-01-2023 16:30:19.014997,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.884615384615385)","(6.0, 8.6, 8.576595744680851)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.652941176470588)","(14.0, 17.5, 17.416666666666668)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 90.0)"
04-01-2023 16:30:20.167267,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.884615384615385)","(6.0, 8.6, 8.541880341880342)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.969565217391304)","(5.0, 5.9, 5.652941176470588)","(14.0, 17.5, 17.416666666666668)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:21.319298,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 79.0625)","(12.0, 14.0, 13.954545454545455)","(6.0, 9.2, 8.977777777777778)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.969565217391304)","(5.0, 5.9, 5.652941176470588)","(14.0, 17.5, 17.416666666666668)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:22.542870,"(7.0, 8.4, 8.2)","(31.0, 90.0, 79.0909090909091)","(12.0, 14.0, 13.954545454545455)","(6.0, 9.0, 8.934146341463414)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.633333333333333)","(14.0, 17.5, 17.416666666666668)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:23.738161,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 81.11111111111111)","(12.0, 14.0, 13.954545454545455)","(6.0, 9.0, 8.934146341463414)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.633333333333333)","(14.0, 17.5, 17.416666666666668)","(26.0, 40.0, 38.11764705882353)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:24.999645,"(7.0, 8.4, 8.285714285714286)","(31.0, 90.0, 81.11111111111111)","(12.0, 14.0, 13.857142857142858)","(6.0, 9.0, 8.927710843373495)","(4.0, 5.1, 4.848571428571429)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.633333333333333)","(14.0, 17.5, 17.416666666666668)","(26.0, 40.0, 37.0)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:26.307235,"(7.0, 8.4, 8.2)","(31.0, 90.0, 81.11111111111111)","(12.0, 14.0, 13.456521739130435)","(6.0, 9.0, 8.571428571428571)","(4.0, 5.1, 4.9399999999999995)","(4.0, 5.0, 4.961538461538462)","(5.0, 5.9, 5.633333333333333)","(14.0, 17.5, 17.862068965517242)","(26.0, 40.0, 39.57142857142857)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:27.590527,"(7.5, 8.4, 8.285714285714286)","(31.0, 90.0, 81.11111111111111)","(12.0, 13.5, 13.452380952380953)","(6.5, 9.0, 8.571428571428571)","(4.2, 5.1, 4.848571428571429)","(4.2, 5.0, 4.961538461538462)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.0, 18.485915492957748)","(26.0, 40.0, 39.57142857142857)","(41.0, 100.0, 92.0)"
04-01-2023 16:30:28.835058,"(7.5, 8.4, 8.285714285714286)","(31.0, 90.0, 78.33333333333333)","(12.0, 13.5, 13.7)","(6.5, 9.0, 8.526315789473685)","(4.2, 5.1, 4.848571428571429)","(4.2, 5.0, 4.862109375)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.5, 18.485915492957748)","(26.0, 40.0, 39.57142857142857)","(41.0, 100.0, 84.0)"
04-01-2023 16:30:29.988641,"(7.5, 8.4, 8.285714285714286)","(31.0, 90.0, 78.33333333333333)","(12.0, 14.0, 13.7)","(6.5, 9.0, 8.526315789473685)","(4.2, 5.1, 4.848571428571429)","(4.2, 5.1, 4.862109375)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.5, 18.485915492957748)","(26.0, 40.0, 39.57142857142857)","(41.0, 100.0, 89.23076923076923)"
04-01-2023 16:30:31.155463,"(7.5, 8.4, 8.285714285714286)","(31.0, 80.0, 70.76923076923077)","(12.0, 14.0, 13.369565217391305)","(6.5, 9.0, 8.526315789473685)","(4.2, 5.1, 4.874358974358974)","(4.2, 5.1, 4.86875)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.5, 18.485915492957748)","(26.0, 40.0, 39.57142857142857)","(41.0, 95.0, 89.54545454545455)"
04-01-2023 16:30:32.320231,"(7.5, 8.4, 8.285714285714286)","(31.0, 80.0, 70.76923076923077)","(12.0, 13.5, 13.452380952380953)","(6.5, 9.0, 8.526315789473685)","(4.2, 5.1, 4.865853658536586)","(4.2, 4.9, 4.86875)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.5, 18.485915492957748)","(26.0, 40.0, 39.57142857142857)","(41.0, 95.0, 87.72727272727272)"
04-01-2023 16:30:33.448387,"(7.5, 8.4, 8.285714285714286)","(31.0, 80.0, 70.76923076923077)","(12.0, 13.5, 13.452380952380953)","(6.5, 9.0, 8.538461538461538)","(4.2, 5.1, 4.865853658536586)","(4.2, 4.9, 4.8961538461538465)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.5, 18.485915492957748)","(26.0, 40.0, 39.57142857142857)","(41.0, 110.0, 87.72727272727272)"
04-01-2023 16:30:34.639687,"(7.5, 8.4, 8.285714285714286)","(31.0, 80.0, 70.76923076923077)","(12.0, 14.0, 13.615384615384615)","(6.5, 9.0, 8.493333333333332)","(4.2, 5.1, 4.736363636363636)","(4.2, 4.9, 4.8961538461538465)","(5.0, 5.9, 5.633333333333333)","(14.0, 18.5, 18.486486486486488)","(26.0, 40.0, 39.57142857142857)","(41.0, 110.0, 87.72727272727272)"
04-01-2023 16:30:35.826777,"(7.5, 8.4, 8.285714285714286)","(31.0, 80.0, 70.76923076923077)","(12.0, 14.0, 13.615384615384615)","(6.5, 9.0, 8.493333333333332)","(4.2, 5.1, 4.785714285714286)","(4.2, 4.9, 4.932352941176471)","(5.0, 5.9, 5.681818181818182)","(14.0, 18.5, 18.486486486486488)","(26.0, 40.0, 39.57142857142857)","(41.0, 110.0, 84.21052631578948)"
04-01-2023 16:30:36.988537,"(7.5, 8.4, 8.338461538461539)","(31.0, 80.0, 70.76923076923077)","(12.0, 14.0, 13.430769230769231)","(6.5, 9.0, 8.6)","(4.2, 5.0, 4.657575757575757)","(4.2, 5.0, 4.932352941176471)","(5.0, 5.9, 5.7125)","(14.0, 18.5, 18.486486486486488)","(26.0, 40.0, 39.57142857142857)","(41.0, 110.0, 82.77777777777777)"
04-01-2023 16:30:38.174257,"(7.5, 8.4, 8.338461538461539)","(31.0, 80.0, 66.66666666666667)","(12.0, 14.0, 13.430769230769231)","(6.5, 8.8, 8.444444444444445)","(4.2, 4.7, 4.7272727272727275)","(4.2, 5.0, 4.9425)","(5.0, 5.9, 5.743478260869566)","(14.0, 18.5, 18.4873417721519)","(26.0, 40.0, 39.4)","(41.0, 110.0, 82.77777777777777)"
04-01-2023 16:30:39.387618,"(7.5, 8.4, 8.32)","(31.0, 80.0, 68.0)","(12.0, 14.0, 13.527777777777779)","(6.5, 8.8, 8.485714285714286)","(4.2, 4.9, 4.725531914893617)","(4.2, 5.0, 4.9425)","(5.0, 5.9, 5.741666666666667)","(14.0, 18.5, 18.25)","(26.0, 40.0, 39.57142857142857)","(41.0, 110.0, 82.0)"
04-01-2023 16:30:40.587431,"(7.5, 8.4, 8.32)","(31.0, 80.0, 71.0)","(12.0, 14.0, 13.527777777777779)","(6.5, 8.6, 8.454545454545455)","(4.2, 4.9, 4.725531914893617)","(4.2, 5.0, 4.9425)","(5.0, 5.9, 5.741666666666667)","(14.0, 18.5, 18.25)","(26.0, 40.0, 39.333333333333336)","(41.0, 110.0, 86.66666666666667)"
04-01-2023 16:30:41.882815,"(7.5, 8.4, 8.32)","(31.0, 80.0, 72.5)","(12.0, 14.0, 13.818181818181818)","(6.5, 8.6, 8.36)","(4.2, 4.9, 4.625)","(4.2, 5.0, 4.970212765957447)","(5.0, 5.9, 5.720000000000001)","(14.0, 18.5, 18.692307692307693)","(26.0, 40.0, 39.333333333333336)","(41.0, 100.0, 85.0)"
04-01-2023 16:30:43.186237,"(7.5, 8.6, 8.025352112676057)","(31.0, 80.0, 80.625)","(12.0, 14.0, 13.818181818181818)","(6.5, 8.4, 8.371428571428572)","(4.2, 4.7, 4.754545454545455)","(4.2, 5.0, 4.988235294117647)","(5.0, 5.9, 5.736363636363636)","(14.0, 19.0, 18.782608695652172)","(26.0, 40.0, 39.42857142857143)","(41.0, 100.0, 86.52173913043478)"
04-01-2023 16:31:52.720303,"(7.5, 8.6, 8.237333333333332)","(41.0, 90.0, 80.0)","(12.0, 14.0, 13.818181818181818)","(6.5, 8.4, 8.371428571428572)","(4.0, 4.8, 4.7)","(3.9, 5.0, 4.199539170506912)","(5.0, 5.9, 5.435616438356164)","(14.0, 19.5, 20.88888888888889)","(26.0, 40.0, 38.19047619047619)","(51.0, 110.0, 112.5)"
04-01-2023 16:31:54.062225,"(7.5, 9.8, 9.610752688172044)","(41.0, 120.0, 106.66666666666667)","(12.0, 15.0, 14.966666666666667)","(6.5, 9.4, 9.217142857142857)","(4.0, 4.7, 4.616)","(3.9, 4.2, 4.226627218934912)","(5.0, 5.5, 5.388800000000001)","(14.0, 22.0, 21.069767441860463)","(26.0, 42.0, 38.16)","(51.0, 120.0, 112.5)"
04-01-2023 16:31:55.302334,"(7.5, 9.8, 9.461538461538462)","(41.0, 120.0, 106.66666666666667)","(12.0, 15.0, 14.966666666666667)","(6.5, 9.4, 9.0875)","(4.0, 4.7, 4.616)","(3.9, 4.3, 4.213286713286713)","(5.0, 5.4, 5.479396984924623)","(14.0, 22.0, 21.071428571428573)","(26.0, 42.0, 38.16)","(51.0, 120.0, 112.5)"
04-01-2023 16:31:56.491962,"(7.5, 9.8, 9.461538461538462)","(41.0, 120.0, 106.66666666666667)","(12.0, 15.0, 14.966666666666667)","(6.5, 9.4, 9.0875)","(4.0, 4.7, 4.631521739130434)","(3.9, 4.3, 4.205343511450382)","(5.0, 5.6, 5.48796992481203)","(14.0, 22.0, 21.1875)","(26.0, 42.0, 38.16)","(51.0, 120.0, 112.5)"
04-01-2023 16:31:57.648245,"(7.5, 9.8, 9.461538461538462)","(41.0, 120.0, 106.66666666666667)","(12.0, 15.0, 14.966666666666667)","(6.5, 9.4, 9.19591836734694)","(4.0, 4.7, 4.637662337662338)","(3.9, 4.3, 4.21448275862069)","(5.0, 5.5, 5.441935483870968)","(14.0, 22.0, 19.676470588235293)","(26.0, 42.0, 38.16)","(51.0, 120.0, 112.5)"
04-01-2023 16:31:58.822756,"(7.5, 9.8, 9.461538461538462)","(41.0, 120.0, 106.66666666666667)","(12.0, 15.0, 14.966666666666667)","(6.5, 9.4, 9.293877551020408)","(4.0, 4.7, 4.6709923664122135)","(3.9, 4.3, 4.146997929606625)","(5.0, 5.5, 5.498214285714286)","(14.0, 21.0, 20.5)","(26.0, 42.0, 38.689655172413794)","(51.0, 120.0, 112.5)"
04-01-2023 16:32:00.047948,"(7.5, 9.8, 9.602247191011235)","(41.0, 120.0, 107.36842105263158)","(12.0, 15.0, 14.966666666666667)","(6.5, 9.4, 9.293877551020408)","(4.0, 4.7, 4.6709923664122135)","(3.9, 4.2, 4.143859649122807)","(5.0, 5.6, 5.498275862068965)","(14.0, 21.0, 20.583333333333332)","(26.0, 42.0, 38.8)","(51.0, 120.0, 115.5)"
04-01-2023 16:32:01.358746,"(7.5, 9.8, 9.461538461538462)","(41.0, 110.0, 103.33333333333333)","(12.0, 15.5, 15.3125)","(6.5, 9.4, 9.293877551020408)","(4.0, 4.7, 4.629896907216494)","(3.9, 4.2, 4.143859649122807)","(5.0, 5.6, 5.495798319327731)","(14.0, 21.0, 21.6046511627907)","(26.0, 42.0, 39.333333333333336)","(51.0, 120.0, 115.5)"
04-01-2023 16:32:02.694764,"(7.5, 9.8, 9.461538461538462)","(41.0, 110.0, 94.0)","(12.0, 15.5, 15.3125)","(6.5, 9.4, 9.193548387096774)","(4.0, 4.7, 4.629896907216494)","(3.9, 4.2, 4.143859649122807)","(5.0, 5.6, 5.498275862068965)","(14.0, 22.0, 21.742857142857144)","(26.0, 42.0, 39.333333333333336)","(51.0, 120.0, 115.5)"
04-01-2023 16:32:03.987829,"(7.5, 9.8, 9.437113402061856)","(41.0, 110.0, 94.0)","(12.0, 15.5, 15.392857142857142)","(6.5, 9.4, 9.193548387096774)","(4.0, 4.7, 4.629896907216494)","(3.9, 4.2, 4.13584229390681)","(5.0, 5.6, 5.505263157894737)","(14.0, 22.0, 21.742857142857144)","(26.0, 42.0, 39.333333333333336)","(51.0, 120.0, 115.0)"
04-01-2023 16:32:05.253919,"(7.5, 9.8, 9.461538461538462)","(41.0, 110.0, 94.0)","(12.0, 15.5, 15.392857142857142)","(6.5, 9.4, 9.31875)","(4.0, 4.7, 4.654362416107382)","(3.9, 4.2, 4.077005347593583)","(5.0, 5.6, 5.589743589743589)","(14.0, 22.0, 21.8)","(26.0, 42.0, 36.851063829787236)","(51.0, 120.0, 115.26315789473684)"
04-01-2023 16:32:06.470754,"(7.5, 9.8, 9.543065693430657)","(41.0, 110.0, 94.0)","(12.0, 15.5, 15.375)","(6.5, 9.4, 9.325)","(4.0, 4.7, 4.681632653061224)","(3.9, 4.1, 4.082793017456359)","(5.0, 5.6, 5.614285714285715)","(14.0, 22.0, 21.952380952380953)","(26.0, 38.0, 39.0)","(51.0, 120.0, 115.26315789473684)"
04-01-2023 16:32:07.645587,"(7.5, 9.4, 9.326829268292682)","(41.0, 110.0, 94.0)","(12.0, 15.5, 15.378787878787879)","(6.5, 9.6, 9.35)","(4.0, 4.8, 4.6359375)","(3.9, 4.1, 4.090348525469168)","(5.0, 5.7, 5.658139534883721)","(14.0, 22.0, 21.869565217391305)","(26.0, 40.0, 39.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:08.834603,"(7.5, 9.4, 9.392592592592592)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.378787878787879)","(6.5, 9.6, 9.456410256410257)","(4.0, 4.7, 4.609677419354838)","(3.7, 4.1, 4.090983606557377)","(4.8, 5.7, 5.663636363636364)","(14.0, 22.0, 21.930232558139537)","(26.0, 40.0, 39.5)","(51.0, 120.0, 115.29411764705883)"
04-01-2023 16:32:09.989424,"(7.5, 9.8, 9.447058823529412)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.4)","(6.5, 9.6, 9.33953488372093)","(4.0, 4.7, 4.652941176470589)","(3.7, 4.2, 4.090684931506849)","(4.8, 5.7, 5.622727272727272)","(14.0, 22.0, 21.925)","(26.0, 40.0, 39.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:11.205843,"(7.5, 9.8, 9.464335664335664)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.4)","(6.5, 9.6, 9.33953488372093)","(4.0, 4.7, 4.65421686746988)","(3.7, 4.2, 4.076415094339622)","(4.8, 5.7, 5.622727272727272)","(14.0, 22.0, 21.925)","(26.0, 40.0, 39.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:12.434323,"(7.5, 9.8, 9.48)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.4)","(6.5, 9.6, 9.33953488372093)","(4.0, 4.7, 4.657186544342508)","(3.7, 4.1, 4.076415094339622)","(4.8, 5.7, 5.622727272727272)","(14.0, 22.0, 21.925)","(26.0, 40.0, 39.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:13.777693,"(7.5, 9.8, 9.478145695364239)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.4)","(6.5, 9.6, 9.406896551724138)","(4.0, 4.7, 4.6596541786743515)","(3.7, 4.1, 3.9583333333333335)","(4.8, 5.7, 5.677551020408163)","(14.0, 22.0, 21.925)","(26.0, 40.0, 39.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:15.131382,"(7.5, 9.8, 9.425316455696203)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.406896551724138)","(4.0, 4.7, 4.612844036697248)","(3.7, 4.0, 3.9539473684210527)","(4.8, 5.8, 5.735294117647059)","(14.0, 22.0, 21.34259259259259)","(26.0, 40.0, 38.26086956521739)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:16.455613,"(7.5, 9.8, 9.525925925925927)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.452631578947368)","(4.0, 4.7, 4.612844036697248)","(3.7, 4.0, 3.953623188405797)","(4.8, 5.8, 5.7437499999999995)","(14.0, 22.0, 21.275510204081634)","(26.0, 40.0, 38.26086956521739)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:17.772035,"(7.5, 9.8, 9.52336448598131)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.457142857142857)","(4.0, 4.7, 4.622330097087378)","(3.7, 4.0, 3.953170731707317)","(4.8, 5.8, 5.736)","(14.0, 22.0, 21.275510204081634)","(26.0, 40.0, 38.26086956521739)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:18.959619,"(7.5, 9.8, 9.52336448598131)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.4625)","(4.0, 4.7, 4.622330097087378)","(3.7, 4.0, 3.9390756302521006)","(4.8, 5.8, 5.776666666666666)","(14.0, 22.0, 21.275510204081634)","(26.0, 40.0, 38.26086956521739)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:20.091252,"(7.5, 9.8, 9.52336448598131)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.43448275862069)","(4.0, 4.7, 4.632773109243697)","(3.7, 4.0, 3.957563025210084)","(4.8, 5.8, 5.778787878787878)","(14.0, 22.0, 21.275510204081634)","(26.0, 40.0, 38.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:21.303778,"(7.5, 9.8, 9.52336448598131)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.43448275862069)","(4.0, 4.7, 4.632773109243697)","(3.7, 4.0, 3.956837606837607)","(4.8, 5.8, 5.778125)","(14.0, 22.0, 21.275510204081634)","(26.0, 40.0, 38.5)","(51.0, 120.0, 115.55555555555556)"
04-01-2023 16:32:22.541518,"(7.5, 9.8, 9.509803921568627)","(61.0, 110.0, 95.45454545454545)","(12.0, 15.5, 15.213541666666666)","(6.5, 9.6, 9.43448275862069)","(4.0, 4.7, 4.632773109243697)","(3.7, 4.0, 3.956837606837607)","(4.8, 5.8, 5.791463414634146)","(14.0, 22.0, 21.275510204081634)","(26.0, 40.0, 38.5)","(51.0, 120.0, 115.55555555555556)"
