,Palace House,Prized Benefit,Empire Club,Roys Road,Indiana Falls,Miss Rinehart,Naughty Possum,Playing Hookie
10-01-2023 14:12:37.191385,"(3.6, 4.4, 4.27741935483871)","(31.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.325)","(10.0, 18.5, 18.416666666666668)","(41.0, 75.0, 61.666666666666664)","(15.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:38.322765,"(3.6, 4.4, 4.27741935483871)","(31.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(10.0, 18.5, 18.416666666666668)","(41.0, 75.0, 61.666666666666664)","(15.0, 24.0, 22.545454545454547)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:39.486581,"(3.6, 4.4, 4.27741935483871)","(31.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(10.0, 18.5, 18.416666666666668)","(41.0, 75.0, 61.666666666666664)","(15.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:40.667698,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 18.5, 18.416666666666668)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:42.041493,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 18.5, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:43.313806,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:44.682331,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:45.949723,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:47.194701,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:48.379153,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:49.565559,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:50.737415,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:51.879945,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.311111111111111)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:53.083416,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.305000000000001)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:54.388291,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:55.710345,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:57.065808,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.714285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:58.622753,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.6)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:59.936268,"(3.6, 4.4, 4.325490196078432)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.6)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:13:01.073840,"(3.6, 4.4, 4.324)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.6)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.716666666666667)"
10-01-2023 14:13:02.268884,"(3.6, 4.4, 4.324)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.6)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.716666666666667)"
10-01-2023 14:13:03.533050,"(3.6, 4.4, 4.324)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.6)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 23.11111111111111)","(3.4, 3.75, 3.716666666666667)"
10-01-2023 14:13:04.790814,"(3.6, 4.4, 4.3319148936170215)","(26.0, 32.0, 29.75)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 19.0, 18.214285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.894736842105264)","(3.4, 3.75, 3.716666666666667)"
10-01-2023 14:13:05.982990,"(3.6, 4.4, 4.3319148936170215)","(26.0, 30.0, 29.75)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.75, 3.716666666666667)"
10-01-2023 14:13:07.212153,"(3.6, 4.4, 4.3319148936170215)","(26.0, 30.0, 29.75)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.75, 3.7021739130434783)"
10-01-2023 14:13:08.429694,"(3.6, 4.4, 4.3319148936170215)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.75, 3.6871428571428573)"
10-01-2023 14:13:09.679287,"(3.6, 4.4, 4.3319148936170215)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 61.666666666666664)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.75, 3.6871428571428573)"
10-01-2023 14:13:10.956458,"(3.6, 4.4, 4.367567567567568)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.7, 3.6964285714285716)"
10-01-2023 14:13:12.212532,"(3.6, 4.4, 4.300000000000001)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.7, 3.6964285714285716)"
10-01-2023 14:13:13.520389,"(3.6, 4.4, 4.300000000000001)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.7, 3.6964285714285716)"
10-01-2023 14:13:14.806845,"(3.6, 4.4, 4.300000000000001)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.7, 3.6964285714285716)"
10-01-2023 14:13:16.288881,"(3.6, 4.4, 4.344186046511628)","(26.0, 30.0, 29.555555555555557)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.7, 3.6964285714285716)"
10-01-2023 14:13:17.600632,"(3.6, 4.4, 4.344186046511628)","(26.0, 30.0, 39.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.7, 3.715)"
10-01-2023 14:13:18.931651,"(3.6, 4.4, 4.344186046511628)","(26.0, 40.0, 39.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.8, 3.709090909090909)"
10-01-2023 14:13:20.379078,"(3.6, 4.4, 4.344186046511628)","(26.0, 40.0, 34.470588235294116)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.8, 3.7073529411764703)"
10-01-2023 14:13:21.774445,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 33.0)","(5.5, 6.6, 6.2375)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.8, 3.614864864864865)"
10-01-2023 14:13:23.283166,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 34.111111111111114)","(5.5, 6.6, 6.275)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.65, 3.608064516129032)"
10-01-2023 14:13:24.573294,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 34.111111111111114)","(5.5, 6.4, 6.127272727272727)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.65, 3.608064516129032)"
10-01-2023 14:13:25.921226,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 34.111111111111114)","(5.5, 6.6, 6.070588235294117)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.65, 3.6430232558139535)"
10-01-2023 14:13:27.246133,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 32.75)","(5.5, 6.6, 6.070588235294117)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.65, 3.6430232558139535)"
10-01-2023 14:13:28.569114,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 32.75)","(5.5, 6.6, 6.075)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(41.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.4, 3.65, 3.6430232558139535)"
10-01-2023 14:13:29.874429,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 32.75)","(5.5, 6.6, 5.963636363636364)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.3, 3.65, 3.6430232558139535)"
10-01-2023 14:13:31.269457,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 31.77777777777778)","(5.5, 6.6, 6.0)","(4.0, 5.4, 5.2875000000000005)","(9.0, 18.5, 18.214285714285715)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.3, 3.65, 3.6430232558139535)"
10-01-2023 14:13:32.679281,"(3.6, 4.4, 4.347826086956522)","(26.0, 38.0, 33.333333333333336)","(5.5, 6.6, 5.914285714285714)","(4.0, 5.4, 5.300000000000001)","(9.0, 18.5, 18.214285714285715)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.894736842105264)","(3.3, 3.65, 3.6430232558139535)"
10-01-2023 14:13:34.084359,"(3.6, 4.4, 4.278260869565218)","(26.0, 38.0, 33.333333333333336)","(5.5, 6.6, 6.230769230769231)","(4.0, 5.4, 5.305263157894737)","(9.0, 18.5, 18.3)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.666666666666668)","(3.3, 3.65, 3.6342105263157896)"
10-01-2023 14:13:35.475637,"(3.6, 4.4, 4.283870967741936)","(26.0, 38.0, 31.0)","(5.5, 6.4, 6.214285714285714)","(4.0, 5.4, 5.305263157894737)","(9.0, 18.5, 18.3)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.857142857142858)","(3.3, 3.65, 3.6342105263157896)"
10-01-2023 14:13:36.735689,"(3.6, 4.4, 4.365517241379311)","(26.0, 38.0, 31.0)","(5.5, 6.4, 6.214285714285714)","(4.0, 5.4, 5.305263157894737)","(9.0, 18.5, 18.3)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.857142857142858)","(3.3, 3.65, 3.6384615384615384)"
10-01-2023 14:13:38.032493,"(3.6, 4.4, 4.365517241379311)","(26.0, 38.0, 31.0)","(5.5, 6.4, 6.214285714285714)","(4.0, 5.4, 5.305263157894737)","(9.0, 18.5, 18.3)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.857142857142858)","(3.3, 3.65, 3.6384615384615384)"
10-01-2023 14:13:39.362017,"(3.6, 4.4, 4.365517241379311)","(26.0, 38.0, 31.0)","(5.5, 6.4, 6.214285714285714)","(4.0, 5.4, 5.305263157894737)","(9.0, 18.5, 18.3)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.857142857142858)","(3.3, 3.65, 3.6384615384615384)"
10-01-2023 14:13:40.739585,"(3.6, 4.4, 4.365517241379311)","(26.0, 38.0, 31.333333333333332)","(5.5, 6.4, 6.214285714285714)","(4.0, 5.4, 5.305263157894737)","(9.0, 18.5, 18.3)","(31.0, 75.0, 65.0)","(14.0, 22.0, 21.857142857142858)","(3.3, 3.65, 3.6384615384615384)"
10-01-2023 14:13:42.073723,"(3.6, 4.2, 4.125641025641025)","(26.0, 38.0, 31.333333333333332)","(5.5, 6.4, 6.214285714285714)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.214285714285715)","(31.0, 75.0, 65.0)","(14.0, 22.0, 24.25)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:43.404562,"(3.6, 4.3, 4.223076923076923)","(26.0, 38.0, 31.333333333333332)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.85)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:44.690771,"(3.6, 4.3, 4.230232558139535)","(26.0, 38.0, 31.333333333333332)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:46.256427,"(3.6, 4.3, 4.216666666666667)","(26.0, 38.0, 31.333333333333332)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:47.730258,"(3.6, 4.3, 4.216666666666667)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.85)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:49.192624,"(3.6, 4.3, 4.216666666666667)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:50.590798,"(3.6, 4.3, 4.2627906976744185)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.63125)"
10-01-2023 14:13:51.947666,"(3.6, 4.3, 4.2627906976744185)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.166666666666668)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.640625)"
10-01-2023 14:13:53.366280,"(3.6, 4.3, 4.272413793103448)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 18.5, 18.99)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.640625)"
10-01-2023 14:13:54.699438,"(3.6, 4.3, 4.272413793103448)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.958823529411765)","(4.0, 5.4, 5.288888888888889)","(9.0, 19.0, 20.043478260869566)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.640625)"
10-01-2023 14:13:56.141155,"(3.6, 4.3, 4.272413793103448)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.954054054054055)","(4.0, 5.4, 5.288888888888889)","(9.0, 22.0, 20.043478260869566)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.640625)"
10-01-2023 14:13:57.585019,"(3.6, 4.3, 4.2)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.958823529411765)","(4.0, 5.4, 5.288888888888889)","(9.0, 22.0, 20.043478260869566)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.640625)"
10-01-2023 14:13:58.889220,"(3.6, 4.2, 4.151724137931034)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.958823529411765)","(4.0, 5.4, 5.288888888888889)","(9.0, 22.0, 20.043478260869566)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.642857142857143)"
10-01-2023 14:14:00.218358,"(3.6, 4.2, 4.176923076923077)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.958823529411765)","(4.0, 5.4, 5.288888888888889)","(9.0, 22.0, 20.142857142857142)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.6421052631578945)"
10-01-2023 14:14:01.720489,"(3.6, 4.2, 4.176315789473684)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 21.0, 20.72222222222222)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.6421052631578945)"
10-01-2023 14:14:02.993186,"(3.6, 4.2, 4.176315789473684)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.288888888888889)","(9.0, 21.0, 20.72222222222222)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 24.8125)","(3.3, 3.65, 3.6363636363636362)"
10-01-2023 14:14:04.260488,"(3.6, 4.3, 4.252631578947368)","(26.0, 38.0, 34.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.348979591836735)","(9.0, 21.0, 19.833333333333332)","(31.0, 75.0, 69.28571428571429)","(14.0, 25.0, 23.428571428571427)","(3.3, 3.65, 3.6342105263157896)"
10-01-2023 14:14:05.493803,"(3.6, 4.3, 4.279487179487179)","(26.0, 34.0, 31.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.833333333333332)","(31.0, 75.0, 69.28571428571429)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.626923076923077)"
10-01-2023 14:14:06.724782,"(3.6, 4.3, 4.279487179487179)","(26.0, 34.0, 31.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.833333333333332)","(31.0, 75.0, 69.28571428571429)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.626923076923077)"
10-01-2023 14:14:08.100413,"(3.6, 4.4, 4.368421052631579)","(26.0, 34.0, 31.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.763157894736842)","(31.0, 75.0, 69.28571428571429)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6449152542372882)"
10-01-2023 14:14:09.562395,"(3.6, 4.4, 4.333333333333333)","(26.0, 34.0, 31.0)","(5.5, 6.4, 5.941666666666667)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.833333333333332)","(31.0, 75.0, 69.28571428571429)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6449152542372882)"
10-01-2023 14:14:10.855406,"(3.6, 4.4, 4.333333333333333)","(26.0, 34.0, 31.0)","(5.5, 6.4, 5.966666666666667)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.833333333333332)","(31.0, 75.0, 70.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6449152542372882)"
10-01-2023 14:14:12.168440,"(3.6, 4.4, 4.333333333333333)","(26.0, 34.0, 31.0)","(5.5, 6.2, 5.9375)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.833333333333332)","(31.0, 75.0, 70.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6449152542372882)"
10-01-2023 14:14:13.698626,"(3.6, 4.4, 4.333333333333333)","(26.0, 34.0, 31.0)","(5.5, 6.2, 5.9375)","(4.0, 5.4, 5.348979591836735)","(9.0, 20.0, 19.833333333333332)","(31.0, 75.0, 70.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6449152542372882)"
10-01-2023 14:14:15.095802,"(3.6, 4.4, 4.39)","(26.0, 34.0, 31.0)","(5.5, 6.2, 5.907692307692308)","(4.0, 5.4, 5.343181818181818)","(9.0, 20.0, 19.68032786885246)","(31.0, 75.0, 70.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6449152542372882)"
10-01-2023 14:14:16.380784,"(3.6, 4.6, 4.563157894736842)","(26.0, 34.0, 32.666666666666664)","(5.5, 6.2, 5.875)","(4.0, 5.4, 5.343181818181818)","(9.0, 20.0, 19.68032786885246)","(31.0, 75.0, 70.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6448275862068966)"
10-01-2023 14:14:17.639478,"(3.6, 4.6, 4.566666666666666)","(26.0, 34.0, 32.666666666666664)","(5.5, 6.2, 5.872)","(4.0, 5.4, 5.343181818181818)","(9.0, 20.0, 19.526315789473685)","(31.0, 75.0, 70.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6438775510204082)"
10-01-2023 14:14:18.801033,"(3.6, 4.6, 4.566666666666666)","(26.0, 34.0, 32.4)","(5.5, 6.2, 5.872)","(4.0, 5.4, 5.343181818181818)","(9.0, 20.0, 19.357142857142858)","(31.0, 75.0, 65.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6438775510204082)"
10-01-2023 14:14:19.960819,"(3.6, 4.6, 4.566666666666666)","(26.0, 34.0, 32.4)","(5.5, 6.2, 5.872)","(4.0, 5.4, 5.343181818181818)","(9.0, 20.0, 19.25)","(31.0, 75.0, 65.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6351851851851853)"
10-01-2023 14:14:21.118411,"(3.6, 4.6, 4.566666666666666)","(26.0, 34.0, 32.4)","(5.5, 6.2, 5.827272727272727)","(4.0, 5.4, 5.344444444444444)","(9.0, 20.0, 19.25)","(31.0, 75.0, 65.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.6351851851851853)"
10-01-2023 14:14:22.273255,"(3.6, 4.6, 4.581818181818181)","(26.0, 34.0, 33.55555555555556)","(5.5, 6.2, 6.005263157894737)","(4.0, 5.4, 5.344444444444444)","(9.0, 20.0, 19.1875)","(31.0, 75.0, 65.0)","(14.0, 24.0, 23.428571428571427)","(3.3, 3.65, 3.5672413793103446)"
