,Nolde,Muay Thai,First Premio,Diamond Blitz,Sky Dinski,Mount Pelliar,Claim Of Passion,Bronze Warrior
07-01-2023 09:08:57.330261,"(10.0, 13.5, 12.884615384615385)","(14.0, 21.0, 19.125)","(1.95, 2.1, 2.099602836879433)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 32.142857142857146)","(19.0, 180.0, 84.0)","(6.5, 8.8, 8.545454545454547)","(7.0, 9.8, 9.571428571428571)"
07-01-2023 09:08:58.352181,"(10.0, 13.5, 12.884615384615385)","(14.0, 21.0, 19.125)","(1.95, 2.1, 2.099602836879433)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 32.142857142857146)","(19.0, 180.0, 84.0)","(6.5, 8.8, 8.545454545454547)","(7.0, 9.8, 9.571428571428571)"
07-01-2023 09:08:59.388351,"(10.0, 13.5, 12.884615384615385)","(14.0, 21.0, 19.125)","(1.95, 2.1, 2.099602836879433)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 32.142857142857146)","(19.0, 180.0, 84.0)","(6.5, 8.8, 8.545454545454547)","(7.0, 9.8, 9.571428571428571)"
07-01-2023 09:09:00.431270,"(10.0, 13.5, 12.884615384615385)","(14.0, 21.0, 19.125)","(1.95, 2.1, 2.099602836879433)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 32.142857142857146)","(19.0, 180.0, 84.0)","(6.5, 8.8, 8.545454545454547)","(7.0, 9.8, 9.571428571428571)"
07-01-2023 09:09:01.492015,"(10.0, 13.5, 12.884615384615385)","(14.0, 21.0, 19.125)","(1.95, 2.1, 2.099602836879433)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 32.142857142857146)","(19.0, 180.0, 84.0)","(6.5, 8.8, 8.545454545454547)","(7.0, 9.8, 9.571428571428571)"
07-01-2023 09:09:02.565509,"(10.0, 13.5, 12.7)","(14.0, 19.0, 18.75)","(1.95, 2.12, 2.0976)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 32.142857142857146)","(17.0, 180.0, 104.0)","(6.5, 8.8, 8.545454545454547)","(7.0, 9.6, 9.444444444444445)"
07-01-2023 09:09:03.638130,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.12, 2.1147727272727272)","(7.5, 9.8, 9.600000000000001)","(17.0, 36.0, 30.0)","(17.0, 170.0, 58.33333333333333)","(6.5, 8.8, 8.488888888888889)","(7.0, 9.8, 9.64)"
07-01-2023 09:09:04.766470,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.099107505070994)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.36923076923077)","(7.0, 9.8, 9.68)"
07-01-2023 09:09:05.866486,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.099071729957806)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.36923076923077)","(7.0, 9.8, 9.690909090909091)"
07-01-2023 09:09:06.929197,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.12, 2.115009900990099)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.690909090909091)"
07-01-2023 09:09:08.006573,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.12, 2.1147024952015356)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.654545454545454)"
07-01-2023 09:09:09.061980,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.0984615384615384)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.654545454545454)"
07-01-2023 09:09:10.133200,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.08, 2.079230769230769)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.654545454545454)"
07-01-2023 09:09:11.193691,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.098106995884774)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.654545454545454)"
07-01-2023 09:09:12.228390,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.098106995884774)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 38.0)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.654545454545454)"
07-01-2023 09:09:13.334916,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.098106995884774)","(7.5, 9.8, 9.626086956521739)","(17.0, 48.0, 43.8)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.700000000000001)"
07-01-2023 09:09:14.388564,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.0976422764227642)","(7.5, 9.8, 9.662068965517243)","(17.0, 36.0, 34.888888888888886)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.700000000000001)"
07-01-2023 09:09:15.454002,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.0976422764227642)","(7.5, 9.8, 9.662068965517243)","(17.0, 36.0, 34.888888888888886)","(17.0, 160.0, 58.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.700000000000001)"
07-01-2023 09:09:16.558129,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.0964963503649634)","(7.5, 9.8, 9.662068965517243)","(17.0, 36.0, 34.888888888888886)","(17.0, 160.0, 61.66666666666667)","(6.5, 8.6, 8.3)","(7.0, 9.8, 9.846153846153847)"
07-01-2023 09:09:17.620679,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.0991160220994476)","(7.5, 9.8, 9.662068965517243)","(17.0, 36.0, 34.888888888888886)","(17.0, 170.0, 74.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.846153846153847)"
07-01-2023 09:09:18.661670,"(10.0, 12.5, 12.0)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.0991160220994476)","(7.5, 9.8, 9.657142857142858)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.789473684210526)"
07-01-2023 09:09:19.665673,"(10.0, 12.5, 11.75)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.065714285714286)","(7.5, 10.0, 9.89090909090909)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.6)"
07-01-2023 09:09:20.678106,"(10.0, 12.5, 12.275)","(14.0, 19.0, 18.75)","(1.95, 2.1, 2.068888888888889)","(7.5, 10.5, 10.26086956521739)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.6)"
07-01-2023 09:09:21.654858,"(10.0, 12.5, 12.275)","(14.0, 19.0, 18.75)","(1.95, 2.08, 2.061904761904762)","(7.5, 10.5, 10.26086956521739)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.6)"
07-01-2023 09:09:22.608023,"(10.0, 12.5, 12.275)","(14.0, 19.0, 18.75)","(1.95, 2.08, 2.061904761904762)","(7.5, 10.5, 10.26086956521739)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.6)"
07-01-2023 09:09:23.579289,"(10.0, 12.5, 12.275)","(14.0, 19.0, 18.75)","(1.95, 2.08, 2.061904761904762)","(7.5, 10.5, 10.2)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.6)"
07-01-2023 09:09:24.572736,"(10.0, 12.5, 12.02)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.0502857142857143)","(7.5, 10.5, 10.2)","(17.0, 36.0, 34.888888888888886)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.5, 9.777777777777777)"
07-01-2023 09:09:25.600508,"(10.0, 12.5, 12.086206896551724)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.0472727272727274)","(7.5, 10.5, 10.2)","(17.0, 36.0, 33.5)","(17.0, 180.0, 88.0)","(6.5, 8.6, 8.3)","(7.0, 10.5, 9.777777777777777)"
07-01-2023 09:09:26.605379,"(10.0, 12.5, 12.086206896551724)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.0472727272727274)","(7.5, 10.5, 10.2)","(17.0, 36.0, 32.666666666666664)","(17.0, 180.0, 65.0)","(6.5, 8.6, 8.3)","(7.0, 10.5, 9.777777777777777)"
07-01-2023 09:09:27.626516,"(10.0, 12.5, 12.086206896551724)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.0472727272727274)","(7.5, 10.5, 10.2)","(17.0, 36.0, 34.333333333333336)","(17.0, 180.0, 65.0)","(6.5, 8.6, 8.3)","(7.0, 10.5, 9.7)"
07-01-2023 09:09:28.764692,"(10.0, 12.5, 12.02)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.0825)","(7.5, 10.5, 10.2)","(17.0, 36.0, 34.333333333333336)","(17.0, 180.0, 65.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.7)"
07-01-2023 09:09:29.793958,"(10.0, 12.5, 12.02)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.082702702702703)","(7.5, 10.5, 10.2)","(17.0, 36.0, 34.333333333333336)","(17.0, 180.0, 63.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.7)"
07-01-2023 09:09:30.819519,"(10.0, 12.5, 12.02)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.1, 2.08)","(7.5, 10.5, 10.295454545454545)","(17.0, 36.0, 34.333333333333336)","(17.0, 180.0, 63.33333333333333)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.7)"
07-01-2023 09:09:31.886273,"(10.0, 12.5, 12.02)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.052857142857143)","(7.5, 10.5, 10.363636363636363)","(17.0, 36.0, 34.333333333333336)","(17.0, 180.0, 90.0)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.7)"
07-01-2023 09:09:32.965834,"(10.0, 12.5, 12.02)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.052857142857143)","(7.5, 10.5, 10.104)","(17.0, 36.0, 28.727272727272727)","(17.0, 180.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.7)"
07-01-2023 09:09:33.985675,"(10.0, 12.5, 11.621951219512194)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.08, 2.052857142857143)","(7.5, 10.5, 10.104)","(17.0, 32.0, 28.727272727272727)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 10.0, 9.7)"
07-01-2023 09:09:34.978510,"(10.0, 12.5, 11.621951219512194)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.033684210526316)","(7.5, 10.5, 9.907692307692308)","(17.0, 32.0, 27.5)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 11.0, 10.0)"
07-01-2023 09:09:36.020367,"(10.0, 12.5, 11.621951219512194)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.033684210526316)","(7.5, 10.5, 9.907692307692308)","(17.0, 32.0, 27.5)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 11.0, 10.634782608695652)"
07-01-2023 09:09:37.034731,"(10.0, 12.5, 11.621951219512194)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.0348571428571427)","(7.5, 10.5, 9.907692307692308)","(17.0, 32.0, 27.5)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 11.0, 10.688888888888888)"
07-01-2023 09:09:38.051259,"(10.0, 12.5, 11.621951219512194)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.0370731707317074)","(7.5, 10.5, 9.907692307692308)","(17.0, 32.0, 27.5)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 11.0, 10.719999999999999)"
07-01-2023 09:09:39.142954,"(10.0, 12.5, 11.794117647058824)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.013529411764706)","(7.5, 10.5, 9.907692307692308)","(17.0, 32.0, 27.5)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 11.0, 10.719999999999999)"
07-01-2023 09:09:40.122644,"(10.0, 12.5, 11.794117647058824)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.013529411764706)","(7.5, 10.5, 9.907692307692308)","(17.0, 32.0, 27.5)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.3)","(7.0, 11.0, 10.15)"
07-01-2023 09:09:41.167667,"(10.0, 12.5, 11.823529411764707)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.04, 2.013529411764706)","(7.5, 10.5, 9.873684210526317)","(17.0, 32.0, 29.0)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.36923076923077)","(7.0, 10.5, 9.907692307692308)"
07-01-2023 09:09:42.202252,"(10.0, 12.5, 11.823529411764707)","(14.0, 19.0, 18.333333333333332)","(1.95, 2.02, 1.973469387755102)","(7.5, 10.5, 9.873684210526317)","(17.0, 32.0, 29.0)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.377777777777776)","(7.0, 10.5, 9.907692307692308)"
07-01-2023 09:09:43.272199,"(10.0, 12.5, 11.823529411764707)","(14.0, 19.0, 18.714285714285715)","(1.95, 2.02, 1.9740425531914894)","(7.5, 10.5, 9.877777777777778)","(17.0, 32.0, 29.0)","(17.0, 70.0, 56.4)","(6.5, 8.6, 8.377777777777776)","(7.0, 10.5, 9.907692307692308)"
07-01-2023 09:09:44.309503,"(10.0, 12.5, 11.823529411764707)","(14.0, 19.0, 18.714285714285715)","(1.95, 2.02, 1.9740425531914894)","(7.5, 10.5, 9.877777777777778)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.6, 8.566666666666666)","(7.0, 10.5, 9.907692307692308)"
07-01-2023 09:09:45.353336,"(10.0, 12.5, 11.823529411764707)","(14.0, 19.0, 18.714285714285715)","(1.95, 2.02, 1.972222222222222)","(7.5, 10.5, 9.938461538461539)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.6, 8.566666666666666)","(7.0, 10.5, 10.047058823529412)"
07-01-2023 09:09:46.455033,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.714285714285715)","(1.95, 2.02, 1.9847540983606557)","(7.5, 10.0, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.6, 8.566666666666666)","(7.0, 10.5, 10.015384615384615)"
07-01-2023 09:09:47.453410,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.714285714285715)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.6, 8.566666666666666)","(7.0, 10.5, 10.015384615384615)"
07-01-2023 09:09:48.592428,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.714285714285715)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.6, 8.566666666666666)","(7.0, 10.5, 10.015384615384615)"
07-01-2023 09:09:49.726151,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.8)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.6, 8.252380952380951)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:50.737353,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.8)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.293333333333333)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:51.764538,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.8)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.293333333333333)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:52.820055,"(10.0, 12.5, 11.676470588235293)","(14.0, 19.0, 18.8)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 9.975000000000001)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.293333333333333)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:53.853014,"(10.0, 12.5, 11.782051282051283)","(14.0, 19.0, 18.8)","(1.95, 2.02, 1.9936734693877551)","(7.5, 10.5, 10.05)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.271428571428572)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:54.891965,"(10.0, 12.5, 11.782051282051283)","(14.0, 19.0, 18.8)","(1.95, 2.04, 2.018823529411765)","(7.5, 10.5, 10.05)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:55.922256,"(10.0, 12.5, 11.782051282051283)","(14.0, 19.0, 18.8)","(1.95, 2.04, 2.0246153846153847)","(7.5, 10.5, 10.05)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:56.957023,"(10.0, 12.5, 11.782051282051283)","(14.0, 19.0, 18.8)","(1.95, 2.04, 2.0246153846153847)","(7.5, 10.5, 10.05)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:57.942961,"(10.0, 12.5, 11.782051282051283)","(14.0, 19.0, 18.8)","(1.95, 2.04, 2.008205128205128)","(7.5, 10.5, 10.05)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:58.926487,"(10.0, 12.5, 11.743243243243244)","(14.0, 19.0, 18.8)","(1.95, 2.04, 2.015686274509804)","(7.5, 10.0, 9.917073170731708)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:09:59.953886,"(10.0, 12.5, 11.743243243243244)","(14.0, 19.0, 18.8)","(1.95, 2.04, 2.015686274509804)","(7.5, 10.0, 9.917073170731708)","(17.0, 32.0, 29.0)","(17.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.0, 10.5, 10.200000000000001)"
07-01-2023 09:10:00.987404,"(10.0, 12.5, 11.743243243243244)","(14.0, 19.0, 18.8)","(1.85, 2.04, 2.015686274509804)","(7.5, 10.0, 9.917073170731708)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 53.0)","(6.5, 8.4, 8.2375)","(7.5, 10.5, 10.200000000000001)"
07-01-2023 09:10:01.957293,"(10.0, 12.5, 11.782051282051283)","(14.0, 21.0, 19.928571428571427)","(1.85, 2.04, 2.015686274509804)","(7.5, 10.0, 9.917073170731708)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 56.4)","(6.5, 8.4, 8.2375)","(7.5, 10.5, 9.850000000000001)"
07-01-2023 09:10:02.982226,"(10.0, 12.5, 11.782051282051283)","(14.0, 23.0, 22.1)","(1.85, 2.04, 2.015686274509804)","(7.5, 10.0, 9.89)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 56.4)","(6.5, 8.4, 8.2375)","(7.5, 10.5, 9.994444444444445)"
07-01-2023 09:10:03.976525,"(10.0, 12.5, 11.782051282051283)","(14.0, 23.0, 22.1)","(1.85, 2.04, 2.0032)","(7.5, 11.0, 10.6)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 54.0)","(6.5, 8.4, 8.2375)","(7.5, 10.5, 9.98421052631579)"
07-01-2023 09:10:05.012743,"(10.0, 12.5, 11.782051282051283)","(14.0, 23.0, 22.1)","(1.85, 2.0, 1.992)","(7.5, 11.5, 11.071428571428571)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 54.0)","(6.5, 8.4, 8.251428571428571)","(7.5, 10.5, 9.98421052631579)"
07-01-2023 09:10:05.985415,"(10.0, 12.0, 11.777777777777779)","(14.0, 23.0, 22.1)","(1.85, 2.0, 1.9866666666666666)","(7.5, 11.5, 11.285714285714286)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 54.0)","(6.5, 8.4, 8.251428571428571)","(7.5, 10.5, 9.98421052631579)"
07-01-2023 09:10:06.995685,"(10.0, 12.0, 11.692307692307692)","(14.0, 23.0, 22.1)","(1.85, 2.0, 1.9866666666666666)","(7.5, 11.5, 11.4)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 54.0)","(6.5, 8.4, 8.251428571428571)","(7.5, 10.5, 9.98421052631579)"
07-01-2023 09:10:07.965390,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.25)","(1.85, 2.0, 1.9866666666666666)","(7.5, 12.0, 11.727272727272727)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 56.33333333333333)","(6.5, 8.4, 8.2)","(7.5, 10.5, 9.955555555555556)"
07-01-2023 09:10:08.956795,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.25)","(1.85, 2.0, 1.9866666666666666)","(7.5, 12.0, 11.727272727272727)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 56.33333333333333)","(6.5, 8.4, 8.2)","(7.5, 10.5, 9.955555555555556)"
07-01-2023 09:10:09.939897,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.25)","(1.85, 2.0, 1.9866666666666666)","(7.5, 12.5, 11.928571428571429)","(17.0, 32.0, 29.23076923076923)","(21.0, 70.0, 56.33333333333333)","(6.5, 8.4, 8.2)","(7.5, 10.5, 9.955555555555556)"
07-01-2023 09:10:10.980031,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.25)","(1.85, 2.0, 1.9866666666666666)","(7.5, 12.5, 11.928571428571429)","(17.0, 32.0, 29.75)","(21.0, 70.0, 56.33333333333333)","(6.5, 8.4, 8.1625)","(7.5, 10.5, 9.955555555555556)"
07-01-2023 09:10:12.044709,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.25)","(1.85, 2.0, 1.9929411764705882)","(7.5, 12.5, 11.928571428571429)","(17.0, 32.0, 29.4)","(21.0, 65.0, 53.0)","(6.5, 8.0, 7.822222222222222)","(7.5, 10.5, 9.955555555555556)"
07-01-2023 09:10:13.068231,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.02, 2.0023529411764707)","(7.5, 12.5, 11.928571428571429)","(17.0, 30.0, 29.4)","(21.0, 65.0, 53.0)","(6.5, 8.0, 7.786666666666666)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:14.225285,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.02, 2.0044)","(7.5, 12.5, 11.928571428571429)","(17.0, 30.0, 29.4)","(21.0, 65.0, 53.0)","(6.5, 8.0, 7.7749999999999995)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:15.228306,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.0044)","(7.5, 12.5, 11.928571428571429)","(17.0, 30.0, 29.4)","(21.0, 65.0, 53.0)","(6.5, 7.8, 7.7749999999999995)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:16.233947,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.0044)","(7.5, 12.5, 11.928571428571429)","(17.0, 30.0, 29.4)","(21.0, 65.0, 44.0)","(6.5, 7.8, 7.74)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:17.312448,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.006530612244898)","(7.5, 12.5, 12.166666666666666)","(17.0, 30.0, 29.4)","(21.0, 65.0, 44.0)","(6.5, 7.8, 7.71578947368421)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:18.329694,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.0056140350877194)","(7.5, 12.5, 12.166666666666666)","(17.0, 30.0, 29.4)","(21.0, 65.0, 44.0)","(6.5, 7.8, 7.693333333333333)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:19.385743,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.0228070175438595)","(7.5, 12.5, 12.166666666666666)","(17.0, 30.0, 29.4)","(21.0, 65.0, 38.75)","(6.5, 7.8, 7.631578947368421)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:20.459412,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.0243636363636366)","(7.5, 12.5, 12.166666666666666)","(17.0, 30.0, 29.4)","(21.0, 65.0, 38.75)","(6.5, 7.8, 7.631578947368421)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:21.502028,"(10.0, 12.0, 11.692307692307692)","(14.0, 22.0, 20.5)","(1.85, 2.04, 2.029382716049383)","(7.5, 12.5, 12.0)","(17.0, 30.0, 29.0)","(21.0, 65.0, 38.75)","(6.5, 7.8, 7.631578947368421)","(7.5, 10.0, 9.955555555555556)"
07-01-2023 09:10:22.549972,"(10.0, 12.0, 11.777777777777779)","(14.0, 22.0, 20.25)","(1.85, 2.04, 2.0284444444444443)","(7.5, 12.5, 12.0)","(17.0, 30.0, 29.0)","(21.0, 65.0, 38.75)","(6.5, 7.8, 7.631578947368421)","(7.5, 10.0, 9.744827586206897)"
07-01-2023 09:10:23.598222,"(10.0, 12.0, 11.777777777777779)","(14.0, 22.0, 20.25)","(1.85, 2.04, 2.0284444444444443)","(7.5, 12.5, 12.166666666666666)","(17.0, 30.0, 29.0)","(21.0, 65.0, 38.75)","(6.5, 7.8, 7.586666666666667)","(7.5, 9.8, 9.891304347826088)"
