,Know Intent,Impressive Nixon,Gorillas Smile,Goldstar Quinn,Epic Grace,Homebush Rose,Opawa Snowdrop,Homebush Snow
09-01-2023 10:20:34.109282,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:35.197587,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:36.340504,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:37.407890,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:38.504527,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:39.582361,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:40.616999,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:41.777000,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:42.950655,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:44.069601,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:45.132906,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:46.221542,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:47.342476,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:48.436918,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:49.473526,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:50.564893,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 4.08421052631579)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:51.618732,"(2.15, 4.7, 3.104)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.4, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:52.748970,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:53.853975,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:54.906017,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:55.976226,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:57.013486,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:58.091188,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:20:59.139554,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:00.170997,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:01.419139,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:02.525693,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:03.619234,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:04.897615,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:06.135902,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:07.263878,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:08.382121,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:09.471117,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:10.517387,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:11.567883,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:12.648814,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:13.831561,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:14.960970,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:16.070560,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:17.243965,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:18.397827,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:19.568130,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:20.664501,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:21.790592,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:22.948476,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:24.107654,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:25.248294,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:26.418301,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:27.508624,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:28.608003,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:29.753945,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:30.906872,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:32.001680,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:33.094719,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:34.169119,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:35.299710,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:36.384799,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:37.488496,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:38.631824,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:39.706581,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:40.774053,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.696296296296296)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:41.909635,"(2.15, 4.6, 2.7162264150943396)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.2, 3.9789473684210526)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:43.028234,"(2.15, 4.5, 3.024)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:44.162728,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:45.231216,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:46.276837,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:47.366167,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:48.438271,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:49.470089,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:50.567387,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:51.608209,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:52.638693,"(2.15, 4.4, 2.6633962264150943)","(10.0, 40.0, 24.5)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:53.682317,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:54.718917,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:55.719288,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:56.752637,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:57.776688,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:58.857422,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:21:59.919896,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:22:01.007750,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:22:02.071090,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:22:03.089754,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:22:04.134698,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.4)","(21.0, 250.0, 77.5)"
09-01-2023 10:22:05.117110,"(2.15, 4.4, 2.6633962264150943)","(10.0, 38.0, 27.642857142857146)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.4)","(7.0, 27.0, 14.72)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 3.707692307692308)","(21.0, 250.0, 77.5)"
09-01-2023 10:22:06.159998,"(2.15, 3.05, 2.4961290322580645)","(10.0, 21.0, 19.799999999999997)","(26.0, 290.0, 123.125)","(5.5, 12.5, 8.75)","(7.0, 16.0, 14.72)","(31.0, 330.0, 82.9090909090909)","(3.0, 5.0, 3.707692307692308)","(21.0, 250.0, 77.5)"
