,Roscos Rescue,Stonebridge Star,White Star Village,Pete Mitchell,Rainbow Rain,Bulldog Brawler,I Runformum,Storm Stride,Mista Pumblechook,Half Moon Beach
10-01-2023 17:18:57.534837,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:18:58.850865,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:00.132938,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:01.299410,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:02.562993,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:08.055639,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:09.531744,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:10.862831,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:12.166186,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:13.541000,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:14.860550,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:16.177464,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 10.86)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:17.319796,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 12.09)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:18.564220,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 12.09)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:19.831683,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 12.09)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:21.165381,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 12.09)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:22.636378,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.6, 6.1)","(8.5, 12.5, 12.09)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 26.25)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:24.087519,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:25.535160,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:27.078235,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:28.973276,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:31.276757,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:32.904180,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:34.250724,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:35.526988,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:36.785846,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:38.159668,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:39.424776,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:40.739180,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:41.954782,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 11.525)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:43.175798,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:44.452129,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:45.786673,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:47.184000,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:48.440280,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:49.766043,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:51.008796,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:52.383553,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:53.770638,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:55.144450,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:56.528498,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.4, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(14.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:57.825690,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.6, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(13.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:19:59.078784,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.6, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(13.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:20:00.283052,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.6, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 29.571428571428573)","(13.0, 19.0, 16.75)","(10.0, 14.0, 11.6)"
10-01-2023 17:20:01.447822,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.6, 6.6, 6.327272727272726)","(8.5, 12.5, 10.65)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.574999999999999)","(21.0, 34.0, 28.0)","(13.0, 19.0, 16.75)","(10.0, 14.0, 12.685714285714287)"
10-01-2023 17:20:02.596986,"(3.2, 4.1, 3.9749999999999996)","(26.0, 44.0, 31.333333333333332)","(6.0, 8.4, 7.275)","(4.6, 6.6, 6.327272727272726)","(8.5, 12.5, 10.4)","(11.0, 18.0, 13.666666666666666)","(7.0, 10.5, 7.733333333333333)","(21.0, 34.0, 26.8)","(13.0, 19.0, 17.25)","(10.0, 14.0, 12.32857142857143)"
10-01-2023 17:20:03.794560,"(3.2, 4.1, 4.02)","(26.0, 44.0, 34.5)","(6.0, 8.4, 7.4)","(4.6, 6.6, 6.1)","(8.5, 12.0, 10.9)","(11.0, 18.0, 16.142857142857142)","(7.0, 10.0, 8.55)","(21.0, 32.0, 29.2)","(13.0, 19.0, 17.25)","(10.0, 13.5, 13.042857142857143)"
10-01-2023 17:20:05.159719,"(3.2, 4.1, 3.98)","(26.0, 44.0, 34.5)","(6.0, 8.4, 7.4)","(4.6, 6.6, 6.1)","(8.5, 13.0, 10.9)","(11.0, 18.0, 16.142857142857142)","(7.0, 10.5, 8.55)","(21.0, 36.0, 29.2)","(13.0, 19.0, 17.25)","(10.0, 14.5, 13.042857142857143)"
10-01-2023 17:20:06.574366,"(3.2, 4.1, 3.98)","(26.0, 44.0, 34.5)","(6.0, 8.4, 7.4)","(4.6, 6.6, 6.1)","(8.5, 13.0, 10.9)","(11.0, 18.0, 16.142857142857142)","(7.0, 10.5, 8.55)","(21.0, 36.0, 29.2)","(13.0, 19.0, 17.25)","(10.0, 14.5, 13.042857142857143)"
10-01-2023 17:20:07.867252,"(3.2, 4.1, 3.98)","(26.0, 44.0, 34.5)","(6.0, 8.4, 7.722222222222222)","(4.6, 6.6, 6.1)","(8.5, 13.0, 10.9)","(11.0, 18.0, 15.833333333333332)","(7.0, 10.5, 8.55)","(21.0, 36.0, 29.2)","(13.0, 19.0, 18.083333333333332)","(10.0, 14.5, 13.042857142857143)"
10-01-2023 17:20:09.524340,"(3.2, 4.1, 3.9428571428571426)","(26.0, 44.0, 34.5)","(6.0, 8.0, 7.2)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.857142857142858)","(11.0, 18.0, 16.142857142857142)","(7.0, 10.5, 9.266666666666666)","(21.0, 36.0, 29.2)","(13.0, 19.0, 18.083333333333332)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:10.858789,"(3.2, 4.1, 3.9428571428571426)","(26.0, 44.0, 34.5)","(6.0, 8.0, 7.25)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.857142857142858)","(11.0, 18.0, 16.142857142857142)","(7.0, 10.5, 9.266666666666666)","(21.0, 36.0, 29.2)","(13.0, 19.0, 18.083333333333332)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:12.115218,"(3.2, 4.1, 3.9428571428571426)","(26.0, 44.0, 34.5)","(6.0, 7.8, 6.933333333333333)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.142857142857142)","(7.0, 10.5, 9.266666666666666)","(21.0, 36.0, 29.2)","(13.0, 19.0, 18.083333333333332)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:13.310180,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.6, 7.1)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 14.0)","(7.0, 10.5, 9.266666666666666)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:14.550247,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.377777777777777)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.0)","(7.0, 10.5, 9.266666666666666)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:15.735005,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.6, 7.377777777777777)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.0)","(7.0, 10.5, 9.575)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:16.899968,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.2)","(4.6, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.0)","(7.0, 10.5, 9.575)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:18.169364,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.0)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:19.446883,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.0)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:20.850799,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:22.136958,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:23.421014,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:24.738945,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:26.059852,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:27.318258,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:28.637142,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:29.884154,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:31.161836,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
10-01-2023 17:20:32.435740,"(3.2, 4.1, 3.8249999999999997)","(26.0, 44.0, 34.5)","(6.0, 7.4, 7.1571428571428575)","(4.8, 6.6, 6.1)","(8.5, 13.0, 11.914285714285715)","(11.0, 18.0, 16.375)","(7.0, 10.5, 9.916666666666668)","(21.0, 36.0, 29.2)","(13.0, 19.0, 16.5)","(10.0, 14.5, 13.1)"
