,Sir Simon,Swoop Dog,White Hawk,Alpine Wolf,Shbourne Renegade,Reward Achiever,Rising Light,Shbourne Rebel,Vallabar,Dramazing,Ethical Dilemma,Skyway Star,Maincourt,Argyle Beach
11-01-2023 15:12:42.400813,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.6, 8.55)","(9.0, 10.0, 9.647058823529411)","(19.0, 30.0, 23.0)","(31.0, 80.0, 57.0)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 84.57142857142857)"
11-01-2023 15:12:43.940858,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.6, 8.55)","(9.0, 10.0, 9.647058823529411)","(19.0, 30.0, 23.0)","(31.0, 80.0, 57.0)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 84.57142857142857)"
11-01-2023 15:12:45.546522,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.6, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 30.0, 23.0)","(31.0, 80.0, 57.0)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 84.57142857142857)"
11-01-2023 15:12:47.125097,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 30.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:48.727220,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:50.335784,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:51.840285,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 69.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:53.455677,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 77.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:54.996509,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 77.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:56.574524,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 77.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:58.104958,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 77.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.375)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:12:59.621203,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 77.0)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:01.061041,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:02.608974,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:04.196705,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:05.752780,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:07.315469,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:08.879075,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:10.492358,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:12.124036,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:13.745832,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.511111111111111)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:15.314465,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:17.054178,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:18.580776,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:20.047980,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:21.569616,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:23.116842,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:24.750450,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.5)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 7.0)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:26.263957,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.4)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.5)","(31.0, 80.0, 49.333333333333336)","(7.0, 8.6, 6.801593625498008)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:27.936182,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.5)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.801593625498008)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:29.424913,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.5)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.801593625498008)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:31.159947,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 51.53846153846153)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 79.25)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 30.5)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.801593625498008)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 65.33333333333333)"
11-01-2023 15:13:32.633628,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.801593625498008)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:34.230919,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:35.691244,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:37.165264,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:38.717440,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:40.221651,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:41.806899,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 164.0)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:43.337595,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
11-01-2023 15:13:45.179401,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.1, 4.875)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.4, 6.50909090909091)","(31.0, 95.0, 64.5)","(4.8, 9.4, 8.65)","(9.0, 10.0, 9.647058823529411)","(19.0, 34.0, 24.666666666666668)","(31.0, 80.0, 49.333333333333336)","(7.0, 7.2, 6.673684210526315)","(81.0, 190.0, 103.75)","(101.0, 210.0, 136.66666666666666)","(101.0, 220.0, 175.0)","(41.0, 100.0, 64.0)"
