,Rosdue Tyson,Second Stringer,Majestic Shot,Paparazzi Prang,Kingsbrae Cheryl,Miss Defy Me,Whether To Fly,Lizard
17,"[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 2, 920739), 3.9, 8.6]"
18,"[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 4, 53252), 3.9, 8.6]"
19,"[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 5, 187468), 3.9, 8.6]"
20,"[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 6, 315847), 3.9, 8.6]"
21,"[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 7, 456441), 3.9, 8.6]"
22,"[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 8, 582628), 3.9, 8.6]"
23,"[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 9, 726492), 3.9, 8.6]"
24,"[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 10, 859102), 3.9, 8.6]"
25,"[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 11, 988698), 3.9, 8.6]"
26,"[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 13, 114502), 3.9, 8.6]"
27,"[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 14, 245117), 3.9, 8.6]"
28,"[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 15, 378620), 3.9, 8.6]"
29,"[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 16, 505550), 3.9, 8.6]"
30,"[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 17, 641465), 3.9, 8.6]"
31,"[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 18, 763566), 3.9, 8.6]"
32,"[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 19, 891377), 3.9, 8.6]"
33,"[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 21, 164412), 3.9, 8.6]"
34,"[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 22, 295085), 3.9, 8.6]"
35,"[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 23, 415861), 3.9, 8.6]"
36,"[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 24, 539989), 3.9, 8.6]"
37,"[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 25, 672690), 3.9, 8.6]"
38,"[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 26, 805102), 3.9, 8.6]"
39,"[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 4.4, 10.5]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 59, 27, 930789), 3.9, 8.6]"
