,Icy Hot,Austrian Beauty,Queen Missile,Rosie Love,Pollys Riff,Thai Warrior,Bob Albury,Meg Bee
08-01-2023 13:21:40.009543,"(4.0, 4.8, 4.482352941176471)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 58.36363636363636)","(5.5, 8.6, 7.386206896551724)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.840816326530612)"
08-01-2023 13:21:41.357064,"(4.0, 4.8, 4.482352941176471)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 49.45454545454545)","(5.5, 8.6, 7.386206896551724)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.840816326530612)"
08-01-2023 13:21:42.612763,"(4.0, 4.8, 4.482352941176471)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 58.32258064516129)","(5.5, 8.6, 7.386206896551724)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.840816326530612)"
08-01-2023 13:21:44.112423,"(4.0, 4.8, 4.482352941176471)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 54.8)","(5.5, 8.6, 7.288461538461538)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:45.657495,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 54.8)","(5.5, 8.6, 7.271698113207547)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:46.936116,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 59.0)","(5.5, 8.6, 7.6000000000000005)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:48.283290,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 59.0)","(5.5, 8.4, 7.6000000000000005)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:49.530244,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.3130434782608695)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:50.841564,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.3130434782608695)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:52.076851,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.3130434782608695)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:53.369399,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.336170212765958)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:54.714113,"(4.0, 4.8, 4.484999999999999)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.336170212765958)","(2.0, 2.3, 2.2806666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.84)"
08-01-2023 13:21:56.007872,"(4.0, 4.8, 4.613333333333333)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.103703703703704)","(2.0, 2.3, 2.2807999999999997)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.8, 6.92)"
08-01-2023 13:21:57.282730,"(4.0, 4.8, 4.618181818181818)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.103703703703704)","(2.0, 2.3, 2.2807999999999997)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.4, 6.92)"
08-01-2023 13:21:58.524409,"(4.0, 4.8, 4.618181818181818)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 7.103703703703704)","(2.0, 2.3, 2.2807999999999997)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.4, 6.92)"
08-01-2023 13:21:59.847672,"(4.0, 4.8, 4.618181818181818)","(91.0, 540.0, 385.0)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 60.38461538461539)","(5.5, 8.4, 6.7862068965517235)","(2.0, 2.3, 2.2807999999999997)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.4, 6.836842105263158)"
08-01-2023 13:22:01.118976,"(4.0, 4.8, 4.733333333333333)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.333333333333334)","(21.0, 80.0, 55.714285714285715)","(5.5, 8.4, 6.7862068965517235)","(2.0, 2.3, 2.2807999999999997)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.2, 6.836842105263158)"
08-01-2023 13:22:02.373449,"(4.0, 4.8, 4.733333333333333)","(91.0, 540.0, 333.3333333333333)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 65.34482758620689)","(5.5, 8.4, 6.7862068965517235)","(2.0, 2.3, 2.263720930232558)","(21.0, 130.0, 90.0)","(6.0, 8.2, 6.832558139534884)"
08-01-2023 13:22:03.658322,"(4.0, 4.8, 4.466666666666667)","(91.0, 540.0, 462.5)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 65.34482758620689)","(5.5, 8.4, 7.023529411764706)","(2.0, 2.3, 2.2809756097560974)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.2, 7.0)"
08-01-2023 13:22:04.910215,"(4.0, 4.8, 4.585714285714285)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 65.83333333333333)","(5.5, 8.4, 7.168421052631579)","(2.0, 2.3, 2.2809756097560974)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.2, 7.155555555555555)"
08-01-2023 13:22:06.111199,"(4.0, 4.8, 4.6)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 64.54545454545455)","(5.5, 8.4, 7.2299999999999995)","(2.0, 2.3, 2.2809756097560974)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.0, 7.155555555555555)"
08-01-2023 13:22:07.258055,"(4.0, 4.8, 4.6)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 66.92307692307692)","(5.5, 8.4, 7.257692307692308)","(2.0, 2.3, 2.2809756097560974)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.0, 7.155555555555555)"
08-01-2023 13:22:08.458792,"(4.0, 4.8, 4.6125)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 66.92307692307692)","(5.5, 8.4, 7.187755102040816)","(2.0, 2.3, 2.2809756097560974)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.0, 7.155555555555555)"
08-01-2023 13:22:09.566403,"(4.0, 4.8, 4.75)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 66.92307692307692)","(5.5, 8.4, 7.2697674418604645)","(2.0, 2.3, 2.2809756097560974)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.0, 6.96271186440678)"
08-01-2023 13:22:10.702932,"(4.0, 4.8, 4.769230769230769)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.421052631578947)","(21.0, 80.0, 74.0625)","(5.5, 8.4, 7.72)","(2.0, 2.3, 2.2766666666666664)","(21.0, 130.0, 85.55555555555556)","(6.0, 8.0, 7.2444444444444445)"
08-01-2023 13:22:11.748879,"(4.0, 5.0, 4.576923076923077)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.5)","(21.0, 85.0, 74.0625)","(5.5, 8.2, 7.72)","(2.0, 2.28, 2.276)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.8, 7.2444444444444445)"
08-01-2023 13:22:12.813554,"(4.0, 5.0, 4.576923076923077)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.5)","(21.0, 85.0, 74.0625)","(5.5, 8.2, 7.372413793103448)","(2.0, 2.28, 2.273333333333333)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.8, 6.986046511627907)"
08-01-2023 13:22:13.809407,"(4.0, 5.0, 4.625)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.516483516483516)","(21.0, 85.0, 69.44444444444444)","(5.5, 8.2, 7.372413793103448)","(2.0, 2.32, 2.273333333333333)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.8, 6.966666666666667)"
08-01-2023 13:22:14.804964,"(4.0, 5.0, 4.605263157894737)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.516483516483516)","(21.0, 85.0, 69.44444444444444)","(5.5, 8.2, 7.372413793103448)","(2.0, 2.32, 2.273333333333333)","(21.0, 130.0, 85.55555555555556)","(6.0, 7.8, 6.966666666666667)"
08-01-2023 13:22:15.919839,"(4.0, 5.0, 4.82)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.563829787234043)","(21.0, 85.0, 78.33333333333333)","(5.5, 8.2, 7.57391304347826)","(2.0, 2.32, 2.273333333333333)","(21.0, 120.0, 100.0)","(6.0, 7.8, 7.338461538461538)"
08-01-2023 13:22:16.986973,"(4.0, 5.0, 4.82)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.911290322580646)","(21.0, 85.0, 73.0)","(5.5, 8.2, 7.57391304347826)","(2.0, 2.32, 2.273333333333333)","(21.0, 120.0, 100.0)","(6.0, 7.8, 7.338461538461538)"
08-01-2023 13:22:18.056455,"(4.0, 5.0, 4.82)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.911290322580646)","(21.0, 85.0, 73.0)","(5.5, 8.2, 7.57391304347826)","(2.0, 2.32, 2.273333333333333)","(21.0, 120.0, 100.0)","(6.0, 7.8, 7.371428571428572)"
08-01-2023 13:22:19.140578,"(4.0, 5.0, 4.82)","(91.0, 540.0, 471.1111111111111)","(10.0, 17.0, 15.911290322580646)","(21.0, 85.0, 78.33333333333333)","(5.5, 8.2, 7.1499999999999995)","(2.0, 2.32, 2.273333333333333)","(21.0, 120.0, 100.0)","(6.0, 7.8, 7.3882352941176475)"
08-01-2023 13:22:20.264602,"(3.9, 5.0, 4.888888888888889)","(101.0, 540.0, 340.0)","(11.0, 17.0, 15.875)","(26.0, 85.0, 78.33333333333333)","(5.5, 8.2, 7.3)","(2.0, 2.32, 2.273333333333333)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.1)"
08-01-2023 13:22:21.411421,"(3.9, 5.0, 4.785714285714286)","(101.0, 540.0, 340.0)","(11.0, 17.0, 15.875)","(26.0, 85.0, 73.0)","(5.5, 8.2, 7.536842105263157)","(2.0, 2.32, 2.273333333333333)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.1)"
08-01-2023 13:22:22.568402,"(3.9, 5.0, 4.785714285714286)","(101.0, 540.0, 340.0)","(11.0, 17.0, 15.875)","(26.0, 85.0, 78.33333333333333)","(5.5, 8.2, 7.3)","(2.0, 2.32, 2.2688888888888887)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.431578947368421)"
08-01-2023 13:22:23.781807,"(3.9, 5.0, 4.866666666666666)","(101.0, 540.0, 340.0)","(11.0, 17.0, 16.0625)","(26.0, 85.0, 78.33333333333333)","(5.5, 8.2, 7.3)","(2.0, 2.28, 2.245)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.431578947368421)"
08-01-2023 13:22:24.938776,"(3.9, 5.0, 4.9222222222222225)","(101.0, 540.0, 340.0)","(11.0, 17.0, 16.0625)","(26.0, 85.0, 78.33333333333333)","(5.5, 8.2, 7.765517241379309)","(2.0, 2.28, 2.245)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.421621621621622)"
08-01-2023 13:22:26.070393,"(3.9, 5.0, 4.9222222222222225)","(101.0, 540.0, 340.0)","(11.0, 17.0, 16.274193548387096)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.2, 7.765517241379309)","(2.0, 2.28, 2.245)","(26.0, 120.0, 85.55555555555556)","(6.0, 7.8, 7.421621621621622)"
08-01-2023 13:22:27.210259,"(3.9, 5.0, 4.9)","(101.0, 540.0, 390.0)","(11.0, 17.0, 16.274193548387096)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.2, 7.829411764705882)","(2.0, 2.28, 2.211797752808989)","(26.0, 130.0, 100.0)","(6.0, 7.8, 7.421621621621622)"
08-01-2023 13:22:28.348806,"(3.9, 5.0, 4.9)","(101.0, 540.0, 390.0)","(11.0, 17.0, 16.274193548387096)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.2, 7.829411764705882)","(2.0, 2.24, 2.2124175824175825)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.466666666666667)"
08-01-2023 13:22:29.503666,"(3.9, 5.0, 4.916)","(101.0, 540.0, 390.0)","(11.0, 17.0, 16.25)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.2, 7.829411764705882)","(2.0, 2.24, 2.2080254777070065)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.371428571428572)"
08-01-2023 13:22:30.678401,"(3.9, 5.0, 4.916)","(101.0, 540.0, 346.6666666666667)","(11.0, 17.0, 16.37837837837838)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.2, 7.829411764705882)","(2.0, 2.24, 2.2080254777070065)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.371428571428572)"
08-01-2023 13:22:31.859122,"(3.9, 5.0, 4.916)","(101.0, 540.0, 353.3333333333333)","(11.0, 17.0, 16.37837837837838)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.2, 7.285714285714286)","(2.0, 2.24, 2.2177464788732397)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.474418604651163)"
08-01-2023 13:22:33.059203,"(3.9, 5.0, 4.9222222222222225)","(101.0, 540.0, 353.3333333333333)","(11.0, 17.0, 16.54)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.285714285714286)","(2.0, 2.22, 2.2177464788732397)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.474418604651163)"
08-01-2023 13:22:34.147776,"(3.9, 5.0, 4.95)","(101.0, 540.0, 353.3333333333333)","(11.0, 17.0, 16.54)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.55)","(2.0, 2.22, 2.2177464788732397)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.474418604651163)"
08-01-2023 13:22:35.207308,"(3.9, 5.2, 5.050000000000001)","(101.0, 540.0, 460.0)","(11.0, 17.0, 16.760416666666668)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.5058823529411764)","(2.0, 2.22, 2.2177464788732397)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.474418604651163)"
08-01-2023 13:22:36.194719,"(3.9, 5.3, 5.166666666666667)","(101.0, 540.0, 460.0)","(11.0, 17.0, 16.760416666666668)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.545945945945946)","(2.0, 2.22, 2.215555555555556)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.535849056603774)"
08-01-2023 13:22:37.311134,"(3.9, 5.4, 5.300000000000001)","(101.0, 540.0, 460.0)","(11.0, 17.0, 19.369565217391305)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.545945945945946)","(2.0, 2.22, 2.216578947368421)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.441025641025641)"
08-01-2023 13:22:38.454540,"(3.9, 5.4, 5.0052631578947375)","(101.0, 540.0, 460.0)","(11.0, 19.5, 18.5)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.545945945945946)","(2.0, 2.22, 2.216578947368421)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.441025641025641)"
08-01-2023 13:22:39.559796,"(3.9, 5.4, 4.995238095238095)","(101.0, 540.0, 460.0)","(11.0, 20.0, 18.5)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.545945945945946)","(2.0, 2.22, 2.2151807228915663)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.441025641025641)"
08-01-2023 13:22:40.654498,"(3.9, 5.4, 4.958823529411765)","(101.0, 540.0, 460.0)","(11.0, 22.0, 18.0)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.371428571428572)","(2.0, 2.22, 2.214871794871795)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.44)"
08-01-2023 13:22:41.781980,"(3.9, 5.4, 5.1825)","(101.0, 540.0, 460.0)","(11.0, 22.0, 18.25)","(26.0, 85.0, 81.66666666666667)","(5.5, 7.4, 7.371428571428572)","(2.0, 2.22, 2.216338028169014)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.44)"
08-01-2023 13:22:42.950385,"(3.9, 5.4, 5.1825)","(101.0, 540.0, 460.0)","(11.0, 22.0, 19.5)","(26.0, 85.0, 81.66666666666667)","(5.5, 7.4, 7.415384615384616)","(2.0, 2.22, 2.0421875)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.44)"
08-01-2023 13:22:44.181806,"(3.9, 5.4, 5.226)","(101.0, 540.0, 460.0)","(11.0, 22.0, 21.166666666666668)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.5058823529411764)","(2.0, 2.18, 2.0476237623762374)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.466666666666667)"
08-01-2023 13:22:45.328483,"(3.9, 5.4, 5.28)","(101.0, 540.0, 460.0)","(11.0, 22.0, 21.166666666666668)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.5058823529411764)","(2.0, 2.18, 2.0476237623762374)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.466666666666667)"
08-01-2023 13:22:46.463548,"(3.9, 5.4, 5.257142857142857)","(101.0, 540.0, 353.3333333333333)","(11.0, 22.0, 21.82142857142857)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.5058823529411764)","(2.0, 2.16, 2.087142857142857)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.466666666666667)"
08-01-2023 13:22:47.644122,"(3.9, 5.4, 5.257142857142857)","(101.0, 540.0, 353.3333333333333)","(11.0, 22.0, 21.55)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.5058823529411764)","(2.0, 2.16, 2.087142857142857)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.466666666666667)"
08-01-2023 13:22:48.871517,"(3.9, 5.4, 5.257142857142857)","(101.0, 540.0, 353.3333333333333)","(11.0, 22.0, 21.0)","(26.0, 85.0, 81.66666666666667)","(5.5, 8.0, 7.52)","(2.0, 2.16, 2.0812500000000003)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.618181818181818)"
08-01-2023 13:22:50.132941,"(3.9, 5.4, 5.352380952380953)","(101.0, 540.0, 353.3333333333333)","(11.0, 22.0, 21.0)","(26.0, 85.0, 81.84210526315789)","(5.5, 8.0, 7.414634146341463)","(2.0, 2.1, 2.0875)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:22:51.376442,"(3.9, 5.4, 5.325)","(101.0, 540.0, 460.0)","(11.0, 22.0, 21.75)","(26.0, 85.0, 81.84210526315789)","(5.5, 8.0, 7.414634146341463)","(2.0, 2.1, 2.0875)","(26.0, 120.0, 100.0)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:22:52.583007,"(3.9, 5.4, 5.353846153846154)","(101.0, 540.0, 460.0)","(11.0, 22.0, 21.88888888888889)","(26.0, 85.0, 81.84210526315789)","(5.5, 8.0, 7.359999999999999)","(2.0, 2.1, 2.0875)","(26.0, 120.0, 102.5)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:22:53.735500,"(3.9, 5.4, 5.353846153846154)","(101.0, 540.0, 460.0)","(11.0, 22.0, 21.88888888888889)","(26.0, 85.0, 81.84210526315789)","(5.5, 8.0, 7.4239999999999995)","(2.0, 2.1, 2.0875)","(26.0, 120.0, 102.5)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:22:54.914571,"(3.9, 5.4, 5.353846153846154)","(101.0, 540.0, 460.0)","(11.0, 23.0, 22.823529411764707)","(26.0, 85.0, 81.84210526315789)","(5.5, 8.0, 7.456603773584906)","(2.0, 2.1, 2.0625)","(26.0, 120.0, 102.5)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:22:56.074248,"(3.9, 5.4, 5.345454545454546)","(101.0, 540.0, 460.0)","(11.0, 23.0, 22.823529411764707)","(26.0, 85.0, 81.84210526315789)","(5.5, 8.0, 7.456603773584906)","(2.0, 2.1, 2.075)","(26.0, 120.0, 105.0)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:22:57.278550,"(3.9, 5.4, 5.345454545454546)","(101.0, 540.0, 460.0)","(11.0, 23.0, 22.90909090909091)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.446153846153846)","(2.0, 2.1, 2.079375)","(26.0, 120.0, 105.0)","(6.0, 7.8, 7.08421052631579)"
08-01-2023 13:22:58.470521,"(3.9, 5.4, 5.363636363636364)","(101.0, 540.0, 460.0)","(11.0, 24.0, 23.047619047619047)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.456603773584906)","(2.0, 2.1, 2.071875)","(26.0, 120.0, 105.0)","(6.0, 7.8, 7.08421052631579)"
08-01-2023 13:22:59.536712,"(3.9, 5.4, 5.363636363636364)","(101.0, 540.0, 460.0)","(11.0, 24.0, 23.047619047619047)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.456603773584906)","(2.0, 2.1, 2.071875)","(26.0, 120.0, 105.0)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:23:00.646979,"(3.9, 5.4, 5.363636363636364)","(101.0, 540.0, 460.0)","(11.0, 24.0, 23.473684210526315)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.456603773584906)","(2.0, 2.1, 2.067857142857143)","(26.0, 120.0, 105.0)","(6.0, 7.8, 7.064864864864865)"
08-01-2023 13:23:01.820099,"(3.9, 5.4, 5.36)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.473684210526315)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.2615384615384615)","(2.0, 2.1, 2.0563636363636366)","(26.0, 120.0, 103.33333333333333)","(6.0, 7.8, 7.12)"
08-01-2023 13:23:02.981745,"(3.9, 5.4, 5.36)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.555555555555557)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.2615384615384615)","(2.0, 2.06, 2.0563636363636366)","(26.0, 130.0, 103.33333333333333)","(6.0, 7.8, 7.102564102564102)"
08-01-2023 13:23:04.175004,"(3.9, 5.4, 5.336842105263158)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.555555555555557)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.2615384615384615)","(2.0, 2.06, 2.0563636363636366)","(26.0, 130.0, 103.33333333333333)","(6.0, 7.8, 7.111111111111111)"
08-01-2023 13:23:05.272144,"(3.9, 5.4, 5.336842105263158)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.555555555555557)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.232)","(2.0, 2.06, 2.056969696969697)","(26.0, 130.0, 103.33333333333333)","(6.0, 7.8, 7.111111111111111)"
08-01-2023 13:23:06.471444,"(3.9, 5.4, 5.36)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.555555555555557)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.232)","(2.0, 2.06, 2.056969696969697)","(26.0, 130.0, 103.33333333333333)","(6.0, 7.8, 7.111111111111111)"
08-01-2023 13:23:07.681668,"(3.9, 5.4, 5.36)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.666666666666668)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.232)","(2.0, 2.06, 2.056969696969697)","(26.0, 130.0, 103.33333333333333)","(6.0, 7.8, 7.111111111111111)"
08-01-2023 13:23:08.928728,"(3.9, 5.4, 5.36)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.733333333333334)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.232)","(2.0, 2.06, 2.055)","(26.0, 130.0, 96.66666666666667)","(6.0, 7.8, 7.111111111111111)"
08-01-2023 13:23:10.186840,"(3.9, 5.4, 5.372)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.733333333333334)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.4239999999999995)","(2.0, 2.06, 2.081538461538462)","(26.0, 130.0, 96.66666666666667)","(6.0, 7.8, 7.070588235294117)"
08-01-2023 13:23:11.486331,"(3.9, 5.4, 5.372)","(101.0, 540.0, 360.0)","(11.0, 24.0, 23.733333333333334)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.4239999999999995)","(2.0, 2.1, 2.086666666666667)","(26.0, 130.0, 96.66666666666667)","(6.0, 7.8, 7.070588235294117)"
08-01-2023 13:23:12.767089,"(3.9, 5.4, 5.35)","(101.0, 540.0, 405.0)","(11.0, 24.0, 23.733333333333334)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.4239999999999995)","(2.0, 2.1, 2.086666666666667)","(26.0, 130.0, 96.66666666666667)","(6.0, 7.8, 7.070588235294117)"
08-01-2023 13:23:14.001384,"(3.9, 5.4, 5.370833333333334)","(101.0, 540.0, 405.0)","(11.0, 24.0, 23.846153846153847)","(26.0, 85.0, 82.14285714285714)","(5.5, 8.0, 7.428571428571429)","(2.0, 2.1, 2.070909090909091)","(26.0, 130.0, 96.66666666666667)","(6.0, 7.8, 7.4125000000000005)"
08-01-2023 13:23:15.238292,"(3.9, 5.4, 5.38)","(101.0, 540.0, 366.6666666666667)","(11.0, 24.0, 23.846153846153847)","(26.0, 85.0, 83.06451612903226)","(5.5, 8.0, 7.288888888888889)","(2.0, 2.08, 2.070909090909091)","(26.0, 130.0, 96.66666666666667)","(6.0, 7.8, 7.4125000000000005)"
