,Sly Corner,Best To Hurry,Printmaker,Storm Harbour,Mandalay Blonde,Top Babe,In Great Nic,Sizzling Diamond,Romance Factor,Mishani Pharoah
05-01-2023 15:20:40.968232,"(6.0, 8.4, 7.875)","(3.4, 4.3, 3.855555555555555)","(26.0, 48.0, 37.5)","(6.5, 8.8, 8.48)","(2.25, 2.76, 2.696)","(26.0, 42.0, 34.5)","(21.0, 40.0, 28.75)","(18.0, 40.0, 26.0)","(51.0, 90.0, 70.0)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:42.263641,"(6.0, 8.4, 7.875)","(3.4, 4.3, 3.855555555555555)","(26.0, 48.0, 37.5)","(6.5, 8.8, 8.48)","(2.25, 2.76, 2.696)","(26.0, 42.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 70.0)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:43.549771,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 37.5)","(6.5, 8.8, 8.6)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 70.0)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:44.872404,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 37.5)","(6.5, 8.8, 8.6)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 70.0)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:46.183946,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 37.5)","(6.5, 8.8, 8.6)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 70.0)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:47.474840,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 37.5)","(6.5, 8.8, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:48.765746,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 33.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:50.069773,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 33.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:51.477342,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 48.0, 39.5)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:52.941556,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.88)","(26.0, 80.0, 39.5)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:54.352558,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 80.0, 41.75)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:55.696149,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 80.0, 41.75)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:57.051334,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 80.0, 41.75)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:58.409949,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 80.0, 41.75)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:20:59.671140,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 80.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:21:00.912540,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:21:02.174540,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:21:03.532313,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:21:04.741289,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 132.44444444444446)"
05-01-2023 15:21:06.056811,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:07.312444,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:08.519422,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:09.709031,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.576470588235294)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:10.872006,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:12.047540,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:13.573556,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:14.855371,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:16.365218,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:17.639122,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:18.808410,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:20.205387,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:21.552748,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:22.855914,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:24.138342,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:25.364669,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:26.517079,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:27.672813,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:28.835391,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:30.069880,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:31.405796,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:32.633229,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:34.115696,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:35.359258,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:36.591332,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:37.910741,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:39.354691,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:40.733669,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:42.009319,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:43.299002,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 44.333333333333336)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:44.543771,"(6.0, 8.4, 7.875)","(3.4, 4.2, 3.9)","(26.0, 75.0, 39.25)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 26.0)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 125.14285714285714)"
05-01-2023 15:21:45.829467,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:47.165232,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 30.0)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:48.463408,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:49.784634,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:51.154365,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.377777777777776)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:52.534368,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:53.874945,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:55.241252,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 39.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:56.573782,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 70.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:57.854723,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:21:59.171333,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:00.502728,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:01.894671,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:03.231500,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:04.538284,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:05.879851,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:07.198568,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 80.0)"
05-01-2023 15:22:08.587583,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 126.28571428571429)"
05-01-2023 15:22:09.956627,"(6.0, 8.4, 7.875)","(3.4, 4.5, 3.9749999999999996)","(26.0, 65.0, 41.0)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 40.0, 36.66666666666667)","(18.0, 40.0, 35.333333333333336)","(51.0, 90.0, 78.33333333333333)","(31.0, 160.0, 57.14285714285714)"
