,Kaisons Curse,Boy From Hill,Coco Coaster,Phoebes Baby,Snake Fist,Bruces Angel
06-01-2023 11:04:07.290176,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:08.283112,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:09.224621,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:10.181508,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:11.054131,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:11.958910,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:12.901663,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:13.854250,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:14.740262,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:15.618935,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:16.559783,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:17.454822,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:18.365916,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:19.278997,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:20.189717,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:21.161945,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:22.173819,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:23.098937,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:23.974862,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:24.838164,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:25.794418,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:26.779519,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:27.775492,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:28.701847,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:29.632325,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:30.519416,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:31.419606,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:32.344316,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:33.185826,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:34.109777,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:35.058691,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:36.022566,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:36.929909,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:37.868150,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:38.797019,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:39.806029,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:40.780785,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:41.732092,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:42.640702,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:43.563769,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:44.509468,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:45.467592,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:46.360594,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:47.217044,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:48.163539,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:49.123812,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:50.122361,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:51.047591,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:51.943778,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:52.854178,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:53.739433,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:54.659725,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:55.595545,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:56.557150,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:57.506158,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:58.530906,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.62)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:04:59.476917,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:05:00.420373,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:05:01.275574,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:05:02.165016,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:05:03.182646,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 10.25)","(2.9, 4.3, 3.715)","(7.0, 12.5, 8.833333333333334)"
06-01-2023 11:05:04.118004,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.666666666666666)"
06-01-2023 11:05:04.977741,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.666666666666666)"
06-01-2023 11:05:05.867233,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.666666666666666)"
06-01-2023 11:05:06.835822,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.666666666666666)"
06-01-2023 11:05:07.794572,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.666666666666666)"
06-01-2023 11:05:08.788454,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:09.738191,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:10.764097,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:11.829664,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:12.843240,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:13.761553,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:14.630643,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:15.638453,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:16.684542,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:17.686534,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:18.654356,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
06-01-2023 11:05:19.624833,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.325)","(6.5, 11.5, 6.34375)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.3, 3.715)","(7.0, 12.5, 10.733333333333334)"
