,Big Time Violet,Adobe Underworld,Allegro Love,Truth Hurts,Claws In Creed,Opawa Ziva
04-01-2023 09:18:26.877065,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:27.716601,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:28.566259,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:29.402121,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:30.229434,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:31.041396,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:31.885045,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:32.708515,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:33.528411,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:34.348056,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 6.48)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:35.175341,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:35.990426,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:36.813736,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:37.629526,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:38.444199,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:39.262742,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:40.077890,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:40.899255,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:41.715590,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:42.535912,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:43.356095,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:44.175739,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:44.995265,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:45.815411,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:46.632130,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:47.449935,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:48.265438,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:49.084461,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:49.903303,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:50.723034,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:51.540391,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:52.356345,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:53.180742,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:53.991381,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:54.810490,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:55.624972,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:56.446528,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:57.263944,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:58.091926,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:58.903795,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:18:59.729858,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:00.540958,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:01.359416,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:02.179813,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:02.992097,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:03.814528,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:04.630331,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:05.455864,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:06.269789,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:07.087730,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:07.901835,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:08.718754,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:09.532983,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:10.358366,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:11.184027,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:12.002518,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:12.821363,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:13.632717,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:14.457087,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:15.269668,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:16.093839,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:16.907602,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:17.731254,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:18.558269,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:19.368398,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:20.184139,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:21.011066,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:21.829557,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:22.644306,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:23.463179,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:24.279819,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:25.111446,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:25.931109,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:26.753844,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:27.582324,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:28.395680,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:29.215839,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:30.029237,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:30.872309,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:31.685419,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:32.504270,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:33.328133,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
04-01-2023 09:19:34.144358,"(2.6, 4.0, 2.9857142857142858)","(5.5, 17.5, 15.962500000000002)","(8.5, 19.0, 18.0)","(17.0, 20.0, 18.142857142857142)","(4.4, 7.0, 5.65)","(3.0, 8.8, 7.533333333333333)"
