,Big Time Violet,Adobe Underworld,Allegro Love,Truth Hurts,Claws In Creed,Opawa Ziva
04-01-2023 09:32:37.027707,"(2.5, 6.2, 4.875)","(6.0, 10.5, 7.95)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:37.846045,"(2.5, 6.2, 4.875)","(6.0, 10.5, 7.95)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:38.667989,"(2.5, 6.2, 4.875)","(6.0, 10.5, 7.95)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:39.477996,"(2.5, 6.2, 4.875)","(6.0, 10.5, 7.95)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:40.290926,"(2.5, 6.2, 4.875)","(6.0, 10.5, 7.585714285714285)","(8.0, 19.5, 11.083333333333334)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:41.111047,"(2.5, 6.2, 4.875)","(6.0, 10.5, 6.790909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:41.932319,"(2.5, 6.2, 4.875)","(6.0, 11.0, 7.800000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:42.747043,"(2.5, 6.2, 4.875)","(6.0, 10.5, 7.585714285714285)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:43.579920,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.2384615384615385)"
04-01-2023 09:32:44.390128,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:45.202384,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:46.016514,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:46.844514,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:47.665696,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:48.488060,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.2)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:49.304585,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 20.25)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:50.129020,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:50.945748,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:51.776257,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:52.587918,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:53.413526,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.283333333333333)"
04-01-2023 09:32:54.245206,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:32:55.070464,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:32:55.898173,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:32:56.711845,"(2.5, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:32:57.531176,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:32:58.349912,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:32:59.173178,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:33:00.000277,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:33:00.809823,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:33:01.635353,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3270833333333334)"
04-01-2023 09:33:02.455390,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.292307692307692)"
04-01-2023 09:33:03.274979,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.225)"
04-01-2023 09:33:04.110279,"(2.6, 6.2, 4.875)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.225)"
04-01-2023 09:33:04.918334,"(2.6, 6.0, 4.04)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.225)"
04-01-2023 09:33:05.744187,"(2.6, 6.0, 5.183333333333334)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.225)"
04-01-2023 09:33:06.562177,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.225)"
04-01-2023 09:33:07.392005,"(2.6, 5.9, 4.49)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3)"
04-01-2023 09:33:08.218805,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.8, 6.720000000000001)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3)"
04-01-2023 09:33:09.030517,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.6, 6.66)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3)"
04-01-2023 09:33:09.861486,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.6000000000000005)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3)"
04-01-2023 09:33:10.689696,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3)"
04-01-2023 09:33:11.513460,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3)"
04-01-2023 09:33:12.334250,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:13.152076,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:13.976707,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 21.0, 19.5)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:14.818927,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:15.628188,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:16.449481,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:17.275104,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:18.096694,"(2.6, 6.0, 3.995454545454545)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:18.924044,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:19.746351,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:20.566172,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.2, 5.6)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:21.385642,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.490909090909091)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 7.0, 5.9)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:22.213184,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.9)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:23.034109,"(2.6, 5.9, 4.49)","(6.0, 9.4, 7.9714285714285715)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3111111111111113)"
04-01-2023 09:33:23.854530,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.614285714285714)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3111111111111113)"
04-01-2023 09:33:24.673817,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.614285714285714)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3111111111111113)"
04-01-2023 09:33:25.516564,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.614285714285714)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3111111111111113)"
04-01-2023 09:33:26.333581,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.614285714285714)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 21.09090909090909)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3111111111111113)"
04-01-2023 09:33:27.165502,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.614285714285714)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.5)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:27.972719,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.9625)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:28.796779,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.9625)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:29.609763,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.9625)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:30.447917,"(2.6, 5.9, 4.49)","(6.0, 9.4, 6.335714285714285)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 5.5, 5.01)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:31.256394,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 5.672727272727273)","(3.0, 3.4, 3.3363636363636364)"
04-01-2023 09:33:32.081641,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 5.672727272727273)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:32.907688,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 5.672727272727273)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:33.744794,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 5.672727272727273)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:34.569001,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 5.672727272727273)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:35.406056,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 5.672727272727273)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:36.235753,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:37.055414,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:37.865444,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.4, 3.35)"
04-01-2023 09:33:38.704320,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.4, 3.3464285714285715)"
04-01-2023 09:33:39.516914,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.4, 3.3464285714285715)"
04-01-2023 09:33:40.357522,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.4, 3.3447368421052635)"
04-01-2023 09:33:41.177388,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.3447368421052635)"
04-01-2023 09:33:41.993512,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.3447368421052635)"
04-01-2023 09:33:42.814627,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.3447368421052635)"
04-01-2023 09:33:43.639328,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:44.460760,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:45.281536,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:46.091459,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:46.925546,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:47.741671,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 8.0, 6.4)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:48.564583,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 7.8, 6.3)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:49.381635,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 7.8, 6.3)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:50.220895,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:51.051631,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 7.8, 6.12)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:51.884033,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.818181818181817)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:52.694541,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:53.514112,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:54.342324,"(2.6, 5.9, 4.49)","(6.0, 9.2, 7.72)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:55.170461,"(2.6, 5.9, 4.49)","(6.0, 9.2, 6.509090909090909)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:55.992194,"(2.6, 5.9, 4.49)","(6.0, 9.0, 6.8125)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:56.812646,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:57.633073,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:58.458271,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.178571428571429)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:33:59.291098,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:00.112731,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:00.943652,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:01.758453,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:02.585450,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:03.416410,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:04.243532,"(2.6, 5.9, 4.49)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:05.084508,"(2.6, 5.8, 4.675)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 20.0)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
04-01-2023 09:34:05.900189,"(2.6, 5.8, 4.675)","(6.0, 10.5, 8.0)","(8.0, 19.5, 12.766666666666667)","(15.0, 22.0, 19.954545454545453)","(4.6, 7.8, 7.074999999999999)","(3.0, 3.45, 3.361764705882353)"
