,Kaseys Money,Buster Up,She Wolf,Spring Luna,Kick Off,Sunset Charlie,Aces Up
10-01-2023 15:59:18.737057,"(2.1, 2.04, 2.02)","(3.4, 6.4, 6.175)","(10.0, 15.0, 13.16)","(26.0, 75.0, 62.142857142857146)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:20.018686,"(2.1, 2.04, 2.02)","(3.4, 6.4, 6.223529411764706)","(10.0, 15.0, 12.125)","(26.0, 75.0, 61.5)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:21.282070,"(2.1, 2.04, 2.02)","(3.4, 6.6, 6.314285714285714)","(10.0, 15.0, 12.5)","(26.0, 75.0, 61.5)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:22.568984,"(2.05, 2.04, 2.02)","(3.4, 6.6, 6.409523809523809)","(10.0, 15.0, 12.685185185185185)","(26.0, 75.0, 64.5)","(7.0, 13.5, 12.66)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:23.821263,"(2.1, 2.04, 2.02)","(3.4, 6.6, 6.409523809523809)","(10.0, 15.0, 12.5)","(26.0, 75.0, 61.5)","(7.0, 13.5, 12.66)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:25.265030,"(2.1, 2.04, 2.02)","(3.4, 6.6, 6.35)","(10.0, 15.0, 12.685185185185185)","(26.0, 75.0, 61.5)","(7.0, 13.5, 12.66)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:26.768326,"(2.1, 2.04, 2.02)","(3.4, 6.6, 6.35)","(10.0, 15.0, 12.685185185185185)","(26.0, 75.0, 64.5)","(7.0, 13.5, 12.66)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:28.137302,"(2.1, 2.04, 2.02)","(3.4, 6.6, 6.409523809523809)","(10.0, 15.0, 12.685185185185185)","(26.0, 75.0, 64.5)","(7.0, 13.5, 12.545454545454545)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:29.562126,"(2.1, 2.04, 2.02)","(3.4, 6.6, 6.409523809523809)","(10.0, 15.0, 12.685185185185185)","(26.0, 75.0, 62.4)","(7.0, 13.0, 12.545454545454545)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:30.891953,"(2.1, 2.04, 2.002105263157895)","(3.4, 6.6, 6.409523809523809)","(10.0, 15.0, 12.348484848484848)","(26.0, 75.0, 64.5)","(7.0, 13.0, 12.545454545454545)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:32.131841,"(2.1, 2.04, 2.01)","(3.4, 6.6, 6.3500000000000005)","(10.0, 15.0, 12.5)","(26.0, 75.0, 62.4)","(7.0, 13.0, 12.107142857142858)","(12.0, 23.0, 22.76086956521739)","(6.5, 11.5, 11.138095238095238)"
10-01-2023 15:59:33.603402,"(2.1, 2.08, 2.0114285714285716)","(3.4, 6.4, 6.288888888888889)","(10.0, 15.0, 12.666666666666666)","(26.0, 75.0, 59.368421052631575)","(7.0, 13.0, 12.347826086956522)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:34.968887,"(2.1, 2.08, 2.02)","(3.4, 6.6, 6.288888888888889)","(10.0, 15.0, 12.833333333333334)","(26.0, 75.0, 59.368421052631575)","(7.0, 13.0, 12.347826086956522)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:36.306046,"(2.1, 2.08, 2.02)","(3.4, 6.6, 6.288888888888889)","(10.0, 14.5, 12.833333333333334)","(26.0, 75.0, 59.368421052631575)","(7.0, 13.0, 12.347826086956522)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:37.650798,"(2.1, 2.08, 2.02)","(3.4, 6.6, 6.288888888888889)","(10.0, 14.5, 12.571428571428571)","(26.0, 75.0, 58.5)","(7.0, 13.0, 12.074074074074074)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:38.925245,"(2.05, 2.08, 2.008888888888889)","(3.4, 6.6, 6.366666666666666)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 58.5)","(7.0, 13.0, 12.074074074074074)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:40.195623,"(2.05, 2.08, 2.008888888888889)","(3.4, 6.6, 6.4222222222222225)","(10.0, 14.0, 12.055555555555555)","(26.0, 75.0, 59.368421052631575)","(7.0, 13.0, 12.074074074074074)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:41.430176,"(2.05, 2.08, 2.008888888888889)","(3.4, 6.6, 6.366666666666666)","(10.0, 14.0, 12.055555555555555)","(26.0, 75.0, 59.368421052631575)","(7.0, 13.0, 12.074074074074074)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:42.701921,"(2.05, 2.08, 2.008888888888889)","(3.4, 6.6, 6.366666666666666)","(10.0, 14.0, 12.055555555555555)","(26.0, 75.0, 59.368421052631575)","(7.0, 13.0, 12.074074074074074)","(12.0, 23.0, 22.75)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:44.042549,"(2.05, 2.08, 2.008888888888889)","(3.4, 6.6, 6.223076923076923)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 60.0)","(7.0, 13.0, 12.074074074074074)","(12.0, 23.0, 21.5)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:45.309853,"(2.05, 2.08, 2.01)","(3.4, 6.6, 6.223076923076923)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 60.0)","(7.0, 13.0, 12.074074074074074)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 15:59:46.613566,"(2.05, 2.08, 2.01)","(3.4, 7.0, 6.746153846153846)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 60.0)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:48.139236,"(2.05, 2.08, 2.01)","(3.4, 7.0, 6.4)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 60.0)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:49.438023,"(2.05, 2.08, 2.01)","(3.4, 7.0, 6.235294117647059)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.8)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.068181818181818)"
10-01-2023 15:59:50.703095,"(2.05, 2.04, 1.99)","(3.4, 7.0, 6.711111111111111)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.8)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.068181818181818)"
10-01-2023 15:59:52.207604,"(2.05, 2.04, 1.99)","(3.4, 7.0, 6.711111111111111)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.96551724137931)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.068181818181818)"
10-01-2023 15:59:53.730700,"(2.05, 2.04, 1.99)","(3.4, 7.0, 6.711111111111111)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.96551724137931)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.068181818181818)"
10-01-2023 15:59:54.885902,"(2.05, 2.02, 2.006666666666667)","(3.4, 7.0, 6.711111111111111)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.96551724137931)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.068181818181818)"
10-01-2023 15:59:56.149918,"(2.05, 2.02, 2.006666666666667)","(3.4, 7.0, 6.766666666666667)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 12.074074074074074)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:57.399005,"(2.05, 2.08, 2.002222222222222)","(3.4, 7.0, 6.45)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 22.854166666666664)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:58.632767,"(2.05, 2.06, 2.033333333333333)","(3.4, 7.0, 6.65)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 15:59:59.857043,"(2.05, 2.06, 1.9876190476190476)","(3.4, 7.0, 6.65)","(10.0, 14.0, 12.06060606060606)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 22.942307692307693)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:01.088227,"(2.05, 2.06, 1.9866666666666666)","(3.4, 7.0, 6.65)","(10.0, 14.0, 12.17142857142857)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 22.942307692307693)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:02.291445,"(2.05, 2.04, 1.990909090909091)","(3.4, 7.0, 6.65)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 22.942307692307693)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:03.574331,"(2.05, 2.04, 1.990909090909091)","(3.4, 7.0, 6.8)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.0, 13.0, 11.91304347826087)","(12.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:04.827735,"(2.0, 2.04, 2.030307692307692)","(3.4, 7.0, 6.733333333333333)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:06.037095,"(2.0, 2.04, 2.023846153846154)","(3.4, 7.0, 6.733333333333333)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:07.254027,"(2.0, 2.04, 2.023846153846154)","(3.4, 7.0, 6.733333333333333)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:08.894862,"(2.0, 2.04, 2.002608695652174)","(3.4, 7.0, 6.942857142857143)","(10.0, 14.0, 12.195121951219512)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.8)","(13.0, 24.0, 22.862068965517242)","(6.5, 11.5, 10.79)"
10-01-2023 16:00:10.100529,"(2.0, 2.02, 2.002608695652174)","(3.4, 7.0, 6.942857142857143)","(10.0, 14.0, 12.195121951219512)","(26.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.862068965517242)","(6.5, 11.0, 10.79)"
10-01-2023 16:00:11.318730,"(2.0, 2.02, 2.002608695652174)","(3.4, 7.0, 6.942857142857143)","(10.0, 14.0, 12.195121951219512)","(26.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.862068965517242)","(6.5, 11.0, 10.79)"
10-01-2023 16:00:12.435959,"(2.0, 2.02, 2.002608695652174)","(3.4, 7.0, 6.942857142857143)","(10.0, 14.0, 12.195121951219512)","(26.0, 75.0, 59.11764705882353)","(7.5, 12.0, 12.233333333333334)","(13.0, 24.0, 22.862068965517242)","(6.5, 11.0, 10.79)"
10-01-2023 16:00:13.668227,"(2.0, 2.02, 2.002608695652174)","(3.4, 7.0, 6.942857142857143)","(10.0, 14.0, 12.195121951219512)","(26.0, 75.0, 59.11764705882353)","(7.5, 12.5, 11.8)","(13.0, 24.0, 22.862068965517242)","(6.5, 11.0, 10.79)"
10-01-2023 16:00:14.966626,"(2.0, 2.02, 2.002608695652174)","(3.4, 7.0, 6.942857142857143)","(10.0, 14.0, 12.205128205128204)","(26.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.0, 11.215)"
10-01-2023 16:00:16.093686,"(2.0, 2.04, 1.9723076923076923)","(3.4, 7.0, 6.7)","(10.0, 14.0, 12.205128205128204)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:17.145869,"(2.0, 2.04, 1.9813333333333334)","(3.4, 7.4, 7.246153846153847)","(10.0, 14.0, 12.205128205128204)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 10.945833333333333)"
10-01-2023 16:00:18.370094,"(2.0, 2.02, 2.0121875)","(3.4, 7.4, 6.95)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:19.542984,"(2.0, 2.02, 2.0121875)","(3.4, 7.4, 6.95)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:20.661881,"(2.0, 2.02, 2.0121875)","(3.4, 7.4, 6.792857142857144)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:21.836543,"(2.0, 2.02, 2.0121875)","(3.4, 7.4, 6.660869565217392)","(10.0, 14.0, 12.222222222222221)","(26.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 23.017857142857142)","(6.5, 11.5, 11.215)"
10-01-2023 16:00:23.038461,"(2.0, 2.02, 2.0121875)","(3.5, 7.4, 6.660869565217392)","(10.0, 14.0, 12.222222222222221)","(31.0, 75.0, 58.125)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.5, 10.533333333333333)"
10-01-2023 16:00:24.118952,"(2.0, 2.02, 2.012063492063492)","(3.5, 7.4, 6.1)","(10.0, 14.0, 12.222222222222221)","(31.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:25.187910,"(2.0, 2.02, 2.012063492063492)","(3.5, 7.2, 6.8)","(10.0, 14.0, 12.205128205128204)","(31.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:26.252468,"(2.0, 2.02, 2.0071794871794872)","(3.5, 7.2, 6.6)","(10.0, 14.0, 12.205128205128204)","(31.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:27.312581,"(2.0, 2.02, 2.0071794871794872)","(3.5, 7.2, 6.4)","(10.0, 14.0, 12.242424242424242)","(31.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.91304347826087)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:28.403036,"(2.0, 2.02, 2.0071794871794872)","(3.5, 7.2, 6.4)","(10.0, 14.0, 12.235294117647058)","(31.0, 75.0, 58.125)","(7.5, 13.0, 11.892857142857142)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:29.392484,"(2.0, 2.02, 1.9958928571428571)","(3.5, 7.2, 6.91764705882353)","(10.0, 14.0, 12.235294117647058)","(31.0, 75.0, 58.125)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:30.345507,"(2.0, 2.02, 1.9958928571428571)","(3.5, 7.2, 6.953846153846154)","(10.0, 14.0, 12.19047619047619)","(31.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:31.392623,"(2.0, 2.02, 1.9958928571428571)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.228571428571428)","(31.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:32.517948,"(2.0, 2.02, 1.9958928571428571)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.228571428571428)","(31.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:33.659283,"(2.0, 2.02, 1.9958928571428571)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.228571428571428)","(31.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:34.682928,"(2.0, 2.02, 1.9958928571428571)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.228571428571428)","(31.0, 75.0, 59.11764705882353)","(7.5, 12.0, 11.91304347826087)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:35.755213,"(2.0, 2.02, 2.006111111111111)","(3.5, 7.2, 6.7)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 59.11764705882353)","(7.5, 13.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:36.811101,"(2.0, 2.02, 1.9945283018867925)","(3.5, 7.2, 6.966666666666667)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 50.45454545454545)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:37.834484,"(2.0, 2.02, 1.9945283018867925)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 50.45454545454545)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.68)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:38.881352,"(2.0, 2.02, 1.9945283018867925)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 56.81818181818182)","(7.5, 12.0, 11.8)","(13.0, 24.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:39.895789,"(2.0, 2.02, 1.9945283018867925)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 56.81818181818182)","(7.5, 12.0, 11.8)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:40.960854,"(2.0, 2.02, 1.9945283018867925)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 56.81818181818182)","(7.5, 12.0, 11.8)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:41.876090,"(2.0, 2.02, 1.9945283018867925)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.176470588235293)","(31.0, 75.0, 61.666666666666664)","(7.5, 12.0, 11.842105263157894)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:43.027455,"(2.0, 2.02, 1.9533333333333334)","(3.5, 7.2, 6.7)","(10.0, 14.0, 12.1875)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.017857142857142)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:44.089155,"(2.0, 2.02, 1.948)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.736842105263158)","(13.0, 24.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:45.075189,"(2.0, 2.02, 2.0026923076923078)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.193548387096774)","(31.0, 75.0, 61.666666666666664)","(7.5, 12.0, 11.842105263157894)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:46.127778,"(2.0, 2.02, 1.9954545454545454)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.193548387096774)","(31.0, 75.0, 61.666666666666664)","(7.5, 12.0, 11.842105263157894)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:47.146451,"(2.0, 2.02, 1.9954545454545454)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.193548387096774)","(31.0, 75.0, 61.666666666666664)","(7.5, 12.0, 11.842105263157894)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:48.106996,"(2.0, 2.02, 1.9954545454545454)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.193548387096774)","(31.0, 75.0, 61.666666666666664)","(7.5, 12.0, 11.842105263157894)","(13.0, 23.0, 22.775)","(6.5, 11.0, 10.416666666666666)"
10-01-2023 16:00:49.382885,"(2.0, 2.02, 1.9954545454545454)","(3.5, 7.2, 7.05)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 12.0, 12.017857142857142)","(13.0, 23.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:50.433293,"(2.0, 2.02, 2.006842105263158)","(3.5, 7.2, 6.7)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.017857142857142)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:51.482437,"(2.0, 2.0, 1.9463157894736842)","(3.5, 7.4, 7.285714285714286)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 11.96551724137931)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:52.626006,"(2.0, 2.0, 1.9489999999999998)","(3.5, 7.4, 7.285714285714286)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 11.96551724137931)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:53.663398,"(2.0, 2.0, 1.9489999999999998)","(3.5, 7.4, 7.285714285714286)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 11.96551724137931)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:54.717807,"(2.0, 2.0, 1.9489999999999998)","(3.5, 7.4, 7.285714285714286)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 11.96551724137931)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:55.840810,"(2.0, 2.0, 1.9489999999999998)","(3.5, 7.4, 7.285714285714286)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.017857142857142)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:56.872774,"(2.0, 2.02, 1.972)","(3.5, 7.4, 6.92)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.017857142857142)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:57.888263,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.114285714285715)","(10.0, 14.0, 12.206896551724139)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.017857142857142)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:59.031326,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.32258064516129)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:00:59.998521,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.32258064516129)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:01:00.983499,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.32258064516129)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:01:02.050111,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.32258064516129)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:01:03.042048,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.32258064516129)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:01:04.100780,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.32258064516129)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:01:05.221067,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.074074074074074)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 16:01:06.214159,"(2.0, 2.02, 1.972)","(3.5, 7.4, 7.023529411764706)","(10.0, 14.0, 12.074074074074074)","(31.0, 75.0, 61.666666666666664)","(7.5, 13.0, 12.270833333333334)","(13.0, 24.0, 22.854166666666664)","(6.5, 11.0, 10.533333333333333)"
