,Itchy Nose,Call Me Jim,Rich Hips,Aston Rozee,Coconut Santiago,Brother Yap,Champ Duran
07-12-2022 13:27:55.422721,"(2.25, 4.6, 4.3538461538461535)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.815789473684212)","(4.8, 5.9, 5.592307692307693)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:27:56.554119,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.815789473684212)","(4.8, 5.9, 5.65)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:27:57.593263,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 27.125)","(4.8, 5.9, 5.65)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:27:58.532549,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 27.125)","(4.8, 5.9, 5.65)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:27:59.740270,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.441176470588236)","(4.8, 5.9, 5.592307692307693)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:00.900370,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.441176470588236)","(4.8, 5.9, 5.592307692307693)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:01.991302,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.441176470588236)","(4.8, 5.9, 5.766666666666667)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:03.093424,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 27.25)","(4.8, 5.9, 5.766666666666667)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:04.163686,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.6875)","(4.8, 5.9, 5.74)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:05.209877,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.6875)","(4.8, 5.9, 5.74)","(5.5, 6.4, 6.0)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:06.248265,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.6875)","(4.8, 5.9, 5.74)","(5.5, 6.4, 5.774193548387097)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:07.212596,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.6875)","(4.8, 5.9, 5.74)","(5.5, 6.2, 5.774193548387097)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:08.166820,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.6875)","(4.8, 5.9, 5.74)","(5.5, 6.2, 5.774193548387097)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:09.149557,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 32.0, 31.333333333333332)","(4.8, 5.9, 5.74)","(5.5, 6.2, 5.774193548387097)","(3.5, 3.95, 3.726923076923077)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:10.047768,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.22222222222222)","(4.8, 5.9, 5.74)","(5.5, 6.0, 5.811764705882353)","(3.5, 3.95, 3.901260504201681)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:11.094318,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.22222222222222)","(4.8, 5.9, 5.74)","(5.5, 6.0, 5.811764705882353)","(3.5, 3.95, 3.901260504201681)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:12.095039,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.02777777777778)","(4.8, 5.9, 5.74)","(5.5, 6.0, 5.811764705882353)","(3.5, 3.95, 3.901260504201681)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:13.077551,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.90625)","(4.8, 5.9, 5.7)","(5.5, 6.0, 5.811764705882353)","(3.5, 3.95, 3.9065217391304348)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:14.172902,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 27.571428571428573)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.753846153846154)","(3.5, 3.95, 3.898214285714286)","(41.0, 100.0, 48.44444444444444)"
07-12-2022 13:28:15.452579,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.705882352941178)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.753846153846154)","(3.5, 3.95, 3.898214285714286)","(41.0, 100.0, 66.0)"
07-12-2022 13:28:16.641688,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.705882352941178)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.753846153846154)","(3.5, 3.95, 3.903703703703704)","(41.0, 90.0, 62.57142857142857)"
07-12-2022 13:28:17.829014,"(2.25, 4.6, 4.155555555555555)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.5)","(4.8, 5.9, 5.7)","(5.5, 6.0, 5.753846153846154)","(3.5, 3.95, 3.901456310679612)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:19.107030,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.5)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.6499999999999995)","(3.5, 3.95, 3.8957943925233645)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:20.207278,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 26.5)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.647619047619047)","(3.5, 3.95, 3.901456310679612)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:21.247041,"(2.25, 4.6, 4.133333333333333)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 27.5)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.647619047619047)","(3.5, 3.95, 3.901456310679612)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:22.405982,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.0)","(4.8, 5.9, 5.7)","(5.5, 6.0, 5.647619047619047)","(3.5, 3.95, 3.901456310679612)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:23.588239,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.0)","(4.8, 5.9, 5.7)","(5.5, 6.0, 5.647619047619047)","(3.5, 3.95, 3.8931372549019607)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:24.601399,"(2.25, 4.5, 4.3)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.0)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.647619047619047)","(3.5, 3.95, 3.8931372549019607)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:25.708964,"(2.25, 4.5, 4.3)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 31.78723404255319)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8931372549019607)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:26.942394,"(2.25, 4.6, 4.1454545454545455)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.95744680851064)","(4.8, 5.9, 5.74)","(5.5, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8931372549019607)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:28.168223,"(2.25, 4.6, 4.13125)","(12.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.1875)","(4.8, 5.9, 5.653846153846154)","(5.5, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8902061855670103)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:29.220517,"(2.2, 4.5, 4.3)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.1875)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8902061855670103)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:30.350005,"(2.2, 4.5, 4.3)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.916666666666668)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8902061855670103)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:31.512210,"(2.2, 4.6, 4.1454545454545455)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.285714285714285)","(4.8, 5.9, 5.7)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8902061855670103)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:32.662131,"(2.2, 4.6, 4.1454545454545455)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.285714285714285)","(4.8, 5.9, 5.7)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8902061855670103)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:33.751016,"(2.2, 4.6, 4.1454545454545455)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.285714285714285)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8869565217391306)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:34.943192,"(2.2, 4.6, 4.133333333333333)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.285714285714285)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8869565217391306)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:36.019764,"(2.2, 4.6, 4.133333333333333)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.285714285714285)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8869565217391306)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:37.159125,"(2.2, 4.5, 4.3)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 27.714285714285715)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.647619047619047)","(3.6, 3.95, 3.8869565217391306)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:38.224843,"(2.2, 4.5, 4.3)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 30.333333333333332)","(4.8, 5.9, 5.74)","(5.0, 6.0, 5.652631578947368)","(3.6, 3.95, 3.8869565217391306)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:39.230976,"(2.2, 4.6, 4.13125)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.1875)","(4.8, 5.9, 5.592307692307693)","(5.0, 6.0, 5.652631578947368)","(3.6, 3.95, 3.8833333333333333)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:40.349814,"(2.2, 4.5, 4.144444444444444)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.94736842105263)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.652631578947368)","(3.6, 3.95, 3.8833333333333333)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:41.611766,"(2.2, 4.5, 4.144444444444444)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 29.94736842105263)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.652631578947368)","(3.6, 3.95, 3.8833333333333333)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:42.970731,"(2.2, 4.5, 4.144444444444444)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.7)","(5.0, 6.0, 5.694444444444445)","(3.6, 3.95, 3.8833333333333333)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:44.050915,"(2.2, 4.5, 4.233333333333333)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.7)","(5.0, 6.0, 5.694444444444445)","(3.6, 3.95, 3.8833333333333333)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:45.212245,"(2.2, 4.5, 4.233333333333333)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.694444444444445)","(3.6, 3.95, 3.885897435897436)","(41.0, 90.0, 48.0)"
07-12-2022 13:28:46.285374,"(2.2, 4.5, 4.157142857142857)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.694444444444445)","(3.6, 3.95, 3.885897435897436)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:47.714875,"(2.2, 4.5, 4.1454545454545455)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.7)","(5.0, 6.0, 5.541666666666667)","(3.6, 3.95, 3.885897435897436)","(41.0, 90.0, 55.09090909090909)"
07-12-2022 13:28:48.934488,"(2.2, 4.6, 4.1454545454545455)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.653846153846154)","(5.0, 6.0, 5.585714285714285)","(3.6, 3.95, 3.881506849315069)","(41.0, 90.0, 60.42857142857143)"
07-12-2022 13:28:50.063909,"(2.2, 4.6, 4.135714285714285)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.8, 5.9, 5.653846153846154)","(5.0, 5.9, 5.585714285714285)","(3.6, 3.95, 3.881506849315069)","(41.0, 85.0, 70.5)"
07-12-2022 13:28:51.081245,"(2.35, 4.6, 4.135714285714285)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.9, 5.585714285714285)","(3.6, 3.95, 3.881506849315069)","(41.0, 80.0, 70.5)"
07-12-2022 13:28:52.243722,"(2.35, 4.6, 4.135714285714285)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.9, 5.6)","(3.6, 3.95, 3.881506849315069)","(41.0, 80.0, 51.5)"
07-12-2022 13:28:53.269991,"(2.35, 4.5, 4.18)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.881506849315069)","(41.0, 80.0, 51.5)"
07-12-2022 13:28:54.591065,"(2.35, 4.5, 4.14)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.876470588235294)","(41.0, 80.0, 51.5)"
07-12-2022 13:28:55.903572,"(2.35, 4.5, 4.199999999999999)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.876470588235294)","(41.0, 80.0, 51.5)"
07-12-2022 13:28:56.990661,"(2.35, 4.5, 4.199999999999999)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.876470588235294)","(41.0, 80.0, 51.5)"
07-12-2022 13:28:58.187864,"(2.35, 4.5, 4.199999999999999)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.5)","(4.6, 5.9, 5.7)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.876470588235294)","(41.0, 80.0, 53.4)"
07-12-2022 13:28:59.425595,"(2.35, 4.5, 4.199999999999999)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.210526315789473)","(4.6, 5.9, 5.7)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.876470588235294)","(41.0, 80.0, 53.4)"
07-12-2022 13:29:00.522958,"(2.35, 4.5, 4.199999999999999)","(11.0, 13.0, 12.02127659574468)","(26.0, 34.0, 28.210526315789473)","(4.6, 5.9, 5.7)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.876470588235294)","(41.0, 80.0, 53.4)"
07-12-2022 13:29:01.748529,"(2.35, 4.5, 4.1499999999999995)","(11.0, 13.0, 12.651515151515152)","(26.0, 34.0, 27.8125)","(4.6, 5.9, 5.653846153846154)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.854878048780488)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:02.935984,"(2.35, 4.5, 4.307142857142857)","(11.0, 13.0, 12.661538461538461)","(26.0, 34.0, 29.285714285714285)","(4.6, 5.9, 5.566666666666666)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.95, 3.825438596491228)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:03.990712,"(2.35, 4.5, 4.1499999999999995)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.81818181818182)","(4.6, 5.7, 5.566666666666666)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.85, 3.825438596491228)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:05.087734,"(2.35, 4.5, 4.199999999999999)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.428571428571427)","(4.6, 5.7, 5.5440000000000005)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.85, 3.825438596491228)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:06.148001,"(2.35, 4.5, 4.14)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 27.105263157894736)","(4.6, 5.7, 5.571428571428571)","(5.0, 5.8, 5.633333333333333)","(3.6, 3.85, 3.825438596491228)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:07.293725,"(2.35, 4.5, 4.266666666666667)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.428571428571427)","(4.6, 5.7, 5.611111111111112)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.85, 3.8385714285714285)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:08.505181,"(2.35, 4.5, 4.325)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.428571428571427)","(4.6, 5.7, 5.611111111111112)","(5.0, 5.8, 5.569230769230769)","(3.6, 3.85, 3.8385714285714285)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:09.620355,"(2.35, 4.5, 4.3875)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.176470588235293)","(4.6, 5.9, 5.800000000000001)","(5.0, 5.8, 5.5473684210526315)","(3.6, 3.85, 3.8385714285714285)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:10.724328,"(2.35, 4.5, 4.3875)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.352941176470587)","(4.6, 5.9, 5.65)","(5.0, 5.8, 5.63157894736842)","(3.6, 3.85, 3.793055555555555)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:11.961564,"(2.35, 4.5, 4.294736842105263)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.857142857142858)","(4.6, 5.7, 5.666666666666667)","(5.0, 5.8, 5.63157894736842)","(3.6, 3.8, 3.74)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:13.213264,"(2.35, 4.5, 4.266666666666667)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.857142857142858)","(4.6, 5.7, 5.666666666666667)","(5.0, 5.8, 5.63157894736842)","(3.6, 3.95, 3.74)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:14.389483,"(2.35, 4.5, 4.266666666666667)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 28.142857142857142)","(4.6, 5.7, 5.666666666666667)","(5.0, 5.8, 5.63157894736842)","(3.6, 3.95, 3.7)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:15.523638,"(2.35, 4.5, 4.266666666666667)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 25.470588235294116)","(4.6, 5.7, 5.676923076923077)","(5.0, 5.8, 5.63157894736842)","(3.5, 3.95, 3.7)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:16.612718,"(2.35, 4.5, 4.266666666666667)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.272727272727273)","(4.6, 5.7, 5.666666666666667)","(5.0, 5.8, 5.666666666666666)","(3.5, 3.9, 3.6875)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:17.750613,"(2.35, 4.5, 4.208333333333333)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 26.272727272727273)","(4.6, 5.9, 5.625)","(5.0, 5.8, 5.622222222222222)","(3.5, 3.9, 3.6875)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:18.769638,"(2.35, 4.5, 4.208333333333333)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 25.470588235294116)","(4.6, 5.9, 5.625)","(5.0, 5.9, 5.695454545454546)","(3.5, 3.9, 3.725)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:19.890464,"(2.35, 4.5, 4.294117647058823)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 28.05263157894737)","(4.6, 5.9, 5.660869565217392)","(5.0, 5.9, 5.695454545454546)","(3.5, 3.9, 3.673076923076923)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:21.169296,"(2.35, 4.5, 4.376470588235295)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 25.470588235294116)","(4.6, 5.9, 5.666666666666667)","(5.0, 5.9, 5.5538461538461545)","(3.5, 3.75, 3.7125)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:22.410229,"(2.4, 4.5, 4.325)","(11.0, 13.0, 12.704918032786885)","(26.0, 29.0, 25.470588235294116)","(4.8, 5.7, 5.677777777777778)","(5.0, 5.9, 5.511111111111111)","(3.5, 3.75, 3.6875)","(41.0, 80.0, 55.111111111111114)"
07-12-2022 13:29:23.535328,"(2.4, 4.5, 4.325)","(11.0, 13.0, 12.777777777777779)","(26.0, 29.0, 25.470588235294116)","(4.8, 5.7, 5.666666666666667)","(5.0, 5.9, 5.595652173913043)","(3.5, 3.75, 3.7)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:24.746187,"(2.4, 4.5, 4.376470588235295)","(11.0, 13.0, 12.777777777777779)","(26.0, 29.0, 27.37837837837838)","(4.8, 5.7, 5.690476190476191)","(5.0, 5.9, 5.595652173913043)","(3.5, 3.75, 3.685483870967742)","(41.0, 80.0, 61.33333333333333)"
07-12-2022 13:29:25.995463,"(2.4, 4.5, 4.376470588235295)","(11.0, 13.0, 12.777777777777779)","(26.0, 29.0, 27.37837837837838)","(4.8, 5.7, 5.8)","(5.0, 5.9, 5.511111111111111)","(3.5, 3.75, 3.671875)","(41.0, 80.0, 70.84615384615384)"
07-12-2022 13:29:27.186213,"(2.4, 4.5, 4.208333333333333)","(11.0, 13.0, 12.777777777777779)","(26.0, 29.0, 27.37837837837838)","(4.8, 6.0, 5.811764705882353)","(5.0, 5.9, 5.511111111111111)","(3.5, 3.75, 3.671875)","(41.0, 75.0, 68.45454545454545)"
07-12-2022 13:29:28.466496,"(2.4, 4.5, 4.208333333333333)","(11.0, 13.0, 12.777777777777779)","(26.0, 29.0, 27.37837837837838)","(4.8, 6.0, 5.811764705882353)","(5.0, 5.9, 5.511111111111111)","(3.5, 3.75, 3.671875)","(41.0, 75.0, 56.81818181818182)"
07-12-2022 13:29:29.533413,"(2.4, 4.5, 4.376470588235295)","(11.0, 13.0, 12.759036144578314)","(26.0, 29.0, 27.42105263157895)","(4.8, 6.0, 5.929411764705883)","(5.0, 5.9, 5.709090909090909)","(3.5, 3.7, 3.6704918032786886)","(41.0, 75.0, 59.61538461538461)"
07-12-2022 13:29:30.723494,"(2.4, 4.5, 4.325)","(11.0, 13.0, 12.759036144578314)","(26.0, 29.0, 27.42105263157895)","(4.8, 6.0, 5.811764705882353)","(5.0, 5.9, 5.652941176470588)","(3.5, 3.7, 3.6756410256410255)","(41.0, 75.0, 59.61538461538461)"
07-12-2022 13:29:32.067548,"(2.4, 4.5, 4.325)","(11.0, 13.0, 12.759036144578314)","(26.0, 29.0, 27.42105263157895)","(4.8, 6.0, 5.9)","(5.0, 5.9, 5.709090909090909)","(3.5, 3.75, 3.663953488372093)","(41.0, 75.0, 59.61538461538461)"
07-12-2022 13:29:33.156425,"(2.4, 4.5, 4.376470588235295)","(11.0, 13.0, 12.759036144578314)","(26.0, 29.0, 27.42105263157895)","(4.8, 6.0, 5.9)","(5.0, 5.9, 5.709090909090909)","(3.5, 3.75, 3.646078431372549)","(41.0, 75.0, 67.04545454545455)"
07-12-2022 13:29:34.296762,"(2.4, 4.5, 4.366666666666667)","(11.0, 13.0, 12.759036144578314)","(26.0, 29.0, 26.692307692307693)","(4.8, 6.0, 5.9)","(5.0, 5.9, 5.709090909090909)","(3.5, 3.75, 3.646078431372549)","(41.0, 75.0, 67.04545454545455)"
07-12-2022 13:29:35.357075,"(2.4, 4.5, 4.311764705882353)","(11.0, 13.0, 12.759036144578314)","(26.0, 29.0, 26.391304347826086)","(4.8, 6.0, 5.967567567567568)","(5.0, 5.9, 5.62)","(3.5, 3.75, 3.668072289156626)","(41.0, 75.0, 67.04545454545455)"
07-12-2022 13:29:36.553764,"(2.4, 4.5, 4.3625)","(11.0, 12.5, 12.492537313432836)","(26.0, 29.0, 26.391304347826086)","(4.8, 6.0, 5.811111111111112)","(5.0, 5.9, 5.74)","(3.5, 3.75, 3.663076923076923)","(41.0, 75.0, 67.04545454545455)"
07-12-2022 13:29:37.786209,"(2.4, 4.5, 4.3625)","(11.0, 12.5, 12.492537313432836)","(26.0, 29.0, 26.391304347826086)","(4.8, 5.9, 5.845454545454546)","(5.0, 5.8, 5.616666666666667)","(3.5, 3.7, 3.6546052631578947)","(41.0, 75.0, 67.04545454545455)"
