,Itchy Nose,Call Me Jim,Rich Hips,Aston Rozee,Coconut Santiago,Brother Yap,Champ Duran
07-12-2022 13:20:55.382402,"(2.2, 4.3, 3.2733333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 6.2)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:20:56.375105,"(2.2, 4.3, 3.2733333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:20:57.337804,"(2.2, 4.3, 3.2733333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:20:58.507160,"(2.2, 4.3, 3.2733333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:20:59.547012,"(2.2, 4.3, 3.2733333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:21:00.536384,"(2.2, 4.3, 3.2733333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:21:01.610689,"(2.2, 4.3, 3.9208333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 77.05882352941177)"
07-12-2022 13:21:02.575505,"(2.2, 4.3, 3.9208333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 190.0, 130.0)"
07-12-2022 13:21:03.604688,"(2.2, 4.3, 3.9208333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 170.0, 130.0)"
07-12-2022 13:21:04.619152,"(2.2, 4.3, 3.9208333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 170.0, 100.0)"
07-12-2022 13:21:05.748342,"(2.2, 4.3, 3.9208333333333334)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 170.0, 100.0)"
07-12-2022 13:21:06.884252,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 170.0, 100.0)"
07-12-2022 13:21:07.991612,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 160.0, 111.25)"
07-12-2022 13:21:09.108278,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 160.0, 111.25)"
07-12-2022 13:21:10.036951,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 160.0, 111.25)"
07-12-2022 13:21:10.974555,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.77777777777778)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 160.0, 111.25)"
07-12-2022 13:21:11.872549,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 14.333333333333334)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 160.0, 111.25)"
07-12-2022 13:21:12.774583,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 14.181818181818182)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 97.85714285714286)"
07-12-2022 13:21:13.705453,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 14.181818181818182)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 97.85714285714286)"
07-12-2022 13:21:14.635558,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 14.181818181818182)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 97.85714285714286)"
07-12-2022 13:21:15.587593,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 14.181818181818182)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 97.85714285714286)"
07-12-2022 13:21:16.605703,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 14.181818181818182)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:17.657543,"(2.2, 4.3, 3.3277777777777775)","(11.0, 16.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:18.630521,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:19.675406,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:20.689146,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 5.7, 5.0)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:21.654476,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 5.7, 5.0)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:22.612507,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 5.7, 5.0)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:23.542941,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:24.455318,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 12.0, 8.88888888888889)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:25.410145,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:26.437675,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:27.425475,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:28.467137,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:29.424993,"(2.2, 4.3, 3.3277777777777775)","(11.0, 22.0, 20.625)","(21.0, 60.0, 26.666666666666668)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.7222222222222223)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:30.415261,"(2.2, 4.2, 3.433333333333333)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.5833333333333335)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:31.402005,"(2.2, 4.2, 3.433333333333333)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:32.666871,"(2.2, 4.2, 3.433333333333333)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:33.791279,"(2.2, 4.2, 3.433333333333333)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.48)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:34.753532,"(2.2, 4.2, 3.433333333333333)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:35.735353,"(2.2, 4.2, 3.433333333333333)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:36.931579,"(2.2, 4.2, 3.24)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:37.908865,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:39.014063,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:40.002882,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:40.988974,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:41.954646,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:43.002015,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:43.987425,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 10.8875)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:21:45.047790,"(2.2, 4.2, 3.466666666666667)","(11.0, 23.0, 17.46153846153846)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 11.303571428571429)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:46.136931,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 11.5, 9.919354838709678)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:47.142228,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 9.919354838709678)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:48.209656,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 9.375)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:49.128879,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 9.375)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:50.081825,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 9.375)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:51.163488,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 7.384615384615385)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:52.445073,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:53.561671,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:54.674839,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:55.689947,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:56.776294,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:57.894385,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:58.897841,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:21:59.839944,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:00.833131,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:01.823920,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:02.914656,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:04.075577,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:05.067332,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:06.087681,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:07.126788,"(2.2, 4.2, 3.466666666666667)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:08.191467,"(2.2, 4.2, 3.24)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:09.233765,"(2.2, 4.2, 3.5)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:10.289377,"(2.2, 4.2, 3.5)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:11.258802,"(2.2, 4.2, 3.5)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:12.254397,"(2.2, 4.2, 3.5)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:13.228741,"(2.2, 4.2, 3.5)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:14.240390,"(2.2, 4.4, 3.2109756097560975)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:15.259654,"(2.2, 4.4, 3.2109756097560975)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:16.301726,"(2.2, 4.3, 3.38)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:17.401588,"(2.2, 4.3, 3.314285714285714)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:18.409656,"(2.2, 4.3, 3.314285714285714)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:19.486686,"(2.2, 4.3, 3.314285714285714)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
07-12-2022 13:22:20.607500,"(2.2, 4.3, 3.38)","(11.0, 22.0, 20.625)","(21.0, 60.0, 27.5)","(4.4, 6.8, 5.55)","(6.0, 10.5, 6.818181818181818)","(3.6, 4.0, 3.821428571428571)","(31.0, 220.0, 106.0)"
