,Jumbo Ozaki,Miss Destruction,Eve And Jan,Fan Cool Unit,Alinta Fire,Smart Times,Who Roux Dude,Lees Bonus
15-12-2022 11:39:41.436938,"(2.9, 3.6, 3.3066666666666666)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.8)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:42.567459,"(2.9, 3.6, 3.3066666666666666)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.8)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:43.621965,"(2.9, 3.6, 3.3066666666666666)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 8.575)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:44.668959,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.575)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:45.646942,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.575)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:46.667794,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.575)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:47.674971,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:48.687451,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:49.746991,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:50.824066,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:51.904378,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:53.024510,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:54.188263,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:55.295861,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:56.324128,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:57.418553,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:58.393516,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:59.508321,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:00.625606,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:01.768637,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:02.871913,"(2.9, 3.6, 3.2333333333333334)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.46)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:04.026206,"(2.9, 3.55, 3.3499999999999996)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 5.46)","(5.0, 9.4, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:05.054633,"(2.9, 3.55, 3.4379999999999997)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.081250000000001)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:06.099347,"(2.9, 3.55, 3.4379999999999997)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.081250000000001)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:07.242038,"(2.9, 3.55, 3.4379999999999997)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.081250000000001)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:08.334268,"(2.9, 3.55, 3.4379999999999997)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.081250000000001)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:09.473001,"(2.9, 3.55, 3.492857142857143)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.081250000000001)","(5.0, 9.4, 8.1)","(5.0, 7.6, 5.888888888888889)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:40:10.577179,"(2.9, 3.55, 3.492857142857143)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.168749999999999)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:11.633375,"(2.9, 3.55, 3.492857142857143)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.168749999999999)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:12.726023,"(2.9, 3.55, 3.492857142857143)","(18.0, 60.0, 51.8)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.261111111111111)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:13.899844,"(2.9, 3.55, 3.492857142857143)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.261111111111111)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:15.084778,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.5928571428571425)","(5.0, 9.4, 8.2)","(5.0, 7.6, 5.888888888888889)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:16.217592,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.366666666666666)","(5.0, 9.4, 8.2)","(5.0, 7.6, 5.888888888888889)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:17.310408,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.366666666666666)","(5.0, 9.4, 8.2)","(5.0, 7.6, 5.888888888888889)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:18.384206,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.55)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:19.373595,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.55)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:20.461551,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.55)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:21.539160,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.228571428571429)","(5.0, 9.4, 8.2)","(5.0, 7.6, 5.888888888888889)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:22.656005,"(2.9, 3.55, 3.4899999999999998)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.575)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:23.734410,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.0, 6.575)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:24.796972,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.4, 7.0, 6.575)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:25.865470,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.575)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:26.991819,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.2)","(5.0, 7.6, 5.888888888888889)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:28.108656,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.247058823529412)","(5.0, 9.4, 8.8)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:29.228002,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.247058823529412)","(5.0, 9.4, 8.8)","(5.0, 7.6, 6.375)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:30.317065,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.247058823529412)","(5.0, 9.4, 8.8)","(5.0, 7.6, 6.375)","(4.4, 8.6, 6.054545454545455)"
15-12-2022 11:40:31.359669,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.933333333333334)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:32.346894,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.933333333333334)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 6.85)"
15-12-2022 11:40:33.421214,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.933333333333334)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.6, 7.5)"
15-12-2022 11:40:34.468895,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.933333333333334)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.052631578947368)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:35.577283,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.294117647058823)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.3826086956521735)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:36.710099,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.294117647058823)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.3826086956521735)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:37.833701,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.294117647058823)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.3826086956521735)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:38.940778,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 42.64285714285714)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.0)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.044444444444444)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:39.986560,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.933333333333334)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.568421052631579)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:41.285902,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.076923076923077)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.62)","(4.4, 8.4, 7.5)"
15-12-2022 11:40:42.498758,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.076923076923077)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.62)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:43.705878,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.076923076923077)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.293333333333334)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:44.868171,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.293333333333334)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:46.099713,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.015384615384615)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.066666666666666)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:47.479070,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.015384615384615)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.066666666666666)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:48.904822,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 48.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.015384615384615)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.066666666666666)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:50.268556,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.48)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:51.529408,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.425)","(5.0, 7.6, 6.48)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:52.764447,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.48)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:53.827856,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.48)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:54.883861,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.015384615384615)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.066666666666666)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:56.024653,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.015384615384615)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.257142857142857)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:57.161905,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 6.015384615384615)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.257142857142857)","(4.4, 8.4, 6.75)"
15-12-2022 11:40:58.254370,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 148.57142857142856)","(4.4, 7.0, 5.866666666666666)","(5.0, 9.4, 8.5)","(5.0, 7.6, 7.066666666666666)","(4.4, 8.4, 7.13076923076923)"
15-12-2022 11:40:59.362536,"(2.9, 3.55, 3.4219999999999997)","(18.0, 60.0, 52.0)","(41.0, 260.0, 168.69565217391303)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.046153846153846)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:00.413692,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.046153846153846)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:01.506429,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.575)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:02.682294,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.926315789473684)","(5.0, 9.4, 7.923076923076923)","(5.0, 7.6, 6.9)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:03.749657,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.926315789473684)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.9)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:04.879708,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.725)","(5.0, 9.4, 8.5)","(5.0, 7.6, 6.9)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:05.918088,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.422222222222222)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:06.988915,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.892307692307693)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:08.056428,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.720000000000001)","(5.0, 9.4, 8.046153846153846)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:09.177940,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.926315789473684)","(5.0, 9.4, 8.575)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.4, 7.483333333333333)"
15-12-2022 11:41:10.264727,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.870588235294118)","(5.0, 9.4, 8.16923076923077)","(5.0, 7.6, 7.133333333333333)","(4.4, 8.4, 7.6187499999999995)"
15-12-2022 11:41:11.324182,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.16923076923077)","(5.0, 7.6, 7.133333333333333)","(4.4, 8.2, 7.470588235294118)"
15-12-2022 11:41:12.354769,"(2.9, 3.55, 3.3766666666666665)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 6.04)","(5.0, 9.4, 8.65)","(5.0, 7.6, 7.133333333333333)","(4.4, 8.2, 7.470588235294118)"
15-12-2022 11:41:13.390030,"(2.9, 3.55, 3.3442857142857143)","(18.0, 60.0, 54.0)","(41.0, 260.0, 172.5)","(51.0, 240.0, 152.72727272727272)","(4.4, 7.0, 5.926315789473684)","(5.0, 9.4, 8.046153846153846)","(5.0, 7.6, 7.016666666666667)","(4.4, 8.2, 7.483333333333333)"
