,Thornbird,Sunshine Banjo,Lady Swiss,Pound Down,Sweet Kris,Flight To Mars,Hes A Minstrel
09-01-2023 13:55:47.972485,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:48.961109,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:49.932245,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:50.889867,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:51.894114,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:52.884473,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:53.897568,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:54.961560,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:56.008324,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:57.069602,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:58.111350,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 67.0)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:55:59.118714,"(9.0, 14.0, 11.3)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 43.6)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.91)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:56:00.108383,"(9.0, 14.0, 11.6)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 20.0)","(31.0, 130.0, 43.6)","(2.8, 3.7, 3.006666666666667)","(4.6, 6.4, 5.336363636363636)","(6.0, 19.5, 15.136363636363637)"
09-01-2023 13:56:01.096056,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.7, 2.9658823529411764)","(4.6, 6.4, 5.336363636363636)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:02.120484,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.7, 3.0416666666666665)","(4.6, 6.4, 5.336363636363636)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:03.148717,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.336363636363636)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:04.156806,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.625925925925926)","(6.0, 19.5, 14.333333333333334)"
09-01-2023 13:56:05.225773,"(9.0, 13.5, 10.366666666666667)","(2.9, 4.0, 3.2)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.704347826086957)","(6.0, 19.0, 14.166666666666666)"
09-01-2023 13:56:06.220388,"(9.0, 13.5, 9.583333333333334)","(2.9, 4.0, 3.2)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.704347826086957)","(6.0, 18.5, 12.928571428571429)"
09-01-2023 13:56:07.263126,"(9.0, 13.5, 9.583333333333334)","(2.9, 4.0, 3.2)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.704347826086957)","(6.0, 18.5, 14.0)"
09-01-2023 13:56:08.348661,"(9.0, 13.5, 9.583333333333334)","(2.9, 4.0, 3.2)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.704347826086957)","(6.0, 18.0, 14.0)"
09-01-2023 13:56:09.348306,"(9.0, 13.5, 9.583333333333334)","(2.9, 4.0, 3.2)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 5.8375)","(6.0, 18.0, 14.0)"
09-01-2023 13:56:10.356773,"(9.0, 13.5, 9.583333333333334)","(2.9, 4.0, 3.2)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 6.4, 6.466666666666667)","(6.0, 18.0, 13.071428571428571)"
09-01-2023 13:56:11.324266,"(9.0, 13.5, 10.366666666666667)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.05)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:12.266073,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:13.227711,"(9.0, 14.0, 11.4)","(2.9, 4.1, 3.15)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:14.258605,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:15.212703,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:16.213415,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:17.186777,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.466666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:18.186028,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.0, 6.066666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:19.199748,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.4, 6.066666666666667)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:20.257901,"(9.0, 14.0, 11.4)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.4, 6.428571428571429)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:21.292128,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.2)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:22.343727,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.2)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:23.360983,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.2)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:24.396792,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.2)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:25.427672,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 5.8500000000000005)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:26.436082,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 5.8500000000000005)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:27.431029,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:28.460361,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:29.518808,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:30.616009,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:31.669976,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.4)","(14.0, 29.0, 15.5)","(31.0, 130.0, 43.6)","(2.8, 3.65, 3.0416666666666665)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:32.723278,"(9.0, 14.0, 9.377777777777778)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 44.666666666666664)","(2.8, 3.65, 2.9863636363636363)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:33.730524,"(9.0, 14.0, 9.200000000000001)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 2.9863636363636363)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:34.769240,"(9.0, 13.5, 10.366666666666667)","(2.9, 4.0, 3.2800000000000002)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 2.9863636363636363)","(4.6, 7.2, 6.12)","(6.0, 19.5, 13.071428571428571)"
09-01-2023 13:56:35.819080,"(9.0, 13.0, 9.325000000000001)","(2.9, 4.0, 3.1692307692307695)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 2.972142857142857)","(4.6, 7.2, 5.904)","(6.0, 19.5, 14.333333333333334)"
09-01-2023 13:56:37.067228,"(9.0, 12.5, 10.033333333333333)","(2.9, 3.95, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 3.1325)","(4.6, 7.2, 6.333333333333334)","(6.0, 19.0, 14.166666666666666)"
09-01-2023 13:56:38.239341,"(9.0, 12.0, 9.600000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 3.023214285714286)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.5, 14.0)"
09-01-2023 13:56:39.321079,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 3.027083333333333)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.0)"
09-01-2023 13:56:40.363849,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 3.344339622641509)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.0)"
09-01-2023 13:56:41.463367,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.14)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 3.1196428571428574)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.0)"
09-01-2023 13:56:42.528001,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.65, 3.24)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.0)"
09-01-2023 13:56:43.608410,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.6, 3.2232558139534886)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.0)"
09-01-2023 13:56:44.729652,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.6, 3.2045454545454546)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.5)"
09-01-2023 13:56:45.832939,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.5, 3.125)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 13.5)"
09-01-2023 13:56:46.932136,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.153846153846153)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.5, 3.1396551724137933)","(4.6, 7.0, 5.989473684210527)","(6.0, 18.0, 12.9375)"
09-01-2023 13:56:48.012416,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 19.5, 13.75)"
09-01-2023 13:56:49.104314,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 19.0, 14.166666666666666)"
09-01-2023 13:56:50.170717,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.5, 14.0)"
09-01-2023 13:56:51.173836,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 14.0)"
09-01-2023 13:56:52.143314,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 14.0)"
09-01-2023 13:56:53.122782,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 14.0)"
09-01-2023 13:56:54.155586,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.0, 12.9375)"
09-01-2023 13:56:55.178711,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 19.5, 14.166666666666666)"
09-01-2023 13:56:56.251681,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.5, 14.166666666666666)"
09-01-2023 13:56:57.361031,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.1615384615384614)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.5200000000000005)","(6.0, 18.5, 15.5)"
09-01-2023 13:56:58.386666,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.119047619047619)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 7.0, 6.153846153846154)","(6.0, 18.5, 15.5)"
09-01-2023 13:56:59.390614,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.9, 3.119047619047619)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 6.8, 5.845454545454546)","(6.0, 18.5, 17.055555555555557)"
09-01-2023 13:57:00.362193,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.85, 3.1416666666666666)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 6.8, 5.845454545454546)","(6.0, 18.5, 17.0)"
09-01-2023 13:57:01.322989,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.85, 3.1357142857142857)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.1396551724137933)","(4.6, 6.8, 5.845454545454546)","(6.0, 18.5, 16.1)"
09-01-2023 13:57:02.316292,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.85, 3.1416666666666666)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.207692307692308)","(4.6, 6.8, 5.792)","(6.0, 18.5, 17.0)"
09-01-2023 13:57:03.400511,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.158333333333333)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.2089285714285714)","(4.6, 6.8, 5.776923076923077)","(6.0, 18.5, 17.0)"
09-01-2023 13:57:04.476182,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.6067567567567567)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.18)","(4.6, 6.8, 5.643478260869565)","(6.0, 18.5, 16.5)"
09-01-2023 13:57:05.552758,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.62125)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.18)","(4.6, 6.8, 5.643478260869565)","(6.0, 18.5, 16.5)"
09-01-2023 13:57:06.651973,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.62125)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.45, 3.205263157894737)","(4.6, 6.8, 5.643478260869565)","(6.0, 18.5, 16.25)"
09-01-2023 13:57:07.795070,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.3714285714285714)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 5.6947368421052635)","(6.0, 18.5, 16.25)"
09-01-2023 13:57:08.875596,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.3714285714285714)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 5.6947368421052635)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:09.886678,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.55)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 5.6947368421052635)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:10.882304,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.5)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 5.6947368421052635)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:11.843418,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.56)","(14.0, 29.0, 15.5)","(31.0, 130.0, 42.72727272727273)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 5.6947368421052635)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:12.911455,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.56)","(14.0, 29.0, 15.5)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.103571428571429)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:13.972724,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.65)","(14.0, 32.0, 19.333333333333332)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.190625)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:15.053783,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.65)","(14.0, 30.0, 19.333333333333332)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 5.852631578947368)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:16.081058,"(9.0, 12.0, 9.200000000000001)","(2.9, 3.8, 3.65)","(14.0, 30.0, 19.333333333333332)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.08)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:17.147587,"(9.0, 11.5, 9.34)","(2.9, 3.8, 3.65)","(14.0, 30.0, 19.333333333333332)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.08)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:18.168978,"(9.0, 11.5, 9.34)","(2.9, 3.8, 3.65)","(14.0, 30.0, 17.2)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.107692307692307)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:19.278738,"(9.0, 11.0, 9.533333333333333)","(2.9, 3.8, 3.6666666666666665)","(14.0, 29.0, 17.0)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.107692307692307)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:20.494500,"(9.0, 11.0, 9.350000000000001)","(2.9, 3.8, 3.6666666666666665)","(14.0, 29.0, 17.0)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.107692307692307)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:21.579901,"(9.0, 11.0, 9.350000000000001)","(2.9, 3.8, 3.6666666666666665)","(14.0, 29.0, 17.0)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.107692307692307)","(6.0, 18.5, 13.785714285714286)"
09-01-2023 13:57:22.645488,"(9.0, 11.0, 9.350000000000001)","(2.9, 3.8, 3.6666666666666665)","(14.0, 29.0, 17.0)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.107692307692307)","(6.0, 18.5, 16.0)"
09-01-2023 13:57:23.658169,"(9.0, 11.0, 9.350000000000001)","(2.9, 3.8, 3.6666666666666665)","(14.0, 29.0, 17.0)","(31.0, 130.0, 47.714285714285715)","(2.8, 3.3, 3.205263157894737)","(4.6, 6.8, 6.107692307692307)","(6.0, 18.5, 16.192307692307693)"
