,Thornbird,Sunshine Banjo,Lady Swiss,Pound Down,Sweet Kris,Flight To Mars,Hes A Minstrel
09-01-2023 13:42:33.033085,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.66)"
09-01-2023 13:42:34.268093,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:35.463092,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:36.759444,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:37.977820,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:39.282461,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:40.531997,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:41.711266,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:42.966723,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.928888888888889)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:44.210648,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.36)"
09-01-2023 13:42:45.508792,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.099999999999998)"
09-01-2023 13:42:46.749071,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.099999999999998)"
09-01-2023 13:42:48.021421,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.099999999999998)"
09-01-2023 13:42:49.157201,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:50.215237,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:51.335861,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:52.434835,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:53.608394,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:54.759504,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:55.903402,"(10.0, 16.5, 14.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:56.967641,"(10.0, 17.5, 14.666666666666666)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:58.011281,"(10.0, 17.5, 14.666666666666666)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:42:59.021588,"(10.0, 17.5, 14.666666666666666)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:43:00.063666,"(10.0, 17.5, 14.666666666666666)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:43:01.191247,"(10.0, 17.5, 14.666666666666666)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:43:02.316737,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 12.6)"
09-01-2023 13:43:03.477563,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.98)"
09-01-2023 13:43:04.628952,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.9042857142857144)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.98)"
09-01-2023 13:43:05.766267,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.899310344827586)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.98)"
09-01-2023 13:43:06.862362,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.8, 5.429411764705883)","(6.0, 19.5, 14.98)"
09-01-2023 13:43:07.867611,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.8, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:09.116186,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:10.377010,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:11.674878,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:13.120287,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:14.747403,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:16.418463,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:17.546109,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:18.592830,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:19.602431,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:20.669318,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:21.858686,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:22.985460,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:24.090008,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:25.235347,"(10.0, 17.0, 13.0)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:26.336999,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:27.394478,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:28.498339,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:29.645167,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:30.846973,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:31.969623,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:33.095218,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:34.221881,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:43:35.352629,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:43:36.480369,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:43:37.569575,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:43:42.804705,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:43:43.767845,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:43:44.802176,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.0, 2.899310344827586)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:45.863871,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:46.882504,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:48.057897,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:49.117798,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:50.193545,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:51.197007,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:52.339395,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:53.368541,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:54.348827,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:55.305759,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:56.297240,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:57.335637,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:58.344681,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.1, 3.7529411764705882)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:43:59.408757,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:44:00.515391,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:44:01.601520,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:44:02.652901,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:44:03.698622,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:44:04.715716,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:44:05.720918,"(10.0, 16.0, 12.333333333333332)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 57.85714285714286)","(2.8, 4.1, 2.916363636363636)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.25)"
