,Conair,Jericho,Have A Heart,Teddy James,Queen Of Cakes,Miss Sassy,Cold Deck,Whiskey Business
13,"[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 49, 316949), 7.5, 15.5]"
14,"[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 50, 448103), 7.5, 15.5]"
15,"[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 584805), 7.5, 15.5]"
16,"[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 711278), 7.5, 15.5]"
17,"[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 848871), 7.5, 15.5]"
18,"[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 982018), 7.5, 15.0]"
19,"[datetime.datetime(2022, 11, 28, 20, 13, 56, 113577), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 113577), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 113577), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 114578), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 114578), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 114578), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 114578), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 114578), 7.5, 15.0]"
20,"[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 255586), 7.5, 15.0]"
21,"[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 388776), 7.5, 15.0]"
22,"[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 13, 59, 540234), 7.5, 15.0]"
23,"[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 675795), 7.5, 14.5]"
24,"[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 809544), 7.5, 14.5]"
25,"[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 940539), 7.5, 14.5]"
26,"[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 67247), 7.5, 14.5]"
27,"[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 207952), 7.5, 14.5]"
28,"[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 335578), 7.5, 14.5]"
29,"[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 476849), 7.5, 14.5]"
30,"[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 8, 613461), 7.5, 14.5]"
31,"[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 773963), 7.5, 14.5]"
32,"[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 933968), 7.5, 14.5]"
33,"[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 106928), 7.5, 14.0]"
34,"[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 261517), 7.5, 14.0]"
35,"[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 388527), 7.5, 14.0]"
36,"[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 530437), 7.5, 14.0]"
37,"[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 660143), 7.5, 14.0]"
38,"[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 17, 791448), 7.5, 14.0]"
39,"[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 2.3, 2.48]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 17.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 2.4, 2.8]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 31.0, 290.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 916427), 7.5, 14.0]"
