,Stormy Paradise,Hyperdrive,Fast Liar,King Cujo,Little Capers,Lets Win Money,Kingsbrae Bear,Backcreek Bingo
05-01-2023 12:47:20.639990,"(3.3, 4.0, 3.8758620689655174)","(3.5, 5.0, 4.733333333333333)","(4.8, 5.9, 5.4)","(61.0, 170.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 5.9, 5.845454545454546)","(4.8, 7.2, 6.914285714285715)"
05-01-2023 12:47:21.947801,"(3.3, 4.0, 3.8758620689655174)","(3.5, 5.0, 4.9)","(4.8, 5.9, 5.4)","(61.0, 160.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 5.9, 5.800000000000001)","(4.8, 7.2, 6.914285714285715)"
05-01-2023 12:47:23.187691,"(3.3, 4.0, 3.8758620689655174)","(3.5, 5.0, 4.65)","(4.8, 5.9, 5.4)","(61.0, 160.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 5.9, 5.800000000000001)","(4.8, 7.2, 6.914285714285715)"
05-01-2023 12:47:24.416123,"(3.3, 4.0, 3.9076923076923076)","(3.5, 5.1, 4.65)","(4.8, 5.9, 5.4)","(61.0, 160.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 5.9, 5.816666666666667)","(4.8, 7.2, 6.684210526315789)"
05-01-2023 12:47:25.801761,"(3.3, 4.0, 3.9185185185185185)","(3.5, 5.1, 4.585714285714285)","(4.8, 5.9, 5.4)","(61.0, 160.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 5.9, 5.733333333333333)","(4.8, 7.0, 6.625)"
05-01-2023 12:47:27.177324,"(3.3, 4.0, 3.9185185185185185)","(3.5, 5.0, 4.638709677419355)","(4.8, 5.9, 5.3374999999999995)","(61.0, 160.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.610526315789474)","(4.8, 7.0, 6.625)"
05-01-2023 12:47:28.641049,"(3.3, 4.0, 3.9185185185185185)","(3.5, 5.0, 4.861111111111112)","(4.8, 5.9, 5.3374999999999995)","(61.0, 160.0, 122.5)","(41.0, 95.0, 90.30000000000001)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.517647058823529)","(4.8, 7.0, 6.964705882352941)"
05-01-2023 12:47:30.357262,"(3.3, 4.0, 3.9185185185185185)","(3.5, 4.9, 4.874074074074074)","(4.8, 5.9, 5.3374999999999995)","(61.0, 160.0, 122.5)","(41.0, 95.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.605128205128206)","(4.8, 7.0, 6.964705882352941)"
05-01-2023 12:47:31.694715,"(3.3, 4.0, 3.9185185185185185)","(3.5, 4.9, 4.874074074074074)","(4.8, 5.9, 5.3374999999999995)","(61.0, 160.0, 122.5)","(41.0, 100.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.602941176470588)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:32.925984,"(3.3, 4.0, 3.9185185185185185)","(3.5, 4.9, 4.6)","(4.8, 5.8, 5.383333333333333)","(61.0, 160.0, 153.84615384615387)","(41.0, 100.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.636111111111111)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:34.138012,"(3.3, 4.0, 3.9185185185185185)","(3.5, 4.9, 4.6)","(4.8, 5.8, 5.383333333333333)","(61.0, 160.0, 122.5)","(41.0, 100.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.67948717948718)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:35.366854,"(3.3, 4.0, 3.99375)","(3.5, 4.9, 4.872727272727273)","(4.8, 5.8, 5.663636363636364)","(61.0, 160.0, 97.14285714285714)","(41.0, 100.0, 72.5)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.67948717948718)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:36.657481,"(3.3, 4.1, 3.9769230769230766)","(3.5, 4.9, 4.872727272727273)","(4.8, 5.8, 5.4487804878048784)","(61.0, 170.0, 110.0)","(41.0, 95.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.602941176470588)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:37.937804,"(3.3, 4.2, 4.061538461538461)","(3.5, 4.9, 4.872727272727273)","(4.8, 5.8, 5.4487804878048784)","(61.0, 160.0, 97.5)","(41.0, 100.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.67948717948718)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:39.215183,"(3.3, 4.2, 4.061538461538461)","(3.5, 4.9, 4.864705882352942)","(4.8, 5.8, 5.526086956521739)","(61.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.753846153846154)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:40.427376,"(3.3, 4.2, 4.0181818181818185)","(3.5, 4.9, 4.864705882352942)","(4.8, 5.7, 5.526086956521739)","(61.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(71.0, 140.0, 130.0)","(4.0, 6.2, 5.688235294117646)","(4.8, 7.0, 6.97)"
05-01-2023 12:47:41.654723,"(3.3, 4.2, 4.0181818181818185)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.7, 5.526086956521739)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.688235294117646)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:42.822611,"(3.3, 4.2, 4.0181818181818185)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.7, 5.526086956521739)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:44.092286,"(3.3, 4.2, 4.06046511627907)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.7, 5.485714285714286)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:45.283829,"(3.3, 4.2, 4.090909090909091)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.7, 5.485714285714286)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:46.554182,"(3.3, 4.2, 4.0344827586206895)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.6, 5.531034482758621)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.6)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:47.918864,"(3.3, 4.2, 4.0344827586206895)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.6, 5.531034482758621)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.6)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:49.105467,"(3.3, 4.2, 4.0344827586206895)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.6, 5.531034482758621)","(71.0, 160.0, 140.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.6)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:50.380731,"(3.3, 4.2, 4.0344827586206895)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.6, 5.531034482758621)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.675)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:51.514711,"(3.3, 4.2, 4.085714285714285)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.6, 5.531034482758621)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.642857142857143)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:52.550406,"(3.3, 4.2, 4.111111111111112)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.6, 5.446153846153846)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.668181818181818)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:53.745414,"(3.3, 4.2, 4.12)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.5, 5.448275862068965)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.668181818181818)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:54.915771,"(3.3, 4.2, 4.12)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.5, 5.448275862068965)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.722448979591836)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:56.127585,"(3.3, 4.2, 4.12)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.5, 5.448275862068965)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.683333333333333)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:57.243767,"(3.3, 4.2, 4.12)","(3.6, 4.9, 4.864705882352942)","(4.8, 5.5, 5.448275862068965)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.683333333333333)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:58.360368,"(3.3, 4.2, 4.142857142857142)","(3.6, 4.9, 4.642857142857143)","(4.8, 5.5, 5.448275862068965)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.683333333333333)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:47:59.551946,"(3.3, 4.2, 4.142857142857142)","(3.6, 4.9, 4.642857142857143)","(4.8, 5.5, 5.448275862068965)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.688235294117646)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:48:00.754741,"(3.3, 4.2, 4.1850000000000005)","(3.6, 4.8, 4.770588235294118)","(4.8, 5.5, 5.384615384615385)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.828205128205129)","(4.8, 7.0, 6.6923076923076925)"
05-01-2023 12:48:01.951022,"(3.3, 4.2, 4.1850000000000005)","(3.6, 4.8, 4.770588235294118)","(4.8, 5.5, 5.384615384615385)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.828205128205129)","(4.8, 7.0, 6.6375)"
05-01-2023 12:48:03.065217,"(3.3, 4.2, 4.1850000000000005)","(3.6, 4.8, 4.55)","(4.8, 5.5, 5.384615384615385)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.828205128205129)","(4.8, 7.0, 6.6375)"
05-01-2023 12:48:04.211033,"(3.3, 4.2, 4.175)","(3.6, 4.8, 4.55)","(4.8, 5.5, 5.384615384615385)","(71.0, 160.0, 100.0)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.773529411764706)","(4.8, 7.0, 6.6375)"
05-01-2023 12:48:05.216532,"(3.3, 4.2, 4.152941176470589)","(3.6, 4.8, 4.402564102564102)","(4.8, 5.5, 5.384615384615385)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.773529411764706)","(4.8, 7.0, 6.6375)"
05-01-2023 12:48:06.456044,"(3.3, 4.2, 4.175)","(3.6, 4.7, 4.676470588235294)","(4.8, 5.5, 5.384615384615385)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.858823529411764)","(4.8, 7.0, 6.6375)"
05-01-2023 12:48:07.703456,"(3.3, 4.4, 4.228571428571429)","(3.6, 4.7, 4.676470588235294)","(4.8, 5.4, 5.365517241379311)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.858823529411764)","(4.8, 7.0, 6.6947368421052635)"
05-01-2023 12:48:08.835134,"(3.3, 4.4, 4.203846153846154)","(3.6, 4.7, 4.676470588235294)","(4.8, 5.4, 5.365517241379311)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.902564102564103)","(4.8, 7.0, 6.6947368421052635)"
05-01-2023 12:48:09.948308,"(3.3, 4.4, 4.203846153846154)","(3.6, 4.7, 4.676470588235294)","(4.8, 5.4, 5.323076923076924)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.858823529411764)","(4.8, 7.0, 7.078787878787879)"
05-01-2023 12:48:11.075666,"(3.3, 4.4, 4.193103448275862)","(3.6, 4.7, 4.675)","(4.8, 5.4, 5.323076923076924)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.858823529411764)","(4.8, 7.2, 7.078787878787879)"
05-01-2023 12:48:12.403792,"(3.3, 4.4, 4.177142857142857)","(3.6, 4.7, 4.675)","(4.8, 5.4, 5.323076923076924)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.902564102564103)","(4.8, 7.2, 6.96)"
05-01-2023 12:48:13.534723,"(3.3, 4.4, 4.232258064516129)","(3.6, 4.7, 4.675)","(4.8, 5.4, 5.282758620689655)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.96)"
05-01-2023 12:48:14.710671,"(3.3, 4.4, 4.2926829268292686)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.273684210526316)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.0, 6.96)"
05-01-2023 12:48:15.888140,"(3.3, 4.4, 4.2926829268292686)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.273684210526316)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.0, 6.97)"
05-01-2023 12:48:17.093692,"(3.3, 4.4, 4.312)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.248275862068965)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.97)"
05-01-2023 12:48:18.123822,"(3.3, 4.4, 4.312)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.248275862068965)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.0, 6.97)"
05-01-2023 12:48:19.497256,"(3.3, 4.4, 4.318518518518519)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.230769230769231)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 117.5)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.97)"
05-01-2023 12:48:20.889074,"(3.3, 4.4, 4.302222222222222)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.230769230769231)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 130.0)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.97)"
05-01-2023 12:48:22.114279,"(3.3, 4.4, 4.302222222222222)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.3, 5.24)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 87.0)","(81.0, 140.0, 114.28571428571428)","(4.2, 6.2, 5.75)","(4.8, 7.0, 7.1414634146341465)"
05-01-2023 12:48:23.442940,"(3.3, 4.4, 4.302222222222222)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.2, 5.083333333333333)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 93.06666666666666)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.2, 7.1414634146341465)"
05-01-2023 12:48:24.997181,"(3.3, 4.4, 4.318518518518519)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.2, 5.083333333333333)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.3076923076923)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.75)","(4.8, 7.2, 7.1414634146341465)"
05-01-2023 12:48:26.524713,"(3.3, 4.4, 4.34054054054054)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.2, 5.031818181818181)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.75)","(4.8, 7.2, 7.1414634146341465)"
05-01-2023 12:48:27.831094,"(3.3, 4.4, 4.34054054054054)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.75)","(4.8, 7.2, 7.070588235294117)"
05-01-2023 12:48:29.153815,"(3.3, 4.4, 4.34054054054054)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.4, 6.677419354838709)"
05-01-2023 12:48:30.360945,"(3.3, 4.4, 4.34054054054054)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.685714285714285)","(4.8, 7.0, 6.722222222222222)"
05-01-2023 12:48:31.461699,"(3.3, 4.4, 4.337037037037037)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.722222222222222)"
05-01-2023 12:48:32.801674,"(3.3, 4.4, 4.234146341463415)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 114.28571428571428)","(4.2, 6.2, 5.75)","(4.8, 7.0, 6.699999999999999)"
05-01-2023 12:48:34.059533,"(3.3, 4.4, 4.234146341463415)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 128.75)","(4.2, 6.2, 5.773529411764706)","(4.8, 7.0, 6.742857142857143)"
05-01-2023 12:48:35.226207,"(3.3, 4.4, 4.234146341463415)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 156.36363636363637)","(4.2, 6.2, 5.773529411764706)","(4.8, 7.0, 6.742857142857143)"
05-01-2023 12:48:36.421460,"(3.3, 4.4, 4.234146341463415)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 156.36363636363637)","(4.2, 6.2, 5.773529411764706)","(4.8, 7.0, 6.742857142857143)"
05-01-2023 12:48:37.588005,"(3.3, 4.4, 4.234146341463415)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 156.36363636363637)","(4.2, 6.2, 5.828205128205129)","(4.8, 7.0, 6.742857142857143)"
05-01-2023 12:48:38.776032,"(3.3, 4.4, 4.24)","(3.6, 4.7, 4.684615384615385)","(4.8, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(41.0, 100.0, 92.5)","(81.0, 230.0, 149.0)","(4.2, 6.2, 5.773529411764706)","(4.8, 7.0, 6.742857142857143)"
05-01-2023 12:48:39.962128,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6571428571428575)","(4.6, 5.2, 5.066666666666666)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 66.25)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.773529411764706)","(4.8, 7.0, 6.772413793103448)"
05-01-2023 12:48:41.136718,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6571428571428575)","(4.6, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 66.25)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.785714285714286)","(4.8, 7.0, 6.772413793103448)"
05-01-2023 12:48:42.400999,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.658620689655173)","(4.6, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 90.76923076923077)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.688235294117646)","(4.8, 7.0, 6.854237288135593)"
05-01-2023 12:48:43.810358,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 91.42857142857143)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.688235294117646)","(4.8, 7.2, 6.854237288135593)"
05-01-2023 12:48:45.296232,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.1, 5.04)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.688235294117646)","(4.8, 7.2, 6.919148936170212)"
05-01-2023 12:48:47.134994,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.1, 5.0)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.753846153846154)","(4.8, 7.2, 6.848)"
05-01-2023 12:48:48.455699,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.1, 4.95)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.753846153846154)","(4.8, 7.2, 6.944444444444445)"
05-01-2023 12:48:49.785579,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.2, 5.016666666666667)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.688235294117646)","(4.8, 7.2, 6.964705882352941)"
05-01-2023 12:48:51.126222,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.2, 5.016666666666667)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.688235294117646)","(4.8, 7.2, 7.0181818181818185)"
05-01-2023 12:48:52.652025,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.2, 4.933333333333334)","(71.0, 170.0, 113.33333333333333)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.753846153846154)","(4.8, 7.2, 7.0181818181818185)"
05-01-2023 12:48:54.049701,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.1, 4.92)","(71.0, 170.0, 138.33333333333334)","(31.0, 100.0, 92.94117647058823)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.8374999999999995)","(4.8, 7.2, 7.0181818181818185)"
05-01-2023 12:48:55.279235,"(3.4, 4.4, 4.24)","(3.6, 4.7, 4.6625000000000005)","(4.6, 5.1, 4.92)","(71.0, 170.0, 100.5)","(31.0, 100.0, 90.76923076923077)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.976923076923077)","(4.8, 7.2, 7.0181818181818185)"
05-01-2023 12:48:56.458491,"(3.4, 4.3, 4.266666666666667)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.1, 4.98)","(71.0, 160.0, 100.5)","(31.0, 100.0, 95.0)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.944117647058824)","(4.8, 7.2, 7.0181818181818185)"
05-01-2023 12:48:57.609514,"(3.4, 4.3, 4.2846153846153845)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.1, 4.98)","(71.0, 160.0, 114.23076923076923)","(31.0, 100.0, 95.0)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.942857142857143)","(4.8, 7.2, 7.019047619047619)"
05-01-2023 12:48:58.897222,"(3.4, 4.3, 4.258333333333333)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.1, 4.916666666666667)","(71.0, 160.0, 117.5)","(31.0, 100.0, 95.0)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.9750000000000005)","(4.8, 7.2, 7.019047619047619)"
05-01-2023 12:49:00.104658,"(3.4, 4.3, 4.258333333333333)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.0, 4.954545454545455)","(71.0, 160.0, 127.05882352941177)","(31.0, 100.0, 91.0)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.942857142857143)","(4.8, 7.2, 7.019047619047619)"
05-01-2023 12:49:01.428944,"(3.4, 4.3, 4.231034482758621)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.0, 4.916666666666667)","(71.0, 160.0, 127.05882352941177)","(31.0, 100.0, 75.0)","(81.0, 230.0, 149.0)","(4.4, 6.2, 5.88421052631579)","(4.8, 7.2, 7.019047619047619)"
05-01-2023 12:49:02.837169,"(3.4, 4.3, 4.231034482758621)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.0, 4.916666666666667)","(71.0, 160.0, 127.05882352941177)","(31.0, 95.0, 76.05263157894737)","(81.0, 230.0, 156.36363636363637)","(4.4, 6.2, 5.9750000000000005)","(4.8, 7.2, 7.042105263157895)"
05-01-2023 12:49:04.109688,"(3.4, 4.3, 4.258333333333333)","(3.6, 4.7, 4.663636363636364)","(4.6, 5.0, 4.916666666666667)","(71.0, 160.0, 127.05882352941177)","(31.0, 95.0, 76.05263157894737)","(81.0, 230.0, 156.36363636363637)","(4.4, 6.2, 5.9750000000000005)","(4.8, 7.2, 7.046153846153846)"
