,Unusual Culture,Defining,Intisar,Field Of Praise,Colorado Cruz,Girl,Little Miss Kubi
11-01-2023 17:53:42.084583,"(8.0, 9.8, 9.747826086956522)","(4.4, 5.0, 4.979310344827586)","(8.0, 9.6, 9.5)","(7.0, 8.2, 8.077611940298507)","(5.5, 6.8, 6.613714285714285)","(8.0, 8.8, 8.678947368421053)","(4.4, 5.0, 5.0532407407407405)"
11-01-2023 17:53:43.265166,"(8.0, 9.8, 9.725)","(4.4, 5.0, 4.979166666666667)","(8.0, 9.6, 9.5)","(7.0, 8.2, 8.086666666666666)","(5.5, 6.8, 6.56875)","(8.0, 8.8, 8.67142857142857)","(4.4, 5.1, 4.961985018726592)"
11-01-2023 17:53:44.411507,"(8.0, 10.0, 9.737931034482758)","(4.4, 5.0, 4.976027397260274)","(8.0, 9.6, 9.5)","(7.0, 8.2, 8.086666666666666)","(5.5, 6.6, 6.56875)","(8.0, 8.8, 8.71)","(4.4, 5.0, 4.961985018726592)"
11-01-2023 17:53:45.589571,"(8.0, 10.0, 9.788888888888888)","(4.4, 5.0, 4.953982300884956)","(8.0, 9.6, 9.5)","(7.0, 8.2, 8.086666666666666)","(5.5, 6.6, 6.56875)","(7.5, 8.8, 8.720588235294118)","(4.4, 5.0, 4.961985018726592)"
11-01-2023 17:53:46.809694,"(8.0, 10.0, 9.783783783783784)","(4.4, 5.0, 4.953982300884956)","(8.0, 9.6, 9.5)","(7.0, 8.2, 8.086666666666666)","(5.5, 6.6, 6.56875)","(7.5, 8.8, 8.720588235294118)","(4.4, 5.0, 4.964522417153996)"
11-01-2023 17:53:48.150085,"(8.0, 10.0, 9.783783783783784)","(4.4, 5.0, 4.9485148514851485)","(8.0, 9.6, 9.486274509803922)","(7.0, 8.2, 8.086666666666666)","(5.5, 6.6, 6.601142857142857)","(7.5, 8.8, 8.679245283018869)","(4.4, 5.0, 4.964522417153996)"
11-01-2023 17:53:49.273462,"(8.0, 9.6, 9.461016949152542)","(4.4, 5.0, 4.9485148514851485)","(8.0, 9.6, 9.486274509803922)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.622535211267605)","(7.5, 8.8, 8.604301075268816)","(4.4, 5.0, 4.965805168986083)"
11-01-2023 17:53:50.294065,"(8.0, 9.6, 9.592307692307692)","(4.4, 5.0, 4.960902255639098)","(8.0, 9.6, 9.514705882352942)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.622325581395349)","(7.5, 8.8, 8.604301075268816)","(4.4, 5.0, 4.962689393939394)"
11-01-2023 17:53:51.400195,"(8.0, 9.6, 9.591304347826087)","(4.4, 5.0, 4.960902255639098)","(8.0, 9.6, 9.514705882352942)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.687850467289719)","(7.5, 8.8, 8.604301075268816)","(4.4, 5.0, 4.9608349900596425)"
11-01-2023 17:53:52.581412,"(8.0, 9.6, 9.591304347826087)","(4.4, 5.0, 4.960902255639098)","(8.0, 9.6, 9.514705882352942)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.702173913043478)","(7.5, 8.8, 8.604301075268816)","(4.4, 5.0, 4.9608349900596425)"
11-01-2023 17:53:53.927274,"(8.0, 9.6, 9.541935483870967)","(4.4, 5.0, 4.951851851851852)","(8.0, 9.6, 9.484)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.702173913043478)","(7.5, 8.8, 8.604301075268816)","(4.4, 5.0, 4.963683662851197)"
11-01-2023 17:53:55.233920,"(8.0, 9.6, 9.541935483870967)","(4.4, 5.0, 4.951851851851852)","(8.0, 9.6, 9.484)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.702173913043478)","(7.5, 8.8, 8.698)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:53:56.519701,"(8.0, 9.6, 9.541935483870967)","(4.4, 5.0, 4.940229885057471)","(8.0, 9.6, 9.484)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.702173913043478)","(7.5, 8.8, 8.689908256880734)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:53:57.632122,"(8.0, 9.6, 9.541935483870967)","(4.4, 5.0, 4.940229885057471)","(8.0, 9.6, 9.484)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.702173913043478)","(7.5, 8.8, 8.689908256880734)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:53:58.723166,"(8.0, 9.6, 9.56)","(4.4, 5.0, 4.940229885057471)","(8.0, 9.6, 9.424242424242424)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.690243902439024)","(7.5, 8.8, 8.687850467289719)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:53:59.885363,"(8.0, 9.8, 9.628571428571428)","(4.4, 5.0, 4.9147727272727275)","(8.0, 9.6, 9.496774193548386)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.696103896103896)","(7.5, 8.8, 8.64017094017094)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:54:01.171953,"(8.0, 9.6, 9.56551724137931)","(4.4, 5.0, 4.93801652892562)","(8.0, 9.6, 9.496774193548386)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.696103896103896)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:54:02.433384,"(8.0, 9.8, 9.62857142857143)","(4.4, 5.0, 4.930555555555555)","(8.0, 9.6, 9.496774193548386)","(7.0, 8.2, 8.115)","(5.5, 6.8, 6.696103896103896)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.0, 4.9667393675027265)"
11-01-2023 17:54:04.031457,"(8.0, 9.8, 9.742857142857144)","(4.4, 5.0, 4.975806451612903)","(8.0, 9.6, 9.442857142857143)","(7.0, 8.2, 8.135238095238094)","(5.5, 6.8, 6.7344262295081965)","(7.5, 8.8, 8.634883720930233)","(4.4, 5.0, 4.96779303062302)"
11-01-2023 17:54:05.331624,"(8.0, 9.8, 9.727272727272728)","(4.2, 5.0, 4.973867595818815)","(8.0, 9.6, 9.879646017699114)","(7.0, 8.2, 8.12)","(5.5, 6.8, 6.595454545454545)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.0, 4.970328425821065)"
11-01-2023 17:54:06.516941,"(8.0, 9.8, 9.742857142857144)","(4.2, 5.0, 4.973867595818815)","(8.0, 10.0, 9.879646017699114)","(7.0, 8.2, 8.095384615384615)","(5.5, 6.6, 6.595454545454545)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.0, 4.970328425821065)"
11-01-2023 17:54:07.879862,"(8.0, 9.8, 9.751515151515152)","(4.2, 5.0, 4.9726277372262775)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.058620689655172)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.0, 5.052173913043478)"
11-01-2023 17:54:09.198318,"(8.0, 9.8, 9.697435897435899)","(4.2, 5.0, 4.9726277372262775)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.058620689655172)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.1, 5.060431654676258)"
11-01-2023 17:54:10.530944,"(8.0, 9.6, 9.570588235294117)","(4.2, 5.0, 4.9726277372262775)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.058620689655172)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.1, 5.048354430379747)"
11-01-2023 17:54:11.823961,"(8.0, 9.6, 9.570588235294117)","(4.2, 5.0, 4.9726277372262775)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.058620689655172)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.1, 5.048354430379747)"
11-01-2023 17:54:12.975061,"(8.0, 9.6, 9.570588235294117)","(4.2, 5.0, 4.9726277372262775)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.606802721088435)","(4.4, 5.1, 5.048354430379747)"
11-01-2023 17:54:14.265704,"(8.0, 9.6, 9.454545454545455)","(4.2, 5.0, 4.9726277372262775)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.628915662650602)","(4.4, 5.1, 5.048354430379747)"
11-01-2023 17:54:15.459976,"(8.0, 9.6, 9.454545454545455)","(4.2, 5.0, 4.974747474747475)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.628915662650602)","(4.4, 5.1, 5.048354430379747)"
11-01-2023 17:54:16.758064,"(8.0, 9.6, 9.454545454545455)","(4.2, 5.0, 4.974747474747475)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.582978723404255)","(7.5, 8.8, 8.62289156626506)","(4.4, 5.1, 5.051621621621622)"
11-01-2023 17:54:17.927117,"(8.0, 9.6, 9.454545454545455)","(4.2, 5.0, 4.974747474747475)","(8.0, 10.0, 9.872727272727273)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.583783783783783)","(7.5, 8.8, 8.62289156626506)","(4.4, 5.1, 5.048641304347826)"
11-01-2023 17:54:18.938962,"(8.0, 9.6, 9.497297297297298)","(4.2, 5.0, 4.972077922077922)","(8.0, 10.5, 10.120689655172415)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.583783783783783)","(7.5, 8.8, 8.62289156626506)","(4.4, 5.1, 5.051621621621622)"
11-01-2023 17:54:20.003076,"(8.0, 9.6, 9.497297297297298)","(4.2, 5.0, 4.972077922077922)","(8.0, 10.5, 10.089655172413794)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.583783783783783)","(7.5, 8.8, 8.62289156626506)","(4.4, 5.1, 5.051621621621622)"
11-01-2023 17:54:21.258334,"(8.0, 9.6, 9.497297297297298)","(4.2, 5.0, 4.972077922077922)","(8.0, 10.5, 10.142857142857142)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.581818181818181)","(7.5, 8.8, 8.680487804878048)","(4.4, 5.1, 5.054237288135593)"
11-01-2023 17:54:22.507944,"(8.0, 9.6, 9.497297297297298)","(4.2, 5.0, 4.972077922077922)","(8.0, 10.5, 10.142857142857142)","(7.0, 8.2, 8.075757575757576)","(5.5, 6.6, 6.581818181818181)","(7.5, 8.8, 8.687786259541985)","(4.4, 5.1, 5.055520504731861)"
11-01-2023 17:54:23.692148,"(8.0, 9.6, 9.497297297297298)","(4.2, 5.0, 4.977351916376307)","(8.0, 10.5, 10.142857142857142)","(7.0, 8.2, 8.121153846153845)","(5.5, 6.6, 6.581818181818181)","(7.5, 8.8, 8.687786259541985)","(4.4, 5.1, 5.031428571428571)"
11-01-2023 17:54:24.810810,"(8.0, 9.6, 9.497297297297298)","(4.2, 5.0, 4.977351916376307)","(8.0, 10.5, 10.142857142857142)","(7.0, 8.2, 8.121153846153845)","(5.5, 6.6, 6.534078212290503)","(7.5, 8.8, 8.687786259541985)","(4.4, 5.1, 5.0134920634920634)"
11-01-2023 17:54:25.843598,"(8.0, 9.6, 9.481818181818182)","(4.2, 5.0, 4.977351916376307)","(8.0, 10.5, 10.142857142857142)","(7.0, 8.2, 8.134615384615383)","(5.5, 6.6, 6.540350877192982)","(7.5, 8.8, 8.689494163424124)","(4.4, 5.1, 5.0181818181818185)"
11-01-2023 17:54:27.132026,"(8.0, 9.6, 9.481818181818182)","(4.2, 5.0, 4.981939799331104)","(8.0, 9.8, 9.751879699248121)","(7.0, 8.2, 8.134615384615383)","(5.5, 6.6, 6.540350877192982)","(7.5, 8.8, 8.667906976744186)","(4.4, 5.1, 5.041359773371105)"
11-01-2023 17:54:28.388599,"(8.0, 9.6, 9.556521739130435)","(4.2, 5.0, 4.9815068493150685)","(8.0, 9.8, 9.751879699248121)","(7.0, 8.2, 8.149253731343283)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.668085106382978)","(4.4, 5.1, 5.040896358543417)"
11-01-2023 17:54:29.664178,"(8.0, 9.6, 9.556521739130435)","(4.2, 5.0, 4.9815068493150685)","(8.0, 9.8, 9.751879699248121)","(7.0, 8.2, 8.16)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.662135922330098)","(4.4, 5.1, 5.040896358543417)"
11-01-2023 17:54:30.930875,"(8.0, 9.6, 9.544)","(4.2, 5.0, 5.037124463519313)","(8.0, 9.8, 9.751879699248121)","(7.0, 8.2, 8.16)","(5.5, 6.6, 6.550627615062761)","(7.5, 8.8, 8.662135922330098)","(4.4, 5.1, 5.035882352941177)"
11-01-2023 17:54:32.115929,"(8.0, 9.4, 9.364102564102565)","(4.2, 5.1, 5.037124463519313)","(8.0, 9.8, 9.751879699248121)","(7.0, 8.2, 8.17)","(5.5, 6.6, 6.550627615062761)","(7.5, 8.8, 8.662135922330098)","(4.4, 5.1, 5.033234421364985)"
11-01-2023 17:54:33.200664,"(8.0, 9.6, 9.428571428571429)","(4.2, 5.1, 5.037124463519313)","(8.0, 9.8, 9.751879699248121)","(7.0, 8.2, 8.176623376623375)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.662135922330098)","(4.4, 5.1, 5.033234421364985)"
11-01-2023 17:54:34.328341,"(8.0, 9.4, 9.355555555555556)","(4.4, 5.1, 5.037124463519313)","(8.0, 9.8, 9.75)","(7.0, 8.2, 8.159349593495934)","(5.5, 6.6, 6.550627615062761)","(7.5, 8.8, 8.662135922330098)","(4.4, 5.1, 5.161587301587302)"
11-01-2023 17:54:35.726801,"(8.0, 9.4, 9.327272727272728)","(4.4, 5.1, 5.037124463519313)","(8.0, 9.8, 9.746218487394959)","(7.0, 8.2, 8.144444444444444)","(5.5, 6.6, 6.550627615062761)","(7.5, 8.8, 8.650526315789474)","(4.4, 5.2, 5.158097686375322)"
11-01-2023 17:54:37.058891,"(8.0, 9.4, 9.327272727272728)","(4.4, 5.1, 5.037124463519313)","(8.0, 9.8, 9.741284403669725)","(7.0, 8.2, 8.144444444444444)","(5.5, 6.6, 6.550627615062761)","(7.5, 8.8, 8.650526315789474)","(4.4, 5.2, 5.159317585301837)"
11-01-2023 17:54:38.377633,"(8.0, 9.4, 9.327272727272728)","(4.4, 5.1, 5.037124463519313)","(8.0, 9.8, 9.741284403669725)","(7.0, 8.2, 8.169491525423728)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.663461538461538)","(4.4, 5.2, 5.071748878923766)"
11-01-2023 17:54:39.570406,"(8.0, 9.4, 9.27)","(4.4, 5.1, 5.037124463519313)","(8.0, 9.8, 9.741284403669725)","(7.0, 8.2, 8.169491525423728)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.617948717948718)","(4.4, 5.1, 5.068376068376068)"
11-01-2023 17:54:40.618660,"(8.0, 9.4, 9.27)","(4.4, 5.1, 5.037124463519313)","(8.0, 9.8, 9.74710743801653)","(7.0, 8.2, 8.169491525423728)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.617948717948718)","(4.4, 5.1, 5.069672131147541)"
11-01-2023 17:54:41.979910,"(8.0, 9.4, 9.27)","(4.4, 5.1, 5.0353960396039605)","(8.0, 9.8, 9.74710743801653)","(7.0, 8.2, 8.169491525423728)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.620289855072464)","(4.4, 5.1, 5.069672131147541)"
11-01-2023 17:54:43.447594,"(8.0, 9.4, 9.27)","(4.4, 5.1, 5.039832869080779)","(8.0, 9.8, 9.741269841269842)","(7.0, 8.2, 8.169491525423728)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.637908496732026)","(4.4, 5.1, 5.053571428571429)"
11-01-2023 17:54:44.823704,"(8.0, 9.4, 9.27)","(4.4, 5.1, 5.039832869080779)","(8.0, 9.8, 9.741269841269842)","(7.0, 8.2, 8.169491525423728)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.637908496732026)","(4.4, 5.1, 5.0456273764258555)"
11-01-2023 17:54:46.185142,"(8.0, 9.4, 9.27)","(4.4, 5.1, 5.040857142857143)","(8.0, 9.8, 9.741269841269842)","(7.0, 8.2, 8.182222222222222)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.559223300970874)","(4.4, 5.1, 5.041048034934498)"
11-01-2023 17:54:47.631247,"(8.0, 9.4, 9.366666666666667)","(4.4, 5.1, 5.040857142857143)","(8.0, 9.8, 9.741269841269842)","(7.0, 8.2, 8.182222222222222)","(5.5, 6.6, 6.555844155844156)","(7.5, 8.8, 8.561538461538461)","(4.4, 5.1, 5.039732142857143)"
11-01-2023 17:54:49.098079,"(8.0, 9.4, 9.366666666666667)","(4.4, 5.1, 5.048929663608562)","(8.0, 9.8, 9.609302325581396)","(7.0, 8.2, 8.182222222222222)","(5.5, 6.6, 6.651724137931034)","(7.5, 8.8, 8.6016)","(4.4, 5.1, 5.03771186440678)"
11-01-2023 17:54:51.305623,"(8.0, 9.2, 9.12)","(4.4, 5.1, 5.123780487804877)","(8.0, 9.8, 9.56279069767442)","(7.0, 8.2, 8.182222222222222)","(5.5, 6.8, 6.6913580246913575)","(7.5, 8.8, 8.5875)","(4.4, 5.1, 5.034567901234568)"
11-01-2023 17:54:52.802792,"(8.0, 9.2, 8.567441860465117)","(4.4, 5.2, 5.227536231884058)","(8.0, 9.6, 9.265843621399176)","(7.0, 8.2, 8.36)","(5.5, 6.8, 6.688095238095237)","(7.5, 8.6, 8.481967213114753)","(4.4, 5.1, 5.044753086419753)"
11-01-2023 17:54:54.195899,"(8.0, 8.6, 8.706382978723404)","(4.4, 5.3, 5.218)","(8.0, 9.6, 9.265843621399176)","(7.0, 8.6, 8.341176470588236)","(5.5, 6.8, 6.688095238095237)","(7.5, 8.6, 8.467484662576688)","(4.4, 5.1, 5.044753086419753)"
11-01-2023 17:54:55.400780,"(8.0, 8.8, 8.72)","(4.4, 5.3, 5.218)","(8.0, 9.6, 9.265843621399176)","(7.0, 8.4, 8.341176470588236)","(5.5, 6.8, 6.688095238095237)","(7.5, 8.6, 8.467484662576688)","(4.4, 5.1, 5.045757575757576)"
11-01-2023 17:54:56.678055,"(8.0, 8.8, 8.698305084745764)","(4.4, 5.3, 5.218)","(8.0, 9.6, 9.265843621399176)","(7.0, 8.4, 8.341176470588236)","(5.5, 6.8, 6.688095238095237)","(7.5, 8.6, 8.467484662576688)","(4.4, 5.1, 5.045757575757576)"
11-01-2023 17:54:58.084669,"(8.0, 8.8, 8.732075471698113)","(4.4, 5.3, 5.135714285714285)","(8.0, 9.6, 9.265843621399176)","(7.0, 8.4, 8.341176470588236)","(5.5, 6.8, 6.7542857142857144)","(7.5, 8.6, 8.467484662576688)","(4.4, 5.1, 4.987719298245614)"
11-01-2023 17:54:59.554072,"(8.0, 8.8, 8.775238095238096)","(4.4, 5.2, 5.142608695652174)","(8.0, 9.6, 9.27741935483871)","(7.0, 8.4, 8.295833333333333)","(5.5, 6.8, 6.912941176470588)","(7.5, 8.6, 8.488659793814433)","(4.4, 5.0, 4.987169811320754)"
11-01-2023 17:55:00.896730,"(8.0, 8.8, 8.7)","(4.4, 5.2, 5.142608695652174)","(8.0, 9.4, 9.320833333333333)","(7.0, 8.4, 8.295833333333333)","(5.5, 7.0, 6.912941176470588)","(7.5, 8.6, 8.479329608938547)","(4.4, 5.0, 4.992276964047936)"
11-01-2023 17:55:02.200036,"(8.0, 8.8, 8.663157894736843)","(4.4, 5.2, 5.142608695652174)","(8.0, 9.4, 9.320833333333333)","(7.0, 8.4, 8.295833333333333)","(5.5, 7.0, 7.077333333333334)","(7.5, 8.6, 8.518461538461539)","(4.4, 5.0, 4.9901333333333335)"
11-01-2023 17:55:03.599588,"(8.0, 8.8, 8.617910447761194)","(4.4, 5.2, 5.140181268882175)","(8.0, 9.4, 9.34468085106383)","(7.0, 8.4, 8.278571428571428)","(5.5, 7.2, 7.118681318681319)","(7.5, 8.6, 8.514516129032257)","(4.4, 5.0, 5.067777777777778)"
11-01-2023 17:55:04.845488,"(8.0, 8.8, 8.617910447761194)","(4.4, 5.2, 5.12880658436214)","(8.0, 9.4, 9.289361702127659)","(7.0, 8.4, 8.295384615384615)","(5.5, 7.2, 6.915909090909091)","(7.5, 8.6, 8.530718954248366)","(4.4, 5.1, 5.059659090909091)"
11-01-2023 17:55:06.138755,"(8.0, 8.8, 8.617910447761194)","(4.4, 5.2, 5.12880658436214)","(8.0, 9.4, 9.289361702127659)","(7.0, 8.4, 8.295384615384615)","(5.5, 7.0, 6.915909090909091)","(7.5, 8.6, 8.530718954248366)","(4.4, 5.1, 5.032978723404256)"
11-01-2023 17:55:07.446116,"(8.0, 8.8, 8.617142857142857)","(4.4, 5.2, 5.12880658436214)","(8.0, 9.4, 9.289361702127659)","(7.0, 8.4, 8.310714285714285)","(5.5, 7.0, 6.915909090909091)","(7.5, 8.6, 8.530718954248366)","(4.4, 5.1, 4.999171270718232)"
11-01-2023 17:55:08.846827,"(8.0, 8.8, 8.617142857142857)","(4.4, 5.2, 5.154909090909091)","(8.0, 9.4, 9.289361702127659)","(7.0, 8.4, 8.310714285714285)","(5.5, 7.0, 6.906806282722513)","(7.5, 8.6, 8.527388535031847)","(4.4, 5.0, 4.999171270718232)"
11-01-2023 17:55:10.125641,"(8.0, 8.8, 8.61967213114754)","(4.4, 5.2, 5.187445887445888)","(8.0, 9.4, 9.27)","(7.0, 8.4, 8.294117647058822)","(5.5, 7.0, 6.923931623931624)","(7.5, 8.6, 8.519148936170213)","(4.4, 5.0, 4.999337748344371)"
11-01-2023 17:55:11.312735,"(8.0, 8.8, 8.64931506849315)","(4.4, 5.2, 5.191402714932127)","(8.0, 9.4, 9.34468085106383)","(7.0, 8.4, 8.314285714285715)","(5.5, 7.0, 6.923931623931624)","(7.5, 8.6, 8.501724137931035)","(4.4, 5.0, 4.99929873772791)"
11-01-2023 17:55:12.726837,"(8.0, 8.8, 8.57319587628866)","(4.4, 5.3, 5.252173913043478)","(8.0, 9.4, 9.335751295336788)","(7.0, 8.4, 8.293333333333333)","(5.5, 7.0, 6.923931623931624)","(7.5, 8.6, 8.497297297297298)","(4.4, 5.0, 5.0561190738699)"
11-01-2023 17:55:14.031792,"(8.0, 8.8, 8.57319587628866)","(4.4, 5.3, 5.265714285714285)","(8.0, 9.4, 9.32842105263158)","(7.0, 8.4, 8.293333333333333)","(5.5, 7.0, 6.9447470817120625)","(7.5, 8.6, 8.463247863247863)","(4.4, 5.1, 5.000995024875622)"
11-01-2023 17:55:15.323784,"(8.0, 8.8, 8.57319587628866)","(4.4, 5.3, 5.246218487394958)","(8.0, 9.4, 9.321649484536083)","(7.0, 8.4, 8.272566371681416)","(5.5, 7.0, 7.121739130434783)","(7.5, 8.6, 8.463247863247863)","(4.4, 5.1, 4.962654320987655)"
11-01-2023 17:55:16.625973,"(8.0, 8.8, 8.57319587628866)","(4.4, 5.3, 5.2265625)","(8.0, 9.4, 9.31957671957672)","(7.0, 8.4, 8.28923076923077)","(5.5, 7.2, 7.082191780821918)","(7.5, 8.6, 8.459677419354838)","(4.4, 5.0, 4.948915662650602)"
11-01-2023 17:55:17.929989,"(8.0, 8.8, 8.613559322033899)","(4.4, 5.3, 5.2265625)","(8.0, 9.4, 9.31957671957672)","(7.0, 8.4, 8.325000000000001)","(5.5, 7.2, 7.082191780821918)","(7.5, 8.6, 8.459677419354838)","(4.4, 5.0, 4.947474747474748)"
11-01-2023 17:55:19.193297,"(8.0, 8.8, 8.612903225806452)","(4.4, 5.3, 5.227642276422764)","(8.0, 9.4, 9.331868131868132)","(7.0, 8.4, 8.31529411764706)","(5.5, 7.2, 7.063492063492063)","(7.5, 8.6, 8.476595744680852)","(4.4, 5.0, 4.946169772256729)"
11-01-2023 17:55:20.392751,"(8.0, 8.6, 8.487804878048781)","(4.4, 5.3, 5.227868852459016)","(8.0, 9.4, 9.293103448275863)","(7.0, 8.4, 8.31529411764706)","(5.5, 7.2, 7.063492063492063)","(7.5, 8.6, 8.476595744680852)","(4.4, 5.0, 4.950112359550562)"
11-01-2023 17:55:21.641811,"(8.0, 8.6, 8.453658536585365)","(4.4, 5.3, 5.243225806451613)","(8.0, 9.4, 9.293103448275863)","(7.0, 8.4, 8.31529411764706)","(5.5, 7.2, 7.063492063492063)","(7.5, 8.6, 8.476595744680852)","(4.4, 5.0, 4.949061326658323)"
11-01-2023 17:55:23.154225,"(8.0, 8.6, 8.425925925925926)","(4.4, 5.3, 5.2371428571428575)","(8.0, 9.4, 9.293103448275863)","(7.0, 8.4, 8.31529411764706)","(5.5, 7.2, 7.063492063492063)","(7.5, 8.6, 8.476595744680852)","(4.4, 5.0, 4.9487405541561715)"
11-01-2023 17:55:24.605802,"(8.0, 8.8, 8.533333333333333)","(4.4, 5.3, 5.2371428571428575)","(8.0, 9.4, 9.293103448275863)","(7.0, 8.4, 8.31529411764706)","(5.5, 7.2, 7.095121951219513)","(7.5, 8.6, 8.476595744680852)","(4.4, 5.0, 4.940500736377025)"
11-01-2023 17:55:25.935521,"(8.0, 8.8, 8.533333333333333)","(4.4, 5.3, 5.2)","(8.0, 9.4, 8.961682242990655)","(7.0, 8.4, 8.153191489361701)","(5.5, 7.2, 7.2918032786885245)","(7.5, 8.6, 8.576785714285714)","(4.4, 5.0, 4.931973898858075)"
11-01-2023 17:55:27.192257,"(8.0, 8.6, 8.58)","(4.4, 5.2, 5.16910569105691)","(8.0, 9.0, 8.961682242990655)","(7.0, 8.2, 8.153191489361701)","(5.5, 7.4, 7.333333333333334)","(7.5, 8.6, 8.636781609195403)","(4.4, 5.0, 4.9325938566552905)"
11-01-2023 17:55:28.548752,"(7.5, 8.6, 8.352447552447552)","(4.4, 5.2, 5.184615384615385)","(7.5, 9.0, 8.899082568807339)","(7.0, 8.0, 8.025641025641026)","(5.5, 7.4, 7.339130434782609)","(7.5, 8.8, 8.678632478632478)","(4.4, 5.0, 4.9372019077901435)"
11-01-2023 17:55:29.892513,"(7.5, 8.4, 8.309547738693468)","(4.4, 5.2, 5.19468085106383)","(7.5, 9.0, 8.916216216216217)","(7.0, 8.2, 8.12)","(5.5, 7.4, 7.374074074074074)","(7.5, 8.8, 8.678632478632478)","(4.4, 5.0, 4.9372019077901435)"
11-01-2023 17:55:31.262389,"(7.5, 8.4, 8.305263157894737)","(4.4, 5.2, 5.19468085106383)","(7.5, 9.0, 8.616312056737588)","(7.0, 8.2, 8.121875)","(5.5, 7.4, 7.374074074074074)","(7.5, 8.8, 8.676635514018692)","(4.4, 5.0, 4.936698717948718)"
11-01-2023 17:55:32.566973,"(7.5, 8.6, 8.476470588235294)","(4.4, 5.2, 5.166363636363636)","(7.5, 8.8, 8.616312056737588)","(7.0, 8.2, 8.121875)","(5.5, 7.4, 7.374074074074074)","(7.5, 8.8, 8.676635514018692)","(4.4, 5.0, 4.93948275862069)"
11-01-2023 17:55:33.930615,"(7.5, 8.6, 8.476470588235294)","(4.4, 5.2, 5.193589743589744)","(7.5, 8.8, 8.517021276595745)","(7.0, 8.2, 7.9788461538461535)","(5.5, 7.4, 7.440740740740741)","(7.5, 8.8, 8.6890756302521)","(4.4, 5.0, 4.934281437125748)"
11-01-2023 17:55:35.272629,"(7.5, 8.6, 8.476470588235294)","(4.4, 5.2, 5.2250000000000005)","(7.5, 8.8, 8.571428571428571)","(7.0, 8.0, 8.018823529411764)","(5.5, 7.6, 7.422680412371134)","(7.5, 8.8, 8.676635514018692)","(4.4, 5.0, 4.934281437125748)"
