,Clover Returns,Make It Easy,Bugatti Angel,Dashing Thunder,Olafs Adventure,Marions Regret,Chantelle Smells,Clover Dime
12-01-2023 14:04:33.456460,"(3.8, 4.6, 4.503571428571428)","(7.5, 14.5, 14.441176470588236)","(3.2, 3.7, 3.6954545454545458)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.166666666666667)","(5.5, 6.2, 5.972727272727273)","(71.0, 120.0, 105.0)","(17.0, 32.0, 31.0)"
12-01-2023 14:04:34.674440,"(3.8, 4.6, 4.506896551724138)","(7.5, 14.5, 14.441176470588236)","(3.2, 3.7, 3.6954545454545458)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.166666666666667)","(5.5, 6.0, 5.9625)","(71.0, 120.0, 105.0)","(17.0, 32.0, 31.36842105263158)"
12-01-2023 14:04:35.884914,"(3.8, 4.6, 4.506896551724138)","(7.5, 14.5, 14.441176470588236)","(3.2, 3.7, 3.6954545454545458)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.166666666666667)","(5.5, 6.0, 5.9625)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.8)"
12-01-2023 14:04:37.076490,"(3.8, 4.6, 4.506896551724138)","(7.5, 14.5, 14.882352941176471)","(3.2, 3.7, 3.6954545454545458)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.166666666666667)","(5.5, 6.0, 5.800000000000001)","(71.0, 120.0, 105.0)","(17.0, 32.0, 31.0)"
12-01-2023 14:04:38.276834,"(3.8, 4.6, 4.491176470588235)","(7.5, 15.0, 14.681818181818182)","(3.2, 3.7, 3.6954545454545458)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.166666666666667)","(5.5, 5.9, 5.931081081081081)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.2)"
12-01-2023 14:04:39.525738,"(3.8, 4.6, 4.491176470588235)","(7.5, 15.0, 14.363636363636363)","(3.2, 3.7, 3.7086206896551723)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.5, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.875)"
12-01-2023 14:04:40.782318,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.846153846153847)","(3.2, 3.75, 3.722413793103448)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.5, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 29.75)"
12-01-2023 14:04:42.008424,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.954545454545455)","(3.2, 3.75, 3.722413793103448)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.5, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:43.233814,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.954545454545455)","(3.2, 3.75, 3.722413793103448)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.5, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:44.550730,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.909090909090908)","(3.2, 3.75, 3.6903846153846156)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.5, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:45.768552,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.909090909090908)","(3.2, 3.7, 3.6903846153846156)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.5, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:47.075326,"(3.8, 4.6, 4.498412698412698)","(7.5, 14.0, 13.909090909090908)","(3.2, 3.7, 3.6903846153846156)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.0, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:48.282257,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.909090909090908)","(3.2, 3.7, 3.6903846153846156)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.0, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:49.518163,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.909090909090908)","(3.2, 3.7, 3.6903846153846156)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.192592592592593)","(5.0, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:50.790626,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.7)","(3.2, 3.7, 3.6903846153846156)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.216666666666667)","(5.0, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:52.089873,"(3.8, 4.6, 4.491176470588235)","(7.5, 14.0, 13.8)","(3.2, 3.7, 3.716666666666667)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.216666666666667)","(5.0, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:53.253469,"(3.8, 4.6, 4.487878787878788)","(8.5, 14.0, 13.8)","(3.2, 3.75, 3.716666666666667)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.216666666666667)","(5.0, 6.0, 5.909090909090909)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:54.382043,"(3.8, 4.6, 4.493548387096774)","(8.5, 14.0, 13.8)","(3.2, 3.75, 3.716666666666667)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.216666666666667)","(5.0, 6.0, 5.9714285714285715)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:55.482250,"(3.8, 4.6, 4.493548387096774)","(8.5, 14.0, 13.8)","(3.2, 3.75, 3.7136363636363634)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.216666666666667)","(5.0, 6.0, 5.9714285714285715)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:56.708087,"(3.8, 4.6, 4.493548387096774)","(8.5, 14.0, 13.8)","(3.2, 3.75, 3.6950000000000003)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.166666666666667)","(5.0, 6.0, 5.98)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:57.908060,"(3.8, 4.6, 4.493548387096774)","(8.5, 14.0, 13.8)","(3.2, 3.7, 3.6950000000000003)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.216666666666667)","(5.0, 6.0, 5.95)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:04:59.130244,"(3.8, 4.6, 4.498461538461538)","(8.5, 13.5, 13.307692307692308)","(3.2, 3.75, 3.6772727272727272)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.22608695652174)","(5.0, 6.0, 5.95)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:05:00.387804,"(3.8, 4.6, 4.498461538461538)","(8.5, 13.5, 13.307692307692308)","(3.2, 3.75, 3.6884615384615382)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.2)","(5.0, 6.0, 5.95)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:05:01.573676,"(3.8, 4.6, 4.498461538461538)","(8.5, 13.5, 13.307692307692308)","(3.2, 3.75, 3.686842105263158)","(8.0, 13.5, 13.15)","(6.0, 7.4, 7.2)","(5.0, 6.0, 6.066666666666666)","(71.0, 120.0, 105.0)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:05:03.056660,"(3.8, 4.6, 4.491803278688525)","(8.5, 13.5, 13.131578947368421)","(3.2, 3.75, 3.6947368421052635)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.181818181818182)","(5.0, 6.2, 6.273684210526316)","(71.0, 120.0, 101.25)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:05:04.583887,"(3.8, 4.6, 4.491803278688525)","(8.5, 13.5, 12.807692307692308)","(3.2, 3.7, 3.7112903225806453)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.181818181818182)","(5.0, 6.4, 6.2823529411764705)","(71.0, 120.0, 101.25)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:05:05.841140,"(3.8, 4.6, 4.491803278688525)","(8.5, 13.0, 12.807692307692308)","(3.2, 3.75, 3.692)","(8.0, 13.5, 13.131578947368421)","(6.0, 7.4, 7.16)","(5.0, 6.4, 6.2823529411764705)","(71.0, 120.0, 101.25)","(17.0, 32.0, 30.956521739130434)"
12-01-2023 14:05:07.304768,"(3.8, 4.6, 4.488135593220339)","(8.5, 13.0, 12.75)","(3.2, 3.7, 3.6821428571428574)","(8.0, 13.5, 13.0)","(6.0, 7.4, 7.133333333333334)","(5.0, 6.4, 6.511111111111111)","(71.0, 120.0, 108.46153846153845)","(17.0, 32.0, 31.04)"
12-01-2023 14:05:08.610164,"(3.8, 4.5, 4.4)","(8.5, 13.0, 12.722222222222221)","(3.2, 3.75, 3.702439024390244)","(8.0, 13.5, 13.0)","(6.0, 7.2, 7.275)","(5.0, 6.6, 6.571428571428571)","(71.0, 120.0, 108.46153846153845)","(17.0, 32.0, 31.52)"
12-01-2023 14:05:09.867629,"(3.8, 4.4, 4.304)","(8.5, 13.0, 13.357142857142858)","(3.2, 3.75, 3.702439024390244)","(8.0, 13.5, 13.0)","(6.0, 7.4, 7.016666666666667)","(5.0, 6.6, 6.4799999999999995)","(71.0, 120.0, 108.46153846153845)","(17.0, 32.0, 31.142857142857142)"
12-01-2023 14:05:11.031235,"(3.8, 4.4, 4.300000000000001)","(8.5, 13.5, 13.357142857142858)","(3.2, 3.75, 3.702439024390244)","(8.0, 13.5, 13.0)","(6.0, 7.2, 7.024)","(5.0, 6.6, 6.447058823529412)","(71.0, 120.0, 101.25)","(17.0, 32.0, 30.2)"
12-01-2023 14:05:12.300724,"(3.8, 4.4, 4.304)","(8.5, 13.5, 13.7)","(3.2, 3.75, 3.68)","(8.0, 13.5, 13.0)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.5875)","(71.0, 120.0, 101.25)","(17.0, 32.0, 30.2)"
12-01-2023 14:05:13.588947,"(3.8, 4.4, 4.304)","(8.5, 14.0, 13.142857142857142)","(3.2, 3.7, 3.68)","(8.0, 13.5, 13.0)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.677777777777778)","(71.0, 120.0, 108.46153846153845)","(17.0, 32.0, 31.1)"
12-01-2023 14:05:14.846943,"(3.8, 4.4, 4.304)","(8.5, 14.0, 13.142857142857142)","(3.2, 3.7, 3.68)","(8.0, 13.5, 13.0)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.677777777777778)","(71.0, 120.0, 101.25)","(17.0, 32.0, 31.1)"
12-01-2023 14:05:16.432287,"(3.8, 4.4, 4.290909090909091)","(8.5, 14.0, 13.142857142857142)","(3.2, 3.7, 3.68)","(8.0, 13.5, 12.954545454545455)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.670588235294118)","(71.0, 120.0, 108.46153846153845)","(17.0, 32.0, 29.75)"
12-01-2023 14:05:17.857206,"(3.8, 4.4, 4.290909090909091)","(8.5, 14.0, 13.647058823529411)","(3.2, 3.7, 3.69)","(8.0, 13.5, 12.606060606060606)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.653333333333333)","(61.0, 120.0, 101.25)","(17.0, 32.0, 30.2)"
12-01-2023 14:05:19.290120,"(3.8, 4.4, 4.280851063829788)","(8.5, 14.0, 13.433333333333334)","(3.2, 3.7, 3.7313953488372094)","(8.0, 13.0, 12.551724137931034)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.653333333333333)","(61.0, 120.0, 101.25)","(17.0, 32.0, 30.2)"
12-01-2023 14:05:20.567456,"(3.8, 4.4, 4.280851063829788)","(8.5, 13.5, 13.4)","(3.2, 3.75, 3.732222222222222)","(8.0, 13.0, 12.551724137931034)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.653333333333333)","(61.0, 120.0, 108.46153846153845)","(17.0, 32.0, 31.1)"
12-01-2023 14:05:21.747417,"(3.8, 4.4, 4.280851063829788)","(8.5, 13.5, 13.4)","(3.2, 3.75, 3.732222222222222)","(8.0, 13.0, 12.551724137931034)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.653333333333333)","(61.0, 120.0, 112.10526315789474)","(17.0, 32.0, 31.1)"
12-01-2023 14:05:22.972460,"(3.8, 4.4, 4.280851063829788)","(8.5, 14.0, 13.5)","(3.2, 3.75, 3.732222222222222)","(8.0, 13.0, 12.551724137931034)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 112.10526315789474)","(17.0, 32.0, 31.454545454545453)"
12-01-2023 14:05:24.192782,"(3.8, 4.4, 4.361538461538462)","(8.5, 14.0, 13.647058823529411)","(3.2, 3.75, 3.7289473684210526)","(8.0, 13.0, 12.551724137931034)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.645161290322581)","(61.0, 120.0, 112.10526315789474)","(17.0, 32.0, 31.454545454545453)"
12-01-2023 14:05:25.413105,"(3.8, 4.4, 4.331428571428572)","(8.5, 14.0, 13.647058823529411)","(3.2, 3.75, 3.7289473684210526)","(8.0, 13.0, 12.5)","(6.0, 7.2, 7.016666666666667)","(5.0, 6.8, 6.645161290322581)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.454545454545453)"
12-01-2023 14:05:26.680547,"(3.8, 4.4, 4.331428571428572)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.75, 3.725)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.2, 6.872727272727273)","(5.0, 6.8, 6.645161290322581)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 30.428571428571427)"
12-01-2023 14:05:27.821001,"(3.8, 4.4, 4.331428571428572)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.75, 3.726470588235294)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.914285714285715)","(5.0, 6.8, 6.645161290322581)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 31.727272727272727)"
12-01-2023 14:05:29.043225,"(3.8, 4.4, 4.331428571428572)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.75, 3.694827586206897)","(8.0, 13.0, 12.5)","(6.0, 7.0, 6.866666666666666)","(5.0, 6.8, 6.662068965517242)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.4375)"
12-01-2023 14:05:30.287501,"(3.8, 4.4, 4.331428571428572)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.7, 3.725)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.866666666666666)","(5.0, 6.8, 6.662068965517242)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.4375)"
12-01-2023 14:05:31.502705,"(3.8, 4.4, 4.376923076923077)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.75, 3.7666666666666666)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.914285714285715)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.4375)"
12-01-2023 14:05:32.748835,"(3.8, 4.4, 4.32)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.8, 3.7666666666666666)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.96)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.4375)"
12-01-2023 14:05:33.985321,"(3.8, 4.4, 4.32)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.8, 3.756)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.9)","(5.0, 6.8, 6.6375)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.4375)"
12-01-2023 14:05:35.293329,"(3.8, 4.4, 4.32)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.8, 3.745)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.9)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 31.727272727272727)"
12-01-2023 14:05:36.570224,"(3.8, 4.4, 4.32)","(8.5, 14.0, 13.666666666666666)","(3.2, 3.8, 3.7794117647058822)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.825)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.5)"
12-01-2023 14:05:37.772217,"(3.8, 4.4, 4.32)","(8.5, 14.0, 13.7)","(3.2, 3.8, 3.7785714285714285)","(8.0, 13.0, 12.45945945945946)","(6.0, 7.2, 6.991304347826087)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.5)"
12-01-2023 14:05:38.895833,"(3.8, 4.2, 4.030188679245283)","(8.5, 14.0, 13.727272727272727)","(3.2, 3.85, 3.814285714285714)","(8.0, 13.0, 12.45945945945946)","(6.0, 7.2, 6.991304347826087)","(5.0, 6.8, 6.678787878787879)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.5)"
12-01-2023 14:05:39.948743,"(3.8, 4.1, 4.056)","(8.5, 14.0, 13.727272727272727)","(3.2, 3.9, 3.86875)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.2, 6.933333333333334)","(5.0, 6.8, 6.696774193548387)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.5)"
12-01-2023 14:05:41.084522,"(3.8, 4.2, 4.108823529411764)","(8.5, 14.0, 13.7)","(3.2, 3.95, 3.896153846153846)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.2, 6.925)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.941176470588236)"
12-01-2023 14:05:42.197965,"(3.8, 4.2, 4.107920792079208)","(8.5, 14.0, 13.7)","(3.2, 3.9, 3.896153846153846)","(8.0, 13.0, 12.484848484848484)","(6.0, 7.0, 6.9185185185185185)","(5.0, 6.8, 6.662068965517242)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 31.941176470588236)"
12-01-2023 14:05:43.315553,"(3.8, 4.2, 4.107920792079208)","(8.5, 14.0, 13.727272727272727)","(3.2, 3.95, 3.87)","(8.0, 12.0, 11.964285714285714)","(6.0, 7.0, 6.837037037037037)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 31.727272727272727)"
12-01-2023 14:05:44.580178,"(3.8, 4.2, 4.113592233009708)","(8.5, 14.0, 13.727272727272727)","(3.2, 3.95, 3.87)","(8.0, 12.0, 11.875)","(6.0, 7.0, 6.933333333333334)","(5.0, 6.8, 6.728571428571429)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 31.727272727272727)"
12-01-2023 14:05:45.868104,"(3.8, 4.2, 4.125)","(8.5, 14.0, 13.727272727272727)","(3.2, 3.95, 3.87)","(8.0, 12.0, 12.25)","(6.0, 7.0, 6.8133333333333335)","(5.0, 6.8, 6.678787878787879)","(61.0, 120.0, 104.11764705882354)","(17.0, 32.0, 31.727272727272727)"
12-01-2023 14:05:47.144303,"(3.7, 4.2, 4.115533980582524)","(8.5, 14.0, 13.88888888888889)","(3.3, 3.95, 3.87)","(8.0, 12.5, 11.75)","(6.0, 7.0, 6.837037037037037)","(5.0, 6.8, 6.678787878787879)","(61.0, 120.0, 103.125)","(17.0, 32.0, 31.727272727272727)"
12-01-2023 14:05:48.332819,"(3.7, 4.2, 4.115238095238095)","(8.5, 14.0, 13.88888888888889)","(3.3, 3.95, 3.875)","(8.0, 12.0, 11.1)","(6.0, 7.0, 6.837037037037037)","(5.0, 6.8, 6.716666666666667)","(61.0, 120.0, 108.26086956521739)","(17.0, 32.0, 33.09090909090909)"
12-01-2023 14:05:49.395273,"(3.7, 4.5, 4.448235294117647)","(8.5, 14.5, 14.142857142857142)","(3.3, 3.9, 3.896)","(8.0, 11.5, 11.411764705882353)","(6.0, 7.0, 6.837037037037037)","(5.0, 6.8, 6.606451612903226)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.529411764705884)"
12-01-2023 14:05:50.508248,"(3.7, 4.5, 4.457142857142857)","(8.5, 14.5, 14.083333333333334)","(3.3, 3.9, 3.896)","(8.0, 11.5, 11.61111111111111)","(6.0, 7.0, 6.837037037037037)","(5.0, 6.8, 6.606451612903226)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.333333333333336)"
12-01-2023 14:05:51.611253,"(3.7, 4.5, 4.472151898734177)","(8.5, 14.5, 13.975)","(3.3, 3.9, 3.8718749999999997)","(8.0, 12.0, 11.61111111111111)","(6.0, 7.0, 6.837037037037037)","(5.0, 6.8, 6.606451612903226)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.333333333333336)"
12-01-2023 14:05:52.675483,"(3.7, 4.5, 4.4915492957746475)","(8.5, 14.5, 13.975)","(3.3, 3.9, 3.8718749999999997)","(8.0, 12.0, 11.633333333333333)","(6.0, 7.0, 6.739130434782608)","(5.0, 6.8, 6.6375)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.125)"
12-01-2023 14:05:53.772398,"(3.7, 4.4, 4.3500000000000005)","(8.5, 14.5, 14.083333333333334)","(3.3, 3.9, 3.8794871794871795)","(8.0, 12.0, 11.633333333333333)","(6.0, 6.8, 6.777777777777778)","(5.0, 6.8, 6.704761904761905)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.75)"
12-01-2023 14:05:54.974762,"(3.7, 4.4, 4.30625)","(8.5, 14.5, 14.125)","(3.3, 3.9, 3.8775)","(8.0, 12.0, 11.633333333333333)","(6.0, 6.8, 6.777777777777778)","(5.0, 6.8, 6.704761904761905)","(61.0, 120.0, 108.26086956521739)","(17.0, 34.0, 32.125)"
12-01-2023 14:05:56.270596,"(3.7, 4.4, 4.316666666666667)","(8.5, 14.5, 14.125)","(3.3, 3.9, 3.875)","(8.0, 12.0, 11.633333333333333)","(6.0, 6.8, 6.733333333333333)","(5.0, 6.8, 6.555555555555555)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.125)"
12-01-2023 14:05:57.601910,"(3.7, 4.4, 4.325)","(8.5, 14.5, 14.125)","(3.3, 3.9, 3.875)","(8.0, 12.0, 11.633333333333333)","(6.0, 6.8, 6.733333333333333)","(5.0, 6.6, 6.533333333333333)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.125)"
12-01-2023 14:05:58.814785,"(3.7, 4.4, 4.36)","(8.5, 14.5, 14.125)","(3.3, 3.9, 3.874285714285714)","(8.0, 12.0, 11.633333333333333)","(6.0, 6.8, 6.8307692307692305)","(5.0, 6.6, 6.624)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.26086956521739)"
12-01-2023 14:06:00.017066,"(3.7, 4.4, 4.3235294117647065)","(8.5, 14.5, 14.125)","(3.3, 3.9, 3.857142857142857)","(8.0, 12.0, 11.64516129032258)","(6.0, 7.0, 6.8)","(5.0, 6.8, 6.6125)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.26086956521739)"
12-01-2023 14:06:01.180690,"(3.7, 4.4, 4.3235294117647065)","(9.0, 14.5, 14.40625)","(3.3, 3.9, 3.8499999999999996)","(7.5, 12.0, 11.64516129032258)","(6.0, 7.0, 6.8)","(5.5, 6.8, 6.6125)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.26086956521739)"
12-01-2023 14:06:02.348232,"(3.7, 4.4, 4.331578947368421)","(9.0, 14.0, 13.833333333333334)","(3.3, 3.9, 3.814814814814815)","(7.5, 12.0, 11.742857142857144)","(6.0, 7.0, 6.762162162162162)","(5.5, 6.8, 6.582857142857143)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.26086956521739)"
12-01-2023 14:06:03.450553,"(3.7, 4.4, 4.296)","(9.0, 14.5, 14.125)","(3.3, 3.85, 3.7421052631578946)","(7.5, 12.0, 11.622222222222222)","(6.0, 7.0, 6.764102564102564)","(5.5, 6.8, 6.544444444444444)","(61.0, 120.0, 107.5)","(18.0, 34.0, 32.26086956521739)"
12-01-2023 14:06:04.640661,"(3.7, 4.4, 4.30344827586207)","(9.0, 14.5, 13.9375)","(3.3, 3.75, 3.7595238095238095)","(7.5, 12.0, 11.682926829268293)","(6.0, 7.0, 6.763636363636364)","(5.5, 6.6, 6.567741935483871)","(61.0, 120.0, 107.5)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:05.901371,"(3.7, 4.4, 4.308474576271187)","(9.0, 14.5, 13.717391304347826)","(3.3, 3.8, 3.7781249999999997)","(7.5, 12.0, 11.619047619047619)","(6.0, 7.0, 6.7846153846153845)","(5.5, 6.6, 6.509090909090909)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:07.182643,"(3.7, 4.4, 4.308474576271187)","(9.0, 14.5, 14.1)","(3.3, 3.8, 3.7785714285714285)","(7.5, 12.0, 11.619047619047619)","(6.0, 7.0, 6.7846153846153845)","(5.5, 6.6, 6.44)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:08.494901,"(3.7, 4.4, 4.312903225806452)","(9.0, 14.5, 14.45)","(3.3, 3.85, 3.809090909090909)","(7.5, 12.0, 11.652173913043478)","(6.0, 7.0, 6.6482758620689655)","(5.5, 6.6, 6.3886792452830194)","(61.0, 120.0, 107.5)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:09.753005,"(3.7, 4.4, 4.309375)","(9.0, 14.5, 14.45)","(3.3, 3.85, 3.8382352941176467)","(7.5, 12.0, 11.652173913043478)","(6.0, 6.8, 6.6482758620689655)","(5.5, 6.4, 6.3882352941176475)","(61.0, 120.0, 107.5)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:10.942067,"(3.7, 4.4, 4.307692307692308)","(9.0, 14.5, 14.461538461538462)","(3.3, 3.9, 3.890322580645161)","(7.5, 12.0, 11.673469387755102)","(6.0, 6.8, 6.637037037037037)","(5.5, 6.4, 6.388)","(61.0, 120.0, 108.26086956521739)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:12.202601,"(3.7, 4.4, 4.309375)","(9.0, 14.5, 14.461538461538462)","(3.3, 3.9, 3.890322580645161)","(7.5, 12.0, 11.673469387755102)","(6.0, 6.8, 6.613333333333333)","(5.5, 6.4, 6.3527272727272734)","(61.0, 120.0, 107.5)","(18.0, 34.0, 32.0)"
12-01-2023 14:06:13.529972,"(3.7, 4.4, 4.3130434782608695)","(9.0, 14.5, 14.235294117647058)","(3.3, 3.9, 3.8892857142857142)","(7.5, 12.0, 11.673469387755102)","(6.0, 6.8, 6.596363636363637)","(5.5, 6.4, 6.247368421052632)","(61.0, 120.0, 107.5)","(18.0, 34.0, 32.0)"
