,Windsors Star,Des Castle,Dont Get Caughtup,Im The Money Man,Tobi Wan Kenobi,Kaylees Spitfire,Ziggy Stardust,Denizetti,Grumpys Buddy,Little Roo Roo
15-12-2022 11:39:52.746679,"(13.0, 24.0, 22.125)","(13.0, 19.0, 18.8125)","(41.0, 90.0, 85.0)","(2.05, 2.34, 2.3377777777777777)","(21.0, 42.0, 36.0)","(41.0, 140.0, 135.33333333333334)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.153061224489797)","(11.0, 16.5, 14.66)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:39:54.081263,"(13.0, 24.0, 22.125)","(13.0, 19.0, 18.8125)","(41.0, 90.0, 85.0)","(2.05, 2.34, 2.338139534883721)","(21.0, 42.0, 36.0)","(41.0, 140.0, 135.33333333333334)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.153061224489797)","(11.0, 16.5, 14.66)","(14.0, 22.0, 20.428571428571427)"
15-12-2022 11:39:55.341861,"(13.0, 23.0, 22.363636363636363)","(13.0, 19.0, 18.8125)","(41.0, 90.0, 85.0)","(2.05, 2.34, 2.338139534883721)","(21.0, 42.0, 40.69565217391305)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.153061224489797)","(11.0, 16.5, 14.807692307692308)","(14.0, 21.0, 20.6)"
15-12-2022 11:39:56.595989,"(13.0, 23.0, 22.363636363636363)","(13.0, 19.5, 19.166666666666668)","(41.0, 90.0, 83.0)","(2.05, 2.34, 2.338139534883721)","(21.0, 42.0, 40.30434782608695)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.153061224489797)","(11.0, 16.5, 14.807692307692308)","(14.0, 21.0, 20.666666666666668)"
15-12-2022 11:39:57.887073,"(13.0, 23.0, 22.363636363636363)","(13.0, 19.5, 19.166666666666668)","(41.0, 90.0, 83.0)","(2.05, 2.36, 2.357674418604651)","(21.0, 42.0, 33.0)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.153061224489797)","(11.0, 16.5, 14.807692307692308)","(14.0, 21.0, 20.6)"
15-12-2022 11:39:59.263766,"(13.0, 23.0, 22.22222222222222)","(13.0, 19.5, 19.0)","(41.0, 90.0, 83.0)","(2.05, 2.34, 2.3194285714285714)","(21.0, 42.0, 36.0)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.033333333333333)","(11.0, 16.5, 14.807692307692308)","(14.0, 21.0, 20.666666666666668)"
15-12-2022 11:40:00.611608,"(13.0, 23.0, 21.545454545454547)","(13.0, 19.5, 19.0)","(41.0, 90.0, 83.0)","(2.05, 2.34, 2.3186046511627905)","(21.0, 40.0, 37.0)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.122033898305085)","(10.0, 16.5, 15.033333333333333)","(11.0, 16.5, 14.807692307692308)","(14.0, 21.0, 22.636363636363637)"
15-12-2022 11:40:01.900160,"(13.0, 22.0, 21.545454545454547)","(13.0, 19.5, 19.0)","(41.0, 90.0, 83.0)","(2.05, 2.32, 2.3185714285714285)","(21.0, 40.0, 37.0)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.11896551724138)","(10.0, 16.5, 15.033333333333333)","(11.0, 16.5, 14.807692307692308)","(14.0, 23.0, 22.636363636363637)"
15-12-2022 11:40:03.164989,"(13.0, 22.0, 21.545454545454547)","(13.0, 19.5, 19.0)","(41.0, 90.0, 83.0)","(2.05, 2.32, 2.2859999999999996)","(21.0, 40.0, 37.0)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.094117647058823)","(10.0, 16.5, 15.033333333333333)","(11.0, 16.5, 14.807692307692308)","(14.0, 23.0, 22.636363636363637)"
15-12-2022 11:40:04.451384,"(13.0, 22.0, 21.545454545454547)","(13.0, 19.5, 19.3125)","(41.0, 90.0, 83.0)","(2.05, 2.34, 2.2859999999999996)","(21.0, 40.0, 37.0)","(41.0, 140.0, 135.625)","(3.4, 4.3, 4.094117647058823)","(10.0, 16.5, 15.033333333333333)","(11.0, 16.5, 14.807692307692308)","(14.0, 23.0, 22.636363636363637)"
15-12-2022 11:40:05.753066,"(13.0, 22.0, 21.545454545454547)","(13.0, 19.5, 19.3125)","(41.0, 90.0, 85.0)","(2.05, 2.34, 2.352)","(21.0, 40.0, 36.0)","(41.0, 140.0, 137.08333333333331)","(3.4, 4.3, 4.054385964912281)","(10.0, 16.5, 14.965116279069768)","(11.0, 16.5, 14.807692307692308)","(14.0, 23.0, 21.90909090909091)"
15-12-2022 11:40:07.135089,"(13.0, 22.0, 21.444444444444443)","(13.0, 19.5, 19.35)","(41.0, 90.0, 84.61538461538461)","(2.05, 2.36, 2.431111111111111)","(21.0, 40.0, 36.285714285714285)","(41.0, 140.0, 136.8181818181818)","(3.4, 4.3, 4.054385964912281)","(10.0, 16.5, 15.75)","(11.0, 16.5, 15.733333333333334)","(14.0, 23.0, 21.142857142857142)"
15-12-2022 11:40:08.404778,"(13.0, 23.0, 21.833333333333332)","(13.0, 19.5, 19.25)","(41.0, 90.0, 84.61538461538461)","(2.05, 2.44, 2.4372881355932203)","(21.0, 40.0, 36.285714285714285)","(41.0, 140.0, 136.8181818181818)","(3.4, 4.3, 4.054385964912281)","(10.0, 16.0, 15.75)","(11.0, 16.0, 15.733333333333334)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:40:09.813164,"(13.0, 23.0, 21.875)","(13.0, 19.5, 19.25)","(41.0, 90.0, 84.61538461538461)","(2.05, 2.44, 2.4372881355932203)","(21.0, 40.0, 32.0)","(41.0, 140.0, 136.8181818181818)","(3.4, 4.3, 4.054385964912281)","(10.0, 16.0, 15.75)","(11.0, 16.0, 15.733333333333334)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:40:11.112391,"(13.0, 23.0, 19.0)","(13.0, 19.5, 19.25)","(41.0, 90.0, 84.61538461538461)","(2.05, 2.44, 2.4372881355932203)","(21.0, 40.0, 32.0)","(41.0, 140.0, 136.8181818181818)","(3.4, 4.3, 4.054385964912281)","(10.0, 16.0, 15.75)","(11.0, 16.0, 15.733333333333334)","(14.0, 22.0, 20.428571428571427)"
15-12-2022 11:40:12.413753,"(13.0, 19.5, 17.416666666666668)","(13.0, 19.5, 19.25)","(41.0, 90.0, 84.61538461538461)","(2.05, 2.44, 2.423030303030303)","(21.0, 38.0, 30.666666666666668)","(41.0, 140.0, 136.95652173913044)","(3.4, 4.3, 4.094117647058823)","(11.0, 16.0, 15.785714285714285)","(11.0, 16.0, 15.764705882352942)","(14.0, 21.0, 20.555555555555557)"
15-12-2022 11:40:13.787275,"(13.0, 19.5, 18.25)","(13.0, 19.5, 19.3125)","(41.0, 90.0, 84.81481481481481)","(2.05, 2.44, 2.4206060606060604)","(21.0, 38.0, 30.666666666666668)","(41.0, 140.0, 136.95652173913044)","(3.4, 4.3, 4.094117647058823)","(11.0, 16.0, 15.785714285714285)","(11.0, 16.0, 15.764705882352942)","(14.0, 21.0, 20.555555555555557)"
15-12-2022 11:40:15.119778,"(13.0, 22.0, 20.0)","(13.0, 19.5, 19.3125)","(41.0, 90.0, 84.81481481481481)","(2.05, 2.44, 2.4206060606060604)","(21.0, 38.0, 30.666666666666668)","(41.0, 140.0, 136.95652173913044)","(3.4, 4.3, 4.094117647058823)","(11.0, 16.0, 15.785714285714285)","(11.0, 16.0, 15.764705882352942)","(14.0, 21.0, 20.555555555555557)"
15-12-2022 11:40:16.422105,"(13.0, 21.0, 19.4)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.387906976744186)","(21.0, 38.0, 37.25)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 21.0, 21.5)"
15-12-2022 11:40:17.710088,"(13.0, 21.0, 20.272727272727273)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.387906976744186)","(21.0, 36.0, 31.5)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 23.0, 21.5)"
15-12-2022 11:40:19.081944,"(13.0, 21.0, 19.57142857142857)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.387906976744186)","(21.0, 36.0, 31.5)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 23.0, 21.5)"
15-12-2022 11:40:20.373031,"(13.0, 21.0, 18.375)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.387906976744186)","(21.0, 36.0, 31.5)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 23.0, 21.5)"
15-12-2022 11:40:21.652908,"(13.0, 21.0, 18.375)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.308235294117647)","(21.0, 36.0, 31.5)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 23.0, 22.333333333333332)"
15-12-2022 11:40:22.977692,"(13.0, 21.0, 18.375)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.3155555555555556)","(21.0, 36.0, 31.5)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 23.0, 21.142857142857142)"
15-12-2022 11:40:24.287292,"(13.0, 21.0, 18.2)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.3155555555555556)","(21.0, 36.0, 31.5)","(41.0, 140.0, 118.33333333333334)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 14.965116279069768)","(11.0, 16.0, 15.25)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:40:25.519917,"(13.0, 22.0, 18.4)","(13.0, 19.5, 19.25)","(41.0, 90.0, 78.33333333333333)","(2.05, 2.44, 2.3155555555555556)","(21.0, 36.0, 32.0)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.5, 15.75)","(11.0, 16.0, 15.354166666666666)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:40:26.807052,"(13.0, 22.0, 18.4)","(13.0, 19.5, 19.25)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.44, 2.38)","(21.0, 36.0, 32.0)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.0, 15.75)","(11.0, 16.5, 15.354166666666666)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:40:28.080653,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.25)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.38)","(21.0, 36.0, 32.0)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.0, 15.75)","(11.0, 16.5, 15.354166666666666)","(14.0, 22.0, 21.142857142857142)"
15-12-2022 11:40:29.346275,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.25)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.38)","(21.0, 36.0, 32.0)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.0, 15.75)","(11.0, 16.5, 15.354166666666666)","(14.0, 22.0, 20.428571428571427)"
15-12-2022 11:40:30.662593,"(13.0, 21.0, 18.083333333333332)","(13.0, 19.5, 19.25)","(41.0, 85.0, 81.66666666666667)","(2.05, 2.46, 2.38)","(21.0, 36.0, 31.2)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.054385964912281)","(11.0, 16.0, 15.75)","(11.0, 16.5, 15.354166666666666)","(14.0, 21.0, 20.428571428571427)"
15-12-2022 11:40:31.931427,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.25)","(41.0, 85.0, 81.66666666666667)","(2.05, 2.46, 2.38)","(21.0, 36.0, 31.2)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.014285714285714)","(11.0, 16.0, 15.8125)","(11.0, 16.5, 15.354166666666666)","(14.0, 21.0, 20.428571428571427)"
15-12-2022 11:40:33.269609,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.35)","(41.0, 85.0, 81.66666666666667)","(2.05, 2.46, 2.36)","(21.0, 36.0, 31.2)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.014285714285714)","(11.0, 16.0, 15.182926829268293)","(11.0, 16.5, 15.25)","(14.0, 21.0, 22.555555555555557)"
15-12-2022 11:40:34.462383,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.35)","(41.0, 85.0, 81.66666666666667)","(2.05, 2.48, 2.36)","(21.0, 36.0, 31.2)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.014285714285714)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.0, 15.25)","(14.0, 23.0, 22.555555555555557)"
15-12-2022 11:40:35.704316,"(13.0, 21.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 81.66666666666667)","(2.05, 2.48, 2.4472727272727273)","(21.0, 36.0, 31.2)","(41.0, 140.0, 131.875)","(3.4, 4.3, 4.023076923076923)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.0, 15.25)","(14.0, 23.0, 22.5)"
15-12-2022 11:40:37.042134,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.48, 2.3899999999999997)","(21.0, 36.0, 31.2)","(41.0, 140.0, 136.57894736842104)","(3.4, 4.3, 3.94)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.0, 15.25)","(14.0, 23.0, 21.0)"
15-12-2022 11:40:38.234811,"(13.0, 21.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.48, 2.3899999999999997)","(21.0, 36.0, 31.2)","(41.0, 140.0, 136.57894736842104)","(3.4, 4.3, 3.94)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.0, 15.25)","(14.0, 23.0, 22.5)"
15-12-2022 11:40:39.537584,"(13.0, 21.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.48, 2.3899999999999997)","(21.0, 36.0, 31.2)","(41.0, 140.0, 136.57894736842104)","(3.4, 4.3, 3.94)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.0, 15.25)","(14.0, 22.0, 20.833333333333332)"
15-12-2022 11:40:41.126335,"(13.0, 21.0, 18.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.48, 2.3899999999999997)","(21.0, 36.0, 31.2)","(41.0, 140.0, 136.57894736842104)","(3.4, 4.3, 4.141666666666667)","(11.0, 16.5, 15.8125)","(11.0, 16.0, 15.25)","(14.0, 22.0, 20.5)"
15-12-2022 11:40:42.574757,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.48, 2.3899999999999997)","(21.0, 36.0, 31.2)","(41.0, 140.0, 136.57894736842104)","(3.4, 4.2, 4.174074074074074)","(11.0, 16.0, 15.8125)","(11.0, 16.0, 15.354166666666666)","(14.0, 21.0, 20.5)"
15-12-2022 11:40:44.004906,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.48, 2.3866666666666667)","(21.0, 36.0, 31.2)","(41.0, 140.0, 136.57894736842104)","(3.3, 4.2, 4.174074074074074)","(11.0, 16.0, 15.8125)","(11.0, 16.5, 15.354166666666666)","(14.0, 21.0, 20.5)"
15-12-2022 11:40:45.516390,"(13.0, 20.0, 19.625)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 36.0, 35.0)","(41.0, 140.0, 136.1764705882353)","(3.3, 4.2, 4.174074074074074)","(11.0, 16.0, 15.8125)","(11.0, 16.5, 15.354166666666666)","(14.0, 21.0, 20.0)"
15-12-2022 11:40:47.137035,"(13.0, 20.0, 19.625)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 36.0, 35.0)","(41.0, 140.0, 136.1764705882353)","(3.3, 4.2, 4.174074074074074)","(11.0, 16.0, 15.8125)","(11.0, 16.5, 15.083333333333334)","(14.0, 21.0, 20.142857142857142)"
15-12-2022 11:40:48.783302,"(13.0, 20.0, 19.625)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 36.0, 32.666666666666664)","(41.0, 140.0, 136.1764705882353)","(3.3, 4.2, 4.174074074074074)","(11.0, 16.0, 15.8125)","(11.0, 16.5, 15.083333333333334)","(14.0, 21.0, 19.428571428571427)"
15-12-2022 11:40:50.378311,"(13.0, 20.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 34.0, 32.285714285714285)","(41.0, 140.0, 136.1764705882353)","(3.3, 4.2, 4.023076923076923)","(11.0, 16.0, 15.182926829268293)","(11.0, 16.5, 14.710526315789474)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:40:51.917665,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 34.0, 32.5)","(41.0, 140.0, 136.38888888888889)","(3.3, 4.3, 4.097058823529412)","(11.0, 16.5, 15.244186046511627)","(11.0, 16.5, 14.710526315789474)","(14.0, 20.0, 19.555555555555557)"
15-12-2022 11:40:53.290195,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 34.0, 32.285714285714285)","(51.0, 140.0, 136.1764705882353)","(3.3, 4.2, 4.023076923076923)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.5, 14.710526315789474)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:40:54.609247,"(13.0, 21.0, 18.666666666666668)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 34.0, 32.285714285714285)","(51.0, 140.0, 136.1764705882353)","(3.3, 4.3, 4.023076923076923)","(11.0, 16.5, 15.182926829268293)","(11.0, 16.5, 14.710526315789474)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:40:55.970141,"(13.0, 20.0, 18.333333333333332)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 32.0, 31.0)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 4.063157894736842)","(11.0, 16.5, 15.39795918367347)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.166666666666668)"
15-12-2022 11:40:57.310983,"(13.0, 20.0, 19.454545454545453)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 32.0, 30.333333333333332)","(51.0, 140.0, 136.75)","(3.3, 4.3, 3.98)","(11.0, 16.5, 15.39795918367347)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.166666666666668)"
15-12-2022 11:40:58.603848,"(13.0, 20.0, 19.454545454545453)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 32.0, 30.333333333333332)","(51.0, 140.0, 136.75)","(3.3, 4.3, 3.98)","(11.0, 16.5, 15.39795918367347)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.166666666666668)"
15-12-2022 11:40:59.972702,"(13.0, 20.0, 19.454545454545453)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3866666666666667)","(21.0, 32.0, 30.333333333333332)","(51.0, 140.0, 136.75)","(3.3, 4.3, 3.98)","(11.0, 16.5, 15.39795918367347)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.166666666666668)"
15-12-2022 11:41:01.286392,"(13.0, 20.0, 19.454545454545453)","(13.0, 19.5, 19.375)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 32.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 16.5, 15.326086956521738)","(11.0, 16.5, 14.9)","(14.0, 19.5, 21.333333333333332)"
15-12-2022 11:41:02.623295,"(13.0, 21.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 34.0, 32.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 16.5, 15.326086956521738)","(11.0, 16.5, 14.9)","(14.0, 22.0, 21.333333333333332)"
15-12-2022 11:41:03.942035,"(13.0, 21.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 34.0, 32.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 16.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 22.0, 21.333333333333332)"
15-12-2022 11:41:05.272904,"(13.0, 21.0, 20.11111111111111)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 34.0, 29.857142857142858)","(51.0, 140.0, 118.33333333333334)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 22.0, 20.142857142857142)"
15-12-2022 11:41:06.582279,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 29.428571428571427)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 21.0, 20.142857142857142)"
15-12-2022 11:41:07.832285,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 29.428571428571427)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 21.0, 20.142857142857142)"
15-12-2022 11:41:09.140942,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 30.5)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 21.0, 20.142857142857142)"
15-12-2022 11:41:10.396728,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 31.4)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 21.0, 19.428571428571427)"
15-12-2022 11:41:11.684264,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 31.4)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:41:12.941595,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 31.4)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:41:14.234104,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 31.4)","(51.0, 140.0, 136.38888888888889)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:41:15.426993,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 31.73913043478261)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 20.0, 19.428571428571427)"
15-12-2022 11:41:16.673276,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 30.333333333333332)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 20.0, 19.071428571428573)"
15-12-2022 11:41:17.862245,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 32.0, 34.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.071428571428573)"
15-12-2022 11:41:19.048070,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 40.0, 34.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.071428571428573)"
15-12-2022 11:41:20.248880,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 40.0, 34.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.071428571428573)"
15-12-2022 11:41:21.523871,"(13.0, 20.0, 19.333333333333332)","(13.0, 19.5, 19.35)","(41.0, 85.0, 82.14285714285714)","(2.05, 2.46, 2.3717647058823528)","(21.0, 40.0, 34.0)","(51.0, 140.0, 136.57894736842104)","(3.3, 4.3, 3.98)","(11.0, 17.5, 16.875)","(11.0, 16.5, 14.9)","(14.0, 19.5, 19.071428571428573)"
