,Dixie Kade,Invictus Stella,Castle Sween,Clan Mcmillan,Celtic Bouy,Urana Vieri,Mt View Dodger
07-01-2023 10:53:51.521315,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.744)","(7.5, 11.0, 10.1)","(1.7, 2.38, 2.24)","(51.0, 140.0, 66.875)","(31.0, 110.0, 67.6923076923077)"
07-01-2023 10:53:52.482763,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.38, 2.2333333333333334)","(51.0, 140.0, 70.9375)","(31.0, 110.0, 67.6923076923077)"
07-01-2023 10:53:53.484108,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.38, 2.226666666666667)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:53:54.460575,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.227777777777778)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:53:55.432190,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.227777777777778)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:53:56.445055,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.227777777777778)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:53:57.359042,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.227777777777778)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:53:58.327178,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:53:59.318950,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:54:00.255052,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:54:01.224508,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:54:02.151854,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:54:03.120409,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:54:04.204321,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2282352941176473)","(51.0, 140.0, 75.0)","(31.0, 110.0, 65.55555555555556)"
07-01-2023 10:54:05.289128,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 110.0, 70.0)"
07-01-2023 10:54:06.305990,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 76.0)"
07-01-2023 10:54:07.399574,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 70.0)"
07-01-2023 10:54:08.471716,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:09.405741,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:10.441537,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:11.467167,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:12.466584,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:13.409662,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:14.351092,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:15.413099,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:16.549088,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 75.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:17.563277,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.825)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2285714285714286)","(51.0, 140.0, 85.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:18.604220,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.23)","(51.0, 130.0, 78.07692307692308)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:19.677648,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.23)","(51.0, 130.0, 76.42857142857143)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:20.615304,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.23)","(51.0, 130.0, 76.42857142857143)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:21.588879,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:22.625633,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:23.552811,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:24.505055,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:25.454974,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:26.511695,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:27.574681,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:28.613163,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 80.0)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:29.607966,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:30.606183,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2292307692307696)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:31.633284,"(3.7, 4.3, 4.233333333333333)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.255294117647059)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:32.616007,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.255294117647059)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:33.652932,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.255294117647059)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:34.712587,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.255294117647059)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:35.669272,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.255294117647059)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:36.639020,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.255294117647059)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:37.579454,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 90.52631578947368)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:38.575093,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 92.5)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:39.610634,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:40.658237,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:41.562551,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:42.626259,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:43.644547,"(3.7, 4.3, 4.06)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:44.643838,"(3.7, 4.3, 4.166666666666666)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:45.613546,"(3.7, 4.3, 4.166666666666666)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:46.580960,"(3.7, 4.3, 4.146153846153846)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2515789473684213)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:47.560845,"(3.7, 4.3, 4.146153846153846)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.136)","(1.7, 2.34, 2.2846153846153845)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:48.577972,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2846153846153845)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:49.587182,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.34, 2.2846153846153845)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:50.656830,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.2470588235294118)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:51.621261,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.296)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:52.608591,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.3214492753623186)","(51.0, 130.0, 83.33333333333334)","(31.0, 100.0, 68.0)"
07-01-2023 10:54:53.570130,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.1)","(1.7, 2.36, 2.3214492753623186)","(51.0, 130.0, 86.92307692307693)","(31.0, 100.0, 70.0)"
07-01-2023 10:54:54.829621,"(3.7, 4.3, 4.042857142857143)","(8.5, 11.0, 9.866666666666667)","(7.5, 10.5, 9.93157894736842)","(7.5, 11.0, 10.228571428571428)","(1.7, 2.36, 2.3214492753623186)","(51.0, 130.0, 86.92307692307693)","(31.0, 100.0, 70.0)"
07-01-2023 10:54:56.031739,"(3.7, 4.3, 4.042857142857143)","(8.0, 11.0, 9.866666666666667)","(7.0, 10.5, 9.93157894736842)","(7.5, 11.0, 10.228571428571428)","(1.7, 2.36, 2.3214492753623186)","(51.0, 130.0, 86.92307692307693)","(31.0, 100.0, 70.0)"
07-01-2023 10:54:57.140705,"(3.7, 4.3, 4.161538461538462)","(8.0, 11.0, 9.866666666666667)","(7.0, 10.5, 9.93157894736842)","(7.5, 11.0, 10.228571428571428)","(1.7, 2.36, 2.303404255319149)","(51.0, 130.0, 86.92307692307693)","(31.0, 100.0, 70.0)"
07-01-2023 10:54:58.249947,"(3.7, 4.3, 3.944444444444444)","(8.0, 11.0, 9.866666666666667)","(7.0, 10.5, 9.93157894736842)","(7.5, 11.0, 10.228571428571428)","(1.7, 2.36, 2.303404255319149)","(51.0, 130.0, 86.92307692307693)","(31.0, 100.0, 70.0)"
07-01-2023 10:54:59.380018,"(3.7, 4.3, 3.944444444444444)","(8.0, 11.0, 9.866666666666667)","(7.0, 10.5, 9.93157894736842)","(7.5, 11.0, 10.228571428571428)","(1.7, 2.36, 2.303404255319149)","(51.0, 130.0, 86.92307692307693)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:00.469546,"(3.7, 4.3, 3.944444444444444)","(8.0, 11.0, 9.866666666666667)","(7.0, 10.5, 9.93157894736842)","(7.5, 11.0, 10.175)","(1.7, 2.36, 2.314137931034483)","(51.0, 130.0, 95.0)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:01.551520,"(3.7, 4.3, 4.114285714285714)","(8.0, 11.0, 9.830769230769231)","(7.0, 10.5, 9.985714285714286)","(7.5, 10.5, 10.175)","(1.7, 2.36, 2.314137931034483)","(51.0, 130.0, 95.0)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:02.520004,"(3.7, 4.3, 4.120689655172414)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.314137931034483)","(51.0, 130.0, 97.05882352941177)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:03.501730,"(3.7, 4.3, 4.120689655172414)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.3148387096774194)","(51.0, 130.0, 97.05882352941177)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:04.513633,"(3.7, 4.3, 4.088235294117647)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.3148387096774194)","(51.0, 130.0, 97.05882352941177)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:05.568680,"(3.7, 4.3, 4.088235294117647)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.245714285714286)","(51.0, 130.0, 86.66666666666667)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:06.666627,"(3.7, 4.3, 4.068421052631579)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.2444444444444445)","(51.0, 130.0, 86.66666666666667)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:07.790137,"(3.7, 4.3, 4.068421052631579)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.2872)","(51.0, 130.0, 86.66666666666667)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:08.923660,"(3.7, 4.3, 4.068421052631579)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.36, 2.336)","(51.0, 130.0, 76.0)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:09.946857,"(3.7, 4.3, 4.068421052631579)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.3344444444444443)","(51.0, 130.0, 76.0)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:11.024825,"(3.7, 4.3, 4.068421052631579)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.3344444444444443)","(51.0, 130.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:12.020158,"(3.7, 4.3, 4.068421052631579)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.985714285714286)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.33)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:13.122588,"(3.7, 4.3, 4.085365853658536)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.9)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.3366666666666664)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:14.089787,"(3.7, 4.3, 4.085365853658536)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.9)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.3366666666666664)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:15.098298,"(3.7, 4.3, 4.104444444444444)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.9)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.3366666666666664)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:16.198749,"(3.7, 4.3, 4.104444444444444)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.9)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.3366666666666664)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:17.295463,"(3.7, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.9)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.336969696969697)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 70.0)"
07-01-2023 10:55:18.400461,"(3.7, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 9.9)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.336969696969697)","(51.0, 120.0, 98.57142857142857)","(31.0, 100.0, 66.0)"
07-01-2023 10:55:19.503234,"(3.7, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.33)","(51.0, 120.0, 98.57142857142857)","(31.0, 90.0, 66.0)"
07-01-2023 10:55:20.571610,"(3.7, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.333846153846154)","(51.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
07-01-2023 10:55:21.592894,"(3.7, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.7, 2.34, 2.333846153846154)","(51.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
07-01-2023 10:55:22.690098,"(3.7, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.0, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.8, 2.34, 2.3327272727272725)","(41.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
07-01-2023 10:55:23.777599,"(3.6, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.5, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.8, 2.34, 2.335)","(41.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
07-01-2023 10:55:24.842376,"(3.6, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.5, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.8, 2.34, 2.335)","(41.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
07-01-2023 10:55:25.902495,"(3.6, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.5, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.8, 2.34, 2.334285714285714)","(41.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
07-01-2023 10:55:26.878878,"(3.6, 4.3, 4.091666666666667)","(8.0, 11.0, 9.684615384615384)","(7.5, 10.5, 10.00909090909091)","(7.5, 11.0, 10.064)","(1.8, 2.34, 2.33)","(41.0, 120.0, 98.57142857142857)","(31.0, 90.0, 63.0)"
