,Go Albino,Hes Iconic,Chi Lin,Im No Princess,Uncle Albert
11-01-2023 12:05:19.937169,"(1.3, 1.39, 1.355)","(15.0, 38.0, 33.1)","(7.5, 29.0, 10.64)","(5.5, 13.5, 8.775)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:20.780501,"(1.3, 1.39, 1.355)","(15.0, 38.0, 33.1)","(7.5, 29.0, 10.64)","(5.5, 13.5, 8.775)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:21.635726,"(1.3, 1.39, 1.355)","(15.0, 38.0, 35.95833333333333)","(7.5, 29.0, 10.64)","(5.5, 13.5, 8.775)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:22.556430,"(1.3, 1.39, 1.355)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 13.5, 9.72)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:23.607070,"(1.3, 1.39, 1.355)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.5, 8.822222222222223)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:24.421106,"(1.3, 1.39, 1.355)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.5, 8.822222222222223)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:25.284661,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.5, 8.822222222222223)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:26.254199,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.5, 8.822222222222223)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:27.220684,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.5, 8.822222222222223)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:28.022413,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.5, 8.822222222222223)","(10.0, 22.0, 16.75)"
11-01-2023 12:05:28.837716,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 14.0, 9.92)","(10.0, 22.0, 19.375)"
11-01-2023 12:05:29.716535,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 13.5, 9.72)","(10.0, 22.0, 19.375)"
11-01-2023 12:05:30.541820,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 13.5, 9.72)","(10.0, 22.0, 19.375)"
11-01-2023 12:05:31.345243,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 13.5, 9.72)","(10.0, 22.0, 18.833333333333332)"
11-01-2023 12:05:32.240509,"(1.3, 1.38, 1.352)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.64)","(5.5, 13.5, 9.72)","(10.0, 22.0, 18.833333333333332)"
11-01-2023 12:05:33.087936,"(1.3, 1.41, 1.36625)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.5, 9.72)","(10.0, 22.0, 18.833333333333332)"
11-01-2023 12:05:33.912599,"(1.3, 1.39, 1.3870270270270268)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.5, 9.72)","(10.0, 22.0, 18.833333333333332)"
11-01-2023 12:05:34.815020,"(1.3, 1.39, 1.3399999999999999)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.5, 9.72)","(10.0, 22.0, 18.833333333333332)"
11-01-2023 12:05:35.795249,"(1.3, 1.39, 1.2976923076923077)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.5, 9.72)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:36.659152,"(1.3, 1.39, 1.2976923076923077)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.299999999999999)","(5.5, 13.5, 9.72)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:37.457050,"(1.3, 1.39, 1.2976923076923077)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.299999999999999)","(5.5, 13.5, 9.72)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:38.348107,"(1.3, 1.39, 1.3399999999999999)","(15.0, 38.0, 30.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.5, 9.72)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:39.245243,"(1.3, 1.4, 1.2931428571428571)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 9.52)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:40.107715,"(1.3, 1.4, 1.293235294117647)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 9.52)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:40.977252,"(1.3, 1.39, 1.3627272727272728)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 11.26)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:41.787760,"(1.3, 1.39, 1.3627272727272728)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:42.588756,"(1.3, 1.39, 1.3627272727272728)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:43.445944,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:44.329338,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:45.182885,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:46.029596,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:46.893101,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 11.085714285714285)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:47.783897,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 10.063157894736843)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:48.651853,"(1.3, 1.38, 1.353076923076923)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 10.514285714285714)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:49.497513,"(1.3, 1.41, 1.39)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:50.371680,"(1.3, 1.37, 1.3)","(15.0, 38.0, 32.0)","(7.5, 29.0, 10.299999999999999)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:51.255624,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:52.091707,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:52.935171,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:53.764916,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 13.244444444444444)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:54.597070,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 15.066666666666666)","(5.5, 14.0, 10.826666666666666)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:55.453235,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 14.0, 10.826666666666666)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:56.340056,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 14.0, 10.826666666666666)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:57.219451,"(1.3, 1.37, 1.2825)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 13.5, 11.4)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:58.033674,"(1.3, 1.4, 1.338611111111111)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:58.918337,"(1.3, 1.39, 1.335)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:05:59.845698,"(1.3, 1.39, 1.2884615384615385)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:06:00.756653,"(1.3, 1.37, 1.3250000000000002)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 21.0)"
11-01-2023 12:06:01.653683,"(1.3, 1.37, 1.3250000000000002)","(15.0, 38.0, 32.0)","(7.5, 28.0, 12.48)","(5.5, 13.0, 11.418181818181818)","(10.0, 22.0, 20.125)"
11-01-2023 12:06:02.469210,"(1.3, 1.37, 1.3250000000000002)","(15.0, 38.0, 34.0)","(7.5, 27.0, 26.010526315789473)","(5.5, 12.5, 11.054545454545455)","(10.0, 22.0, 20.125)"
11-01-2023 12:06:03.263183,"(1.3, 1.37, 1.3250000000000002)","(15.0, 38.0, 31.142857142857142)","(7.5, 27.0, 25.685714285714283)","(5.5, 12.5, 11.054545454545455)","(10.0, 22.0, 20.125)"
11-01-2023 12:06:04.183262,"(1.3, 1.37, 1.35)","(15.0, 38.0, 31.142857142857142)","(7.5, 27.0, 25.773333333333333)","(5.5, 12.5, 11.364285714285714)","(10.0, 21.0, 18.875)"
11-01-2023 12:06:05.090166,"(1.3, 1.37, 1.35)","(15.0, 38.0, 33.2)","(7.5, 27.0, 26.031578947368416)","(5.5, 12.5, 11.364285714285714)","(10.0, 21.0, 16.75)"
11-01-2023 12:06:06.021722,"(1.3, 1.37, 1.35)","(15.0, 38.0, 28.6)","(7.5, 27.0, 17.9)","(5.5, 12.5, 11.364285714285714)","(10.0, 21.0, 17.8125)"
11-01-2023 12:06:06.852710,"(1.3, 1.37, 1.35)","(15.0, 38.0, 26.5)","(7.5, 27.0, 25.875)","(5.5, 11.5, 10.353333333333333)","(10.0, 21.0, 17.8125)"
11-01-2023 12:06:07.685679,"(1.3, 1.37, 1.35)","(15.0, 38.0, 29.0)","(7.5, 27.0, 26.01111111111111)","(5.5, 11.5, 10.353333333333333)","(10.0, 21.0, 17.0)"
11-01-2023 12:06:08.609164,"(1.3, 1.37, 1.35)","(15.0, 38.0, 32.375)","(7.5, 27.0, 26.01111111111111)","(5.5, 11.5, 9.827777777777778)","(10.0, 21.0, 18.875)"
11-01-2023 12:06:09.576689,"(1.3, 1.37, 1.35)","(16.0, 38.0, 34.25)","(7.5, 27.0, 26.01111111111111)","(5.5, 11.5, 9.827777777777778)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:10.433286,"(1.3, 1.37, 1.3488235294117648)","(16.0, 38.0, 30.5)","(7.5, 27.0, 26.063157894736843)","(5.5, 11.5, 8.63)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:11.290963,"(1.3, 1.37, 1.3488235294117648)","(16.0, 36.0, 30.875)","(7.5, 27.0, 26.063157894736843)","(5.5, 11.5, 8.346153846153847)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:12.204610,"(1.3, 1.37, 1.3488235294117648)","(16.0, 36.0, 30.875)","(7.5, 27.0, 26.063157894736843)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:13.074261,"(1.3, 1.37, 1.3488235294117648)","(16.0, 36.0, 30.875)","(7.5, 27.0, 25.95294117647059)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:13.972780,"(1.3, 1.37, 1.3488235294117648)","(16.0, 34.0, 29.375)","(7.5, 27.0, 26.152380952380952)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:14.826060,"(1.3, 1.38, 1.325)","(16.0, 32.0, 27.875)","(7.5, 27.0, 22.6)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:15.643240,"(1.3, 1.38, 1.3723255813953488)","(16.0, 32.0, 25.4)","(7.5, 27.0, 22.65)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:16.524096,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 22.65)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:17.396118,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 22.65)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:18.251686,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 22.65)","(5.5, 11.5, 7.772727272727273)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:19.090496,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 8.25)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:19.937767,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 8.466666666666667)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:20.832421,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 9.45)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:21.721779,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 9.45)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:22.584754,"(1.3, 1.38, 1.3724999999999998)","(16.0, 32.0, 25.4)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 9.45)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:23.458364,"(1.3, 1.39, 1.3594444444444445)","(16.0, 32.0, 25.4)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 9.088235294117647)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:24.329690,"(1.3, 1.39, 1.3594444444444445)","(16.0, 32.0, 18.8)","(7.5, 27.0, 25.757142857142853)","(5.5, 11.5, 8.910526315789474)","(11.0, 21.0, 18.875)"
11-01-2023 12:06:25.195498,"(1.3, 1.39, 1.3421739130434782)","(16.0, 30.0, 24.2)","(7.5, 27.0, 26.275)","(5.5, 11.5, 8.910526315789474)","(11.0, 21.0, 15.977272727272727)"
11-01-2023 12:06:26.064659,"(1.3, 1.39, 1.3421739130434782)","(16.0, 29.0, 25.625)","(7.5, 27.0, 26.275)","(5.5, 11.5, 8.9)","(11.0, 21.0, 15.977272727272727)"
11-01-2023 12:06:26.895785,"(1.3, 1.39, 1.3421739130434782)","(16.0, 29.0, 25.625)","(7.5, 27.0, 26.275)","(5.5, 11.5, 9.27142857142857)","(11.0, 21.0, 15.977272727272727)"
11-01-2023 12:06:27.735598,"(1.3, 1.39, 1.3421739130434782)","(16.0, 29.0, 25.625)","(7.5, 27.0, 26.275)","(5.5, 11.5, 9.27142857142857)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:28.566323,"(1.3, 1.39, 1.3421739130434782)","(16.0, 29.0, 25.625)","(7.5, 27.0, 26.275)","(5.5, 11.5, 9.27142857142857)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:29.472928,"(1.3, 1.39, 1.3421739130434782)","(16.0, 29.0, 25.625)","(7.5, 27.0, 26.275)","(5.5, 11.5, 9.41875)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:30.364430,"(1.3, 1.39, 1.3441666666666667)","(16.0, 29.0, 25.625)","(7.5, 27.0, 24.133333333333333)","(5.5, 11.5, 9.41875)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:31.190754,"(1.3, 1.39, 1.3441666666666667)","(16.0, 29.0, 25.625)","(7.5, 27.0, 22.75)","(5.5, 11.5, 9.65)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:32.042185,"(1.3, 1.39, 1.3576470588235294)","(16.0, 29.0, 25.625)","(7.5, 27.0, 22.75)","(5.5, 11.5, 8.622222222222222)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:32.895532,"(1.3, 1.39, 1.3576470588235294)","(16.0, 29.0, 25.625)","(7.5, 27.0, 22.75)","(5.5, 11.5, 8.622222222222222)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:33.801765,"(1.3, 1.39, 1.3576470588235294)","(16.0, 29.0, 18.392857142857142)","(7.5, 27.0, 22.75)","(5.5, 11.0, 8.866666666666667)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:34.677417,"(1.3, 1.39, 1.3655555555555554)","(16.0, 29.0, 18.392857142857142)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.266666666666666)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:35.516512,"(1.3, 1.39, 1.3788888888888888)","(16.0, 29.0, 18.2)","(7.5, 27.0, 23.0)","(5.5, 10.0, 8.0)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:36.426586,"(1.3, 1.39, 1.3788888888888888)","(16.0, 27.0, 24.125)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:37.266318,"(1.3, 1.39, 1.3788888888888888)","(16.0, 27.0, 22.4)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:38.124919,"(1.3, 1.39, 1.3788888888888888)","(16.0, 27.0, 22.4)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:38.975410,"(1.3, 1.39, 1.3233333333333333)","(16.0, 27.0, 22.4)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:39.837145,"(1.3, 1.39, 1.3233333333333333)","(16.0, 27.0, 22.4)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:40.624912,"(1.3, 1.39, 1.3614285714285714)","(16.0, 27.0, 22.4)","(7.5, 27.0, 23.7)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.826086956521738)"
11-01-2023 12:06:41.482508,"(1.3, 1.37, 1.314)","(16.0, 27.0, 22.4)","(7.5, 27.0, 24.333333333333332)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.05)"
11-01-2023 12:06:42.356426,"(1.3, 1.38, 1.3611764705882352)","(16.0, 27.0, 22.2)","(7.5, 27.0, 24.25)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.05)"
11-01-2023 12:06:43.239444,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.4)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.05)"
11-01-2023 12:06:44.070982,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.4)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.05)"
11-01-2023 12:06:44.901092,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.4)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 15.05)"
11-01-2023 12:06:45.825107,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.142857142857142)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 14.882352941176471)"
11-01-2023 12:06:46.745326,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.142857142857142)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.47826086956522)"
11-01-2023 12:06:47.617329,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.142857142857142)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.47826086956522)"
11-01-2023 12:06:48.429330,"(1.3, 1.37, 1.3148936170212766)","(16.0, 27.0, 17.142857142857142)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.47826086956522)"
11-01-2023 12:06:49.300381,"(1.3, 1.37, 1.3136956521739132)","(16.0, 27.0, 17.142857142857142)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.47826086956522)"
11-01-2023 12:06:50.215029,"(1.3, 1.37, 1.3136956521739132)","(16.0, 27.0, 17.142857142857142)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:51.094635,"(1.3, 1.37, 1.3136956521739132)","(16.0, 27.0, 19.421052631578945)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:51.922738,"(1.3, 1.37, 1.3195454545454546)","(16.0, 27.0, 18.0)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:52.759275,"(1.3, 1.37, 1.3195454545454546)","(16.0, 27.0, 18.0)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:53.587775,"(1.3, 1.37, 1.3195454545454546)","(16.0, 27.0, 18.0)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:54.464389,"(1.3, 1.37, 1.3195454545454546)","(16.0, 27.0, 18.0)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:55.354904,"(1.3, 1.37, 1.3195454545454546)","(16.0, 27.0, 15.923076923076923)","(7.5, 27.0, 23.9)","(5.5, 10.0, 9.175)","(11.0, 21.0, 16.80952380952381)"
11-01-2023 12:06:56.173220,"(1.3, 1.37, 1.3195454545454546)","(16.0, 27.0, 15.923076923076923)","(7.5, 27.0, 19.25)","(5.5, 10.0, 9.5)","(11.0, 21.0, 17.0)"
11-01-2023 12:06:57.012907,"(1.3, 1.36, 1.3450000000000002)","(16.0, 27.0, 17.4)","(7.5, 27.0, 19.25)","(5.5, 10.0, 9.692307692307693)","(11.0, 21.0, 17.0)"
11-01-2023 12:06:57.978872,"(1.3, 1.36, 1.348888888888889)","(16.0, 27.0, 15.923076923076923)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:06:58.882539,"(1.3, 1.36, 1.348888888888889)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:06:59.773960,"(1.3, 1.36, 1.348888888888889)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:00.594002,"(1.3, 1.36, 1.348888888888889)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:01.486180,"(1.3, 1.36, 1.348888888888889)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:02.446033,"(1.3, 1.36, 1.348888888888889)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:03.350555,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:04.168171,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:04.972473,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(7.5, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:05.844290,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:06.787083,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:07.636129,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:08.500743,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:09.387420,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:10.269510,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:11.172000,"(1.3, 1.37, 1.322)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:12.043063,"(1.3, 1.37, 1.346)","(16.0, 27.0, 18.0)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
11-01-2023 12:07:12.860721,"(1.3, 1.37, 1.35)","(16.0, 27.0, 16.846153846153847)","(8.0, 27.0, 25.933333333333334)","(5.5, 10.0, 9.375)","(11.0, 21.0, 17.0)"
