,Daves Deal,Romeo,Know Ratio,Homebush Cricket,Tatis,Six Pack Nugget,Homebush Lennon,Rowdys Monster
12-01-2023 17:20:15.264084,"(2.8, 3.6, 3.575)","(5.0, 7.8, 6.733333333333333)","(11.0, 14.5, 13.029411764705882)","(12.0, 24.0, 21.5)","(4.6, 5.8, 5.6)","(14.0, 24.0, 18.5)","(31.0, 120.0, 93.94736842105263)","(3.9, 5.1, 5.075675675675676)"
12-01-2023 17:20:16.315134,"(2.8, 3.6, 3.575)","(5.0, 7.8, 6.733333333333333)","(11.0, 14.5, 13.029411764705882)","(12.0, 24.0, 21.5)","(4.6, 5.8, 5.5)","(14.0, 24.0, 18.428571428571427)","(31.0, 120.0, 93.94736842105263)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:17.348508,"(2.8, 3.6, 3.475)","(5.0, 7.6, 6.7384615384615385)","(11.0, 14.5, 13.029411764705882)","(12.0, 24.0, 21.058823529411764)","(4.6, 5.8, 5.5)","(14.0, 23.0, 18.846153846153847)","(31.0, 120.0, 100.96153846153845)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:18.454842,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.6, 6.7384615384615385)","(11.0, 14.5, 13.555555555555555)","(12.0, 24.0, 23.25)","(4.6, 5.8, 5.5)","(14.0, 23.0, 18.846153846153847)","(31.0, 120.0, 100.96153846153845)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:19.484037,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.0, 13.619047619047619)","(12.0, 24.0, 22.541666666666668)","(4.6, 5.8, 5.45)","(14.0, 23.0, 18.846153846153847)","(31.0, 120.0, 100.96153846153845)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:20.544905,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.0, 13.619047619047619)","(12.0, 24.0, 23.25)","(4.6, 5.8, 5.45)","(14.0, 23.0, 19.22222222222222)","(31.0, 120.0, 106.25)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:21.515084,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.0, 13.619047619047619)","(12.0, 24.0, 23.25)","(4.6, 5.8, 5.45)","(14.0, 22.0, 19.22222222222222)","(31.0, 120.0, 102.93103448275862)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:22.495560,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.0, 13.619047619047619)","(12.0, 24.0, 22.695652173913043)","(4.6, 5.8, 5.45)","(14.0, 22.0, 19.22222222222222)","(31.0, 120.0, 102.93103448275862)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:23.499062,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.0, 13.619047619047619)","(12.0, 24.0, 22.26923076923077)","(4.6, 5.8, 5.45)","(14.0, 22.0, 18.428571428571427)","(31.0, 120.0, 102.93103448275862)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:24.577047,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.0, 13.619047619047619)","(12.0, 24.0, 23.473684210526315)","(4.6, 5.8, 5.474418604651163)","(14.0, 22.0, 18.428571428571427)","(31.0, 120.0, 102.93103448275862)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:25.694110,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.587096774193549)","(11.0, 14.5, 13.25)","(12.0, 24.0, 23.473684210526315)","(4.6, 5.8, 5.45)","(14.0, 22.0, 18.428571428571427)","(31.0, 120.0, 102.93103448275862)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:26.681591,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.4, 6.552941176470588)","(11.0, 14.5, 13.14864864864865)","(12.0, 24.0, 23.473684210526315)","(4.6, 5.8, 5.45)","(14.0, 22.0, 19.46153846153846)","(31.0, 120.0, 95.0)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:27.748764,"(2.8, 3.6, 3.4676470588235295)","(5.0, 7.2, 6.616666666666667)","(11.0, 14.5, 13.14864864864865)","(12.0, 24.0, 23.0)","(4.6, 5.8, 5.45)","(14.0, 21.0, 19.46153846153846)","(31.0, 120.0, 95.0)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:28.798277,"(2.8, 3.65, 3.4423076923076925)","(5.0, 7.0, 6.866666666666667)","(11.0, 14.5, 13.630434782608695)","(12.0, 24.0, 22.5)","(4.6, 5.8, 5.45)","(14.0, 21.0, 18.77777777777778)","(31.0, 120.0, 87.85714285714286)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:30.020561,"(2.8, 3.65, 3.463793103448276)","(5.0, 7.0, 6.644444444444445)","(11.0, 14.5, 13.666666666666666)","(12.0, 25.0, 22.5)","(4.6, 5.8, 5.45)","(14.0, 21.0, 18.142857142857142)","(31.0, 120.0, 106.76470588235294)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:31.024038,"(2.8, 3.65, 3.4423076923076925)","(5.0, 7.0, 6.547826086956522)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 20.90909090909091)","(4.6, 5.8, 5.4363636363636365)","(14.0, 21.0, 17.923076923076923)","(31.0, 120.0, 106.76470588235294)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:31.994750,"(2.8, 3.65, 3.4642857142857144)","(5.0, 7.0, 6.547826086956522)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 20.90909090909091)","(4.6, 5.8, 5.4363636363636365)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:32.998244,"(2.8, 3.65, 3.45)","(5.0, 7.0, 6.3500000000000005)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 20.90909090909091)","(4.6, 5.8, 5.4363636363636365)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:34.170310,"(2.8, 3.65, 3.4642857142857144)","(5.0, 7.0, 6.3500000000000005)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 20.76923076923077)","(4.6, 5.8, 5.4363636363636365)","(14.0, 21.0, 17.923076923076923)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:35.417400,"(2.8, 3.65, 3.4642857142857144)","(5.0, 7.0, 6.3500000000000005)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 20.76923076923077)","(4.6, 5.8, 5.4363636363636365)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:36.508432,"(2.8, 3.65, 3.4642857142857144)","(5.0, 7.0, 6.3500000000000005)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 20.76923076923077)","(4.6, 5.8, 5.514285714285714)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:37.658676,"(2.8, 3.65, 3.5318181818181817)","(5.0, 7.0, 6.3500000000000005)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.530769230769231)","(14.0, 21.0, 17.923076923076923)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:38.685399,"(2.8, 3.65, 3.553703703703704)","(5.0, 7.0, 6.3500000000000005)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.514285714285714)","(14.0, 21.0, 17.923076923076923)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:39.783267,"(2.8, 3.65, 3.577777777777778)","(5.0, 7.0, 6.32)","(11.0, 14.5, 13.69047619047619)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.549019607843137)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.078571428571428)"
12-01-2023 17:20:40.741971,"(2.8, 3.65, 3.577777777777778)","(5.0, 7.0, 6.32)","(11.0, 14.5, 12.263157894736842)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.549019607843137)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.091044776119403)"
12-01-2023 17:20:41.708395,"(2.8, 3.65, 3.577777777777778)","(5.0, 7.0, 6.315789473684211)","(11.0, 14.5, 12.880952380952381)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.561702127659575)","(14.0, 21.0, 17.923076923076923)","(31.0, 120.0, 104.48275862068965)","(3.9, 5.1, 5.091044776119403)"
12-01-2023 17:20:42.829160,"(2.8, 3.65, 3.5522222222222224)","(5.0, 7.0, 6.315789473684211)","(11.0, 14.5, 12.833333333333334)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.521739130434783)","(14.0, 21.0, 17.52173913043478)","(31.0, 120.0, 104.48275862068965)","(4.0, 5.1, 5.091044776119403)"
12-01-2023 17:20:43.904141,"(2.8, 3.65, 3.5522222222222224)","(5.5, 7.0, 6.260869565217392)","(11.0, 14.5, 12.833333333333334)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.521739130434783)","(14.0, 21.0, 17.923076923076923)","(31.0, 120.0, 139.23076923076923)","(4.0, 5.1, 5.091044776119403)"
12-01-2023 17:20:44.998668,"(2.8, 3.65, 3.537179487179487)","(5.5, 7.0, 6.585365853658537)","(11.0, 14.5, 12.833333333333334)","(12.0, 25.0, 22.608695652173914)","(4.6, 5.8, 5.633333333333334)","(14.0, 21.0, 17.1)","(31.0, 160.0, 117.5)","(4.0, 5.1, 5.091428571428571)"
12-01-2023 17:20:46.063715,"(2.8, 3.6, 3.576)","(5.5, 7.2, 6.435294117647059)","(11.0, 14.0, 13.454545454545455)","(12.0, 24.0, 23.692307692307693)","(4.6, 5.7, 5.554545454545455)","(14.0, 21.0, 17.454545454545453)","(31.0, 160.0, 121.36363636363637)","(4.0, 5.1, 5.091176470588235)"
12-01-2023 17:20:47.211141,"(2.8, 3.55, 3.534)","(5.5, 7.0, 6.6)","(11.0, 14.0, 13.25)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.7, 5.585714285714285)","(14.0, 21.0, 17.1)","(31.0, 160.0, 121.36363636363637)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:48.276294,"(2.8, 3.55, 3.534)","(5.5, 7.0, 6.550000000000001)","(11.0, 14.0, 13.454545454545455)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.7, 5.65)","(14.0, 21.0, 17.1)","(31.0, 160.0, 121.36363636363637)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:49.372375,"(2.8, 3.55, 3.534)","(5.5, 7.0, 6.5200000000000005)","(11.0, 14.0, 13.333333333333334)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.7, 5.65)","(14.0, 21.0, 17.1)","(31.0, 160.0, 121.36363636363637)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:50.447537,"(2.8, 3.55, 3.534)","(5.5, 7.0, 6.5200000000000005)","(11.0, 14.0, 13.25)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.8, 5.591836734693877)","(14.0, 21.0, 17.1)","(31.0, 160.0, 121.36363636363637)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:51.521903,"(2.8, 3.55, 3.534)","(5.5, 7.0, 6.488)","(11.0, 14.0, 13.045454545454545)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.8, 5.586538461538462)","(14.0, 21.0, 17.1)","(31.0, 160.0, 121.36363636363637)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:52.664098,"(2.8, 3.55, 3.534)","(5.5, 7.0, 6.415384615384616)","(11.0, 14.0, 13.045454545454545)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.8, 5.647058823529411)","(14.0, 21.0, 17.1)","(31.0, 160.0, 115.9090909090909)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:53.744246,"(2.8, 3.55, 3.530952380952381)","(5.5, 7.0, 6.475862068965517)","(11.0, 14.0, 13.045454545454545)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.8, 5.673170731707317)","(14.0, 21.0, 18.384615384615383)","(31.0, 150.0, 107.14285714285714)","(4.0, 5.1, 5.086666666666666)"
12-01-2023 17:20:54.727240,"(2.8, 3.6, 3.572093023255814)","(5.5, 7.0, 6.415384615384616)","(11.0, 14.0, 13.045454545454545)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.8, 5.673170731707317)","(14.0, 20.0, 18.384615384615383)","(31.0, 150.0, 107.14285714285714)","(4.0, 5.1, 5.095348837209302)"
12-01-2023 17:20:55.703227,"(2.8, 3.55, 3.5153846153846153)","(5.5, 7.0, 6.565714285714286)","(11.0, 14.0, 12.785714285714286)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.7, 5.642857142857142)","(14.0, 20.0, 17.14814814814815)","(31.0, 150.0, 118.88888888888889)","(4.0, 5.1, 5.095348837209302)"
12-01-2023 17:20:56.834557,"(2.8, 3.55, 3.5153846153846153)","(5.5, 7.0, 6.545454545454545)","(11.0, 14.0, 12.785714285714286)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.7, 5.628571428571428)","(14.0, 19.0, 16.87037037037037)","(31.0, 150.0, 130.0)","(4.0, 5.1, 5.177777777777778)"
12-01-2023 17:20:57.839478,"(2.8, 3.55, 3.5153846153846153)","(5.5, 6.8, 6.545454545454545)","(11.0, 14.0, 12.785714285714286)","(12.0, 24.0, 23.666666666666668)","(4.6, 5.7, 5.628571428571428)","(14.0, 19.0, 16.87037037037037)","(31.0, 150.0, 130.0)","(4.0, 5.2, 5.177777777777778)"
12-01-2023 17:20:58.882067,"(2.8, 3.55, 3.4985714285714287)","(5.5, 6.8, 6.492307692307692)","(11.0, 14.0, 12.785714285714286)","(12.0, 20.0, 18.610526315789475)","(4.6, 5.7, 5.628571428571428)","(14.0, 19.0, 17.083333333333332)","(31.0, 150.0, 132.5)","(4.0, 5.2, 5.177777777777778)"
12-01-2023 17:20:59.977679,"(2.8, 3.55, 3.4985714285714287)","(5.5, 6.8, 6.58)","(11.0, 14.0, 12.785714285714286)","(12.0, 20.0, 18.61413043478261)","(4.6, 5.7, 5.628571428571428)","(14.0, 19.0, 16.87037037037037)","(31.0, 140.0, 133.33333333333334)","(4.0, 5.2, 5.177777777777778)"
12-01-2023 17:21:01.138077,"(2.8, 3.55, 3.4985714285714287)","(5.5, 6.8, 6.554545454545455)","(11.0, 14.0, 12.921875)","(12.0, 20.0, 18.61413043478261)","(4.6, 5.7, 5.635483870967742)","(14.0, 19.0, 17.25)","(31.0, 140.0, 133.33333333333334)","(4.0, 5.2, 5.177777777777778)"
12-01-2023 17:21:02.287287,"(2.8, 3.55, 3.521698113207547)","(5.5, 6.8, 6.554545454545455)","(11.0, 14.0, 12.921875)","(12.0, 20.0, 19.25)","(4.6, 5.7, 5.644444444444444)","(14.0, 19.0, 17.25)","(31.0, 140.0, 131.42857142857144)","(4.0, 5.2, 5.177777777777778)"
12-01-2023 17:21:03.348610,"(2.8, 3.55, 3.521698113207547)","(5.5, 6.8, 6.575)","(11.0, 14.0, 13.109375)","(12.0, 19.5, 19.416666666666668)","(4.6, 5.7, 5.645714285714286)","(14.0, 19.0, 17.25)","(31.0, 140.0, 131.42857142857144)","(4.0, 5.2, 5.150943396226415)"
12-01-2023 17:21:04.353544,"(2.8, 3.55, 3.521698113207547)","(5.5, 6.8, 6.575)","(11.0, 14.0, 13.109375)","(12.0, 19.5, 19.416666666666668)","(4.6, 5.7, 5.645714285714286)","(14.0, 19.0, 17.25)","(31.0, 140.0, 131.42857142857144)","(4.0, 5.2, 5.150943396226415)"
12-01-2023 17:21:05.370351,"(2.8, 3.55, 3.521698113207547)","(5.5, 6.8, 6.523076923076923)","(11.0, 14.0, 13.22972972972973)","(12.0, 19.5, 19.40625)","(4.6, 5.7, 5.645714285714286)","(14.0, 19.0, 17.25)","(31.0, 140.0, 132.17391304347825)","(4.0, 5.2, 5.148148148148148)"
12-01-2023 17:21:06.438721,"(2.8, 3.55, 3.521698113207547)","(5.5, 6.8, 6.523076923076923)","(11.0, 14.0, 13.22972972972973)","(12.0, 20.0, 18.86864406779661)","(4.6, 5.7, 5.645714285714286)","(14.0, 19.0, 17.25)","(31.0, 140.0, 133.07692307692307)","(4.0, 5.2, 5.148148148148148)"
12-01-2023 17:21:07.555793,"(2.9, 3.55, 3.521698113207547)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.86864406779661)","(4.8, 5.7, 5.606249999999999)","(14.0, 19.0, 17.25)","(31.0, 140.0, 127.3076923076923)","(4.0, 5.2, 5.153846153846154)"
12-01-2023 17:21:08.593981,"(2.9, 3.55, 3.521698113207547)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.86864406779661)","(4.8, 5.7, 5.606249999999999)","(14.0, 19.0, 17.25)","(31.0, 140.0, 127.3076923076923)","(4.0, 5.2, 5.153846153846154)"
12-01-2023 17:21:09.722952,"(2.9, 3.55, 3.521698113207547)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 19.305555555555557)","(4.8, 5.7, 5.606249999999999)","(14.0, 19.0, 18.0)","(31.0, 140.0, 127.3076923076923)","(4.0, 5.2, 5.153846153846154)"
12-01-2023 17:21:10.889258,"(2.9, 3.55, 3.5205882352941176)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 19.5, 19.40625)","(4.8, 5.7, 5.615094339622641)","(14.0, 18.5, 17.44736842105263)","(31.0, 140.0, 132.82608695652175)","(4.0, 5.2, 5.15)"
12-01-2023 17:21:11.992036,"(2.9, 3.55, 3.5205882352941176)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 19.5, 18.859504132231404)","(4.8, 5.7, 5.606249999999999)","(14.0, 18.0, 17.625)","(31.0, 140.0, 132.82608695652175)","(4.0, 5.3, 5.15)"
12-01-2023 17:21:13.048104,"(2.9, 3.55, 3.5205882352941176)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.859504132231404)","(4.8, 5.7, 5.6066666666666665)","(14.0, 18.0, 17.625)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.3, 5.218181818181818)"
12-01-2023 17:21:14.095115,"(2.9, 3.55, 3.5205882352941176)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.859504132231404)","(4.8, 5.7, 5.616)","(14.0, 18.0, 17.625)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.3, 5.218181818181818)"
12-01-2023 17:21:15.144648,"(2.9, 3.55, 3.5205882352941176)","(5.0, 6.8, 6.533333333333333)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.859504132231404)","(4.8, 5.7, 5.628947368421052)","(14.0, 18.0, 17.357142857142858)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.3, 5.250746268656716)"
12-01-2023 17:21:16.303723,"(2.9, 3.55, 3.52)","(5.0, 6.6, 6.231325301204819)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.859504132231404)","(4.8, 5.7, 5.638095238095238)","(14.0, 18.0, 17.080645161290324)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.3, 5.289655172413793)"
12-01-2023 17:21:17.426592,"(2.9, 3.55, 3.525)","(5.0, 6.6, 6.226829268292683)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.859504132231404)","(4.8, 5.7, 5.638095238095238)","(14.0, 18.0, 17.080645161290324)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.3, 5.289655172413793)"
12-01-2023 17:21:18.514502,"(2.9, 3.55, 3.525)","(5.0, 6.6, 6.413414634146342)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.848)","(4.8, 5.7, 5.638095238095238)","(14.0, 18.0, 17.0)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.3, 5.346153846153847)"
12-01-2023 17:21:19.545309,"(2.9, 3.55, 3.5125)","(5.0, 6.6, 6.4133738601823715)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.848)","(4.8, 5.7, 5.622857142857143)","(14.0, 18.0, 17.0)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.386956521739131)"
12-01-2023 17:21:20.741732,"(2.9, 3.55, 3.5125)","(5.0, 6.6, 6.4133738601823715)","(11.0, 14.0, 13.22972972972973)","(13.0, 20.0, 18.906542056074766)","(4.8, 5.7, 5.609999999999999)","(14.0, 18.0, 17.0)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.359259259259259)"
12-01-2023 17:21:21.785439,"(2.9, 3.55, 3.5125)","(5.0, 6.6, 6.437288135593221)","(11.0, 14.0, 13.161764705882353)","(13.0, 20.0, 18.906542056074766)","(4.8, 5.7, 5.622857142857143)","(14.0, 18.0, 17.0)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.359259259259259)"
12-01-2023 17:21:22.783187,"(2.9, 3.55, 3.5125)","(5.0, 6.6, 6.437288135593221)","(11.0, 13.5, 12.983870967741936)","(13.0, 20.0, 18.906542056074766)","(4.8, 5.7, 5.609999999999999)","(14.0, 18.0, 17.0)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.352173913043479)"
12-01-2023 17:21:23.831575,"(2.9, 3.6, 3.5943181818181817)","(5.0, 6.6, 6.455944055944056)","(11.0, 13.5, 12.983870967741936)","(13.0, 20.0, 19.03048780487805)","(4.8, 5.7, 5.609999999999999)","(14.0, 18.0, 16.693548387096776)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.352173913043479)"
12-01-2023 17:21:24.967322,"(2.9, 3.6, 3.5984126984126985)","(5.0, 6.6, 6.430088495575221)","(11.0, 13.5, 12.865853658536585)","(13.0, 20.0, 19.03048780487805)","(4.8, 5.7, 5.622857142857143)","(14.0, 18.0, 16.838709677419356)","(31.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.352173913043479)"
12-01-2023 17:21:26.132583,"(2.9, 3.6, 3.5984126984126985)","(5.5, 6.6, 6.430088495575221)","(11.0, 13.5, 12.865853658536585)","(13.0, 20.0, 19.298387096774192)","(4.8, 5.7, 5.62)","(14.0, 18.0, 16.982142857142858)","(41.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.37948717948718)"
12-01-2023 17:21:27.223264,"(2.9, 3.6, 3.59811320754717)","(5.5, 6.6, 6.430088495575221)","(11.0, 13.5, 12.865853658536585)","(13.0, 20.0, 19.298387096774192)","(4.8, 5.7, 5.62)","(14.0, 18.0, 17.080645161290324)","(41.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.32)"
12-01-2023 17:21:28.322908,"(2.9, 3.6, 3.5955357142857145)","(5.5, 6.6, 6.44)","(11.0, 13.5, 12.633333333333333)","(13.0, 20.0, 19.298387096774192)","(4.8, 5.7, 5.64)","(14.0, 18.0, 17.080645161290324)","(41.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.292307692307692)"
12-01-2023 17:21:29.366919,"(2.9, 3.7, 3.6357142857142857)","(5.5, 6.6, 6.44)","(11.0, 13.5, 12.633333333333333)","(13.0, 20.0, 19.238805970149254)","(4.8, 5.7, 5.46969696969697)","(14.0, 18.0, 17.080645161290324)","(41.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.266666666666667)"
12-01-2023 17:21:30.480699,"(2.9, 3.7, 3.6625)","(5.5, 6.6, 6.448)","(11.0, 13.5, 12.633333333333333)","(13.0, 20.0, 19.363636363636363)","(4.8, 5.6, 5.443636363636364)","(14.0, 18.0, 17.080645161290324)","(41.0, 140.0, 130.83333333333331)","(4.0, 5.4, 5.2153846153846155)"
12-01-2023 17:21:31.635565,"(2.9, 3.7, 3.6821428571428574)","(5.5, 6.6, 6.448)","(11.0, 13.5, 12.633333333333333)","(13.0, 19.5, 19.22222222222222)","(4.8, 5.6, 5.638461538461539)","(14.0, 18.0, 18.029411764705884)","(41.0, 140.0, 137.38095238095238)","(4.0, 5.4, 5.527272727272727)"
12-01-2023 17:21:32.775286,"(2.9, 3.8, 3.745454545454545)","(5.5, 6.2, 5.7)","(11.0, 13.5, 13.214285714285714)","(13.0, 20.0, 19.44736842105263)","(4.8, 5.7, 5.657894736842105)","(14.0, 18.5, 17.738095238095237)","(41.0, 140.0, 169.0)","(4.0, 5.6, 5.503448275862069)"
12-01-2023 17:21:33.930502,"(2.9, 3.8, 3.7705882352941176)","(5.5, 6.0, 5.5625)","(11.0, 14.0, 13.714285714285714)","(13.0, 20.0, 19.44736842105263)","(4.8, 5.7, 5.657894736842105)","(14.0, 18.5, 17.772727272727273)","(41.0, 190.0, 169.0)","(4.0, 5.6, 5.504545454545454)"
12-01-2023 17:21:34.973725,"(2.9, 3.8, 3.7705882352941176)","(5.5, 5.9, 5.385714285714286)","(11.0, 14.0, 13.777777777777779)","(13.0, 20.0, 19.44736842105263)","(4.8, 5.7, 5.625)","(14.0, 18.5, 16.95)","(41.0, 190.0, 163.75)","(4.0, 5.6, 5.8062499999999995)"
12-01-2023 17:21:36.006561,"(2.9, 3.95, 3.8800000000000003)","(5.5, 5.8, 5.166666666666667)","(11.0, 14.5, 13.625)","(13.0, 20.0, 19.16)","(4.8, 5.8, 5.571428571428571)","(14.0, 18.0, 17.157894736842106)","(41.0, 190.0, 170.9090909090909)","(4.0, 5.9, 5.752631578947368)"
12-01-2023 17:21:37.120812,"(2.9, 3.95, 3.8545454545454545)","(5.5, 5.7, 5.244827586206896)","(11.0, 14.0, 13.714285714285714)","(13.0, 19.5, 18.90740740740741)","(4.8, 5.7, 5.618181818181818)","(14.0, 18.0, 17.071428571428573)","(41.0, 190.0, 170.9090909090909)","(4.0, 5.9, 5.796296296296297)"
12-01-2023 17:21:38.209966,"(2.9, 3.9, 3.833333333333333)","(5.5, 5.8, 5.388235294117647)","(11.0, 14.5, 13.818181818181818)","(13.0, 19.5, 17.642857142857142)","(4.8, 5.7, 5.511627906976744)","(14.0, 17.5, 16.857142857142858)","(41.0, 190.0, 130.0)","(4.0, 5.9, 5.96)"
12-01-2023 17:21:39.248287,"(2.9, 3.9, 3.8266666666666667)","(5.5, 5.1, 5.026315789473684)","(11.0, 14.5, 13.818181818181818)","(13.0, 19.5, 17.642857142857142)","(4.8, 5.6, 5.511627906976744)","(14.0, 17.5, 16.857142857142858)","(41.0, 190.0, 156.25)","(4.0, 6.0, 5.78)"
12-01-2023 17:21:40.342755,"(2.9, 3.9, 3.8266666666666667)","(5.5, 5.7, 5.38)","(11.0, 14.0, 13.588235294117647)","(13.0, 19.0, 18.142857142857142)","(4.8, 5.6, 5.511627906976744)","(14.0, 17.5, 16.375)","(41.0, 180.0, 156.25)","(4.0, 6.0, 5.876470588235295)"
